회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인당부가가치,R & D 투자효율,경상개발비율,매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부,기업수명주기,통계청 한국표준산업분류 10차(세세분류),회생기업1,회생기업2
(주)유니크,11320,201812,-0.01,-2,-0.22,1.42,0.87,-9.38,9.23,1.08,2.57,-0.01,0.01,1.17,1.09,13.11,5.51,2.03,9.12,2.39,1.99,2.74,-74.41,93.19,75.69,22.28,116.84,34.4,10.21,5.02,15.99,46.12,32.77,40.34,154.85,93.87,53.88,18.78,-257.17,-2.95,174417.26,228165.59,348.97,60.66096703,30.32,27.65,105803.2,4.28,0,0,1,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
(주)유니크,11320,201912,1.57,8.94,3.9,14.03,11.74,5.55,11.1,1.85,4.39,1.55,1.4,2.05,1.11,13.29,5.57,2.11,9.33,2.37,2.08,2.68,-80.62,94.13,77.96,14.11,111.4,31.4,12.39,6.15,20.79,47.3,34.98,42.23,156.03,94.85,52.7,17.17,-275.21,-2.64,156431.86,211265.13,331.91,62.09469807,29.27,27.55,97135.89,4.6,0,0,0,0,0,0,1,2,      그 외 자동차용 신품 부품 제조업,1,
(주)캐스텍코리아,71850,201412,4.86,1026.12,1272.87,1200.67,615.41,3158.81,15.06,3.76,13.75,12.42,6.95,6.72,1.79,9.7,7.37,3.56,26.13,3.65,3.5,3.89,-329.63,98.75,63.35,4.75,114.04,32.65,8.41,4.61,13.73,46.72,29.81,46.47,330.37,100.74,53.28,35.85,-2823.28,-0.59,291414.26,329561.24,638.89,49.52809332,22.59,23.23,144331.93,0,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
(주)캐스텍코리아,71850,201512,7.04,9.86,6.44,13.01,7.62,7.26,15.21,4.51,9.71,7.11,7.16,4.49,0.99,5.22,3.6,1.99,13.34,2.15,1.85,2.11,1701.36,100.23,67.3,4,118.5,34.14,14.02,8.01,22.27,45.77,32.1,47.81,373.45,104.21,54.23,32.86,14072,0.11,258165.82,303161.46,590.04,51.96967725,22.74,23.95,134167.94,0,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
(주)캐스텍코리아,71850,201612,6.51,6.03,12.97,-1.45,3.85,3.98,14.16,3.28,6.94,5.8,6.05,3.14,0.96,5.45,3.46,1.88,11.73,2.12,1.75,2.08,89.14,104.93,70.61,5.64,123.09,35.56,14.93,8.85,23.16,44.82,29.9,44.43,280.63,94.46,55.18,32.71,695.74,2.09,303536.53,349231.55,654.22,54.37531748,25.23,27.09,165048.95,0,0,0,0,0,0,0,1,2,      그 외 자동차용 신품 부품 제조업,0,
(주)캐스텍코리아,71850,201712,1.57,7.28,3.95,11.74,-1.79,-7.53,11.25,1.38,2.67,2.64,3.18,1.15,0.83,5.27,3.14,1.61,11.17,1.94,1.45,1.83,31.69,112.29,79.52,4.82,143.71,36.76,10.24,7.52,16.43,41.03,32.77,46.28,420.89,100.43,58.97,29.19,266.63,5.07,319599.24,385126.36,748.13,49.77481917,21.26,26.49,159079.94,0,0,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
(주)캐스텍코리아,71850,201812,1.37,11.21,18.27,4.33,17.49,-0.87,8.65,0.51,0.92,1.8,2.38,0.39,0.75,4.8,2.99,1.43,12.67,1.78,1.3,1.68,-80.56,96.07,62.64,4,130.68,38.13,5.04,3.99,7.48,43.35,28.31,43.41,391,104.24,56.65,34.79,-850.44,-1.78,330660.17,425361.46,890.72,46.10319627,17.11,23.92,152444.91,0,0,0,1,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
(주)캐스텍코리아,71850,201912,-0.43,0.9,-2.85,-2.75,-3.3,-8.5,6.9,-3.02,-4.63,-0.66,-1.01,-1.96,0.65,4.28,2.77,1.23,11.26,1.54,1.13,1.53,-14.14,82.02,56.06,3.99,140.71,41.05,4.95,4.46,7.05,41.54,28.6,41.84,377.09,122.8,58.46,31.65,-144.36,-9.17,474014.5,565915.28,951.27,29.53219409,14.72,22.68,139986.88,0,0,0,1,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
(주)티피씨,130740,201112,17.46,-68.29,-76.94,-60.94,-64.62,-67.13,17.66,6.91,4.39,0,0,3.07,0.44,1.98,2.18,0.89,8.02,0.64,1.47,0.92,4.61,342.87,270.59,116.49,31.88,0,47.79,12.53,0,75.83,44.58,56.49,232.87,21.73,24.17,21.08,29.76,40.01,139368.61,57748.73,360.95,0,0,0,0,2.78,0,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
(주)티피씨,130740,201212,9.66,10.65,-1.24,-11.26,10.1,2.24,15.52,8.34,9.87,0,0,7.47,0.89,6.79,5.84,2.46,13.08,1.18,3.67,1.77,6.36,244.47,188.13,68.33,32.54,0,30.94,8.92,0,75.45,34.86,45.3,206.27,24.56,24.55,23.04,39,26.77,128797.14,60117.95,373.7,0,0,0,0,2.71,0,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
(주)티피씨,130740,201312,7.82,4.71,3.53,12.05,2.54,-0.15,12.76,3.45,3.84,0,0,2.86,0.83,7.07,5.67,2.43,10.84,1.11,3.28,1.77,5.93,230.09,182.21,45.71,35.34,0,23.72,7.62,0,73.89,38.39,48.48,169.19,28.51,26.11,20.81,36.8,27.41,115236.48,59842.92,338.17,0,0,0,0,2.17,0,0,1,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
(주)티피씨,130740,201412,10.25,5.83,-1.9,1.09,5.98,10.82,13.58,6.43,7.61,0,0,5.62,0.87,8.04,5.87,2.67,10.46,1.18,3.36,1.85,6.93,212.96,172.69,20.53,35.16,0,21.62,6.61,0,73.99,37.55,46.3,173.71,29.39,26.01,18.91,35.64,24.56,117398.47,65440.8,371.66,0,0,0,0,2.61,0,0,1,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
(주)티피씨,130740,201512,22.84,4.25,2.26,5.96,8.35,3.04,16.01,7.81,8.88,0,0,6.7,0.86,8.58,5.43,2.74,10.78,1.14,3.5,1.84,5.43,292.32,242.27,55.06,30.05,0,24.42,6.71,0,76.9,39.01,47.07,208.5,20.94,23.1,17.12,26.02,30.96,115600.85,71909.53,373.11,0,0,0,0,2.68,0,0,0,0,0,0,0,4,      그 외 자동차용 신품 부품 제조업,0,
(주)티피씨,130740,201612,10.97,31.9,-2.9,10.56,13.63,-0.16,17.06,8.7,9.33,5.54,7.09,6.61,0.72,8.56,5.04,2.75,10.65,1.02,2.48,1.69,11.07,135.99,115.6,28.35,55.46,22.14,13.63,7.23,20.55,64.32,38.38,45.16,216.81,51.62,35.68,15,56.67,11.95,179232.02,98153.83,495.45,0,17.39,26.3,86174.52,2.98,0,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
(주)티피씨,130740,201712,2.88,14.31,-0.53,-28.75,3.86,-5.14,13.71,2.93,2.8,1.48,2.52,1.71,0.59,7.04,4.59,1.74,9.69,0.96,1.51,1.62,-33.84,89.67,65.67,14.53,71.11,27.12,6.63,5.02,10.15,58.44,20.61,28.14,197.95,53.71,41.56,26.76,-232.25,-3.24,186708.92,110275.68,595.05,43.24680037,13.57,24.73,80745.63,3.25,0,0,0,0,0,0,1,2,      그 외 자동차용 신품 부품 제조업,0,
(주)티피씨,130740,201812,0.71,43.7,105.48,129.73,23.91,52.03,18.1,2.89,3.69,0.98,1.43,1.98,0.68,5.33,6.16,1.74,13.35,1.28,1.48,1.8,17.79,116.96,84.23,28.88,98.45,29.05,3.13,2.67,5.34,50.39,32.4,44.99,225.03,76.34,49.61,27.99,193,6.53,410358.72,304868.84,912.89,32.77743595,14.73,25.38,134505.07,3.28,0,0,1,0,0,0,0,4,      그 외 자동차용 신품 부품 제조업,0,
(주)티피씨,130740,201912,0.24,-4.74,-2.89,-8.76,-1.91,7.97,18.86,-3.37,-4.24,0.41,0.63,-2.17,0.64,4.4,5.56,1.41,12.89,1.26,1.31,1.46,12.94,130.88,97.4,19.64,92.72,30.9,6.32,4.62,9.85,51.89,32.07,43.1,223.43,63.46,48.11,25.58,108.44,10.17,397727.33,228568.2,869.59,28.84705832,13.19,20.05,114732.64,2.3,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
디젠스(주),113810,201212,2.25,-48.61,-28.7,-56.11,-62.74,-50.55,13.16,2.87,4.87,3.58,3.95,2.59,0.9,14.74,3.01,2.44,8.67,1.7,1.93,1.59,24.83,126.62,90.2,9.87,135.06,31.15,11.16,4.81,20.58,42.54,36.37,51.05,174.12,94.77,57.46,28.76,136.83,10.73,130209.19,87968.82,292.86,71.34895976,31.72,23.81,92902.9,2.24,0,0,0,0,1,0,0,1,      그 외 자동차용 신품 부품 제조업,0,
디젠스(주),113810,201312,-2.05,2.62,0.01,-16.4,-7.07,-23.84,7.8,-2.67,-6.6,-3.45,-3.44,-2.68,1,6.97,3.61,2.23,6.79,2.47,1.68,2.17,43.61,112.24,80.22,11.64,159.58,34.12,4.79,2.98,8.64,38.52,29.73,41.59,163.7,96.18,61.48,28.52,261.6,4.53,129913.32,92910.1,322.09,55.41123282,22.35,22.6,71986.57,2.41,0,0,0,0,0,0,1,2,      그 외 자동차용 신품 부품 제조업,0,
디젠스(주),113810,201412,-4.55,15,0.36,37.62,-15.78,-17.06,5.38,-8.88,-20.51,-7.41,-9.71,-6.77,0.76,5.67,2.99,1.85,4.91,2.31,1.14,1.66,-81.09,96.59,70.39,13.97,254.46,34.86,0.17,0.17,0.35,28.21,36.27,49.77,125.7,182.64,71.79,27.13,-767.58,-1.76,136928.08,102828.2,377.92,38.23302644,13.85,19.43,52351.75,3.43,0,0,1,0,0,0,0,1,      그 외 자동차용 신품 부품 제조업,0,
디젠스(주),113810,201512,2.19,3.64,1.48,4.94,8.09,55.74,17.95,1.77,6.69,3.98,3.65,1.93,1.09,7.4,4.05,2.85,6.78,3.78,1.53,2.18,-23.26,84.54,66.52,13.92,239.84,39.64,-0.44,-0.29,-0.79,29.43,39.65,50.39,167.19,202.58,70.57,21.32,-116.59,-9.21,132997.53,103863.51,390.08,77.67767749,26.48,24.72,103309.39,2.76,0,0,0,0,0,0,1,2,      그 외 자동차용 신품 부품 제조업,0,
디젠스(주),113810,201612,2.73,5.32,9.01,5.94,16.52,16.18,15.27,1.8,7.04,4.79,3.95,2.19,1.21,10.2,4.43,3.15,7.8,3.91,1.76,2.4,-44.78,90.57,73.7,14.16,207.16,25.76,11.04,6.3,28.91,32.56,41.25,50.69,138.7,171.93,67.44,18.62,-178.79,-5.28,155479.98,122323.21,450.99,85.61116623,29.51,24.97,133108.22,2.23,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,1
디젠스(주),113810,201712,-0.86,-7.4,5.89,-20.05,-19.08,-10.22,12.29,-6.05,-21.79,-1.47,-1.33,-6.66,1.1,10.12,4.46,2.63,5.94,3.6,1.59,2.33,-15.65,74.92,58.35,15.79,251.53,28.19,13.65,8.52,34.66,28.45,34.09,43.77,97.73,205.34,71.55,22.12,-66.09,-14.65,165147.87,136201.61,458.38,63.45715959,22.86,19.95,104798.15,2.82,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
디젠스(주),113810,201812,-1.54,-16.57,-19.33,-1.03,-15.34,-11.74,12.47,-10.29,-39.63,-2.43,-2.2,-11.35,1.1,9.74,5.4,2.5,5.66,3.85,1.55,2.32,-24.35,83.91,67.46,25.98,246.4,38.3,3.39,1.99,6.3,28.87,41.74,51.92,97.05,214.35,71.13,19.61,-102.26,-9.96,230567.47,220998.35,593.91,62.53996645,24.28,20.03,144196.82,3.89,0,0,0,0,0,0,0,1,      그 외 자동차용 신품 부품 제조업,0,
디젠스(주),113810,201912,-1.7,0.84,-6.92,0.55,-13.91,-16.54,15.66,-3.72,-14.03,-2.95,-2.93,-3.75,1.01,8.81,4.64,2.42,5.66,3.77,1.38,1.94,-18.04,82.31,67.84,22.52,305.75,36.3,1.29,0.97,2.68,24.65,42.67,51.77,133.37,255.2,75.35,17.59,-81.85,-11.12,207949.54,213438.2,523.54,63.22652783,25.11,25.03,131479.27,1.99,0,0,0,0,0,0,1,3,      그 외 자동차용 신품 부품 제조업,0,
삼보모터스(주),53700,201112,3.42,19.48,8.12,32.99,7.63,19.84,10.48,1.59,6.44,3.79,2.38,2.52,1.59,26.09,7.09,4.44,9.2,4.06,2.62,2.95,-51.95,90.94,82.16,30.11,167.82,38.62,12.96,5.56,21.02,37.34,51.01,56.46,94.85,166.27,62.66,9.66,-96.94,-5.62,119757.32,0,350.06,0,24.89,17.04,87141.53,0.33,0.008958663,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
삼보모터스(주),53700,201212,4.8,24.25,21.66,35.14,4.25,18.27,12.68,1.77,8,8.35,5.42,2.72,1.54,25.12,7.68,4.56,9.35,4.53,2.34,2.6,64.15,107.6,98.35,57.38,219.22,38.36,13.99,6.91,25.04,31.33,56.12,61.4,91.64,182.17,68.67,8.6,121.76,4.34,136751.39,0,408.26,0,24.33,17.5,99337.88,0.32,0.011757225,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
삼보모터스(주),53700,201312,2.43,227.94,393.52,146.11,200.94,215.65,9.54,5.65,39.49,6.99,3.41,11.59,2.05,17.58,11.74,4.42,11.76,6.99,2.9,4.13,-37.28,86.52,63.68,23.9,247.86,42.95,7.54,4.01,12.5,28.75,33.92,46.08,89,185.27,71.25,26.4,-169.42,-7.18,628299.76,0,1246.42,0,33.3,24.88,415053.57,0.55,0.020718979,0,0,0,0,0,1,2,      그 외 자동차용 신품 부품 제조업,0,
삼보모터스(주),53700,201412,3.39,7.08,8.48,6.32,14.69,6.99,10.28,3.23,14.98,6.16,4.46,4.46,1.38,9.79,7.23,2.73,7.56,4.64,1.97,3.01,-26.75,82.07,58.5,13.46,224.79,39.49,6.44,3.33,11.29,30.79,32.61,45.75,107.8,181.07,69.21,28.72,-131.46,-10,651326.78,647157.32,1306.71,49.47907157,24.66,18.44,322270.44,0.77,0.023639165,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
삼보모터스(주),53700,201512,3.45,10.88,17.76,2.31,13.17,9.36,10.18,2.7,12.03,5.11,3.69,3.74,1.39,9.58,7.73,2.63,7.58,4.46,2.01,3.16,-22.43,78.22,54.34,19.37,218.22,39.35,11.15,5.8,19.44,31.43,29.33,42.22,81.17,171.77,68.57,30.52,-109.58,-11.76,678859.07,790343.65,1412.61,49.77334113,23.92,18.14,337890.84,0.95,0.025790423,0,0,0,0,0,1,2,      그 외 자동차용 신품 부품 제조업,0,
삼보모터스(주),53700,201612,3.1,7.22,8.51,3.33,-6.84,4.17,10.08,2.5,11.3,3.78,2.85,3.31,1.33,8.47,8.32,2.43,7.27,4.53,1.88,3.2,-10.81,63.19,39.61,8.26,266.26,44.79,10.67,6.05,17.32,27.3,25.5,40.69,82.43,235.82,72.7,37.32,-64.07,-23.7,712202.68,819213.92,1471.15,50.44229076,24.42,19.06,359251.35,1.19,0.025311716,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
삼보모터스(주),53700,201712,2.57,5.06,0.43,11.36,9.42,9.93,9.36,0.71,3.49,3.46,2.52,0.97,1.37,8.22,8.33,2.56,7.82,4.93,1.9,3.28,-14.07,69.36,45.06,13.9,251.66,45.64,6.16,3.29,9.66,28.44,28.02,43.13,89.12,218.67,71.56,35.04,-79.31,-19.05,714962.28,858877.51,1473.94,48.13347194,23.35,17.41,344136.17,1.39,0.031758267,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
삼보모터스(주),53700,201812,1.19,2.28,-1.88,5.54,3.14,0.77,8.66,0.45,2.11,1.84,1.37,0.6,1.34,8.31,7.81,2.6,7.61,4.68,1.87,3.05,-16.96,74.08,50.36,15.47,248.72,42.54,10.98,5.93,18.4,28.68,30.25,44.5,86.07,209.5,71.32,32.02,-91.48,-15.57,725627.17,928568.62,1495.02,49.01013237,23.79,18.01,355630.84,1.43,0.03674989,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
삼보모터스(주),53700,201912,-0.91,2.72,1.93,0.65,-3.47,-0.68,8.21,-1.65,-7.69,-1.48,-1.14,-2.14,1.29,7.96,7.78,2.58,7.42,4.66,1.79,2.94,-14.38,71.05,45.66,14.48,271.08,41.99,9.17,5.25,15.96,26.95,28.02,43.6,88.6,227.73,73.05,35.73,-87.7,-17.77,704224.74,981145.36,1535.67,42.95674792,19.7,15.42,302512.05,1.98,0.02740912,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
삼성공조(주),6660,201112,4.36,23.61,118.47,8.19,4.25,41.18,12.04,3.9,4.08,3.48,4.89,2.78,0.71,20.28,6.44,4.37,4.15,1.05,2.23,0.94,3.09,239.89,228.53,22.98,59.22,14.81,11.94,6.89,29.98,62.81,68.14,71.53,60.41,47.48,37.19,4.74,8.12,41.71,142569.66,187368.93,714.19,54.34983536,10.85,16.85,77486.37,0.08,0,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,
삼성공조(주),6660,201212,3.34,-4.19,-38.89,2.73,1.35,-15.48,12.47,2.34,2.02,1.96,3.53,1.3,0.56,14.21,4.94,3.34,3.63,0.86,1.57,0.75,2.36,267.94,255.85,18.3,50.52,15.52,7.44,4.4,16.1,66.44,73.24,76.7,76.7,43.09,33.56,4.51,7.2,48.07,88516.97,176406.98,701.64,87.66388161,11.06,19.47,77597.41,0.11,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
삼성공조(주),6660,201312,5.54,0.63,3.22,-6,7.65,-16.32,9.02,11.36,7.83,1.45,3.07,5.38,0.47,13.27,4.87,3.63,3.68,0.69,1.52,0.64,2.01,291.38,279.02,25.1,40.7,5.59,21.82,13.36,113.02,71.07,68.61,71.65,62.69,34.6,28.93,4.24,6.46,47.06,95274.84,192471.08,724.41,100.7799037,13.25,28.06,96017.89,0.1,0.026045824,0,0,0,0,0,0,4,      그 외 자동차용 신품 부품 제조업,0,
삼성공조(주),6660,201412,1.87,0.82,-5.01,-16.31,3.43,-14.99,7.41,9.61,5.34,0.32,0.8,3.84,0.4,12.48,4.68,3.11,3.06,0.56,1.43,0.61,2.29,240.51,228.79,13.2,37.14,4.93,24.75,16.83,135.88,72.92,56.58,59.47,60.09,33.91,27.08,4.87,8.34,34.74,96058.11,209344.27,772.77,96.18495786,11.96,30.02,92393.46,0.12,0.016568662,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
삼성공조(주),6660,201512,9.3,-3.38,-3.44,13.79,4.32,-8.2,9.47,9.09,4.46,1.26,3.38,3.38,0.37,10.84,4.76,2.98,2.95,0.49,1.54,0.58,1.51,354.26,337.45,21.94,27.02,4.88,13.39,7.53,58.31,78.73,66.72,70.04,55.33,25.11,21.27,4.74,6.61,50.27,106631.37,249170.48,862.7,74.0787306,9.16,24.19,78991.17,0.08,0.019634536,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
삼성공조(주),6660,201612,6.17,3.52,-9.32,18.05,3.39,-8.36,9.04,9.15,3.97,0.75,2.2,3.12,0.34,10.26,4.28,2.92,2.6,0.43,1.6,0.45,1.12,402.98,389.22,35.71,27.17,4.42,16.48,10.51,79.62,78.63,77.15,79.88,50.4,25.21,21.37,3.42,4.54,60.06,113962.39,298675.84,1066.37,81.3809071,8.7,25.96,92743.63,0.12,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
삼성공조(주),6660,201712,14.95,4.1,8.27,-20.82,4.77,8.36,12.78,11.98,5.4,1.65,4.65,4.26,0.36,10.58,4.5,3.19,2.61,0.45,1.69,0.51,1.67,320.8,304.29,16.67,26.36,3.58,22.14,13.24,129.11,79.14,57.63,60.76,45.93,23.93,20.86,5.15,7.48,41.82,107819.27,301631.14,1138.9,97.59766735,9.24,26.49,105229.09,1.81,0,0,0,0,0,0,1,3,      그 외 자동차용 신품 부품 제조업,0,
삼성공조(주),6660,201812,-4.27,-1.11,-3.56,-9.01,2.72,-11.88,9.17,7.83,3,-0.43,-1.4,2.42,0.31,7.31,4.59,2.76,2.6,0.38,1.6,0.53,1.55,353.92,325.07,34.19,21.64,3.49,17.87,10.23,91.13,82.21,51.35,55.91,50.1,19.22,17.79,8.15,11.36,40.11,101471.24,311943.8,1146.11,73.20578492,6.48,20.85,74282.82,2.63,0,0,0,0,0,0,0,4,      그 외 자동차용 신품 부품 제조업,0,
삼성공조(주),6660,201912,-16.55,-0.67,3.17,-12.9,2.27,-6.97,7.28,6.7,2.33,-1.57,-5.42,1.94,0.29,6.28,5.29,2.57,3.01,0.35,1.75,0.55,1.64,362.11,332.53,19.48,18.14,2.93,11.12,5.87,58.25,84.64,45.02,49.02,45.29,15.99,15.36,8.17,11.29,35.48,118037.21,344492.11,1219.01,61.25726746,5.93,20.38,72306.37,2.7,0,0,1,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
새론오토모티브(주),75180,201112,165.46,19.08,19.69,14.14,12.01,18.43,17.09,8.35,10.97,10.94,11.2,8.16,0.98,9.09,3.3,3.18,7.62,1.31,3.82,1.57,4.83,255.72,217.82,47.17,38.29,1.93,22.69,6.99,326.19,72.31,52.1,61.16,206,33.08,27.69,14.82,24.33,37.24,166903.94,224741.87,572.03,88.09349506,25.7,28.59,147031.51,0,0,0,0,0,0,0,1,3,      그 외 자동차용 신품 부품 제조업,0,
새론오토모티브(주),75180,201212,92.91,-0.35,15.37,-9,3.93,8.12,16.59,6.38,8.41,10.36,10.64,6.21,0.97,9.26,3.22,2.93,7.62,1.32,3.73,1.66,5.26,297.41,252.28,63.22,32.59,3.79,44.7,11.26,289.51,75.42,47.38,55.86,258.96,24.9,24.58,15.17,22.86,37.08,187486.03,255013.14,529.89,81.14512728,28.71,29.43,152135.78,0,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
새론오토모티브(주),75180,201312,322.32,12.21,-0.4,21.44,14.66,9.34,22.27,11.01,14.51,16.3,16.21,11.07,1.01,9.63,3.37,3,9.46,1.32,4.24,1.72,4.49,333.63,290.64,63.89,29.76,1.78,55.13,13.3,710.97,77.06,52.66,60.45,294.64,23.51,22.94,12.88,18.4,42.33,183848.19,273279.8,594.59,112.3135957,34.73,36.53,206486.51,0,0,0,0,0,0,0,1,3,      그 외 자동차용 신품 부품 제조업,0,
새론오토모티브(주),75180,201412,847.19,8.21,6.85,6.79,13.03,3.31,22.39,11.97,14.32,15.37,16.29,11.29,0.94,9.27,3.52,3,10.49,1.2,4.46,1.57,3.95,434.21,375.96,59.93,24.23,0.05,82.24,17.67,35188.84,80.5,51.65,59.66,296.21,17.07,19.5,13.42,17.43,45.92,182931.49,286193.16,604.4,114.1150975,34.54,38.05,208752.45,0,0,0,0,0,0,0,1,3,      그 외 자동차용 신품 부품 제조업,0,
새론오토모티브(주),75180,201512,10715.65,12.12,4.1,14.27,11.99,1.81,21.37,12.22,13.24,12.78,14.67,10.65,0.87,9.08,3.65,2.89,11.23,1.08,4.46,1.45,3.48,451.96,398.92,71.74,24.38,0.04,75.76,18.02,36524.96,80.4,53.67,60.8,313.87,16.73,19.6,11.73,15.07,47.35,176340.45,283209.52,622.75,112.7243822,31.92,38.73,198778.68,0,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
새론오토모티브(주),75180,201612,11247.92,7.22,-3.42,10.14,8.27,-2.57,21.23,11.42,10.95,11,14.2,8.85,0.77,8.82,3.71,2.81,10.85,0.96,4.04,1.26,3.01,490.4,437.59,106.54,23.16,0.04,73.91,18.56,36661.81,81.19,55.73,62.46,261.57,15.69,18.81,10.77,13.53,49.72,170792.3,294846.5,667.7,116.7001418,29.85,39.86,199314.86,0,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
새론오토모티브(주),75180,201712,6467.9,1.09,1.23,3.06,2.56,-7.12,17.09,7.23,6.12,6.3,9.1,5,0.69,7.6,3.54,2.64,10.96,0.85,3.8,1.1,2.62,569.88,495.07,160.22,21.39,0.04,50.49,12.93,23723.96,82.38,55.32,63.68,353.55,13.56,17.62,13.13,15.92,52.5,168346.24,313860.94,678.41,102.4655188,25.43,36.95,172496.84,0,0,0,0,0,0,0,0,4,      그 외 자동차용 신품 부품 제조업,0,
새론오토모티브(주),75180,201812,3577.07,0.16,30.31,-11.66,1.24,-8.66,14.79,4.41,3.35,3.58,5.7,2.77,0.63,7.28,3.6,2.08,12.36,0.76,3.65,1.05,2.72,555.89,493.16,273.93,20.1,0.04,45.41,12.11,20299.23,83.26,49.82,56.16,315.48,12.13,16.74,11.28,13.76,46.06,187931.49,351001.51,667.63,78.12884469,21.99,35.05,146828.7,0,0,0,1,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
새론오토모티브(주),75180,201912,-35.92,-4.31,-13.27,-6.17,-4.22,-8.85,6.8,-5.45,-3.82,-1.46,-2.5,-3.18,0.58,8.86,4.15,1.8,12.1,0.7,3.5,1.05,2.67,535.72,477.89,267.45,19.99,0.04,56.43,15.73,24024.59,83.34,49.12,55.07,257.94,12.33,16.66,10.79,13.27,44.79,215361.45,425491.16,705.93,47.84921138,14.6,24.43,103048.76,0,0,0,0,0,0,0,1,3,      그 외 자동차용 신품 부품 제조업,0,
세종공업(주),33530,201112,15.23,6.1,32.85,-3.07,11.42,20.14,14.02,4.49,16.12,8.97,5.93,6.79,1.51,7.47,5.33,5.87,5.02,3.59,2.62,2.24,20.55,128.4,90.03,22.66,131.95,19.44,8.86,3.43,25.93,43.11,45.37,64.71,87.74,116.88,56.89,29.88,135.1,14.31,205109.47,135222.65,771.17,107.7543404,28.66,19.49,221014.35,3.26,0,0,0,0,0,0,1,1,      그 외 자동차용 신품 부품 제조업,0,
세종공업(주),33530,201212,15.65,4.99,9.19,2.94,12.36,8.53,15.09,4.44,15.49,8,5.14,6.92,1.56,7.01,5.73,5.34,5.44,3.49,2.81,2.43,20.83,129.87,92.18,30.66,116.75,15.83,11.62,4.12,39.52,46.14,45.03,63.44,85.53,105.88,53.86,29.02,126.18,14.59,235257.31,158659.66,801.92,102.7230564,30.14,19.83,241663.5,3.53,0,0,0,0,0,0,0,3,      그 외 자동차용 신품 부품 제조업,0,
세종공업(주),33530,201312,24.43,4.18,7.27,3.79,15.31,7.47,14.31,4.25,13.97,8.41,5.25,6.8,1.6,8.04,5.89,5.3,5.57,3.29,3.12,2.53,16.52,142.92,107.32,39.99,95.82,11.74,25.93,8.09,108.1,51.07,47.46,63.2,91.36,86.6,48.93,24.91,82.94,18.98,245757.46,163921.37,841.46,109.7887699,32.06,20.45,269814.09,3.58,0,0,1,0,0,0,1,3,      그 외 자동차용 신품 부품 제조업,0,
