회사명,거래소코드,회계년도,이자보상배율,총자산증가율,유형자산증가율,유동자산증가율,자기자본증가율,매출액증가율,매출액총이익율,매출액순이익율,자기자본순이익율,총자본영업이익율,매출액영업이익률,총자본순이익률,총자본회전율,재고자산회전율,매출채권회전율,유형자산회전율,매입채무회전율,자기자본회전율,타인자본회전율,유동자산회전율,순운전자본회전율,유동비율,당좌비율,현금비율,부채비율,차입금의존도,CASH_FLOW_대_부채비율,CASH_FLOW_대_매출액비율,CASH_FLOW_대_차입금비율,자기자본구성비율,당좌자산구성비율,유동자산구성비율,매출채권_대_매입채무비율,유동부채비율,타인자본구성비율,재고자산_대_유동자산비율,재고자산_대_순운전자본비율,순운전자본비율,노동장비율,기계장비율,자본집약도,설비투자효율,총자본투자효율,부가가치율,종업원1인당부가가치,R & D 투자효율,매출원가감소율여부,배당금감소율여부,변화율여부,직원감소율여부,자본증가율여부,투자활동감소율여부,기업수명주기,통계청 한국표준산업분류 10차(세세분류),회생기업1,회생기업2
(주)홈캐스트,64240,201412,3.09,69.9,-28.96,46.47,76.58,-5.77,29.76,1.84,2.39,5.66,7.19,1.45,0.79,6.8,3.9,3,11.36,1.29,2.01,1.62,11.53,130.99,115,31.24,61.99,10.32,11.18,6.85,41.44,61.73,40.24,45.84,358.42,56.68,38.27,12.21,51.6,10.84,263749.92,0,1525.53,0,7.76,12.42,118442.8,4.47,0,1,0,0,0,1,2,      비디오 및 기타 영상기기 제조업,0,0
(주)홈캐스트,64240,201712,-6.2,-24.42,-0.57,-54.11,-16.28,-66.47,28.64,-41.82,-16.34,-3.11,-9.73,-13.37,0.32,4.17,1.94,4.24,11.42,0.39,1.76,0.58,2.77,302.9,279.09,185.1,15.44,0,96.48,34.75,0,86.63,36.87,40.02,384.27,15.25,13.37,7.86,11.74,26.81,171976.54,542.86,1967.85,0,-11.31,-30.45,-222501.61,4.48,0,0,0,0,0,1,3,      비디오 및 기타 영상기기 제조업,0,0
(주)홈캐스트,64240,201812,-9.39,6.48,-0.67,76.37,1.73,-16.23,16.72,-59.3,-21.11,-4.76,-15.8,-17.87,0.3,3.43,1.93,3.57,6.79,0.36,1.96,0.56,1.19,385.43,320.13,166.14,20.83,0,29.21,17.24,0,82.76,55.06,66.29,338.27,20.78,17.24,16.94,22.88,49.09,177157,9814.5,2172.96,0,-13.35,-45.71,-290148.15,6.68,0,0,0,0,0,0,5,      비디오 및 기타 영상기기 제조업,0,0
(주)홈캐스트,64240,201912,-25.76,-17.72,-1.65,-19.83,-10.45,54.11,22.08,-27.19,-15.61,-8.34,-16.88,-13.43,0.49,3.39,1.86,5.57,9.42,0.57,3.54,0.75,1.99,663.75,545.57,241.74,11.02,0,-78.41,-14.23,0,90.07,53.1,64.6,1008.55,10.8,9.93,17.8,20.96,54.86,192017.73,10815.98,1970.29,0,-6.62,-12.1,-130496.53,9.58,0,0,0,0,0,0,4,      비디오 및 기타 영상기기 제조업,0,0
(주)휴맥스,115160,201112,0.51,-0.25,-0.37,7,7.05,-2.17,22.65,3.5,9.11,5.48,4.24,4.54,1.29,4.63,3.78,14.14,7.12,2.6,2.58,1.66,7.58,173.68,126.83,20.63,93.87,16.24,10.82,4.04,32.25,51.58,58.87,80.62,182.38,89.99,48.42,26.97,63.58,34.2,107916.22,1359.65,1198.07,274.0108639,24.68,19.04,295702.17,5.99,0,0,0,0,0,0,3,      비디오 및 기타 영상기기 제조업,0,0
(주)휴맥스,115160,201212,4.58,-6.44,-3.96,-10.47,2.14,3.05,22.87,1.34,3.43,4.14,3,1.85,1.38,5.22,3.58,14.89,8.2,2.56,2.99,1.75,7.54,196.51,148.19,30,77.58,14.22,4.01,1.23,12.31,56.31,58.18,77.15,285.26,69.71,43.69,24.59,50.07,37.89,93106.83,927.97,1023.34,153.2580769,13.94,9.77,142693.74,6.82,0,0,0,0,0,0,4,      비디오 및 기타 영상기기 제조업,1,0
(주)휴맥스,115160,201412,5.53,13.03,4.57,15.3,3.37,26.71,20.61,1.42,4.57,3.72,2.29,2.3,1.62,5.04,4.56,14.16,8.56,3.23,3.26,2.1,10.17,162.99,110.33,20.91,107.82,15.76,4.59,1.56,15.11,48.12,52.71,77.87,181.79,99.3,51.88,32.31,83.61,30.09,132213.29,6758.51,1206.7,136.6503592,14.97,9.79,180669.94,5.07,0,1,0,0,0,0,1,      비디오 및 기타 영상기기 제조업,0,0
(주)휴맥스,115160,201512,9.7,0.86,21.97,-0.98,7.91,-1.18,22.06,2.11,6.39,5.12,3.4,3.18,1.51,4.04,4.98,12.33,8.75,3.02,3,1.95,9.05,176.43,100.42,37,94.25,18.94,9.54,3.09,24.44,51.48,43.52,76.45,153.04,84.18,48.52,43.08,99.45,33.12,146786.14,8929.48,1142.57,135.062934,17.35,11.58,198253.66,6.22,0,0,0,0,0,1,2,      비디오 및 기타 영상기기 제조업,0,0
(주)휴맥스,115160,201612,4.28,7,-0.52,7.97,-4,-5.34,19.93,0.24,0.68,2.04,1.49,0.33,1.37,3.61,5.46,10.65,8.1,2.81,2.67,1.78,8.66,165.77,105.49,39.61,116.51,20.56,13.07,5.31,34.23,46.19,49.09,77.15,137.27,100.77,53.81,36.37,91.66,30.61,155586.34,9395.89,1266.61,111.0394906,13.64,10.29,172762.28,7.44,0,0,0,0,0,0,3,      비디오 및 기타 영상기기 제조업,0,0
(주)휴맥스,115160,201712,0.62,18.43,8.28,18.15,-4.94,19.33,17.61,-1.97,-6.9,0.72,0.5,-2.85,1.45,3.7,5.07,12.23,6.8,3.51,2.47,1.88,16.5,126.65,67.82,14.75,169.74,29.09,-6.39,-3.01,-13.82,37.07,41.22,76.97,126.29,163.93,62.93,46.45,220.74,16.2,166915.49,11846.67,1476.14,68.72968261,7.77,5.82,114720.49,4.88,0,0,0,0,0,1,1,      비디오 및 기타 영상기기 제조업,0,0
(주)휴맥스,115160,201812,-2.01,-12.35,-5,-20.9,-10.3,-8.49,14.79,-3.13,-10.89,-3.46,-2.65,-4.08,1.3,3.47,4.61,11.04,6.18,3.48,2.08,1.77,17.6,129.58,78.01,20.93,163.57,24.9,-1.73,-0.77,-4.32,37.94,41.82,69.46,140.96,141.29,62.06,39.8,174.33,15.86,170735.52,10017.44,1390.9,49.91878135,6.13,4.39,85229.09,6.67,0,1,0,0,0,0,3,      비디오 및 기타 영상기기 제조업,0,0
(주)휴맥스,115160,201912,1.11,-3.31,-9.15,-24.89,4.67,-20.41,17.94,1.73,4.93,2.2,1.95,1.95,1.13,3.94,4.86,9.45,7.17,2.86,1.87,1.83,68.54,106.62,68.61,17.27,143.5,33.73,17.13,8.79,29.92,41.07,34.72,53.96,151.55,123.23,58.93,35.65,574.12,3.35,264719.3,48822.74,2312.51,131.034365,15,13.06,346873.26,4.91,0,0,0,0,0,1,2,      비디오 및 기타 영상기기 제조업,0,0
세종공업(주),33530,201612,4.41,4.17,4.84,4.11,1.57,-3.73,13.12,1.2,3.49,2.5,2.02,1.48,1.24,7.04,4.18,3.98,4.48,2.91,2.15,2.09,38.28,112.02,81.65,20.54,138.47,18.31,9.98,4.78,31.65,41.93,43.02,59.02,93.08,125.65,58.07,27.11,252.75,6.33,344862.86,248251.21,1168.73,80.27286486,23.69,19.54,276831.3,4.72,0,0,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,0
세종공업(주),33530,201712,-1.2,-5.46,-2.29,-9.94,-4.66,-10.26,10.88,-0.73,-1.94,-0.72,-0.64,-0.82,1.12,5.3,4.2,3.53,3.98,2.66,1.93,1.94,37.64,112.2,68.74,12.86,136.46,20.77,6.63,3.33,18.42,42.29,34.45,56.22,85.8,118.49,57.71,38.73,356.24,6.11,340761.4,262062.29,1100.92,67.20365172,20.8,18.08,229004.11,4.42,0,1,0,0,0,0,1,      그 외 자동차용 신품 부품 제조업,0,0
세종공업(주),33530,201812,0.03,-3.28,-3.33,-6.03,-5.11,6.14,10.26,-1.76,-5.22,0.02,0.02,-2.19,1.24,5.4,4.96,3.85,4.79,2.96,2.14,2.24,269.65,101.74,65.55,14.48,141.03,22.7,2.08,0.96,5.36,41.49,35.19,54.63,97,129.41,58.51,35.58,2075.77,0.94,325416.9,263836.15,1032,73.86517784,23.29,18.45,240369.77,4.45,0,1,0,0,0,0,2,      그 외 자동차용 신품 부품 제조업,0,0
세종공업(주),33530,201912,1.43,14.35,8.82,17.5,5.49,11.11,11.09,0.16,0.52,1.41,1.08,0.21,1.31,6.37,4.97,4.17,4.93,3.29,2.17,2.36,87.97,105.23,72.9,14.69,161.29,20.76,8.53,4.29,25.37,38.27,38.89,56.13,90.71,139.37,61.73,30.72,618.29,2.79,349307.29,279487.46,1195.71,73.32260425,21.42,17.46,256121.2,4.96,0,1,0,0,0,1,2,      그 외 자동차용 신품 부품 제조업,0,0
(주)네오리진,94860,201412,-8.5,-27.26,-35.12,-11.83,-46.53,-16.81,17.79,-52.66,-105.82,0,0,-50.7,0.96,9.07,3.21,24.11,3.6,2.01,1.85,1.72,37.65,110.81,99.33,36.61,152.26,0,6.26,3.3,0,39.64,55.82,62.27,96.82,141.76,60.36,10.36,106.21,6.07,8890.08,0,238.22,0,0,0,0,5.18,0,0,0,0,0,0,1,      시스템 소프트웨어 개발 및 공급업,0,0
(주)네오리진,94860,201512,-19.24,-49.03,-57.68,-65.82,-8.53,-64.11,40.43,-27.21,-29.42,0,0,-14.79,0.54,4.42,2.02,15.45,2.13,1.08,1.09,0.98,8.22,188.39,147.59,86.21,40.58,0,-29.4,-10.54,0,71.13,32.71,41.76,196.63,31.16,28.87,21.66,46.16,19.59,7963.02,0,257.02,0,0,0,0,13.9,0,0,0,0,0,0,5,      시스템 소프트웨어 개발 및 공급업,0,0
(주)네오리진,94860,201612,9.47,1.13,-1.85,2.19,7.65,-14.17,50.28,6.33,5.92,0,0,4.35,0.69,4.74,4.5,22.51,10.81,0.94,2.59,1.64,5.6,236.89,206.69,104.78,32.06,0,-8.95,-3.18,0,75.72,36.81,42.19,283.18,23.52,24.28,12.75,22.06,24.38,8526.33,0,283.56,0,0,0,0,4.56,0,0,0,0,0,0,3,      시스템 소프트웨어 개발 및 공급업,0,0
(주)네오리진,94860,201812,-12.63,-17.14,-2.87,-17.96,-19.26,0.36,43.48,-41.72,-28.66,0,0,-23.32,0.56,5.02,2.99,16.27,10.2,0.69,3.01,1.33,4.32,314.33,254.34,87.48,24.61,0,2.12,0.68,0,80.25,33.87,41.86,284.42,16.6,19.75,19.08,27.99,28.54,12765.74,0,341.67,0,0,0,0,7.03,0,0,0,0,0,0,4,      시스템 소프트웨어 개발 및 공급업,0,0
(주)네오리진,94860,201912,3.22,-4.25,38.83,29.25,-8.24,24.33,41.8,-24.19,-24.12,0,0,-18.96,0.78,7.42,4.1,17.19,13.69,1,3.66,1.6,3.48,542.67,502.04,300.57,30.03,0,25.6,7.38,0,76.91,52.28,56.51,406.74,13.54,23.09,7.49,9.18,46.1,17722.84,0,327.13,0,0,0,0,5.77,0,0,0,0,0,0,2,      시스템 소프트웨어 개발 및 공급업,0,0
(주)누리플렉스,40160,201112,0.79,-4.1,211.27,-35.42,-1.81,-12.54,31.37,-1.3,-1.3,1.29,1.95,-0.86,0.66,5.33,3.82,3.18,8.82,1,1.97,1.05,4.6,237.77,206.97,41.78,49.14,20.49,29.88,14.53,48.06,67.05,44.3,50.89,234.54,31.92,32.95,12.95,22.35,29.49,255428.59,23997.3,791.45,42.14972814,13.6,20.07,107662.46,7.26,0,0,0,0,0,1,3,      시스템 소프트웨어 개발 및 공급업,0,0
(주)누리플렉스,40160,201212,-3.57,-11.07,10.45,-19.94,-17.25,-23.84,34.11,-23.44,-19.75,-3.51,-6.43,-12.81,0.55,4.01,3.73,1.52,7.55,0.84,1.56,1.13,5.54,184.28,137.36,27.37,60.27,24.22,21.24,13.76,32.98,62.39,34.15,45.81,151.53,39.85,37.61,25.46,55.67,20.95,336288.27,50833.72,838.93,0,6.22,10.71,52154.85,10.52,0,0,0,0,0,0,2,      시스템 소프트웨어 개발 및 공급업,0,0
(주)누리플렉스,40160,201312,2.55,-25.05,-21.25,-26.91,-26.5,-22.32,41.79,18.38,15.31,2.88,5.58,9.47,0.52,3.94,3.62,1.26,7.86,0.83,1.35,1.14,10.93,132.68,126.16,49.82,63.42,23.2,7.99,5.15,13.36,61.19,42.48,44.68,314.95,55.03,38.81,4.92,19.96,11,297927.53,86554.57,707.34,0,14.17,23.54,100197.27,7.65,0,0,0,0,0,0,4,      시스템 소프트웨어 개발 및 공급업,0,0
(주)누리플렉스,40160,201412,1.32,1.75,-17.49,0.53,3.69,3.74,43.61,3.78,3.79,2.02,3.26,2.34,0.62,10.94,3.77,1.62,10.8,1,1.62,1.39,15.97,121.07,109.64,59.4,60.37,27.15,2.86,1.76,3.97,62.36,39.98,44.14,245.58,58.47,37.64,9.44,54.23,7.68,235137.37,80579.99,688.42,0,21.76,35.47,149783.7,5.46,0,0,0,0,0,0,1,      시스템 소프트웨어 개발 및 공급업,0,0
(주)누리플렉스,40160,201612,26.21,18.53,4.1,29.01,13.51,-12.15,47.33,12.65,12.56,10.46,15.32,8.64,0.68,7.01,2.64,2.49,9.86,0.99,2.19,1.33,5.89,166.97,153.32,72.99,48.23,17.07,30.42,15.72,57.96,67.46,48.98,53.34,209.04,47.35,32.54,8.17,20.38,21.39,119948.91,42728.98,465.74,0,20.55,32.63,95687.54,4.91,0,0,0,1,0,1,2,      시스템 소프트웨어 개발 및 공급업,0,0
(주)누리플렉스,40160,201912,8.52,-0.01,5.24,1.41,12.06,-22.29,28.5,5.99,13.71,9.03,7.85,6.89,1.15,4.2,5.14,5.21,11.19,2.29,2.31,1.91,13.71,138.32,100.36,34.52,88.16,23.38,21.67,8.82,43.42,53.15,43.97,60.61,225.82,82.44,46.85,27.44,99.06,16.79,191185.08,78104.41,845.78,115.0931799,26.02,22.61,220040.99,5.55,0,0,0,0,0,1,3,      시스템 소프트웨어 개발 및 공급업,0,0
(주)시큐브,131090,201112,90.89,-73.09,-83.86,-55.7,-69.17,-5.96,46.27,17.63,8.15,0,0,5.19,0.29,1.13,2.46,2.3,6.76,0.46,0.81,0.52,2.46,317.55,309.8,86.56,41.2,0,-59.15,-24.86,0,70.82,80.34,82.35,222.22,36.62,29.18,2.44,3.56,56.42,13996.33,0,397.26,0,0,0,0,8.03,0,0,0,0,0,0,2,      시스템 소프트웨어 개발 및 공급업,0,0
(주)시큐브,131090,201212,46.42,19.68,58.44,12.4,12.35,15.96,46.34,15.68,16.78,0,0,11.49,0.73,40.96,1.84,7.43,3.86,1.07,2.32,0.92,2.61,298.83,298.51,57.27,50.41,0,25.53,12.72,0,66.48,77.25,77.34,198.16,38.93,33.52,0.11,0.16,51.46,43853.38,0,395.17,0,0,0,0,7.74,0,0,0,0,0,0,3,      시스템 소프트웨어 개발 및 공급업,0,0
(주)시큐브,131090,201312,17.54,-1.27,-2.5,-3.52,3.82,-14.66,47,9.41,7.97,0,0,5.44,0.58,176.18,1.43,5.24,2.89,0.85,1.82,0.76,2.52,256.83,255.93,28.85,43.04,0,27.52,14.24,0,69.91,75.31,75.58,203.03,42.09,30.09,0.35,0.57,46.15,37411.24,0,341.37,0,0,0,0,14.27,0,0,0,0,0,0,3,      시스템 소프트웨어 개발 및 공급업,0,0
(주)시큐브,131090,201412,-24.71,-10.9,-3.83,-12.49,-2.63,-8.84,44.63,2.89,2.22,0,0,1.62,0.56,220.87,1.57,4.93,2.87,0.77,2.07,0.75,2.35,314.58,314.57,46.88,30.89,0,41.4,16.42,0,76.4,74.23,74.23,153.93,30.89,23.6,0.01,0,50.63,33683.63,0,284.74,0,0,0,0,20.46,0,1,0,0,0,0,4,      시스템 소프트웨어 개발 및 공급업,0,0
(주)시큐브,131090,201512,1407.18,4.4,-3.72,14.81,0.81,-6.98,57.72,9.38,6.77,0,0,5.08,0.54,8967.07,1.73,4.77,2.56,0.72,2.17,0.69,1.91,313.79,313.78,87.71,35.55,0,45.25,22.38,0,73.78,81.63,81.64,135.17,35.26,26.22,0.01,0.01,55.62,31754.89,0,291.07,0,0,0,0,24.82,0,0,0,0,0,0,4,      시스템 소프트웨어 개발 및 공급업,1,0
(주)시큐브,131090,201612,1407.18,6.9,-4.12,7.68,7.02,2.23,60.85,8.71,8.38,7.85,14.6,6.18,0.52,6969.94,1.8,5.07,2.41,0.71,2,0.64,1.76,324.09,324.08,111.07,35.92,0,44.92,23.16,0,73.57,84.41,84.41,126.61,35.4,26.43,0.01,0,58.36,29823.78,0,301.82,0,22.12,43.19,66777.04,20.1,0,0,0,0,0,0,3,      시스템 소프트웨어 개발 및 공급업,0,1
(주)시큐브,131090,201712,1407.18,11.93,-5.61,15.29,11.53,0.71,57.81,20.36,13.5,8.89,18.26,9.91,0.49,5968.66,1.84,5.37,2.33,0.66,1.83,0.57,1.53,326.97,326.96,149.78,36.4,0,47.94,27.75,0,73.31,86.94,86.94,124.41,36.27,26.69,0.01,0.01,60.35,26272.86,0,315.3,0,26.68,57.89,84131.9,18.13,0,1,0,0,0,0,4,      시스템 소프트웨어 개발 및 공급업,0,0
(주)시큐브,131090,201812,1407.18,-1.09,-2.16,-5.15,9.45,-8.58,53.65,18.62,10.22,6.99,16.49,7.89,0.42,5235.33,1.92,5.11,2.5,0.55,1.86,0.5,1.32,444.44,444.42,225.73,23.26,0,59.84,26.51,0,81.13,83.37,83.38,136.29,23.12,18.87,0.01,0.01,64.62,32520.3,0,394.53,0,21.19,49.73,83591.2,11.72,0,0,0,0,0,0,3,      시스템 소프트웨어 개발 및 공급업,0,0
(주)시큐브,131090,201912,798.55,14.05,37.92,12.24,18.2,30.58,65.09,28.25,17.76,14.41,27.72,14.68,0.52,5872.52,3.33,5.67,4.54,0.63,3,0.63,1.47,527.41,527.39,316.67,18.94,0,77.61,25.33,0,84.08,82.06,82.06,129.19,18.5,15.92,0.01,0,66.5,47728.82,0,478.79,0,27.73,56.86,132792.44,13.52,0,0,0,0,0,0,3,      시스템 소프트웨어 개발 및 공급업,0,0
(주)이루온,65440,201112,1.41,-9.18,35.85,-16.73,-1.17,-1.63,40.05,-0.41,-0.88,3.05,3.02,-0.41,1.01,22.25,3.39,26.53,6.65,2.17,1.88,1.79,18.44,127.16,122.22,22.79,106,29.25,31.1,15.11,54.72,48.54,51.7,53.79,167.35,87.14,51.46,3.89,18.21,11.49,12497.59,35167.84,271.68,0,32.77,30.94,89033.36,10.49,0,0,0,0,0,1,2,      시스템 소프트웨어 개발 및 공급업,0,0
(주)이루온,65440,201212,-2.55,21.53,677.27,15.58,-15.63,-8.13,36.46,-7.86,-17.1,-6.84,-7.79,-6.91,0.88,25.43,3.98,4.82,6.33,2.17,1.47,1.68,66.63,104.93,100.25,15.88,196.75,43.27,18.39,15.23,28.17,33.7,48.88,51.16,140.66,144.68,66.3,4.46,94.84,2.4,111672.46,24547.61,379.58,0,14.01,17.49,53164.41,19.84,0,0,0,0,0,1,2,      시스템 소프트웨어 개발 및 공급업,0,0
(주)이루온,65440,201312,2.35,1.84,-3.94,6.5,11.36,30.77,36.43,2.68,7.87,5.91,5.69,2.78,1.04,25.11,4.36,3.63,7.09,2.94,1.6,1.98,13.45,140.01,132.25,20.86,171.36,35.11,12.78,7.85,22.98,36.85,50.53,53.5,155.48,103.69,63.15,5.55,19.41,15.29,109870.76,20060.01,395.9,0,26,25.29,102924.44,9.26,0,0,0,0,0,0,2,      시스템 소프트웨어 개발 및 공급업,1,0
(주)이루온,65440,201412,-2.14,0.1,-3.1,11.83,-40.97,-6.43,31.28,-14.67,-48.17,-5.56,-5.79,-14.11,0.96,20.3,3.19,3.52,5.68,3.28,1.36,1.7,-28.87,89.98,84.64,7.14,360.21,34.58,-3.63,-2.95,-8.21,21.73,56.22,59.77,161.6,305.69,78.27,5.93,-53.23,-6.66,98521.49,19946.63,366.74,0,13.75,14.31,50415.37,15.49,0,0,0,0,0,0,1,      시스템 소프트웨어 개발 및 공급업,0,0
(주)이루온,65440,201512,1.65,-1.78,3.84,-3.27,-0.01,9.06,27,0.02,0.11,3.59,3.39,0.02,1.06,21.48,2.84,3.83,5.37,4.82,1.35,1.78,82.69,104.59,98.11,10.11,352.04,36.53,-6.6,-4.81,-14.06,22.12,55.21,58.86,196.6,254.4,77.88,6.19,141.16,2.58,106266.43,15900.87,374.16,0,31.57,29.59,118136.74,9.53,0,0,0,0,0,0,4,      시스템 소프트웨어 개발 및 공급업,0,0
(주)이루온,65440,201612,0.59,-2.24,-5.25,-1.95,85.07,2.04,26.17,-1.98,-6.83,1.03,0.94,-2.18,1.1,28.47,3.49,3.94,8.94,3.45,1.62,1.87,13.55,138.58,133.77,38.32,138.78,30.61,4.33,2.26,8.23,41.88,56.98,59.03,447.68,101.71,58.12,3.47,12.48,16.44,96929.09,15428.07,352.12,0,30.82,27.67,108519.93,16.51,0,0,0,0,0,0,2,      시스템 소프트웨어 개발 및 공급업,0,0
(주)이루온,65440,201712,-0.53,1.6,-5.36,7.52,-7.21,-33.51,30.69,-4.83,-8.86,-0.77,-1.04,-3.55,0.73,18.56,2.94,2.76,7.49,1.83,1.23,1.21,7.97,141.43,133.67,22.02,161.45,26.19,6.4,5.42,15.08,38.25,59.04,62.47,180.94,115.49,61.75,5.48,18.72,18.3,128039.03,22238.55,499.37,0,21.27,29.17,106194.38,17.55,0,0,0,0,0,0,3,      시스템 소프트웨어 개발 및 공급업,0,0
(주)이루온,65440,201812,2.08,25.18,-4.49,42.95,86.04,38.18,25.21,1.91,3.51,2.34,2.61,1.71,0.89,22.45,3.45,4.02,6.93,1.84,1.74,1.33,4.31,209.93,202.21,38.7,75.92,17.92,2.84,1.52,6.84,56.85,68.71,71.34,212.26,59.78,43.15,3.68,7.02,37.36,158652.5,28946.45,810.93,0,20.27,25.2,164414.59,11.34,0,0,0,0,0,1,1,      시스템 소프트웨어 개발 및 공급업,0,0
(주)이루온,65440,201912,2,-1.51,-3.55,2.24,1.02,2.3,24.56,1.08,1.56,1.64,1.97,0.9,0.83,32.71,3.39,4.28,7.18,1.44,1.95,1.14,4.08,223.95,220.35,68.22,71.51,17.83,6.77,3.38,15.82,58.31,72.86,74.05,201.53,56.71,41.69,1.61,2.9,40.99,150985.09,24196.85,788.02,0,19.7,23.57,155262.8,7.6,0,0,0,0,0,0,4,      시스템 소프트웨어 개발 및 공급업,0,0
(주)케이사인,192250,201712,-14.27,-5.7,40.64,-17.78,-8.83,-17.59,100,-18.61,-9.71,-6.72,-19.13,-6.54,0.35,0,2.55,19.14,8.62,0.52,1.07,0.47,2.05,204.34,204.34,94.1,51.18,0.2,11.64,10.89,1923.56,66.15,69.18,69.18,197.77,51.18,33.85,0,0,35.32,17969.91,26394.42,813.25,0,-0.15,-0.42,-1232.22,4.62,0,1,0,0,0,0,3,      시스템 소프트웨어 개발 및 공급업,0,0
(주)케이사인,192250,201812,5.16,-3.83,31.42,-3.15,7.49,-10.39,100,-3.26,-1.54,1.95,5.9,-1.08,0.33,0,4.78,12.68,10.01,0.47,1.1,0.48,1.55,267.16,266.83,82.63,35.27,0.81,30.55,23.63,983.72,73.92,69.58,69.66,188.04,35.27,26.08,0.12,0.2,43.59,13644.85,26315.76,711.04,418.6824494,8.03,23.83,57128.59,8.45,0,1,0,0,0,1,3,      시스템 소프트웨어 개발 및 공급업,1,0
(주)케이사인,192250,201912,13.48,-4.97,13.81,-10.07,7.96,9.55,100,14.02,6.74,5.51,14.55,5.31,0.38,0,5.37,11.44,11.82,0.48,1.79,0.56,1.34,813.67,811.35,257.22,19.07,0.65,56.61,23.33,1394.46,83.98,65.74,65.92,220.34,9.65,16.02,0.28,0.32,57.82,17479.8,31216.55,777.84,703.7757199,15.82,40.68,123018.6,8.11,0,1,0,0,0,0,4,      시스템 소프트웨어 개발 및 공급업,0,1
(주)토탈소프트뱅크,45340,201112,-47.57,6.38,266.17,6.2,-2.01,-20.12,25.88,-16.59,-15.9,0,0,-10.52,0.63,187.87,8.04,19.73,559.64,0.96,1.87,0.97,2.67,336.61,335.7,120.92,57.5,0,21.9,13,0,63.49,65.27,65.45,3676.34,30.62,36.51,0.27,0.39,46.01,2195.51,0,123.42,0,0,0,0,11.21,0,0,0,0,0,0,2,      시스템 소프트웨어 개발 및 공급업,0,0
(주)토탈소프트뱅크,45340,201212,-40.02,-11.56,173.76,-20.98,-18.67,-3.95,24.42,-28.95,-29.69,0,0,-18.14,0.63,244.28,5.3,6.46,505.49,1.03,1.61,1.01,3.48,290.5,289.44,99.37,71.25,0,6.41,4,0,58.39,58.27,58.48,64549.28,34.48,41.61,0.36,0.55,38.35,3221.33,0,133.29,0,0,0,0,8.91,0,0,0,0,0,0,1,      시스템 소프트웨어 개발 및 공급업,0,0
(주)토탈소프트뱅크,45340,201312,-57.39,-30.7,73.15,-41.3,-43.22,-22.61,35.03,-49.55,-55.94,0,0,-30.25,0.61,96.2,4.13,2.5,6558.07,1.13,1.33,1.11,6.37,189.65,186.96,121.81,108.99,0,-16.38,-11.46,0,47.85,48.84,49.54,56604.44333,54.59,52.15,1.41,2.99,23.42,25866,0,89.98,0,0,0,0,15.7,0,0,0,0,0,0,5,      시스템 소프트웨어 개발 및 공급업,0,0
(주)토탈소프트뱅크,45340,201412,8.1,29.34,80,-2.52,12.03,-2.84,58.82,4.85,6.93,0,0,3.07,0.63,72.58,5.33,1.37,2169.33375,1.43,1.13,1.48,4.44,308.72,307.95,209.59,141.28,0,1.16,1.22,0,41.45,37.24,37.33,56604.44333,29.18,58.55,0.25,0.37,25.24,52979.39,0,127.36,0,0,0,0,12.37,0,0,0,0,0,0,2,      시스템 소프트웨어 개발 및 공급업,0,0
(주)토탈소프트뱅크,45340,201512,-15.07,-3.64,5.71,-15.82,-12.42,-15.69,43.29,-17.97,-21.84,0,0,-8.65,0.48,416.65,4.03,0.87,960.49,1.22,0.8,1.37,6.06,198.39,198.17,98.55,165.46,0,-4.04,-5.14,0,37.67,32.58,32.61,13034.56,43.64,62.33,0.11,0.22,16.18,53809.82,0,128.79,0,0,0,0,21.1,0,0,0,0,0,0,5,      시스템 소프트웨어 개발 및 공급업,0,0
(주)토탈소프트뱅크,45340,201612,8.47,22.2,23.6,28.22,21.21,47.73,44.82,11.04,19.18,0,0,7.19,0.65,430.51,4.2,1.12,1237.42,1.74,1.04,1.95,5.69,255.15,254.24,101.93,167.63,0,-10.43,-11.02,0,37.37,34.1,34.22,128778.99,35.89,62.63,0.36,0.59,20.81,99932.65,0,170.93,0,0,0,0,10.34,0,0,0,0,0,0,1,      시스템 소프트웨어 개발 및 공급업,0,0
(주)토탈소프트뱅크,45340,201712,3.33,1.84,-0.57,10.84,4.7,3.47,37.24,3.36,5.38,0,0,2.04,0.61,295.22,3.79,1.05,5537.74,1.6,0.98,1.7,5.55,239.62,238.75,115.75,160.3,0,-0.99,-1.02,0,38.42,37.11,37.25,119975.84,40.46,61.58,0.36,0.62,21.7,95269.02,0,166.89,0,0,0,0,20.09,0,0,0,0,0,0,4,      시스템 소프트웨어 개발 및 공급업,0,0
(주)토탈소프트뱅크,45340,201812,15.39,25.83,-0.12,61.65,42.7,19.32,40.43,24.1,37.13,0,0,15.33,0.64,166.14,3.88,1.26,956.58,1.54,1.08,1.47,4.23,229.49,228.04,108.75,129.53,0,7.28,7.19,0,43.57,47.55,47.85,9611.65,47.86,56.43,0.63,1.12,27,87904.08,0,193.99,0,0,0,0,16.83,0,0,0,0,0,0,4,      시스템 소프트웨어 개발 및 공급업,0,0
