회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),이자보상배율,,,
에스엔유프리시젼(주),80000,14-Dec,-4.62,-4.62,-4.62,,,
에스엔유프리시젼(주),80000,15-Dec,1.17,1.17,1.17,,,
에스엔유프리시젼(주),80000,16-Dec,-11.1,-11.1,-11.1,,,
에스엔유프리시젼(주),80000,17-Dec,6.08,6.08,6.08,,,
에스엔유프리시젼(주),80000,18-Dec,16.73,16.4,16.4,,,
에스엔유프리시젼(주),80000,19-Dec,41.11,41.6,41.6,,,
에스엔케이폴리텍(주),91340,11-Dec,105.95,105.95,105.95,,,
에스엔케이폴리텍(주),91340,12-Dec,-487.77,-487.77,-487.77,,,
에스엔케이폴리텍(주),91340,13-Dec,-1.39,-4.75,-4.75,,,
에스엔케이폴리텍(주),91340,14-Dec,4.31,2.59,2.59,,,
에스엔케이폴리텍(주),91340,15-Dec,11.63,7.9,7.9,,,
에스엔케이폴리텍(주),91340,16-Dec,5.51,4.2,4.2,,,
에스엔케이폴리텍(주),91340,17-Dec,2.62,5.35,5.35,,,
에스엔케이폴리텍(주),91340,18-Dec,0.29,4.06,4.06,,,
에스엔케이폴리텍(주),91340,19-Dec,2.46,7.78,7.78,,,
에스지씨에너지(주),5090,11-Dec,1.65,1.65,1.65,,,
에스지씨에너지(주),5090,12-Dec,1.05,1.05,1.05,,,
에스지씨에너지(주),5090,13-Dec,1.22,1.18,1.18,,,
에스지씨에너지(주),5090,14-Dec,0.72,0.55,0.55,,,
에스지씨에너지(주),5090,15-Dec,1.54,1.03,1.03,,,
에스지씨에너지(주),5090,16-Dec,0.32,0.1,0.1,,,
에스지씨에너지(주),5090,17-Dec,-1.79,-1.29,-1.29,,,
에스지씨에너지(주),5090,18-Dec,-2.49,-1.98,-1.98,,,
에스지씨에너지(주),5090,19-Dec,-0.26,0.09,0.09,,,
에스지에이(주),49470,11-Dec,3.9,3.98,3.98,,,
에스지에이(주),49470,12-Dec,-2.1,-2.67,-2.67,,,
에스지에이(주),49470,13-Dec,0.11,2.36,2.36,,,
에스지에이(주),49470,14-Dec,0.01,2.89,2.89,,,
에스지에이(주),49470,15-Dec,-0.2,3.66,3.66,,,
에스지에이(주),49470,16-Dec,-6.85,1.55,1.55,,,
에스지에이(주),49470,17-Dec,-5.7,-1.82,-1.82,,,
에스지에이(주),49470,18-Dec,1.95,-3.34,-3.34,,,
에스지에이(주),49470,19-Dec,-3.22,-4.82,-4.82,,,
에스지에이솔루션즈(주),184230,14-Jun,77777777.77,9.83,9.83,,,
에스지에이솔루션즈(주),184230,15-Jun,9.86,9.83,9.83,,,
에스지에이솔루션즈(주),184230,16-Dec,4.25,3.08,3.08,,,
에스지에이솔루션즈(주),184230,17-Dec,1.38,2.55,2.55,,,
에스지에이솔루션즈(주),184230,18-Dec,-6.67,-6.36,-6.36,,,
에스지에이솔루션즈(주),184230,19-Dec,-2.03,-5.12,-5.12,,,
에스트래픽(주),234300,17-Dec,40.92,8.25,8.25,,,
에스트래픽(주),234300,18-Dec,-3.85,-6.61,-6.61,,,
에스트래픽(주),234300,19-Dec,1.11,-1.04,-1.04,,,
에쓰씨엔지니어링(주),23960,11-Dec,6.8,-4.54,-4.54,,,
에쓰씨엔지니어링(주),23960,12-Dec,-7.12,0.53,0.53,,,
에쓰씨엔지니어링(주),23960,13-Dec,0.7,-1.61,-1.61,,,
에쓰씨엔지니어링(주),23960,14-Dec,-14.89,-2.76,-2.76,,,
에쓰씨엔지니어링(주),23960,15-Dec,1.93,0.34,0.34,,,
에쓰씨엔지니어링(주),23960,16-Dec,-6.04,-1.36,-1.36,,,
에쓰씨엔지니어링(주),23960,17-Dec,0.53,0.63,0.63,,,
에쓰씨엔지니어링(주),23960,18-Dec,4.2,-0.51,-0.51,,,
에쓰씨엔지니어링(주),23960,19-Dec,1,0.38,0.38,,,
에이비엘바이오(주),298380,18-Dec,-35.29,-35.29,-35.29,,,
에이비엘바이오(주),298380,19-Dec,-445.6,-445.6,-445.6,,,
에이치에스디엔진(주),82740,11-Dec,21.76,19.17,19.17,,,
에이치에스디엔진(주),82740,12-Dec,7.49,7.04,7.04,,,
에이치에스디엔진(주),82740,13-Dec,0.17,0.05,0.05,,,
에이치에스디엔진(주),82740,14-Dec,-3.01,-2.93,-2.93,,,
에이치에스디엔진(주),82740,15-Dec,-5.04,-4.83,-4.83,,,
에이치에스디엔진(주),82740,16-Dec,0.73,0.29,0.29,,,
에이치에스디엔진(주),82740,17-Dec,0.5,0.81,0.81,,,
에이치에스디엔진(주),82740,18-Dec,-2.17,-2.07,-2.07,,,
에이치에스디엔진(주),82740,19-Dec,-1.24,-1.24,-1.24,,,
에이치엘비(주),28300,11-Dec,0.54,0.86,0.86,,,
에이치엘비(주),28300,12-Dec,-1.57,-1.26,-1.26,,,
에이치엘비(주),28300,13-Dec,-6.34,-6.22,-6.22,,,
에이치엘비(주),28300,14-Dec,0.42,0.19,0.19,,,
에이치엘비(주),28300,15-Dec,-0.9,-2.1,-2.1,,,
에이치엘비(주),28300,16-Dec,-5.01,-22.58,-22.58,,,
에이치엘비(주),28300,17-Dec,-1.61,-6.17,-6.17,,,
에이치엘비(주),28300,18-Dec,0.13,-2.3,-2.3,,,
에이치엘비(주),28300,19-Dec,-0.26,-2.5,-2.5,,,
에이치엘비글로벌(주),3580,11-Dec,-9.56,-5.94,-5.94,,,
에이치엘비글로벌(주),3580,12-Dec,-2.33,-2.53,-2.53,,,
에이치엘비글로벌(주),3580,13-Dec,-1.05,-2.3,-2.3,,,
에이치엘비글로벌(주),3580,14-Dec,0.94,-0.13,-0.13,,,
에이치엘비글로벌(주),3580,15-Dec,2.08,2.08,2.08,,,
에이치엘비글로벌(주),3580,16-Dec,3.01,3.01,3.01,,,
에이치엘비글로벌(주),3580,17-Dec,-0.64,-0.64,-0.64,,,
에이치엘비글로벌(주),3580,18-Dec,-0.87,-1.43,-1.43,,,
에이치엘비글로벌(주),3580,19-Dec,-0.77,-0.61,-0.61,,,
에이치엘비생명과학(주),67630,11-Dec,77777777.77,-2.39,-2.39,,,
에이치엘비생명과학(주),67630,12-Dec,-2.18,-2.06,-2.06,,,
에이치엘비생명과학(주),67630,13-Dec,-2.58,-2.58,-2.58,,,
에이치엘비생명과학(주),67630,14-Dec,0.55,1.37,1.37,,,
에이치엘비생명과학(주),67630,15-Dec,-13.52,-14.72,-14.72,,,
에이치엘비생명과학(주),67630,16-Dec,-4.82,-1.46,-1.46,,,
에이치엘비생명과학(주),67630,17-Dec,0.47,0.64,0.64,,,
에이치엘비생명과학(주),67630,18-Dec,-0.84,-0.9,-0.9,,,
에이치엘비생명과학(주),67630,19-Dec,0.09,-0.59,-0.59,,,
에이치엘비제약(주),47920,15-Dec,-1.46,-1.46,-1.46,,,
에이치엘비제약(주),47920,16-Dec,0.58,0.58,0.58,,,
에이치엘비제약(주),47920,17-Dec,-1.81,-1.81,-1.81,,,
에이치엘비제약(주),47920,18-Dec,-6.78,-6.78,-6.78,,,
에이치엘비제약(주),47920,19-Dec,0.98,1.21,1.21,,,
에이치엘비테라퓨틱스(주),115450,11-Dec,-91.43,-82.36,-82.36,,,
에이치엘비테라퓨틱스(주),115450,12-Dec,-3.59,-0.57,-0.57,,,
에이치엘비테라퓨틱스(주),115450,13-Dec,-1.85,0.18,0.18,,,
에이치엘비테라퓨틱스(주),115450,14-Dec,0.68,-1.87,-1.87,,,
에이치엘비테라퓨틱스(주),115450,15-Dec,-3.8,-4.66,-4.66,,,
에이치엘비테라퓨틱스(주),115450,16-Dec,-5.02,-7.96,-7.96,,,
에이치엘비테라퓨틱스(주),115450,17-Dec,-4.94,-6.68,-6.68,,,
에이치엘비테라퓨틱스(주),115450,18-Dec,1.44,-3.75,-3.75,,,
에이치엘비테라퓨틱스(주),115450,19-Dec,-1.78,-4.71,-4.71,,,
에이치엠엠(주),11200,11-Dec,-1.26,-1.4,-1.4,,,
에이치엠엠(주),11200,12-Dec,-1.67,-1.56,-1.56,,,
에이치엠엠(주),11200,13-Dec,-1.27,-1.07,-1.07,,,
에이치엠엠(주),11200,14-Dec,-1.04,-0.82,-0.82,,,
에이치엠엠(주),11200,15-Dec,-1.1,-0.95,-0.95,,,
에이치엠엠(주),11200,16-Dec,-4.63,-4.31,-4.31,,,
에이치엠엠(주),11200,17-Dec,-2.64,-2.45,-2.45,,,
에이치엠엠(주),11200,18-Dec,-3.56,-3.32,-3.32,,,
에이치엠엠(주),11200,19-Dec,-0.86,-0.74,-0.74,,,
에이테크솔루션(주),71670,11-Dec,10.83,8.96,8.96,,,
에이테크솔루션(주),71670,12-Dec,-3.25,-2.62,-2.62,,,
에이테크솔루션(주),71670,13-Dec,1.2,-0.24,-0.24,,,
에이테크솔루션(주),71670,14-Dec,2.46,1.6,1.6,,,
에이테크솔루션(주),71670,15-Dec,-1.16,-1.52,-1.52,,,
에이테크솔루션(주),71670,16-Dec,1.81,1.53,1.53,,,
에이테크솔루션(주),71670,17-Dec,-1.42,-0.36,-0.36,,,
에이테크솔루션(주),71670,18-Dec,0.24,0.75,0.75,,,
에이테크솔루션(주),71670,19-Dec,1.59,1.86,1.86,,,
에이프로젠제약(주),3060,11-Dec,-0.41,0.31,0.31,,,
에이프로젠제약(주),3060,12-Dec,-5.95,-5.51,-5.51,,,
에이프로젠제약(주),3060,13-Dec,-53.9,-42.64,-42.64,,,
에이프로젠제약(주),3060,14-Dec,-3.99,-3.98,-3.98,,,
에이프로젠제약(주),3060,15-Dec,2.3,-2.94,-2.94,,,
에이프로젠제약(주),3060,16-Dec,-0.04,-0.06,-0.06,,,
에이프로젠제약(주),3060,17-Dec,-0.12,-0.16,-0.16,,,
에이프로젠제약(주),3060,18-Dec,-0.13,-0.11,-0.11,,,
에이프로젠제약(주),3060,19-Dec,-0.33,-0.59,-0.59,,,
에이피에스홀딩스(주),54620,11-Dec,9.92,9.81,9.81,,,
에이피에스홀딩스(주),54620,12-Dec,5.88,5.9,5.9,,,
에이피에스홀딩스(주),54620,13-Dec,7.27,7.53,7.53,,,
에이피에스홀딩스(주),54620,14-Dec,1.82,1.47,1.47,,,
에이피에스홀딩스(주),54620,15-Dec,4.95,3.95,3.95,,,
에이피에스홀딩스(주),54620,16-Dec,33.12,14.49,14.49,,,
에이피에스홀딩스(주),54620,17-Dec,-5.43,0.44,0.44,,,
에이피에스홀딩스(주),54620,18-Dec,-95.2,-4.41,-4.41,,,
에이피에스홀딩스(주),54620,19-Dec,-47.75,-8.66,-8.66,,,
에코바이오홀딩스(주),38870,11-Dec,-1.38,0.6,0.6,,,
에코바이오홀딩스(주),38870,12-Dec,1.07,2.39,2.39,,,
에코바이오홀딩스(주),38870,13-Dec,-0.96,2.47,2.47,,,
에코바이오홀딩스(주),38870,14-Dec,0.3,5.56,5.56,,,
에코바이오홀딩스(주),38870,15-Dec,5.74,8.87,8.87,,,
에코바이오홀딩스(주),38870,16-Dec,-12.25,0.64,0.64,,,
에코바이오홀딩스(주),38870,17-Dec,3.33,-4.12,-4.12,,,
에코바이오홀딩스(주),38870,18-Dec,1.84,0.88,0.88,,,
에코바이오홀딩스(주),38870,19-Dec,14.39,2.47,2.47,,,
에코플라스틱(주),38110,11-Dec,373.05,4.41,4.41,,,
에코플라스틱(주),38110,12-Dec,40.85,1.26,1.26,,,
에코플라스틱(주),38110,13-Dec,12.47,1.32,1.32,,,
에코플라스틱(주),38110,14-Dec,6.23,1.86,1.86,,,
에코플라스틱(주),38110,15-Dec,2.47,1.74,1.74,,,
에코플라스틱(주),38110,16-Dec,1.22,1.27,1.27,,,
에코플라스틱(주),38110,17-Dec,-0.15,-0.5,-0.5,,,
에코플라스틱(주),38110,18-Dec,-1.56,-0.41,-0.41,,,
에코플라스틱(주),38110,19-Dec,2.34,1.16,1.16,,,
엑스큐어(주),70300,11-Dec,188.86,188.86,188.86,,,
엑스큐어(주),70300,12-Dec,-136.49,-136.49,-136.49,,,
엑스큐어(주),70300,13-Dec,763.63,763.63,763.63,,,
엑스큐어(주),70300,14-Dec,-1339.68,-1339.68,-1339.68,,,
엑스큐어(주),70300,15-Dec,77777777.77,0,0,,,
엑스큐어(주),70300,16-Dec,-107.34,-107.34,-107.34,,,
엑스큐어(주),70300,17-Dec,-210.13,-210.13,-210.13,,,
엑스큐어(주),70300,18-Dec,77777777.77,77777777.77,11111111.11,,,
엑스큐어(주),70300,19-Dec,31.66,31.66,31.66,,,
엔시트론(주),101400,11-Dec,9.14,8.62,8.62,,,
엔시트론(주),101400,12-Dec,2.84,0.49,0.49,,,
엔시트론(주),101400,13-Dec,-12.74,-17.06,-17.06,,,
엔시트론(주),101400,14-Dec,-4.17,-5.16,-5.16,,,
엔시트론(주),101400,15-Dec,-2.7,-3,-3,,,
엔시트론(주),101400,16-Dec,0.81,0,0,,,
엔시트론(주),101400,17-Dec,-3.11,-3.72,-3.72,,,
엔시트론(주),101400,18-Dec,-3.78,-4.5,-4.5,,,
엔시트론(주),101400,19-Dec,-2.43,-2.55,-2.55,,,
엘브이엠씨홀딩스(주),900140,11-Dec,77777777.77,66.04,66.04,,,
엘브이엠씨홀딩스(주),900140,12-Dec,77777777.77,74.52,74.52,,,
엘브이엠씨홀딩스(주),900140,13-Dec,77777777.77,7.46,7.46,,,
엘브이엠씨홀딩스(주),900140,14-Dec,77777777.77,6.87,6.87,,,
엘브이엠씨홀딩스(주),900140,15-Dec,77777777.77,7.72,7.72,,,
엘브이엠씨홀딩스(주),900140,16-Dec,77777777.77,4.98,4.98,,,
엘브이엠씨홀딩스(주),900140,17-Dec,77777777.77,3.23,3.23,,,
엘브이엠씨홀딩스(주),900140,18-Dec,77777777.77,-0.88,-0.88,,,
엘브이엠씨홀딩스(주),900140,19-Dec,77777777.77,0.12,0.12,,,
엘비세미콘(주),61970,11-Dec,1.97,1.97,1.97,,,
엘비세미콘(주),61970,12-Dec,4.45,4.45,4.45,,,
엘비세미콘(주),61970,13-Dec,0.51,0.51,0.51,,,
엘비세미콘(주),61970,14-Dec,-0.35,-0.35,-0.35,,,
엘비세미콘(주),61970,15-Dec,2.28,2.28,2.28,,,
엘비세미콘(주),61970,16-Dec,4.28,4.28,4.28,,,
엘비세미콘(주),61970,17-Dec,3.04,3.04,3.04,,,
엘비세미콘(주),61970,18-Dec,3,4.9,4.9,,,
엘비세미콘(주),61970,19-Dec,5.97,7.8,7.8,,,
엘지전자(주),66570,11-Dec,-1.39,0.88,0.88,,,
엘지전자(주),66570,12-Dec,0.19,3.53,3.53,,,
엘지전자(주),66570,13-Dec,-0.94,3.11,3.11,,,
엘지전자(주),66570,14-Dec,1.34,4.35,4.35,,,
엘지전자(주),66570,15-Dec,-0.07,2.64,2.64,,,
엘지전자(주),66570,16-Dec,-1.28,3.2,3.2,,,
엘지전자(주),66570,17-Dec,3.38,6.72,6.72,,,
엘지전자(주),66570,18-Dec,2.02,6.52,6.52,,,
엘지전자(주),66570,19-Dec,0.67,5.98,5.98,,,
영신금속공업(주),7530,11-Dec,1.56,1.56,1.56,,,
영신금속공업(주),7530,12-Dec,1.1,1.1,1.1,,,
영신금속공업(주),7530,13-Dec,2.45,2.34,2.34,,,
영신금속공업(주),7530,14-Dec,2.04,1.96,1.96,,,
영신금속공업(주),7530,15-Dec,2.61,2.33,2.33,,,
영신금속공업(주),7530,16-Dec,1.7,0.2,0.2,,,
영신금속공업(주),7530,17-Dec,-1.06,-2.79,-2.79,,,
영신금속공업(주),7530,18-Dec,2.23,1.04,1.04,,,
영신금속공업(주),7530,19-Dec,2.52,2.5,2.5,,,
영풍정밀(주),36560,11-Dec,547.21,547.21,547.21,,,
영풍정밀(주),36560,12-Dec,360.65,360.65,360.65,,,
영풍정밀(주),36560,13-Dec,279.61,279.61,279.61,,,
영풍정밀(주),36560,14-Dec,311.27,311.27,311.27,,,
영풍정밀(주),36560,15-Dec,63.26,63.26,63.26,,,
영풍정밀(주),36560,16-Dec,1650.67,1650.67,1650.67,,,
영풍정밀(주),36560,17-Dec,77777777.77,0,0,,,
영풍정밀(주),36560,18-Dec,77777777.77,0,0,,,
영풍정밀(주),36560,19-Dec,774.23,774.23,774.23,,,
영화금속(주),12280,11-Dec,2.94,2.87,2.87,,,
영화금속(주),12280,12-Dec,3.57,3.6,3.6,,,
영화금속(주),12280,13-Dec,2.99,4,4,,,
영화금속(주),12280,14-Dec,8.77,8.77,8.77,,,
영화금속(주),12280,15-Dec,18.69,18.69,18.69,,,
영화금속(주),12280,16-Dec,13.13,13.13,13.13,,,
영화금속(주),12280,17-Dec,4.13,4.13,4.13,,,
영화금속(주),12280,18-Dec,0.41,0.41,0.41,,,
영화금속(주),12280,19-Dec,0.64,0.64,0.64,,,
예스이십사(주),53280,11-Dec,241.54,241.54,241.54,,,
예스이십사(주),53280,12-Dec,76704.04,76704.04,76704.04,,,
예스이십사(주),53280,13-Dec,24.91,24.91,24.91,,,
예스이십사(주),53280,14-Dec,22.29,15.49,15.49,,,
예스이십사(주),53280,15-Dec,34.89,26.11,26.11,,,
예스이십사(주),53280,16-Dec,43.65,6.7,6.7,,,
예스이십사(주),53280,17-Dec,5.13,-1.49,-1.49,,,
예스이십사(주),53280,18-Dec,3.1,-2.73,-2.73,,,
예스이십사(주),53280,19-Dec,9.41,6.12,6.12,,,
오상자이엘(주),53980,11-Dec,4.25,5.81,5.81,,,
오상자이엘(주),53980,12-Dec,10.78,12.07,12.07,,,
오상자이엘(주),53980,13-Dec,4.69,9.32,9.32,,,
오상자이엘(주),53980,14-Dec,3.96,6.46,6.46,,,
오상자이엘(주),53980,15-Dec,1.65,3.8,3.8,,,
오상자이엘(주),53980,16-Dec,-1.71,-0.24,-0.24,,,
오상자이엘(주),53980,17-Dec,3.4,3.14,3.14,,,
오상자이엘(주),53980,18-Dec,-4.17,-2.65,-2.65,,,
오상자이엘(주),53980,19-Dec,-10.24,-5.78,-5.78,,,
올릭스(주),226950,18-Dec,-242.01,-242.4,-242.4,,,
올릭스(주),226950,19-Dec,-2847.08,-2696.06,-2696.06,,,
옴니시스템(주),57540,11-Dec,-4.17,-4.11,-4.11,,,
옴니시스템(주),57540,12-Dec,-1.83,-5.93,-5.93,,,
옴니시스템(주),57540,13-Dec,8.97,0.2,0.2,,,
옴니시스템(주),57540,14-Dec,15.74,12.88,12.88,,,
옴니시스템(주),57540,15-Dec,8.79,16.1,16.1,,,
옴니시스템(주),57540,16-Dec,3.55,5.43,5.43,,,
옴니시스템(주),57540,17-Dec,4.37,6.18,6.18,,,
옴니시스템(주),57540,18-Dec,2.45,2.27,2.27,,,
옴니시스템(주),57540,19-Dec,-0.55,-1.56,-1.56,,,
우리바이오(주),82850,11-Dec,20.82,2.25,2.25,,,
우리바이오(주),82850,12-Dec,-19.96,2.83,2.83,,,
우리바이오(주),82850,13-Dec,-16.76,1.11,1.11,,,
우리바이오(주),82850,14-Dec,-5.33,0.15,0.15,,,
우리바이오(주),82850,15-Dec,0.31,4.41,4.41,,,
우리바이오(주),82850,16-Dec,-4.13,-1.13,-1.13,,,
우리바이오(주),82850,17-Dec,-5.46,-0.48,-0.48,,,
우리바이오(주),82850,18-Dec,0.43,-1.37,-1.37,,,
우리바이오(주),82850,19-Dec,3,2.9,2.9,,,
우리엔터프라이즈(주),37400,11-Dec,0.72,1.59,1.59,,,
우리엔터프라이즈(주),37400,12-Dec,2.42,6.47,6.47,,,
우리엔터프라이즈(주),37400,13-Dec,4.39,1.18,1.18,,,
우리엔터프라이즈(주),37400,14-Dec,-3.56,0.08,0.08,,,
우리엔터프라이즈(주),37400,15-Dec,-17.61,3.53,3.53,,,
우리엔터프라이즈(주),37400,16-Dec,-7.36,-1.44,-1.44,,,
우리엔터프라이즈(주),37400,17-Dec,0.94,-0.4,-0.4,,,
우리엔터프라이즈(주),37400,18-Dec,0.83,-1.25,-1.25,,,
우리엔터프라이즈(주),37400,19-Dec,1.49,2.87,2.87,,,
우리이앤엘(주),153490,13-Dec,-0.53,-0.72,-0.72,,,
우리이앤엘(주),153490,14-Dec,0.32,-0.31,-0.31,,,
우리이앤엘(주),153490,15-Dec,0.7,0.04,0.04,,,
우리이앤엘(주),153490,16-Dec,-2.71,-1.74,-1.74,,,
우리이앤엘(주),153490,17-Dec,0.02,-2.84,-2.84,,,
우리이앤엘(주),153490,18-Dec,3.83,2.75,2.75,,,
우리이앤엘(주),153490,19-Dec,3.08,3.86,3.86,,,
우진비앤지(주),18620,11-Dec,3.88,3.88,3.88,,,
우진비앤지(주),18620,12-Dec,7.83,7.83,7.83,,,
우진비앤지(주),18620,13-Dec,4.22,4.22,4.22,,,
우진비앤지(주),18620,14-Dec,4.76,4.76,4.76,,,
우진비앤지(주),18620,15-Dec,0,-0.004,-0.004,,,
우진비앤지(주),18620,16-Dec,0.46,0.46,0.46,,,
우진비앤지(주),18620,17-Dec,-3.14,-3.14,-3.14,,,
우진비앤지(주),18620,18-Dec,-3.73,-3.6,-3.6,,,
우진비앤지(주),18620,19-Dec,1.64,2.41,2.41,,,
원풍물산(주),8290,11-Dec,1.27,1.27,1.27,,,
원풍물산(주),8290,12-Dec,1.71,1.71,1.71,,,
원풍물산(주),8290,13-Dec,1.67,1.43,1.43,,,
원풍물산(주),8290,14-Dec,1.14,0.97,0.97,,,
원풍물산(주),8290,15-Dec,2.13,2.13,2.13,,,
원풍물산(주),8290,16-Dec,0.82,0.82,0.82,,,
원풍물산(주),8290,17-Dec,1.17,1.17,1.17,,,
원풍물산(주),8290,18-Dec,-0.88,-0.88,-0.88,,,
원풍물산(주),8290,19-Dec,-1.83,-1.83,-1.83,,,
웰바이오텍(주),10600,11-Dec,3.23,2.86,2.86,,,
웰바이오텍(주),10600,12-Dec,4.63,3.28,3.28,,,
웰바이오텍(주),10600,13-Dec,6.21,3.26,3.26,,,
웰바이오텍(주),10600,14-Dec,12.73,0.48,0.48,,,
웰바이오텍(주),10600,15-Dec,5.73,4.91,4.91,,,
웰바이오텍(주),10600,16-Dec,4.74,-1.12,-1.12,,,
웰바이오텍(주),10600,17-Dec,-11.86,-8.77,-8.77,,,
웰바이오텍(주),10600,18-Dec,0.1,-2.72,-2.72,,,
웰바이오텍(주),10600,19-Dec,-1.41,-5,-5,,,
위즈코프(주),38620,11-Dec,77777777.77,77777777.77,11111111.11,,,
위즈코프(주),38620,12-Dec,77777777.77,77777777.77,11111111.11,,,
위즈코프(주),38620,13-Dec,1.22,-3.96,-3.96,,,
위즈코프(주),38620,14-Dec,1.3,0.37,0.37,,,
위즈코프(주),38620,15-Dec,17.16,14.3,14.3,,,
위즈코프(주),38620,16-Dec,77777777.77,77777777.77,11111111.11,,,
위즈코프(주),38620,17-Dec,77777777.77,6.92,6.92,,,
위즈코프(주),38620,18-Dec,77777777.77,4.77,4.77,,,
위즈코프(주),38620,19-Dec,210.96,10.95,10.95,,,
유네코(주),64510,18-Dec,-5.31,-2.89,-2.89,,,
유네코(주),64510,19-Dec,-0.6,-0.57,-0.57,,,
유니슨(주),18000,11-Dec,-0.76,-1.48,-1.48,,,
유니슨(주),18000,12-Dec,-0.17,-0.13,-0.13,,,
유니슨(주),18000,13-Dec,-2.55,-2.65,-2.65,,,
유니슨(주),18000,14-Dec,0.38,0.21,0.21,,,
유니슨(주),18000,15-Dec,0.43,0.35,0.35,,,
유니슨(주),18000,16-Dec,-1.22,-1.33,-1.33,,,
유니슨(주),18000,17-Dec,2.25,2.29,2.29,,,
유니슨(주),18000,18-Dec,0.21,0.14,0.14,,,
유니슨(주),18000,19-Dec,-2.13,-2.05,-2.05,,,
유비벨록스(주),89850,11-Dec,20.33,18.4,18.4,,,
유비벨록스(주),89850,12-Dec,5.76,5.92,5.92,,,
유비벨록스(주),89850,13-Dec,2.69,3.05,3.05,,,
유비벨록스(주),89850,14-Dec,0.18,0.08,0.08,,,
유비벨록스(주),89850,15-Dec,-0.24,-1.24,-1.24,,,
유비벨록스(주),89850,16-Dec,5.38,1.77,1.77,,,
유비벨록스(주),89850,17-Dec,5.71,0.93,0.93,,,
유비벨록스(주),89850,18-Dec,3.46,0.68,0.68,,,
유비벨록스(주),89850,19-Dec,2.96,2.46,2.46,,,
유엔젤(주),72130,11-Dec,151.92,75.62,75.62,,,
유엔젤(주),72130,12-Dec,6.86,-1.8,-1.8,,,
유엔젤(주),72130,13-Dec,7.16,16.06,16.06,,,
유엔젤(주),72130,14-Dec,-49.75,-42.09,-42.09,,,
유엔젤(주),72130,15-Dec,9.94,5.58,5.58,,,
유엔젤(주),72130,16-Dec,-25.01,-32.87,-32.87,,,
유엔젤(주),72130,17-Dec,-10.02,-5.78,-5.78,,,
유엔젤(주),72130,18-Dec,13.62,19.84,19.84,,,
유엔젤(주),72130,19-Dec,-14.65,-15.91,-15.91,,,
유진기업(주),23410,11-Dec,-0.59,-0.36,-0.36,,,
유진기업(주),23410,12-Dec,-0.2,0.08,0.08,,,
유진기업(주),23410,13-Dec,1.01,1.47,1.47,,,
유진기업(주),23410,14-Dec,1.04,1.09,1.09,,,
유진기업(주),23410,15-Dec,2.26,2.21,2.21,,,
유진기업(주),23410,16-Dec,5.18,4.21,4.21,,,
유진기업(주),23410,17-Dec,3.71,3.91,3.91,,,
유진기업(주),23410,18-Dec,3.12,3.37,3.37,,,
유진기업(주),23410,19-Dec,2.12,3.16,3.16,,,
이구산업(주),25820,11-Dec,0.92,0.92,0.92,,,
이구산업(주),25820,12-Dec,-0.82,-0.82,-0.82,,,
이구산업(주),25820,13-Dec,-1.33,-1.33,-1.33,,,
이구산업(주),25820,14-Dec,0.77,0.77,0.77,,,
이구산업(주),25820,15-Dec,-1.7,-1.7,-1.7,,,
이구산업(주),25820,16-Dec,1.96,1.96,1.96,,,
이구산업(주),25820,17-Dec,3.17,3.17,3.17,,,
이구산업(주),25820,18-Dec,-0.03,-0.03,-0.03,,,
이구산업(주),25820,19-Dec,0.16,0.16,0.16,,,
이노시스(주),56090,15-Dec,-2.64,-2.64,-2.64,,,
이노시스(주),56090,16-Dec,3.91,-15.69,-15.69,,,
이노시스(주),56090,17-Dec,-43.35,-56.25,-56.25,,,
이노시스(주),56090,18-Dec,-3.94,-3.34,-3.34,,,
이노시스(주),56090,19-Dec,-0.63,-0.73,-0.73,,,
이엠코리아(주),95190,11-Dec,4.86,4.18,4.18,,,
이엠코리아(주),95190,12-Dec,0.97,0.99,0.99,,,
이엠코리아(주),95190,13-Dec,1.01,1.13,1.13,,,
이엠코리아(주),95190,14-Dec,1.02,1.61,1.61,,,
이엠코리아(주),95190,15-Dec,0.87,1.57,1.57,,,
이엠코리아(주),95190,16-Dec,-1.34,-1.21,-1.21,,,
이엠코리아(주),95190,17-Dec,1.62,-0.08,-0.08,,,
이엠코리아(주),95190,18-Dec,2.27,-0.55,-0.55,,,
이엠코리아(주),95190,19-Dec,-3.73,-4.96,-4.96,,,
이원다이애그노믹스(주),245620,18-Dec,-693.11,-207.91,-207.91,,,
이원다이애그노믹스(주),245620,19-Dec,-20.51,-10.38,-10.38,,,
이원컴포텍(주),88290,11-Dec,3.01,3.01,3.01,,,
이원컴포텍(주),88290,12-Dec,-0.7,77777777.77,-0.7,,,
이원컴포텍(주),88290,13-Dec,-67.58,-59.37,-59.37,,,
이원컴포텍(주),88290,14-Dec,-0.09,-3.73,-3.73,,,
이원컴포텍(주),88290,15-Dec,11.93,-5.77,-5.77,,,
이원컴포텍(주),88290,16-Dec,-16.55,-13.73,-13.73,,,
이원컴포텍(주),88290,17-Dec,-5.46,-7.33,-7.33,,,
이원컴포텍(주),88290,18-Dec,4.33,1.72,1.72,,,
이원컴포텍(주),88290,19-Dec,4.45,3.7,3.7,,,
이트론(주),96040,11-Dec,-25.02,-41.92,-41.92,,,
이트론(주),96040,12-Dec,77777777.77,-1532.3,-1532.3,,,
