회사명,거래소코드,회계년도,[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]매출액(수익)(*)(IFRS),[제조]부채(*)(IFRS),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),[제조]매출액(수익)(*)(IFRS연결),[제조]부채(*)(IFRS연결)
씨큐브(주),101240,2012/12,1626097,24360748,20300642,,,
씨큐브(주),101240,2013/12,3563748,28083016,18316951,,,
씨큐브(주),101240,2014/12,5431491,29771486,19295368,,,
씨큐브(주),101240,2015/12,4055890,30644024,16053502,,,
씨큐브(주),101240,2016/12,4389231,37879603,17944625,,,
씨큐브(주),101240,2017/12,5307730,40171642,18432737,,,
씨큐브(주),101240,2018/12,5603617,41389314,22628539,,,
씨큐브(주),101240,2019/12,5755539,44746670,28081966,,,
아남전자(주),008700,2010/12,2031811,114759419,30672158,-1545809,128819018,50969616
아남전자(주),008700,2011/12,-13692905,134934730,38644209,-13477724,139506832,64548162
아남전자(주),008700,2012/12,7202488,128067275,32396057,10362265,135849992,53010970
아남전자(주),008700,2013/12,1496387,122154025,26288806,-1338773,134219194,53878375
아남전자(주),008700,2014/12,-9541781,137901988,47055080,-14581127,146493097,88023923
아남전자(주),008700,2015/12,-5362007,149523096,55020235,-11010358,155608325,98581890
아남전자(주),008700,2016/12,1778510,167584463,45101083,6673965,167580069,89445448
아남전자(주),008700,2017/12,-8467750,176293774,27054746,2097631,176293774,70502876
아남전자(주),008700,2018/12,1543683,192311895,30593246,-4283122,192311895,84540340
아남전자(주),008700,2019/12,9448266,243272713,31607802,21129504,243272713,88813251
아미코젠(주),092040,2013/12,6623421,23180942,2970489,,,
아미코젠(주),092040,2014/12,4869278,26998524,4151904,4425691,27331644,4347572
아미코젠(주),092040,2015/12,7378689,21364171,2618558,12342714,32457292,49597902
아미코젠(주),092040,2016/12,1850480,23692485,9336709,11276966,68968045,39172050
아미코젠(주),092040,2017/12,1476576,20152794,4055042,11882053,73665135,47592473
아미코젠(주),092040,2018/12,829596,23594662,20721290,2840023,94521965,70924973
아미코젠(주),092040,2019/12,1160773,32971859,29227068,8760341,115180889,82993430
아비코전자(주),036010,2010/12,3694781,47767873,20265654,3961179,92210068,36329988
아비코전자(주),036010,2011/12,1599620,46550956,21653273,597427,50613809,26397874
아비코전자(주),036010,2012/12,3228028,43891486,24234902,2671970,46786315,27714882
아비코전자(주),036010,2013/12,8411441,57415942,27767075,8021269,59801899,30364586
아비코전자(주),036010,2014/12,13453587,57000171,22790024,12733608,58910851,24365316
아비코전자(주),036010,2015/12,8178180,68374663,15398306,8025977,68371613,15080042
아비코전자(주),036010,2016/12,19103969,80606921,11943758,18941519,80606921,10645220
아비코전자(주),036010,2017/12,4212831,84082996,6214047,4192434,84082996,4777994
아비코전자(주),036010,2018/12,9361251,83368257,4436873,9683000,99846409,15411647
아비코전자(주),036010,2019/12,10114007,73280345,5329605,5979545,123321535,18628460
아세아(주),002030,2010/12,25927600,280810637,193653563,44854829,897548037,463064509
아세아(주),002030,2011/12,-8811626,320755928,209838849,40502486,1085054837,530636111
아세아(주),002030,2012/12,40351094,347706060,202813472,153094173,1034707935,493563132
아세아(주),002030,2013/12,51498754,291959266,44855226,108550449,1075582145,489774761
아세아(주),002030,2014/12,-4332756,14313979,30714814,131936002,1046657561,471535815
아세아(주),002030,2015/12,10601732,15312734,32894800,83646966,1051931153,430920177
아세아(주),002030,2016/12,9653061,14936289,34696122,111381140,1095268174,481423287
아세아(주),002030,2017/12,11469711,18052232,37205665,37274973,1197764022,553498913
아세아(주),002030,2018/12,6508343,18687927,33293436,237099419,1627628401,1456437196
아세아(주),002030,2019/12,13237955,21035020,34739061,225459455,1542430973,1408374046
아세아시멘트(주),183190,2013/12,12720177,108290312,186325374,16251242,116945515,196249547
아세아시멘트(주),183190,2014/12,57022913,399628964,197248949,59448605,424357661,205910862
아세아시멘트(주),183190,2015/12,59313962,417862481,173811079,64088005,448254599,182684468
아세아시멘트(주),183190,2016/12,61683554,424885285,176516539,72374961,455724888,185690326
아세아시멘트(주),183190,2017/12,68311388,439388029,191124695,56811390,461167086,209074122
아세아시멘트(주),183190,2018/12,33924515,390702642,427358930,89319577,843763220,1142768344
아세아시멘트(주),183190,2019/12,35539265,382787535,400716785,109461592,836810452,1109991859
아세아제지(주),002310,2010/12,11917857,262587887,123262871,11169241,449451006,222800992
아세아제지(주),002310,2011/12,20079003,285674731,124711632,23134953,517300539,237540177
아세아제지(주),002310,2012/12,49543424,263863110,114573347,69488495,494044880,221643778
아세아제지(주),002310,2013/12,29088991,407624329,124667818,40714656,644990567,246339295
아세아제지(주),002310,2014/12,52861443,371613791,117420173,79238861,615422711,233321779
아세아제지(주),002310,2015/12,7918958,370815737,113191776,13654335,597675578,214133386
아세아제지(주),002310,2016/12,26080650,393535963,138595992,30848642,633031517,259817020
아세아제지(주),002310,2017/12,558236,465807116,133598454,-184093,728592249,306123214
아세아제지(주),002310,2018/12,102470793,484701348,104968461,146184635,775844758,278850766
아세아제지(주),002310,2019/12,63525416,418694286,91657390,110361395,697656463,263353497
아시아나아이디티(주),267850,2018/12,17567514,244021772,56574850,17040161,245356818,60657709
아시아나아이디티(주),267850,2019/12,-1671495,246147141,87216182,-244805,246148801,87216182
아시아나항공(주),020560,2010/12,741768024,5039478819,5139409786,750375258,5284964834,5344311262
아시아나항공(주),020560,2011/12,629368994,5331003266,4460741349,641002503,5609398420,4886144032
아시아나항공(주),020560,2012/12,287104452,5638068844,4733858860,345691616,5887872743,5081471870
아시아나항공(주),020560,2013/12,222827654,5463294739,5238836424,739045605,5723506384,6108696095
아시아나항공(주),020560,2014/12,326932434,5552678452,5685588033,373360981,5836234762,7092474995
아시아나항공(주),020560,2015/12,350873639,5204308625,6289678590,442506788,5795271417,8441166163
아시아나항공(주),020560,2016/12,591058294,5401372841,6482202913,658791506,5763550963,7187376449
아시아나항공(주),020560,2017/12,627208031,5788844197,6252747950,660315145,6227064628,7308112801
아시아나항공(주),020560,2018/12,570323754,6201229298,6168090368,717036968,7183387208,7097915382
아시아나항공(주),020560,2019/12,499340040,5924465030,11379872349,558989483,6965788767,12595134363
아이쓰리시스템(주),214430,2015/12,4887518,38981760,20529019,4870243,38981760,20529019
아이쓰리시스템(주),214430,2016/12,4061379,51110409,21066468,4060867,51110409,21066468
아이쓰리시스템(주),214430,2017/12,10718015,69607526,21830941,10717515,69607526,21830935
아이쓰리시스템(주),214430,2018/12,15220463,69164997,21137245,,,
아이쓰리시스템(주),214430,2019/12,859956,51862039,22505702,,,
아이에스동서(주),010780,2010/12,-64198751,367772787,295440629,-64623091,380036861,314866135
아이에스동서(주),010780,2011/12,-72225119,376867126,399687492,-34028204,468877995,577283764
아이에스동서(주),010780,2012/12,-46610929,527221717,512499894,10914514,646588330,707674218
아이에스동서(주),010780,2013/12,54637753,564608916,425802143,104486910,684764290,605642614
아이에스동서(주),010780,2014/12,106302686,664247895,542548872,164049036,801592098,762778782
아이에스동서(주),010780,2015/12,-219814901,780108971,1035240906,-180769157,945846998,1247942482
아이에스동서(주),010780,2016/12,33260385,1538978855,929118251,105851104,1724101422,1134773970
아이에스동서(주),010780,2017/12,15907373,1651678799,965676833,111302863,1832961032,1166143947
아이에스동서(주),010780,2018/12,193316429,1525427316,904124835,256133932,1715600368,1074869829
아이에스동서(주),010780,2019/12,-152321166,789731521,1379559757,-117157546,964111880,1610218288
아이진(주),185490,2015/12,-4479072,107562,1565483,,,
아이진(주),185490,2016/12,-5986252,267235,2371496,,,
아이진(주),185490,2017/12,-6759458,301034,6530898,,,
아이진(주),185490,2018/12,-7482694,2035288,30699640,,,
아이진(주),185490,2019/12,-8186551,4245380,28229704,-8321235,4245380,28279443
아이큐어(주),175250,2018/12,-4820354,30315287,35916280,-7303532,33320492,36308685
아이큐어(주),175250,2019/12,-9070229,41074208,90553017,-5943159,60922490,111815686
아이크래프트(주),052460,2010/12,-2215793,44182683,22558580,,,
아이크래프트(주),052460,2011/12,1887488,48630655,10987217,,,
아이크래프트(주),052460,2012/12,15473373,60036379,10093909,,,
아이크래프트(주),052460,2013/12,1434779,52159047,10937748,1380819,52170966,10973373
아이크래프트(주),052460,2014/12,-2344011,53358174,9651898,-2222123,53407164,9758607
아이크래프트(주),052460,2015/12,-4559032,68026006,18737492,-4590911,68367109,19198422
아이크래프트(주),052460,2016/12,5998850,79343272,18702028,6038929,79856301,18798624
아이크래프트(주),052460,2017/12,9664475,90680419,22836633,6577555,92532326,26971648
아이크래프트(주),052460,2018/12,2491742,67530472,11084689,-171973,73149612,15166533
아이크래프트(주),052460,2019/12,8900970,64937461,15443153,8197422,73758133,21129780
아이텍(주),119830,2010/12,11954808,21915339,26381734,,,
아이텍(주),119830,2011/12,8456637,23767408,28005247,,,
아이텍(주),119830,2012/12,4606913,21429007,31135338,,,
아이텍(주),119830,2013/12,8094494,22199667,24960229,,,
아이텍(주),119830,2014/12,8567524,24416376,36792452,,,
아이텍(주),119830,2015/12,6497371,22953873,25692525,,,
아이텍(주),119830,2016/12,9189710,25780106,21992528,,,
아이텍(주),119830,2017/12,6740715,25847625,23053640,,,
아이텍(주),119830,2018/12,5441922,30905307,81965769,5305269,30905307,82096645
아이텍(주),119830,2019/12,12256337,40942046,43142629,10158751,47026177,44922560
아진산업(주),013310,2015/12,43104157,130823476,142929918,82266979,337731062,345120059
아진산업(주),013310,2016/12,21744951,150087219,167325047,83568562,505965513,385467818
아진산업(주),013310,2017/12,7754475,128150279,199421943,37031441,427926771,363035711
아진산업(주),013310,2018/12,59058589,216584478,217739522,97072248,396944683,391984157
아진산업(주),013310,2019/12,6931936,277654918,255018065,61684953,440797612,453392536
안국약품(주),001540,2010/12,8244423,108203748,39174613,9137903,112796339,41415387
안국약품(주),001540,2011/12,-6699466,121222378,49025149,-8182102,129946385,51769822
안국약품(주),001540,2012/12,10782521,130953905,50514102,11514668,140828314,53472086
안국약품(주),001540,2013/12,3239635,139101575,35517156,3642230,154099983,36820210
안국약품(주),001540,2014/12,1208880,164231101,54145419,1286439,167936479,56605918
안국약품(주),001540,2015/12,19659872,195230730,60641088,19106090,197735826,65961117
안국약품(주),001540,2016/12,12560678,171293704,57430077,12622007,174002376,64920585
안국약품(주),001540,2017/12,18769841,178849877,65007257,17463947,183599893,70612462
안국약품(주),001540,2018/12,-564701,180052799,57986685,-1201189,185745622,65704798
안국약품(주),001540,2019/12,23328575,149279874,60112781,22078267,155851757,69598640
알리코제약(주),260660,2018/12,-2332856,95337599,49027730,,,
알리코제약(주),260660,2019/12,13133029,115793215,47468257,,,
알서포트(주),131370,2011/12,,,,,,
알서포트(주),131370,2012/12,,,,,,
알서포트(주),131370,2013/12,-5590333,21001067,6282810,3209191,21511955,7054915
알서포트(주),131370,2014/12,9633381,16373102,3908659,2507379,20748768,5354275
알서포트(주),131370,2015/12,-1564745,15416933,3254784,-2105796,18531431,4197352
알서포트(주),131370,2016/12,2520378,18238665,4188639,489003,21430529,5129073
알서포트(주),131370,2017/12,-189729,19642142,4262906,2571787,23077016,5376663
알서포트(주),131370,2018/12,2199209,21402240,4645535,-485377,24704712,5206388
알서포트(주),131370,2019/12,2645787,23290832,14710122,5603383,28486918,16560449
알에스오토메이션(주),140670,2017/12,-5022132,81353849,35365640,-5041995,87447208,36974207
알에스오토메이션(주),140670,2018/12,-1261774,91178001,32213315,-509907,98664317,34170724
알에스오토메이션(주),140670,2019/12,8443485,75825511,31889774,7849372,82169975,33854479
알에프머트리얼즈(주),327260,2019/12,85511,16211219,4057257,,,
알에프에이치아이씨(주),218410,2015/12,,,,,,
알에프에이치아이씨(주),218410,2016/12,,,,,,
알에프에이치아이씨(주),218410,2017/12,3884658,60031868,22835968,5227687,62055228,27643101
알에프에이치아이씨(주),218410,2018/12,44922715,97867984,67202222,48108086,108101224,70570436
알에프에이치아이씨(주),218410,2019/12,26260170,99143847,40985070,27059113,107768754,44667915
압타바이오(주),293780,2019/12,-6002025,1018572,2249043,,,
애경산업(주),018250,2018/12,38405776,697333018,98454662,41227992,699584480,101063694
애경산업(주),018250,2019/12,29431958,698096024,111398756,32416840,701336794,113045744
애경케미칼(주),161000,2012/12,1198901,320522671,239624094,-5254149,413887982,328175264
애경케미칼(주),161000,2013/12,42939454,975934857,205458636,58825433,1176144492,249494408
애경케미칼(주),161000,2014/12,15337866,944152738,170208731,25929940,1161070476,216222609
애경케미칼(주),161000,2015/12,76377689,746340396,93286542,72863004,912104906,127135999
애경케미칼(주),161000,2016/12,59767916,725561490,123112087,67348488,867743146,155311433
애경케미칼(주),161000,2017/12,37567898,784131827,121865830,31247612,959818485,157171987
애경케미칼(주),161000,2018/12,56718997,863420792,109517531,46371956,1031357749,156525576
애경케미칼(주),161000,2019/12,68021863,807463497,89761288,50274137,1017022178,132825682
애니젠(주),196300,2016/12,-27710,4176582,1275531,,,
애니젠(주),196300,2017/12,1188559,4551873,1533490,,,
애니젠(주),196300,2018/12,-2032959,4114385,14029781,,,
애니젠(주),196300,2019/12,-737368,6276912,15738783,,,
애머릿지코퍼레이션,900100,2010/12,-3265661,62727911,26707259,-7821715,88801598,30969405
애머릿지코퍼레이션,900100,2011/12,-7556137,82429708,31822997,-4983936,109731039,35790338
애머릿지코퍼레이션,900100,2012/12,5634097,65777625,27675732,3261380,93046878,32128784
애머릿지코퍼레이션,900100,2013/12,-1722989,48257176,27520901,-5440934,69956686,33000234
애머릿지코퍼레이션,900100,2014/12,827720,52786838,24083559,1201644,66179843,28864824
애머릿지코퍼레이션,900100,2015/12,2047860,60557098,44547664,-3364088,74092752,54136430
애머릿지코퍼레이션,900100,2016/12,-8202555,42661163,41725349,-16529209,61682825,44616562
애머릿지코퍼레이션,900100,2017/12,-8571872,37319589,22197092,-14810952,37592098,27853580
애머릿지코퍼레이션,900100,2018/12,7774997,26074470,27042856,8720994,27003367,32671642
애머릿지코퍼레이션,900100,2019/12,-4293702,21819287,72235853,-20695631,39829870,80668242
앱클론(주),174900,2017/12,-1114753,3532425,3472762,,,
앱클론(주),174900,2018/12,3714897,3920790,10005000,,,
앱클론(주),174900,2019/12,-449877,14375025,11589995,,,
어보브반도체(주),102120,2010/12,-112408,50553701,9581053,-337500,51174576,9606903
어보브반도체(주),102120,2011/12,3400588,47811991,11473077,5998380,67905754,14873967
어보브반도체(주),102120,2012/12,4861997,54906756,11069197,6502262,73675318,14457297
어보브반도체(주),102120,2013/12,10409771,87520752,16197954,11056021,88348721,16306018
어보브반도체(주),102120,2014/12,11108724,88539487,17350589,10342404,92016677,17469685
어보브반도체(주),102120,2015/12,12804285,93908940,16244448,13016272,96919277,16332956
어보브반도체(주),102120,2016/12,14977978,99524410,18667208,15190527,103201219,18752610
어보브반도체(주),102120,2017/12,6176612,103291890,15801397,7132709,105824401,15899415
어보브반도체(주),102120,2018/12,11684664,104878234,16202930,11641457,109543014,16294805
어보브반도체(주),102120,2019/12,18028223,124723168,19757027,17624758,126805890,20116225
에스넷시스템(주),038680,2010/12,-1063549,101722461,40760161,1983337,144786935,52937527
에스넷시스템(주),038680,2011/12,9328126,124598266,27954498,9214637,169358533,41169725
에스넷시스템(주),038680,2012/12,-3270244,92164644,27866629,-2645009,141832826,42703077
에스넷시스템(주),038680,2013/12,14597085,133636885,39781667,13601669,188807640,57547359
에스넷시스템(주),038680,2014/12,-22513914,132547018,42699652,-17542479,217651039,64631935
에스넷시스템(주),038680,2015/12,13504769,116935327,40395931,8151161,197935874,68131406
에스넷시스템(주),038680,2016/12,1136778,109164036,38255723,8452448,209358473,67609562
에스넷시스템(주),038680,2017/12,626387,121733922,52758215,3795214,213417889,76466317
에스넷시스템(주),038680,2018/12,2857408,165493986,43592951,1113648,270809012,75178358
에스넷시스템(주),038680,2019/12,-6150641,176442663,59581647,-2936624,316779316,93705823
에스디엔(주),099220,2010/12,717167,115543136,111859187,1380683,104246090,112504700
에스디엔(주),099220,2011/12,-8003989,149382866,120045159,-8116796,150017876,121474411
에스디엔(주),099220,2012/12,28289886,29809996,77720842,25892445,29662282,82838553
에스디엔(주),099220,2013/12,11501220,39148752,56244592,11874859,39842569,61971115
에스디엔(주),099220,2014/12,694497,41981844,52903812,-576761,42294518,54075251
에스디엔(주),099220,2015/12,3068826,47165352,46768473,3357516,48181735,52057218
에스디엔(주),099220,2016/12,422537,34268004,42268808,979826,36206832,48528226
에스디엔(주),099220,2017/12,-6628316,50699381,50078520,-5883820,52641983,55790956
에스디엔(주),099220,2018/12,-221294,58915895,43495949,622756,60887354,50703484
에스디엔(주),099220,2019/12,6987028,62982298,52923863,7713750,65023507,59426831
에스맥(주),097780,2010/12,24707878,205318909,63278258,30151570,221482817,61821217
에스맥(주),097780,2011/12,-14217601,470008847,74380265,-4652714,446499001,72705238
에스맥(주),097780,2012/12,65768084,448137959,77825348,66678594,485403838,86236725
에스맥(주),097780,2013/12,34980126,547801352,89513529,30888740,556456126,93401207
에스맥(주),097780,2014/12,10252961,275785693,49686222,19153653,234948437,59372056
에스맥(주),097780,2015/12,-9595454,220073272,43694544,-3624968,199648369,60318246
에스맥(주),097780,2016/12,28448929,111541535,75258457,18797449,139482358,82413503
에스맥(주),097780,2017/12,2308830,118507794,47548363,16980053,168217687,60651762
에스맥(주),097780,2018/12,15580334,83404331,63913637,16056791,141385799,104960267
에스맥(주),097780,2019/12,-9503844,74766484,71955280,22683379,168039893,113821677
에스비더블유생명과학(주),151910,2012/12,-494763,96810241,53766483,4550409,132053117,73564094
에스비더블유생명과학(주),151910,2013/12,8434108,216006741,99942817,8467662,230467451,121434847
에스비더블유생명과학(주),151910,2014/12,-17501027,172378613,115260286,-14619433,189046476,134902338
에스비더블유생명과학(주),151910,2015/12,-1694195,85988748,144785272,10121267,90289360,163330907
에스비더블유생명과학(주),151910,2016/12,-6451095,39711662,27203845,-22671339,39674511,52712159
에스비더블유생명과학(주),151910,2017/12,-23373756,31351194,35311943,-24258630,35770222,49988994
에스비더블유생명과학(주),151910,2018/12,-5845348,58999471,41423205,-14546203,61102246,50610791
에스비더블유생명과학(주),151910,2019/12,133467,48802634,49154927,-7882496,52623027,47252992
에스비아이핀테크솔루션즈(주),950110,2013/03,3603928,26972094,6916476,4756182,63823847,87094797
에스비아이핀테크솔루션즈(주),950110,2014/03,2847639,17440937,4960425,-20475095,53060470,54537131
에스비아이핀테크솔루션즈(주),950110,2015/03,4275304,16480442,4952130,17464848,58334594,64187590
에스비아이핀테크솔루션즈(주),950110,2016/03,1457269,16925322,11299553,5253017,68958658,79305039
에스비아이핀테크솔루션즈(주),950110,2017/03,4030985,21419192,11233735,16939304,85693108,91077501
에스비아이핀테크솔루션즈(주),950110,2018/03,2679837,23743663,40841521,86999413,130428356,224813099
에스비아이핀테크솔루션즈(주),950110,2019/03,3813654,21437167,39852085,22556376,78810225,267859329
에스씨아이평가정보(주),036120,2010/12,1247387,41165950,4929356,,,
에스씨아이평가정보(주),036120,2011/12,2786272,40797154,5328976,,,
에스씨아이평가정보(주),036120,2012/12,165495,36755760,4011579,,,
에스씨아이평가정보(주),036120,2013/12,1605899,37027963,4271352,,,
에스씨아이평가정보(주),036120,2014/12,64770,36917164,4003435,,,
에스씨아이평가정보(주),036120,2015/12,2436565,35887860,3884843,,,
에스씨아이평가정보(주),036120,2016/12,2943375,33945258,3857854,1230220,35281188,4032738
에스씨아이평가정보(주),036120,2017/12,2336282,39915717,4491321,1122279,42768733,5402716
에스씨아이평가정보(주),036120,2018/12,2467687,46527546,4556783,1287877,49863975,4841318
에스씨아이평가정보(주),036120,2019/12,8458309,48708533,7433512,9487403,52569945,7811939
에스엔유프리시젼(주),080000,2010/12,-18356013,87030825,52968149,,,
에스엔유프리시젼(주),080000,2011/12,10537189,77413303,59033253,,,
에스엔유프리시젼(주),080000,2012/12,-11915134,44216410,51966581,,,
에스엔유프리시젼(주),080000,2013/12,7304199,101386475,51057253,,,
에스엔유프리시젼(주),080000,2014/12,-2915060,83360381,59054480,,,
에스엔유프리시젼(주),080000,2015/12,7937793,70032140,56938142,,,
에스엔유프리시젼(주),080000,2016/12,-5115662,57862612,44504589,,,
에스엔유프리시젼(주),080000,2017/12,11775932,116215632,54523804,,,
에스엔유프리시젼(주),080000,2018/12,20836820,82551448,28664854,20891013,82572761,28738346
에스엔유프리시젼(주),080000,2019/12,2806137,64233361,36444072,2828247,64349005,36565253
에스엔케이폴리텍(주),091340,2010/12,6513478,20310646,3735348,,,
에스엔케이폴리텍(주),091340,2011/12,2434378,15602926,4875615,,,
에스엔케이폴리텍(주),091340,2012/12,-708513,14052791,3323594,,,
에스엔케이폴리텍(주),091340,2013/12,1990730,13466081,16769395,1464792,15923489,17149665
에스엔케이폴리텍(주),091340,2014/12,3654329,21634413,18105831,3292517,22477556,18655275
에스엔케이폴리텍(주),091340,2015/12,2893828,23669857,34381929,2765816,25584533,34768161
에스엔케이폴리텍(주),091340,2016/12,3638280,30431302,38449390,488588,63430728,80090759
에스엔케이폴리텍(주),091340,2017/12,-645363,23928430,43197878,9771771,178587054,152492040
에스엔케이폴리텍(주),091340,2018/12,232504,20917815,29187642,18128233,282148096,124569819
에스엔케이폴리텍(주),091340,2019/12,3144789,25933907,36601499,22118832,338044206,157920154
에스엘(주),005850,2010/03,17215540,353467335,144160813,134912063,984123651,475991467
에스엘(주),005850,2011/03,-2457328,525578544,255438092,54956135,966091270,515383965
에스엘(주),005850,2012/12,37457453,578105017,178530838,66732437,1162486576,510684354
에스엘(주),005850,2013/12,79504613,577337584,145373623,103718467,1241660948,528492352
에스엘(주),005850,2014/12,49953563,561760086,164690051,90676542,1359380094,601294890
에스엘(주),005850,2015/12,100553456,593583766,197935783,154422373,1395133199,702701961
에스엘(주),005850,2016/12,39001497,638836988,182782259,97219428,1620581391,675924680
에스엘(주),005850,2017/12,93680085,720851055,152300028,151218719,1489427601,577073770
에스엘(주),005850,2018/12,34311400,735139558,190596801,53035423,1598634354,686496987
에스엘(주),005850,2019/12,-37353649,1407091294,415987386,-41020563,2262212221,894908501
에스와이(주),109610,2015/12,11544429,165623552,75191671,12689777,261724632,166674551
에스와이(주),109610,2016/12,-14618684,181798357,102507913,-11432964,306116510,217946831
에스와이(주),109610,2017/12,-10288401,298641671,180047362,342823,393503262,229140167
에스와이(주),109610,2018/12,6213214,343028329,154109834,-6045933,419928752,212360101
에스와이(주),109610,2019/12,865201,294915037,183505864,6087495,380109486,239918988
에스지씨에너지(주),005090,2010/12,18905596,261602506,263576953,,,
에스지씨에너지(주),005090,2011/12,4122165,280723959,314449938,,,
에스지씨에너지(주),005090,2012/12,10576857,285221128,389638238,,,
에스지씨에너지(주),005090,2013/12,4372306,288199000,407471129,4713212,290031609,502288836
에스지씨에너지(주),005090,2014/12,9092259,283829621,400544575,16606621,297812164,526446120
에스지씨에너지(주),005090,2015/12,15127586,296449058,401520870,16716185,310295324,522758457
에스지씨에너지(주),005090,2016/12,17442173,278126586,400376721,14434277,297458693,524366456
에스지씨에너지(주),005090,2017/12,1019260,310927507,377840724,-2239665,319961347,474425594
에스지씨에너지(주),005090,2018/12,23177427,335600373,348061034,25421548,346781204,441709298
에스지씨에너지(주),005090,2019/12,5477863,273589905,292557231,6112416,284244835,383258761
에스지씨이테크건설(주),016250,2010/12,15568656,663876774,348284376,15841114,666755322,351674476
에스지씨이테크건설(주),016250,2011/12,35645956,670297194,210151446,34276895,699059559,216650467
에스지씨이테크건설(주),016250,2012/12,-1029799,695594773,275786451,-4308748,785541865,295198722
에스지씨이테크건설(주),016250,2013/12,2938786,504100742,310427105,25728153,667502467,768229539
에스지씨이테크건설(주),016250,2014/12,5645561,677698634,321320690,49835308,877234227,1016990757
에스지씨이테크건설(주),016250,2015/12,11755639,788563315,253163390,54998786,1100688301,1160008718
에스지씨이테크건설(주),016250,2016/12,28310992,843579329,255735249,126351530,1191570073,1253732312
에스지씨이테크건설(주),016250,2017/12,42465171,841221413,340686278,184585821,1465750842,1336568371
에스지씨이테크건설(주),016250,2018/12,-5681931,881992820,453673816,52332241,1487904768,1414258612
에스지씨이테크건설(주),016250,2019/12,-2216667,1242048953,476810262,94745536,1698474766,1515163710
에스지에이(주),049470,2010/12,-3446021,34312887,14155721,-8953412,36665120,15251126
에스지에이(주),049470,2011/12,-1064056,40661943,12103895,-2628651,40943094,12841398
에스지에이(주),049470,2012/12,-3391434,32213681,22796936,-2672345,33987255,24546341
에스지에이(주),049470,2013/12,-310667,43180692,22221248,-3644776,51076987,35276471
에스지에이(주),049470,2014/12,2084643,40940421,28605092,3016284,58218926,40557410
에스지에이(주),049470,2015/12,-4101887,43618539,18301860,-6742163,72075046,49842580
에스지에이(주),049470,2016/12,-458880,33463478,24548999,179552,109262777,78202239
에스지에이(주),049470,2017/12,1474345,37759225,41744354,-4063980,98081509,68379604
에스지에이(주),049470,2018/12,6659030,44351155,30081814,5460184,88885999,64129141
에스지에이(주),049470,2019/12,-524326,38700581,31370373,-2355918,81471003,62596298
에스지에이솔루션즈(주),184230,2014/06,,,,,,
에스지에이솔루션즈(주),184230,2015/06,4460901,19994383,5037495,4447921,19994383,5037495
에스지에이솔루션즈(주),184230,2016/12,-165918,28402273,28008167,1382772,49543830,52725067
에스지에이솔루션즈(주),184230,2017/12,2498665,20466860,14388077,-4801891,55343525,32589591
에스지에이솔루션즈(주),184230,2018/12,595673,17856882,19957215,-551960,45381803,39255903
에스지에이솔루션즈(주),184230,2019/12,1804940,21614762,18091727,-1427792,45088761,31448959
에스지이(주),255220,2018/12,-20541385,118477483,142746994,-24586359,145839541,139716828
에스지이(주),255220,2019/12,-8702656,111440249,152473579,-9152782,132776115,155386718
에스케이(주),034730,2010/12,127900888,1475223452,2424644294,128282668,1526534418,2655990725
에스케이(주),034730,2011/12,117378907,1619101478,1974246716,117203657,1701763922,2363892980
에스케이(주),034730,2012/12,223571282,1528627922,2380346415,216563659,2241803020,2885073569
에스케이(주),034730,2013/12,88645748,1805743164,2237467967,92956799,2301754740,2721795307
에스케이(주),034730,2014/12,179311330,1974143344,2112379286,185038478,2425966528,2704671543
에스케이(주),034730,2015/12,69324000,2065032000,6111406000,4588856000,39569775000,56556559000
에스케이(주),034730,2016/12,650429000,3113719000,6455107000,9110672000,83617494000,60720613000
에스케이(주),034730,2017/12,741768000,2477840000,7626360000,6930080000,93296368000,64020500000
에스케이(주),034730,2018/12,805319000,2672412000,8208532000,7856509000,101502020000,68569119000
에스케이(주),034730,2019/12,1276702000,3245516000,9132524000,7978837000,99264574000,79838041000
에스케이가스(주),018670,2010/12,34244426,4943136740,1054036117,143634047,6443723720,1213406365
에스케이가스(주),018670,2011/12,50598855,5470288720,1133967071,-21783701,7222787081,1217479882
에스케이가스(주),018670,2012/12,410197811,5090631429,1655732079,413076642,7583747014,1915600741
에스케이가스(주),018670,2013/12,-474583,4196769654,975848124,34828910,6672246520,1509553862
에스케이가스(주),018670,2014/12,198038089,4313542450,1004199222,239621986,5943465084,1931793486
에스케이가스(주),018670,2015/12,37861102,2826941690,1150745217,-159724181,4078985548,2452408102
에스케이가스(주),018670,2016/12,-17643376,3366245664,1233981526,-107692809,5254738369,2359619398
에스케이가스(주),018670,2017/12,77709711,4151828216,1480470792,-108168160,6689683934,2568305687
에스케이가스(주),018670,2018/12,-26079123,4808642481,1700705372,-90589662,6859163776,2112825033
에스케이가스(주),018670,2019/12,218448887,3973394871,2095421725,307699873,4931073628,2421595551
에스케이네트웍스(주),001740,2010/12,670894046,23523724352,6071813323,528119884,24161463684,6497303191
에스케이네트웍스(주),001740,2011/12,166777022,26224418960,7136787074,290819749,27535570532,7836368748
에스케이네트웍스(주),001740,2012/12,30732597,25511199449,6815472285,56703661,27935503372,7560698611
에스케이네트웍스(주),001740,2013/12,507135283,23739620447,5732151907,437880674,25975361370,6314290102
