회사명,거래소코드,회계년도,[제조]자본(*)(IFRS연결),[제조]당기순이익(손실)(IFRS연결),[제조]자본(*)(IFRS),[제조]당기순이익(손실)(IFRS)
일진다이아몬드(주),081000,2013/12,69637690,3322312,71309966,5779378
일진다이아몬드(주),081000,2014/12,70238860,3823004,75054954,5810616
일진다이아몬드(주),081000,2015/12,80656787,10750575,86110485,11614916
일진다이아몬드(주),081000,2016/12,84812035,4659207,89745681,4133232
일진다이아몬드(주),081000,2017/12,98061785,7360955,98544696,7606409
일진다이아몬드(주),081000,2018/12,103254089,7683631,102375559,6338941
일진다이아몬드(주),081000,2019/12,184624009,12768968,172710986,1573149
일진디스플레이(주),020760,2010/12,,,52298576,11475228
일진디스플레이(주),020760,2011/12,,,89787934,30671701
일진디스플레이(주),020760,2012/12,,,150861833,64131776
일진디스플레이(주),020760,2013/12,,,150394117,48115961
일진디스플레이(주),020760,2014/12,,,158307090,13957158
일진디스플레이(주),020760,2015/12,,,130661660,-23572893
일진디스플레이(주),020760,2016/12,,,63832826,-66684182
일진디스플레이(주),020760,2017/12,,,82663725,17564292
일진디스플레이(주),020760,2018/12,,,80970752,1659061
일진디스플레이(주),020760,2019/12,50315239,-30408090,51476183,-29254834
일진머티리얼즈(주),020150,2011/12,327024424,13540537,329617123,13601357
일진머티리얼즈(주),020150,2012/12,271111304,-57210445,278279698,-52720366
일진머티리얼즈(주),020150,2013/12,285429688,-8991159,284864183,6180480
일진머티리얼즈(주),020150,2014/12,292686425,-1899681,313959288,30199837
일진머티리얼즈(주),020150,2015/12,232841056,-63270775,247081345,-67485914
일진머티리얼즈(주),020150,2016/12,294700826,40622585,263944748,14086379
일진머티리얼즈(주),020150,2017/12,530430116,42189454,512453633,41612653
일진머티리얼즈(주),020150,2018/12,528412825,41310641,514356160,41330031
일진머티리얼즈(주),020150,2019/12,815450948,46839444,554232429,40081387
일진전기(주),103590,2010/12,349322096,26740864,349292833,26071989
일진전기(주),103590,2011/12,333715367,-13642472,333775549,-11577996
일진전기(주),103590,2012/12,316620151,-12556569,317335047,-11927388
일진전기(주),103590,2013/12,321086823,4983086,321544853,4715407
일진전기(주),103590,2014/12,313497311,12896523,320110918,17612156
일진전기(주),103590,2015/12,321268748,8334408,320954948,2889502
일진전기(주),103590,2016/12,319909706,1419329,318077297,168434
일진전기(주),103590,2017/12,317969248,-2087996,316077835,-2327060
일진전기(주),103590,2018/12,300323897,-14444781,297874319,-14491818
일진전기(주),103590,2019/12,303724466,3604463,300606073,3008963
일진홀딩스(주),015860,2010/12,466099359,31641798,269566098,2194173
일진홀딩스(주),015860,2011/12,446447117,-14562931,273497518,5301782
일진홀딩스(주),015860,2012/12,417423553,-24522103,268790248,-2766961
일진홀딩스(주),015860,2013/12,422012535,6314311,270163583,2029368
일진홀딩스(주),015860,2014/12,439652890,20524335,306523680,16452613
일진홀딩스(주),015860,2015/12,455752321,25000940,306201738,3125577
일진홀딩스(주),015860,2016/12,452248166,-11429999,300901358,-2232226
일진홀딩스(주),015860,2017/12,450166505,-19792336,227658707,-72047206
일진홀딩스(주),015860,2018/12,447530534,892747,248042309,20619374
일진홀딩스(주),015860,2019/12,516482289,22415547,251041587,6214719
잉글우드랩(주),950140,2016/12,74810997,-283729,77251651,-417262
잉글우드랩(주),950140,2017/12,60330864,-13877926,58961064,-15678696
잉글우드랩(주),950140,2018/12,56705437,-5898844,57377768,-4087161
잉글우드랩(주),950140,2019/12,61125065,2268541,62286532,2890940
자이글(주),234920,2016/12,,,81311420,10812687
자이글(주),234920,2017/12,85134557,5155918,85098712,5120122
자이글(주),234920,2018/12,82232099,-6237553,82229295,-6204591
자이글(주),234920,2019/12,,,51663681,-29913506
자이에스앤디(주),317400,2019/12,,,145135273,12432811
자화전자(주),033240,2010/12,136873287,4282729,132438391,1547053
자화전자(주),033240,2011/12,151860569,17895074,139580763,10646014
자화전자(주),033240,2012/12,201813617,43601856,176543380,26619261
자화전자(주),033240,2013/12,240016022,43333152,209564269,38346617
자화전자(주),033240,2014/12,259354432,22489386,236750008,31139149
자화전자(주),033240,2015/12,274901842,20791649,249463748,18722349
자화전자(주),033240,2016/12,284689274,14925983,256867633,10971932
자화전자(주),033240,2017/12,283630884,24899512,268401432,17926139
자화전자(주),033240,2018/12,276961702,-1283172,263012850,920729
자화전자(주),033240,2019/12,278601830,-280865,272070181,11939295
재영솔루텍(주),049630,2010/12,47708901,-16991299,49807733,-11988009
재영솔루텍(주),049630,2011/12,43704120,-3737890,45496983,-3677646
재영솔루텍(주),049630,2012/12,36416951,-6937864,33576901,-12226029
재영솔루텍(주),049630,2013/12,31579388,-4526298,29822943,-4917939
재영솔루텍(주),049630,2014/12,31902790,656489,30120953,608632
재영솔루텍(주),049630,2015/12,34835328,1127469,31971666,545631
재영솔루텍(주),049630,2016/12,39791092,-4892228,36401259,-4202818
재영솔루텍(주),049630,2017/12,15646766,-36299728,16801283,-31864221
재영솔루텍(주),049630,2018/12,42327400,2550693,35792447,-7256426
재영솔루텍(주),049630,2019/12,55708645,5967117,48943009,6354537
전방(주),000950,2010/12,275595509,14083682,268002023,13711535
전방(주),000950,2011/12,236555049,-37933888,228131379,-38841287
전방(주),000950,2012/12,201637028,-35131384,192645183,-35603017
전방(주),000950,2013/12,200398512,-6377,194301484,1210581
전방(주),000950,2014/12,176669470,-24181623,172134565,-22741570
전방(주),000950,2015/12,185911341,-23465487,181443206,-23335834
전방(주),000950,2016/12,166192582,-17530459,163280819,-15975560
전방(주),000950,2017/12,148902506,-13039711,149793013,-12793940
전방(주),000950,2018/12,124979263,-23251940,127093630,-22028081
전방(주),000950,2019/12,131324844,-40256251,132404263,-41291199
전진바이오팜(주),110020,2018/12,,,3910771,-3398754
전진바이오팜(주),110020,2019/12,,,2898442,-1462466
제너셈(주),217190,2015/12,,,29079978,4837511
제너셈(주),217190,2016/12,,,28109452,-1809039
제너셈(주),217190,2017/12,,,21594501,-6567492
제너셈(주),217190,2018/12,,,14683147,-7994441
제너셈(주),217190,2019/12,,,17364215,3082998
제룡산업(주),147830,2012/12,,,25156171,3116141
제룡산업(주),147830,2013/12,,,30728450,5968867
제룡산업(주),147830,2014/12,,,33270744,2938883
제룡산업(주),147830,2015/12,,,37444867,4570712
제룡산업(주),147830,2016/12,,,45574441,8696501
제룡산업(주),147830,2017/12,,,53090997,8266439
제룡산업(주),147830,2018/12,,,55303597,3229832
제룡산업(주),147830,2019/12,,,56848783,2545029
제룡전기(주),033100,2010/12,,,55028456,3341057
제룡전기(주),033100,2011/12,,,33025554,992910
제룡전기(주),033100,2012/12,,,33279238,849392
제룡전기(주),033100,2013/12,,,36788343,4104002
제룡전기(주),033100,2014/12,,,51336974,5035182
제룡전기(주),033100,2015/12,,,54084556,3550674
제룡전기(주),033100,2016/12,,,50510185,-2690969
제룡전기(주),033100,2017/12,,,49154068,-553025
제룡전기(주),033100,2018/12,,,51276390,2925415
제룡전기(주),033100,2019/12,,,56056456,5583159
제이더블유생명과학(주),234080,2016/12,90301777,15161609,85894549,13943953
제이더블유생명과학(주),234080,2017/12,102100959,16782714,96568454,15657527
제이더블유생명과학(주),234080,2018/12,109257478,15820964,103112758,15190382
제이더블유생명과학(주),234080,2019/12,122615499,21938439,116649293,22006404
제이더블유신약(주),067290,2010/12,55233159,2441548,58817935,6073481
제이더블유신약(주),067290,2011/12,52806001,-2196045,59570122,983300
제이더블유신약(주),067290,2012/12,49108531,-2335021,60795544,2579466
제이더블유신약(주),067290,2013/12,44942866,-3090284,60497826,816006
제이더블유신약(주),067290,2014/12,42457925,-552868,62513891,3931652
제이더블유신약(주),067290,2015/12,40079248,226860,65255959,5315301
제이더블유신약(주),067290,2016/12,38430537,-499119,68805406,4687026
제이더블유신약(주),067290,2017/12,36633606,-6083659,73783792,-3454623
제이더블유신약(주),067290,2018/12,33278381,-7523431,74832878,-3160516
제이더블유신약(주),067290,2019/12,65935601,1444483,97377241,-8694771
제이더블유중외제약(주),001060,2010/12,182660739,3691351,181515930,2484011
제이더블유중외제약(주),001060,2011/12,170250775,-9803596,169037492,-9868459
제이더블유중외제약(주),001060,2012/12,163662665,-20393601,161933564,-21008549
제이더블유중외제약(주),001060,2013/12,200739269,2274880,198761805,2031173
제이더블유중외제약(주),001060,2014/12,223827568,1446877,222045830,1661782
제이더블유중외제약(주),001060,2015/12,225406683,1961427,223129784,1536029
제이더블유중외제약(주),001060,2016/12,276313153,-10933544,273979637,-10950982
제이더블유중외제약(주),001060,2017/12,270776505,-742474,267974397,-1357191
제이더블유중외제약(주),001060,2018/12,260111096,8056889,257549602,8329219
제이더블유중외제약(주),001060,2019/12,230091819,-25275016,228323080,-24450506
제이더블유홀딩스(주),096760,2010/12,256854413,-9691279,153050680,25036708
제이더블유홀딩스(주),096760,2011/12,246623203,-44727226,153570414,2620199
제이더블유홀딩스(주),096760,2012/12,205462282,-41470042,141613456,-9740525
제이더블유홀딩스(주),096760,2013/12,236025068,16163845,166186456,25907421
제이더블유홀딩스(주),096760,2014/12,211942654,-5089518,162358168,-2663935
제이더블유홀딩스(주),096760,2015/12,270305929,336323,169589918,6083250
제이더블유홀딩스(주),096760,2016/12,277590776,-14376495,188124803,-7802793
제이더블유홀딩스(주),096760,2017/12,374730110,56869735,177468804,-10955019
제이더블유홀딩스(주),096760,2018/12,400997275,36439377,187725408,12347623
제이더블유홀딩스(주),096760,2019/12,351617519,-31636720,179410766,-225595
제이스코홀딩스(주),023440,2010/12,,,46303016,-153052
제이스코홀딩스(주),023440,2011/12,,,46275482,-458547
제이스코홀딩스(주),023440,2012/12,,,45443142,-856093
제이스코홀딩스(주),023440,2013/12,,,42553929,-7923776
제이스코홀딩스(주),023440,2014/12,,,46994570,-4611026
제이스코홀딩스(주),023440,2015/12,,,51992013,-6160137
제이스코홀딩스(주),023440,2016/12,,,57537612,-1083305
제이스코홀딩스(주),023440,2017/12,,,59288362,1643567
제이스코홀딩스(주),023440,2018/12,,,59627504,357390
제이스코홀딩스(주),023440,2019/12,,,61039620,-3516962
제이씨케미칼(주),137950,2011/12,,,42566323,7128799
제이씨케미칼(주),137950,2012/12,45114023,2630924,43476456,2630924
제이씨케미칼(주),137950,2013/12,44791932,1707960,44427340,2402778
제이씨케미칼(주),137950,2014/12,42331253,-1993654,43780438,-186741
제이씨케미칼(주),137950,2015/12,57179370,2742744,61592873,5450345
제이씨케미칼(주),137950,2016/12,67912037,11913485,76867971,16239304
제이씨케미칼(주),137950,2017/12,65018219,-2136467,79907120,4968963
제이씨케미칼(주),137950,2018/12,68268292,2316454,89691539,9509229
제이씨케미칼(주),137950,2019/12,90836500,11683857,107116851,5871406
제이씨현시스템(주),033320,2010/12,55341418,974293,52092653,598620
제이씨현시스템(주),033320,2011/12,57008561,2680348,53074531,2276644
제이씨현시스템(주),033320,2012/12,56517752,-284892,51098298,-1679358
제이씨현시스템(주),033320,2013/12,58676980,2287864,52602253,1407509
제이씨현시스템(주),033320,2014/12,61543333,2267517,54943207,1736827
제이씨현시스템(주),033320,2015/12,62714418,1081393,56302415,1303402
제이씨현시스템(주),033320,2016/12,67429664,4592125,58123101,1731887
제이씨현시스템(주),033320,2017/12,80256348,13324215,66670627,9058238
제이씨현시스템(주),033320,2018/12,88478695,9904719,72571262,7263456
제이씨현시스템(주),033320,2019/12,88455611,968200,71739680,174291
제이엔케이히터(주),126880,2011/12,76263712,9354300,73848619,9374676
제이엔케이히터(주),126880,2012/12,77259581,7873414,74435116,7801955
제이엔케이히터(주),126880,2013/12,75948605,397085,73447891,756295
제이엔케이히터(주),126880,2014/12,57462314,-17570675,52881331,-19746864
제이엔케이히터(주),126880,2015/12,61446763,3256158,57069931,3225885
제이엔케이히터(주),126880,2016/12,75358527,-1718337,67833748,-5035054
제이엔케이히터(주),126880,2017/12,58751673,-16451502,53981684,-13733573
제이엔케이히터(주),126880,2018/12,53190765,-7273881,49175609,-7445874
제이엔케이히터(주),126880,2019/12,89041221,7922404,82510199,5221468
제이엠아이(주),033050,2010/12,113454369,9528147,104330494,5400448
제이엠아이(주),033050,2011/12,107503218,-4663046,99999385,-1142040
제이엠아이(주),033050,2012/12,73157783,-33904258,75243033,-25570066
제이엠아이(주),033050,2013/12,52760005,-21511604,51686248,-23962587
제이엠아이(주),033050,2014/12,49135330,-3392589,53083707,1351989
제이엠아이(주),033050,2015/12,47529793,-2287128,52172782,-448741
제이엠아이(주),033050,2016/12,46605276,-1205251,42269360,-9903423
제이엠아이(주),033050,2017/12,45820266,509267,43221898,955295
제이엠아이(주),033050,2018/12,42648566,-3785473,44981517,1759620
제이엠아이(주),033050,2019/12,35522582,-7980951,40433507,-4509009
제이엠티(주),094970,2010/12,36678882,74055,37344410,1460106
제이엠티(주),094970,2011/12,33149180,-1873048,37645249,1972053
제이엠티(주),094970,2012/12,35493702,2174118,37329350,-315899
제이엠티(주),094970,2013/12,40159254,4629888,40087812,2758462
제이엠티(주),094970,2014/12,44201090,4645262,44048976,4796771
제이엠티(주),094970,2015/12,36392013,-7127130,37960655,-5252714
제이엠티(주),094970,2016/12,37203906,721813,41952016,3991361
제이엠티(주),094970,2017/12,43769443,7803080,43042445,1090429
제이엠티(주),094970,2018/12,54962190,10724807,47548006,4505560
제이엠티(주),094970,2019/12,55263944,956700,48250716,2373924
제이준코스메틱(주),025620,2010/12,,,17276351,-5894298
제이준코스메틱(주),025620,2011/12,,,8078658,-9979272
제이준코스메틱(주),025620,2012/12,,,12968762,-5714555
제이준코스메틱(주),025620,2013/12,3386525,-17547716,4023048,-16493582
제이준코스메틱(주),025620,2014/12,,,20084816,-8066011
제이준코스메틱(주),025620,2015/12,13048679,-15495834,13297174,-15202500
제이준코스메틱(주),025620,2016/12,86418893,12543873,87145755,13013184
제이준코스메틱(주),025620,2017/12,,,126997740,27396805
제이준코스메틱(주),025620,2018/12,126633179,-1446309,126848708,-762013
제이준코스메틱(주),025620,2019/12,53252793,-89255580,60203642,-79408644
제일약품(주),271980,2017/12,,,177986237,1067595
제일약품(주),271980,2018/12,,,184934545,1889033
제일약품(주),271980,2019/12,,,170044284,-10584593
제일연마공업(주),001560,2010/12,63950155,7971312,62705965,6843915
제일연마공업(주),001560,2011/12,69960023,7442143,68268751,6975938
제일연마공업(주),001560,2012/12,75797702,7241281,73886312,7054439
제일연마공업(주),001560,2013/12,62198335,6650990,60276974,5535065
제일연마공업(주),001560,2014/12,65537770,6508972,63128827,5903922
제일연마공업(주),001560,2015/12,66808337,2635132,63914104,2235333
제일연마공업(주),001560,2016/12,70399299,4694960,65853659,3061463
제일연마공업(주),001560,2017/12,72830552,4016762,67925441,3249784
제일연마공업(주),001560,2018/12,76839628,5350541,71659060,4856834
제일연마공업(주),001560,2019/12,84012253,6409656,75902036,4265576
제일파마홀딩스(주),002620,2010/12,,,208872140,26190378
제일파마홀딩스(주),002620,2011/12,,,231395420,27014788
제일파마홀딩스(주),002620,2012/12,,,241405330,11171838
제일파마홀딩스(주),002620,2013/12,,,237602483,484386
제일파마홀딩스(주),002620,2014/12,,,235212899,2095459
제일파마홀딩스(주),002620,2015/12,,,241388455,9761371
제일파마홀딩스(주),002620,2016/12,252079729,7890255,247731530,8816842
제일파마홀딩스(주),002620,2017/12,170438450,519341463,163751028,516830743
제일파마홀딩스(주),002620,2018/12,589576299,7301629,484506719,5266222
제일파마홀딩스(주),002620,2019/12,483037063,-95854011,397518785,-85608008
조광아이엘아이(주),044060,2010/12,33890183,495475,33883633,644604
조광아이엘아이(주),044060,2011/12,30657429,-2450332,31605159,-1249382
조광아이엘아이(주),044060,2012/12,30562362,775381,30440553,-578679
조광아이엘아이(주),044060,2013/12,32050743,2208551,32182411,2448355
조광아이엘아이(주),044060,2014/12,35826298,4704766,36443169,5166365
조광아이엘아이(주),044060,2015/12,42102505,7607620,41980992,7056482
조광아이엘아이(주),044060,2016/12,48576315,3516038,48664331,3742691
조광아이엘아이(주),044060,2017/12,51263207,3328379,51429978,3391171
조광아이엘아이(주),044060,2018/12,54267578,4774152,54496337,4835244
조광아이엘아이(주),044060,2019/12,56733125,3553195,58045239,4641813
조광페인트(주),004910,2010/12,112327615,14293539,107773195,10461130
조광페인트(주),004910,2011/12,116111586,6030612,111549339,5775856
조광페인트(주),004910,2012/12,127103642,12752248,113059330,2890687
조광페인트(주),004910,2013/12,136664868,11745719,121301188,10419507
조광페인트(주),004910,2014/12,150259829,16756605,134491268,16101690
조광페인트(주),004910,2015/12,166076569,19297939,149560287,18502818
조광페인트(주),004910,2016/12,183261971,18202786,165134704,16991820
조광페인트(주),004910,2017/12,181826983,4300154,176336947,16097303
조광페인트(주),004910,2018/12,174027335,-3901676,171931555,-217774
조광페인트(주),004910,2019/12,172734690,-2312931,167373038,-5320503
조광피혁(주),004700,2010/12,125385866,15408873,124849955,16021669
조광피혁(주),004700,2011/12,133840592,9498053,133718983,10034954
조광피혁(주),004700,2012/12,139832843,6113321,141188904,7512584
조광피혁(주),004700,2013/12,151497216,11012974,151234205,9488614
조광피혁(주),004700,2014/12,170389352,7869791,170402753,8026778
조광피혁(주),004700,2015/12,177110045,7480077,177017049,7268907
조광피혁(주),004700,2016/12,205165043,21638350,205165043,21936144
조광피혁(주),004700,2017/12,225655907,22019014,225655907,22019014
조광피혁(주),004700,2018/12,,,237292388,13647369
조광피혁(주),004700,2019/12,,,275012032,14499687
조선내화(주),000480,2010/12,640532389,38719128,478023373,24778798
조선내화(주),000480,2011/12,621872701,37921619,451081330,29221441
조선내화(주),000480,2012/12,637042625,34516690,459392061,27342489
조선내화(주),000480,2013/12,659375101,43820279,473240666,33341742
조선내화(주),000480,2014/12,650440912,48711360,465090225,36348883
조선내화(주),000480,2015/12,601284486,17098741,450189590,34792861
조선내화(주),000480,2016/12,634193597,18705195,476128086,11036259
조선내화(주),000480,2017/12,653617505,22691694,488765430,6262140
조선내화(주),000480,2018/12,693699617,57955243,502357199,37369611
조선내화(주),000480,2019/12,703332447,32214373,495087782,16019428
조선선재(주),120030,2010/12,,,21792660,9616021
조선선재(주),120030,2011/12,,,32693529,11666002
조선선재(주),120030,2012/12,,,40103516,7480781
조선선재(주),120030,2013/12,,,48364702,9104852
조선선재(주),120030,2014/12,,,60851440,12879059
조선선재(주),120030,2015/12,,,75267659,14560901
조선선재(주),120030,2016/12,,,87882659,14463002
조선선재(주),120030,2017/12,,,97491859,15371416
조선선재(주),120030,2018/12,,,102616487,11756848
조선선재(주),120030,2019/12,,,110477528,12811453
조아제약(주),034940,2010/12,,,43080654,2105605
조아제약(주),034940,2011/12,,,47946602,1602672
조아제약(주),034940,2012/12,,,49324111,1286573
조아제약(주),034940,2013/12,50626052,1758013,51787738,1934141
조아제약(주),034940,2014/12,46089873,-4121507,47441774,-3974890
조아제약(주),034940,2015/12,47154563,943103,48680732,1101262
조아제약(주),034940,2016/12,47064645,113740,48795037,274937
조아제약(주),034940,2017/12,53184873,1377252,55513863,2035510
조아제약(주),034940,2018/12,52909128,616663,55372452,672213
조아제약(주),034940,2019/12,51749149,-1121860,54779289,-623203
조일알미늄(주),018470,2010/12,,,155976651,15595769
조일알미늄(주),018470,2011/12,,,166951903,10656034
조일알미늄(주),018470,2012/12,,,171376302,8939275
조일알미늄(주),018470,2013/12,,,172675718,2526566
조일알미늄(주),018470,2014/12,,,170301614,-1982854
조일알미늄(주),018470,2015/12,,,165003914,-5693984
조일알미늄(주),018470,2016/12,,,197332123,33123201
조일알미늄(주),018470,2017/12,,,195131536,-1832853
조일알미늄(주),018470,2018/12,,,186767225,-10415315
조일알미늄(주),018470,2019/12,,,113450447,-76711470
주성엔지니어링(주),036930,2010/12,225595150,35386629,231995421,38157510
주성엔지니어링(주),036930,2011/12,215712552,-12971999,224789272,-9640408
주성엔지니어링(주),036930,2012/12,131176868,-110290162,135903812,-114592574
주성엔지니어링(주),036930,2013/12,98218108,-36313651,99455053,-36931423
주성엔지니어링(주),036930,2014/12,107016508,-21056975,108456299,-20916182
주성엔지니어링(주),036930,2015/12,114220986,7699424,114431940,6576027
주성엔지니어링(주),036930,2016/12,147738602,32594663,146059952,30634714
주성엔지니어링(주),036930,2017/12,188389252,42019908,185345339,40533963
주성엔지니어링(주),036930,2018/12,202155059,42715285,198953619,42750848
주성엔지니어링(주),036930,2019/12,238897605,27076941,235625878,27059131
줌인터넷(주),239340,2016/12,,,,
줌인터넷(주),239340,2017/12,,,,
줌인터넷(주),239340,2018/12,,,,
줌인터넷(주),239340,2019/12,28273717,-11777369,26287351,-11801337
지나인제약(주),078650,2010/12,27558613,1436537,27240831,1202980
지나인제약(주),078650,2011/12,23280810,-5144929,23702235,-4026983
지나인제약(주),078650,2012/12,27066131,2036175,30248478,4132397
지나인제약(주),078650,2013/12,38246414,9251891,41800929,9372167
지나인제약(주),078650,2014/12,33237751,-7293264,34392692,-9240430
지나인제약(주),078650,2015/12,25302367,-13333966,24459303,-14958012
지나인제약(주),078650,2016/12,24008670,-15579666,18418973,-20757979
지나인제약(주),078650,2017/12,25755482,-22658515,23302613,-21148661
지나인제약(주),078650,2018/12,32199771,6274646,31389431,7997638
지나인제약(주),078650,2019/12,50431789,-8677540,49075800,-7936736
지니언스(주),263860,2017/12,31920155,3518995,33125504,4287999
지니언스(주),263860,2018/12,32016791,2644750,34134547,3592839
지니언스(주),263860,2019/12,33859015,3106970,35763166,3213985
지더블유바이텍(주),036180,2010/12,,,14216723,71520
지더블유바이텍(주),036180,2011/12,,,15011661,196705
지더블유바이텍(주),036180,2012/12,,,12725227,-2286434
지더블유바이텍(주),036180,2013/12,,,15382933,663595
지더블유바이텍(주),036180,2014/12,,,15625579,242646
지더블유바이텍(주),036180,2015/12,,,17119020,1493441
지더블유바이텍(주),036180,2016/12,,,21569676,1395793
지더블유바이텍(주),036180,2017/12,,,25849490,4279814
지더블유바이텍(주),036180,2018/12,,,28352404,2502914
지더블유바이텍(주),036180,2019/12,6378926,-21820811,5644076,-22555661
지에스건설(주),006360,2010/12,3771355459,405542777,3606196103,386600167
지에스건설(주),006360,2011/12,3958037643,427412397,3779969927,412570780
지에스건설(주),006360,2012/12,3997580726,108380795,3850487099,119134177
지에스건설(주),006360,2013/12,3159279425,-827346708,2987163077,-926034068
지에스건설(주),006360,2014/12,3581612018,-22452683,3382254513,-80054949
지에스건설(주),006360,2015/12,3348024924,29476719,3363872074,-33041473
지에스건설(주),006360,2016/12,3353164936,-20431464,3351357554,-38004783
지에스건설(주),006360,2017/12,3239715197,-163676082,3355751333,-9837801
지에스건설(주),006360,2018/12,3624685894,587434395,3772147643,598500719
지에스건설(주),006360,2019/12,4143027384,447479243,4161407044,441560074
지에이치신소재(주),130500,2013/12,26136966,1585991,28283491,2285465
지에이치신소재(주),130500,2014/12,26990944,1150266,29779624,1871121
지에이치신소재(주),130500,2015/12,28607386,2115151,31300861,2095367
지에이치신소재(주),130500,2016/12,30504041,2441181,33047575,2340546
지에이치신소재(주),130500,2017/12,46803654,2298163,48938127,1564107
지에이치신소재(주),130500,2018/12,39813645,446485,41893668,90022
지에이치신소재(주),130500,2019/12,42894371,2243507,43646475,907584
지엔원에너지(주),270520,2017/12,,,,
지엔원에너지(주),270520,2018/12,,,,
지엔원에너지(주),270520,2019/12,,,,
지엘팜텍(주),204840,2014/12,,,,
지엘팜텍(주),204840,2015/12,,,,
지엘팜텍(주),204840,2016/12,,,8568270,-5494423
지엘팜텍(주),204840,2017/12,,,5935440,-4236773
지엘팜텍(주),204840,2018/12,7816774,-5349512,10353942,-2783276
지엘팜텍(주),204840,2019/12,2361665,-5515452,7517947,-2891339
지엠비코리아(주),013870,2012/12,172622576,14071000,163901895,13587527
지엠비코리아(주),013870,2013/12,194473413,19892457,182468795,18610445
지엠비코리아(주),013870,2014/12,208507628,17491999,196070723,17753410
지엠비코리아(주),013870,2015/12,214305249,11951939,203680041,13860215
지엠비코리아(주),013870,2016/12,228957529,19525568,213876386,13415300
지엠비코리아(주),013870,2017/12,238345772,11829292,220967703,8550518
지엠비코리아(주),013870,2018/12,231111329,-706452,216737534,2013035
지엠비코리아(주),013870,2019/12,233682087,1791091,217524280,1373773
진양산업(주),003780,2010/12,21917381,3774596,21598685,3381809
진양산업(주),003780,2011/12,24379005,4232300,23969122,3870437
진양산업(주),003780,2012/12,25295939,3026570,24694389,2726869
진양산업(주),003780,2013/12,32245484,2911514,31176368,2387580
진양산업(주),003780,2014/12,33218145,3044125,31870633,2828515
진양산업(주),003780,2015/12,36520813,5312096,33889578,4077291
진양산업(주),003780,2016/12,35432056,1342365,31895825,533766
진양산업(주),003780,2017/12,34212542,1664285,32026736,2540591
진양산업(주),003780,2018/12,35416692,2411393,32867894,2122799
진양산업(주),003780,2019/12,41062259,6822509,35581179,4014466
진양제약(주),007370,2010/12,,,55483205,3485513
진양제약(주),007370,2011/12,,,54934041,1058367
진양제약(주),007370,2012/12,,,56426274,2526571
진양제약(주),007370,2013/12,,,59015174,4192509
진양제약(주),007370,2014/12,,,61478586,4012707
진양제약(주),007370,2015/12,,,59175781,-1003821
진양제약(주),007370,2016/12,,,49146531,-9098646
진양제약(주),007370,2017/12,,,42381271,-5768287
진양제약(주),007370,2018/12,,,42047866,933152
진양제약(주),007370,2019/12,,,43666222,1646855
진양폴리우레탄(주),010640,2010/12,,,16765961,1868585
진양폴리우레탄(주),010640,2011/12,,,17297685,1531724
진양폴리우레탄(주),010640,2012/12,,,17192728,1395043
진양폴리우레탄(주),010640,2013/12,,,16454995,1272128
진양폴리우레탄(주),010640,2014/12,,,15746867,550523
진양폴리우레탄(주),010640,2015/12,,,10683624,-3790923
진양폴리우레탄(주),010640,2016/12,,,17644110,7005137
진양폴리우레탄(주),010640,2017/12,,,18196273,536000
진양폴리우레탄(주),010640,2018/12,,,19027162,957732
진양폴리우레탄(주),010640,2019/12,26584063,7552694,26737843,7706474
진양화학(주),051630,2010/12,,,23051423,854478
진양화학(주),051630,2011/12,,,23956395,1504972
진양화학(주),051630,2012/12,,,25422130,2365735
진양화학(주),051630,2013/12,,,27321522,3580982
진양화학(주),051630,2014/12,,,29891631,5247291
진양화학(주),051630,2015/12,,,30193740,2566988
진양화학(주),051630,2016/12,,,30589151,1312360
진양화학(주),051630,2017/12,,,29294343,-338315
진양화학(주),051630,2018/12,,,28760536,-331448
진양화학(주),051630,2019/12,,,26653653,-2096053
진원생명과학(주),011000,2010/12,32008973,-7661760,31625909,-8529744
진원생명과학(주),011000,2011/12,33794273,-4937077,35618551,-2757793
진원생명과학(주),011000,2012/12,26740777,-8888478,31441770,-6450102
진원생명과학(주),011000,2013/12,23710828,-8362870,32455369,-4433428
진원생명과학(주),011000,2014/12,34731187,-6491730,43400021,-6509293
진원생명과학(주),011000,2015/12,39438882,1413763,42317015,-3782417
진원생명과학(주),011000,2016/12,35852185,-15598930,36954252,-17095652
진원생명과학(주),011000,2017/12,36540306,-23729655,40675302,-21847956
진원생명과학(주),011000,2018/12,29410157,-11897643,30039639,-14046157
진원생명과학(주),011000,2019/12,24060167,-7618563,21940907,-9959205
진흥기업(주),002780,2010/12,200925112,-198196513,200742650,-198379255
진흥기업(주),002780,2011/12,-10818120,-212788220,-10818120,-212574547
진흥기업(주),002780,2012/12,106348490,-85699172,106348490,-85699172
진흥기업(주),002780,2013/12,35147008,-72428788,35147008,-72428788
진흥기업(주),002780,2014/12,109886043,-17572317,109886043,-17572317
진흥기업(주),002780,2015/12,65886716,-42813489,65886716,-42813489
진흥기업(주),002780,2016/12,-10008709,-75220395,-10008709,-75220395
진흥기업(주),002780,2017/12,75873925,21831870,75799495,21757441
진흥기업(주),002780,2018/12,,,78804146,6053494
진흥기업(주),002780,2019/12,,,97411290,20338294
차이나크리스탈신소재홀딩스,900250,2014/12,130878188,20416262,,
차이나크리스탈신소재홀딩스,900250,2015/12,159756340,26354728,,
