회사명,거래소코드,회계년도,당기순이익(IFRS연결),전기순이익(IFRS연결),당기순이익(IFRS개별),전기순이익(IFRS개별)
시그네틱스(주),33170,Dec-11,,,15231712,15231712
시그네틱스(주),33170,Dec-12,,,15870154,15870154
시그네틱스(주),33170,Dec-13,,,9016461,9016461
시그네틱스(주),33170,Dec-14,,-4542964,-4542964,-4542964
시그네틱스(주),33170,Dec-15,-3708552,-3708552,-3713820,-3713820
시그네틱스(주),33170,Dec-16,-5873240,-5873240,-5945751,-5945751
시그네틱스(주),33170,Dec-17,1615860,1615860,1614457,1614457
시그네틱스(주),33170,Dec-18,-6230358,-6230358,-6249311,-6249311
시그네틱스(주),33170,Dec-19,-22949225,-22949225,-22876971,-22876971
신대양제지(주),16590,Dec-11,11954191,11954191,11551925,11551925
신대양제지(주),16590,Dec-12,29198916,29198916,21168554,21168554
신대양제지(주),16590,Dec-13,13027565,13027565,9290101,9290101
신대양제지(주),16590,Dec-14,16423727,16423727,16924441,16924441
신대양제지(주),16590,Dec-15,-23453091,-23453091,-14745654,-14745654
신대양제지(주),16590,Dec-16,16988254,16988254,6099048,6099048
신대양제지(주),16590,Dec-17,27163787,27163787,20387024,20387024
신대양제지(주),16590,Dec-18,98437570,98437570,59357750,59357750
신대양제지(주),16590,Dec-19,72267792,72267792,32369782,32369782
신라교역(주),4970,Dec-11,29461654,29461654,27239702,27239702
신라교역(주),4970,Dec-12,69491280,,68346104,68346104
신라교역(주),4970,Dec-13,26274962,26274962,29009694,29009694
신라교역(주),4970,Dec-14,15902119,15902119,19027638,19027638
신라교역(주),4970,Dec-15,16748654,16748654,23735060,23735060
신라교역(주),4970,Dec-16,27731421,27731421,22836677,22836677
신라교역(주),4970,Dec-17,26512622,26512622,21423400,21423400
신라교역(주),4970,Dec-18,40403429,40403429,39566185,39566185
신라교역(주),4970,Dec-19,10313816,10313816,10489220,10489220
신라섬유(주),1000,Dec-11,,,-111008,-111008
신라섬유(주),1000,Dec-12,,,860567,860567
신라섬유(주),1000,Dec-13,,,781903,781903
신라섬유(주),1000,Dec-14,,,478336,478336
신라섬유(주),1000,Dec-15,,,-2732872,-2732872
신라섬유(주),1000,Dec-16,,,255892,255892
신라섬유(주),1000,Dec-17,,,408754,408754
신라섬유(주),1000,Dec-18,,,171299,171299
신라섬유(주),1000,Dec-19,,,227501,227501
신라에스지(주),25870,Dec-11,,,-1204638,-1204638
신라에스지(주),25870,Dec-12,,651134,651134,651134
신라에스지(주),25870,Dec-13,356769,356769,512507,512507
신라에스지(주),25870,Dec-14,382056,382056,1172220,1172220
신라에스지(주),25870,Dec-15,-3051009,-3051009,-3246688,-3246688
신라에스지(주),25870,Dec-16,359646,359645,1023908,1023908
신라에스지(주),25870,Dec-17,237422,237422,1002133,1002133
신라에스지(주),25870,Dec-18,-1793376,-1793376,-900134,-900134
신라에스지(주),25870,Dec-19,726138,726138,-3823003,-3823003
신라젠(주),215600,Dec-16,-74037961,-74037961,-49528297,-49528297
신라젠(주),215600,Dec-17,-57020832,-57020832,-33978710,-33978710
신라젠(주),215600,Dec-18,-56236181,-56236181,-27894740,-27894740
신라젠(주),215600,Dec-19,-113199973,-113199973,-212929976,-212929976
신성델타테크(주),65350,Dec-11,-4238463,-4238463,-3175699,-3175699
신성델타테크(주),65350,Dec-12,3020778,3020778,5072682,5072682
신성델타테크(주),65350,Dec-13,6672848,6672848,7413937,7413937
신성델타테크(주),65350,Dec-14,2146239,2146239,3172316,3172316
신성델타테크(주),65350,Dec-15,4397133,4397133,6480364,6480364
신성델타테크(주),65350,Dec-16,1001290,1001290,1469516,1469516
신성델타테크(주),65350,Dec-17,12380226,12380226,2598086,2598086
신성델타테크(주),65350,Dec-18,4030996,4030996,518601,6234288
신성델타테크(주),65350,Dec-19,5282427,5282427,7307397,7307397
신성통상(주),5390,Jun-11,13121863,13121863,13632408,13632408
신성통상(주),5390,Jun-12,5764847,5764847,11146458,11146458
신성통상(주),5390,Jun-13,112279,112279,15528044,15528044
신성통상(주),5390,Jun-14,2150520,2150520,4416888,4416888
신성통상(주),5390,Jun-15,6787938,6787938,9059537,9059537
신성통상(주),5390,Jun-16,1364894,1364894,11939672,11939672
신성통상(주),5390,Jun-17,7908120,7908120,-4394749,7908120
신성통상(주),5390,Jun-18,2819643,2819643,3116911,3116911
신성통상(주),5390,Jun-19,2555720,2555720,4733843,4733843
신세계건설(주),34300,Dec-11,,,3586837,3586837
신세계건설(주),34300,Dec-12,,,1306535,1306535
신세계건설(주),34300,Dec-13,,,-131130404,-131130404
신세계건설(주),34300,Dec-14,,,3135844,3135844
신세계건설(주),34300,Dec-15,,,15970144,15970144
신세계건설(주),34300,Dec-16,,,37798155,37798155
신세계건설(주),34300,Dec-17,,,29022242,29022242
신세계건설(주),34300,Dec-18,,,43077882,43077882
신세계건설(주),34300,Dec-19,,,17514766,17514766
신송홀딩스(주),6880,Dec-13,9405148,9405148,-56560,-56560
신송홀딩스(주),6880,Dec-14,3464886,3464886,-1249512,-1249512
신송홀딩스(주),6880,Dec-15,2053998,2053998,18675,18675
신송홀딩스(주),6880,Dec-16,-12398502,-12398502,-7069335,-7069335
신송홀딩스(주),6880,Dec-17,-8240874,-8240874,-6677440,-6677440
신송홀딩스(주),6880,Dec-18,-13912828,-13912828,-13182549,-13182549
신송홀딩스(주),6880,Dec-19,-34342178,-34342178,-4890512,-4890512
신신제약(주),2800,Dec-17,3532402,3532402,3729126,3729126
신신제약(주),2800,Dec-18,2809312,2809312,3043247,3043247
신신제약(주),2800,Dec-19,2023675,2023675,2610977,2610977
신원종합개발(주),17000,Dec-11,,,-5604904,-5604904
신원종합개발(주),17000,Dec-12,,,1370549,1370549
신원종합개발(주),17000,Dec-13,,,5101571,5101571
신원종합개발(주),17000,Dec-14,,,-654094,-654094
신원종합개발(주),17000,Dec-15,,,-1859416,-1859416
신원종합개발(주),17000,Dec-16,,,2277605,2277605
신원종합개발(주),17000,Dec-17,13724428,13724428,14125012,14125012
신원종합개발(주),17000,Dec-18,10931240,10931240,12091052,12091052
신원종합개발(주),17000,Dec-19,12733307,,15020122,12733307
신일전자(주),2700,Dec-11,1277365,1277365,3827513,3827513
신일전자(주),2700,Dec-12,1124488,1124488,1285600,1285600
신일전자(주),2700,Dec-13,6924706,6924706,4952646,4952646
신일전자(주),2700,Dec-14,-1740200,-1740200,-750581,-750581
신일전자(주),2700,Dec-15,-8280848,-8280847,-8327995,-8327995
신일전자(주),2700,Dec-16,3759432,,4047478,3759432
신일전자(주),2700,Dec-17,,,9435361,9435361
신일전자(주),2700,Dec-18,,,11635680,11635680
신일전자(주),2700,Dec-19,,,4298520,4298520
신일제약(주),12790,Dec-11,,,3111516,3111516
신일제약(주),12790,Dec-12,,,4441144,4441144
신일제약(주),12790,Dec-13,,,7323789,7323789
신일제약(주),12790,Dec-14,,,10179099,10179099
신일제약(주),12790,Dec-15,,,8763518,8763518
신일제약(주),12790,Dec-16,,,10038406,9360314
신일제약(주),12790,Dec-17,,,8198127,8198127
신일제약(주),12790,Dec-18,,,5713847,5713847
신일제약(주),12790,Dec-19,,,7256932,7256932
신풍제약(주),19170,Dec-11,24863205,24863205,24417808,24417808
신풍제약(주),19170,Dec-12,14338531,,14102563,14102563
신풍제약(주),19170,Dec-13,5485452,5485452,2482949,2482949
신풍제약(주),19170,Dec-14,3354194,3354194,2795503,2795503
신풍제약(주),19170,Dec-15,1476678,1476678,1136529,1136529
신풍제약(주),19170,Dec-16,-18598233,-21129201,-17556296,-20087265
신풍제약(주),19170,Dec-17,920179,920179,-1956062,-1956062
신풍제약(주),19170,Dec-18,2813654,2813654,1261135,1261135
신풍제약(주),19170,Dec-19,5394987,5394987,4424260,4424260
신풍제지(주),2870,Dec-11,-7593276,-7593276,-7293489,-7293489
신풍제지(주),2870,Dec-12,-14055259,-14055259,-13901199,-13901199
신풍제지(주),2870,Dec-13,-8244950,-8244950,-8498776,-8498776
신풍제지(주),2870,Dec-14,-18623251,-18623251,-18845139,-18845139
신풍제지(주),2870,Dec-15,-14304556,-14304556,-14313768,-14313768
신풍제지(주),2870,Dec-16,1158620,1158620,1248026,1248026
신풍제지(주),2870,Dec-17,800026,800026,849582,849582
신풍제지(주),2870,Dec-18,8661346,8661346,8233384,8233384
신풍제지(주),2870,Dec-19,19541026,19541026,20386830,20386830
신화인터텍(주),56700,Dec-11,-32377986,-29952489,-34359651,-31934155
신화인터텍(주),56700,Dec-12,-12049619,-12049619,-8420159,-8420159
신화인터텍(주),56700,Dec-13,1071138,2062872,1139435,2131169
신화인터텍(주),56700,Dec-14,7813481,7813481,9980826,9980826
신화인터텍(주),56700,Dec-15,-4021453,-4021453,-2416968,-2416968
신화인터텍(주),56700,Dec-16,3897366,3897366,4064319,4064319
신화인터텍(주),56700,Dec-17,-2398151,-2398151,-1866465,-1866465
신화인터텍(주),56700,Dec-18,-5126285,-5126285,-8123617,-8123617
신화인터텍(주),56700,Dec-19,9472696,9472696,3109529,3109529
신흥에스이씨(주),243840,Dec-17,5750243,5750243,6693374,6693374
신흥에스이씨(주),243840,Dec-18,9620250,9620250,10844082,10844082
신흥에스이씨(주),243840,Dec-19,16029010,16029010,8505604,8505604
쌍용씨앤이(주),3410,Dec-11,-36409278,-36409278,-43241012,-43241012
쌍용씨앤이(주),3410,Dec-12,39630734,39630734,13147992,13147992
쌍용씨앤이(주),3410,Dec-13,44142442,44142442,15627893,15627893
쌍용씨앤이(주),3410,Dec-14,103046791,103046791,79941486,79941486
쌍용씨앤이(주),3410,Dec-15,77052940,77052940,49852080,49852080
쌍용씨앤이(주),3410,Dec-16,175111077,175111077,134926372,134926372
쌍용씨앤이(주),3410,Dec-17,301222758,301222758,422649749,422649749
쌍용씨앤이(주),3410,Dec-18,146995091,146995091,150467970,150467970
쌍용씨앤이(주),3410,Dec-19,131557147,131120968,137323607,136912336
쌍용자동차(주),3620,Dec-11,-112802429,-112802429,-112438814,-112438814
쌍용자동차(주),3620,Dec-12,-105926820,-105926820,-106069451,-106069451
쌍용자동차(주),3620,Dec-13,-2397791,-2397791,-3778045,-3778045
쌍용자동차(주),3620,Dec-14,-50918592,-50918592,-50635793,-50635793
쌍용자동차(주),3620,Dec-15,-61942174,-61942174,-58659180,-58659180
쌍용자동차(주),3620,Dec-16,58102501,58102501,56769808,56769808
쌍용자동차(주),3620,Dec-17,-65821199,-65821198,-70944801,-70944801
쌍용자동차(주),3620,Dec-18,-61838227,-61838227,-62442540,-62442540
쌍용자동차(주),3620,Dec-19,-341364140,-341364140,-341052097,-341052097
쌍용정보통신(주),10280,Dec-11,4574754,4574754,4527953,4527953
쌍용정보통신(주),10280,Dec-12,4993286,4993286,4604841,4604841
쌍용정보통신(주),10280,Dec-13,3067551,3067551,2983747,2983747
쌍용정보통신(주),10280,Dec-14,-11015508,-11015508,-11094461,-11094461
쌍용정보통신(주),10280,Dec-15,-5877503,-5877503,-5887359,-5887359
쌍용정보통신(주),10280,Dec-16,-1811994,-1811994,-1821493,-1821493
쌍용정보통신(주),10280,Dec-17,-5120556,-5120556,-5005774,-5005774
쌍용정보통신(주),10280,Dec-18,17695621,17695621,17800022,17800022
쌍용정보통신(주),10280,Dec-19,1308564,1308564,1370260,1370260
써니전자(주),4770,Dec-11,-5682426,-5682426,-3862442,-3862442
써니전자(주),4770,Dec-12,-6442315,,-6417673,-6417673
써니전자(주),4770,Dec-13,-3866465,-3866465,-3092790,-3092790
써니전자(주),4770,Dec-14,-737649,-737649,68918,68918
써니전자(주),4770,Dec-15,2079070,2079070,1382517,1382517
써니전자(주),4770,Dec-16,1090101,1090101,1417469,1417469
써니전자(주),4770,Dec-17,1035405,1035405,542285,542285
써니전자(주),4770,Dec-18,3790431,3790431,681921,681921
써니전자(주),4770,Dec-19,614760,614760,609131,609131
씨비아이(주),13720,Dec-11,,,2824305,2824305
씨비아이(주),13720,Dec-12,,,1728794,1728794
씨비아이(주),13720,Dec-13,,,875999,875999
씨비아이(주),13720,Dec-14,,,560485,560485
씨비아이(주),13720,Dec-15,,,345527,345527
씨비아이(주),13720,Dec-16,,,254690,254690
씨비아이(주),13720,Dec-17,,,-561231,-561231
씨비아이(주),13720,Dec-18,,,124820,124820
씨비아이(주),13720,Dec-19,,,306966,306966
씨아이에스(주),222080,Dec-15,,,,
씨아이에스(주),222080,Dec-16,,,,
씨아이에스(주),222080,Dec-17,-7505798,-7505798,-7263793,-7263793
씨아이에스(주),222080,Dec-18,-8379273,,-8341859,-8379273
씨아이에스(주),222080,Dec-19,,,11194389,11194389
씨앤지하이테크(주),264660,Dec-18,,,9932485,9932485
씨앤지하이테크(주),264660,Dec-19,,,11803498,11803498
씨앤티85(주),56730,Dec-11,2844431,2844431,3124452,3124452
씨앤티85(주),56730,Dec-12,-3954081,-3954081,-3657107,-3657107
씨앤티85(주),56730,Dec-13,-17790508,-17790508,-18167103,-18167103
씨앤티85(주),56730,Dec-14,-6863407,-6863407,-7659212,-7659212
씨앤티85(주),56730,Dec-15,-10291042,,-10268936,-10268936
씨앤티85(주),56730,Dec-16,,-8033836,-8033836,-8033836
씨앤티85(주),56730,Dec-17,-21521311,-21521311,-21515322,-21515322
씨앤티85(주),56730,Dec-18,-20677632,-23565041,-17996328,-23172754
씨앤티85(주),56730,Dec-19,-31395316,,-30909829,-31395316
씨에스베어링(주),297090,Dec-19,6096348,6096348,7500612,7500612
씨에스윈드(주),112610,Dec-14,57143163,57143163,57689792,57689792
씨에스윈드(주),112610,Dec-15,21382774,21382774,11803818,11803818
씨에스윈드(주),112610,Dec-16,-17243618,-17243618,-29711661,-29711661
씨에스윈드(주),112610,Dec-17,38951796,38951796,5938896,5938896
씨에스윈드(주),112610,Dec-18,7055959,7055959,-11448413,-11448413
씨에스윈드(주),112610,Dec-19,34682367,34682367,11273666,11273666
씨제이(주),1040,Dec-11,736148645,736148645,442325651,442325651
씨제이(주),1040,Dec-12,570256610,570256610,100053449,100053449
씨제이(주),1040,Dec-13,322608337,322608337,76353976,76353976
씨제이(주),1040,Dec-14,508633144,508633144,42205038,42205038
씨제이(주),1040,Dec-15,551115547,551115547,44173601,44173601
씨제이(주),1040,Dec-16,569823382,569823382,57005084,57005084
씨제이(주),1040,Dec-17,1137728417,1137728417,59026190,59026190
씨제이(주),1040,Dec-18,880027278,880027278,36145047,36145047
씨제이(주),1040,Dec-19,323842817,323842817,63281893,63281893
씨제이대한통운(주),120,Dec-11,80994345,80994345,53244131,53244131
씨제이대한통운(주),120,Dec-12,69571921,69571921,71864394,71864394
씨제이대한통운(주),120,Dec-13,-60061094,-60061094,-48276239,-48276239
씨제이대한통운(주),120,Dec-14,59451740,59451740,32274424,32274424
씨제이대한통운(주),120,Dec-15,48984004,48984004,-12371267,-12371267
씨제이대한통운(주),120,Dec-16,68210131,68210131,18581844,18581844
씨제이대한통운(주),120,Dec-17,38887844,54178650,19924060,35214865
씨제이대한통운(주),120,Dec-18,66600069,66600069,36927494,36927494
씨제이대한통운(주),120,Dec-19,50889855,50889855,-4915490,-4915490
씨제이바이오사이언스(주),311690,Dec-19,-4345714,-4345714,-4345714,-4345714
씨제이씨지브이(주),79160,Dec-11,14966748,14966748,38610970,38610970
씨제이씨지브이(주),79160,Dec-12,54984006,54984006,72744947,72744947
씨제이씨지브이(주),79160,Dec-13,12131845,12131845,43078296,43078296
씨제이씨지브이(주),79160,Dec-14,16019849,16019849,33274125,33274125
씨제이씨지브이(주),79160,Dec-15,52199239,52199239,57703292,57703292
씨제이씨지브이(주),79160,Dec-16,5621660,5621660,37268308,37268308
씨제이씨지브이(주),79160,Dec-17,10036369,10036369,-13298604,-13298604
씨제이씨지브이(주),79160,Dec-18,-188541087,-188541087,-325092522,-325092522
씨제이씨지브이(주),79160,Dec-19,-239075348,-239075348,-66062361,-66062361
씨제이씨푸드(주),11150,Dec-11,4066803,,3733841,4066803
씨제이씨푸드(주),11150,Dec-12,,,5695522,5695522
씨제이씨푸드(주),11150,Dec-13,,,6411522,6411522
씨제이씨푸드(주),11150,Dec-14,,,3272646,3272646
씨제이씨푸드(주),11150,Dec-15,,,2552395,2552395
씨제이씨푸드(주),11150,Dec-16,,,5372999,5372999
씨제이씨푸드(주),11150,Dec-17,,,4590049,4590049
씨제이씨푸드(주),11150,Dec-18,,,2154614,2154614
씨제이씨푸드(주),11150,Dec-19,,,1827958,1827958
씨제이제일제당(주),97950,Dec-11,314022590,314022590,158547759,158547759
씨제이제일제당(주),97950,Dec-12,310715670,310715670,179832910,179832910
씨제이제일제당(주),97950,Dec-13,71061595,71061595,202846101,202846101
씨제이제일제당(주),97950,Dec-14,137851320,137851320,125055345,125055345
씨제이제일제당(주),97950,Dec-15,253666762,253666762,157826727,157826727
씨제이제일제당(주),97950,Dec-16,353548750,353548749,197322348,197322348
씨제이제일제당(주),97950,Dec-17,412797743,412797743,239233707,239233707
씨제이제일제당(주),97950,Dec-18,925388625,925388625,926268831,926268831
씨제이제일제당(주),97950,Dec-19,191028303,191028303,-74461490,-74461490
씨제이프레시웨이(주),51500,Dec-11,17138533,17138533,15068457,15068457
씨제이프레시웨이(주),51500,Dec-12,11668445,11668445,9306591,9306591
씨제이프레시웨이(주),51500,Dec-13,-13991665,-13991665,-7146703,-7146703
씨제이프레시웨이(주),51500,Dec-14,9333504,9333504,11949304,11949304
씨제이프레시웨이(주),51500,Dec-15,6653752,6653752,15473700,15473700
씨제이프레시웨이(주),51500,Dec-16,-5848857,-5848857,-984443,-984443
씨제이프레시웨이(주),51500,Dec-17,1210149,1210149,-5778128,-5778128
씨제이프레시웨이(주),51500,Dec-18,16703749,16703749,11791308,11791308
씨제이프레시웨이(주),51500,Dec-19,9587493,9587493,22376430,22376430
씨케이에이치푸드앤헬스리미티드,900120,Jun-11,55882170,55882170,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-12,67868432,67868432,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-13,60500220,0,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-14,63611025,63603723,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-15,73452348,73452371,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-16,52396485,52396485,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-17,785651,785651,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-18,-73932705,-73932705,,
씨케이에이치푸드앤헬스리미티드,900120,Jun-19,-70657205,-70657205,,
씨큐브(주),101240,Dec-11,,,2383737,2383737
씨큐브(주),101240,Dec-12,,,2015653,2015653
씨큐브(주),101240,Dec-13,,,2467351,2467351
씨큐브(주),101240,Dec-14,,,3355881,3355881
씨큐브(주),101240,Dec-15,,,3007584,3007584
씨큐브(주),101240,Dec-16,,,4859788,4859788
씨큐브(주),101240,Dec-17,,,3785971,3785971
씨큐브(주),101240,Dec-18,,,4504161,4504161
씨큐브(주),101240,Dec-19,,,5945121,5945121
아남전자(주),8700,Dec-11,744246,744246,7131423,7131423
아남전자(주),8700,Dec-12,-3766890,-3766890,-2729840,-2729840
아남전자(주),8700,Dec-13,4058116,4058116,4730448,4730448
아남전자(주),8700,Dec-14,-2693439,-2693439,-496592,-496592
아남전자(주),8700,Dec-15,3087885,3087885,-1262074,-1262074
아남전자(주),8700,Dec-16,2824658,2824658,1052762,1052762
아남전자(주),8700,Dec-17,-1729679,-1729679,-1214166,-1729679
아남전자(주),8700,Dec-18,-13944144,-13944145,-13615708,-13615706
아남전자(주),8700,Dec-19,439012,439012,2006487,2006487
아미코젠(주),92040,Dec-13,,7574696,7574696,7574696
아미코젠(주),92040,Dec-14,7512733,7512733,7727670,7727670
아미코젠(주),92040,Dec-15,2538480,2538480,3719557,3719557
아미코젠(주),92040,Dec-16,1902669,1902669,2432407,2432407
아미코젠(주),92040,Dec-17,-3575368,-3575368,-4709465,-4709465
아미코젠(주),92040,Dec-18,41447444,41447444,34629063,34629063
아미코젠(주),92040,Dec-19,-237003,-237003,333163,333163
아비코전자(주),36010,Dec-11,1168229,1168229,2747200,2747200
아비코전자(주),36010,Dec-12,-4633157,-4633157,-3866603,-3866603
아비코전자(주),36010,Dec-13,3375480,3375480,3185451,3185451
아비코전자(주),36010,Dec-14,5642703,5642703,4413034,4413034
아비코전자(주),36010,Dec-15,8811002,8811002,7196132,7196132
아비코전자(주),36010,Dec-16,10020184,10020184,7553948,7553948
아비코전자(주),36010,Dec-17,7663880,7663880,9209800,9209800
아비코전자(주),36010,Dec-18,26152713,26152713,8431990,8431990
아비코전자(주),36010,Dec-19,-5058062,-5058062,-2273540,-2273540
아세아(주),2030,Dec-11,20286784,20286784,9551609,9551609
아세아(주),2030,Dec-12,70888247,,13811286,13811286
아세아(주),2030,Dec-13,55205711,55205711,23559663,23559663
아세아(주),2030,Dec-14,62324306,62324306,6769125,6769125
아세아(주),2030,Dec-15,8209681,8209681,6926856,6926856
아세아(주),2030,Dec-16,67565443,67565443,6723577,6723577
아세아(주),2030,Dec-17,73488619,73488619,17701650,17701650
아세아(주),2030,Dec-18,100188707,100188707,8941192,8941192
아세아(주),2030,Dec-19,94517881,94330214,10595732,10595732
아세아시멘트(주),183190,Dec-13,10973681,10973681,10145091,10145091
아세아시멘트(주),183190,Dec-14,38607957,38607957,39141898,39141898
아세아시멘트(주),183190,Dec-15,44346135,44346135,31690017,31690017
아세아시멘트(주),183190,Dec-16,42598059,42598059,34773370,34773370
아세아시멘트(주),183190,Dec-17,55382010,55382010,62041045,62041045
아세아시멘트(주),183190,Dec-18,17205475,17205475,7358842,7358842
아세아시멘트(주),183190,Dec-19,28890962,28703295,14202621,14202621
아세아제지(주),2310,Dec-11,3660249,3660249,4007705,4007705
아세아제지(주),2310,Dec-12,31341238,,22538263,22538263
아세아제지(주),2310,Dec-13,19238890,19238890,19173715,19173715
아세아제지(주),2310,Dec-14,18590161,18590161,15268715,15268715
아세아제지(주),2310,Dec-15,-38672437,-38672437,-24926832,-24926832
아세아제지(주),2310,Dec-16,20732839,20732839,19215395,19215395
아세아제지(주),2310,Dec-17,5007146,5007146,20026872,20026872
아세아제지(주),2310,Dec-18,78682472,78682472,65753232,65753232
아세아제지(주),2310,Dec-19,61440521,61440521,45402148,45402148
아시아나아이디티(주),267850,Dec-18,9617595,9617595,13902401,13902401
아시아나아이디티(주),267850,Dec-19,-8051798,,3815464,-8051798
아시아나항공(주),20560,Dec-11,-29922208,-29922208,16421971,16421971
아시아나항공(주),20560,Dec-12,62473316,62473316,50612250,50612250
아시아나항공(주),20560,Dec-13,-114664905,-114664905,-143099007,-143099007
아시아나항공(주),20560,Dec-14,63297873,63297873,-95234545,-95234545
아시아나항공(주),20560,Dec-15,-139190349,-139190349,-151931856,-151931856
아시아나항공(주),20560,Dec-16,52567627,52567627,55808151,55808151
아시아나항공(주),20560,Dec-17,247912845,262555728,150094864,150094864
아시아나항공(주),20560,Dec-18,-195861022,-195861022,-96262165,-96262165
아시아나항공(주),20560,Dec-19,-817886114,-817886114,-762944551,-762944551
아이쓰리시스템(주),214430,Dec-15,6501062,6501062,6483952,6483952
아이쓰리시스템(주),214430,Dec-16,7351974,7351974,7351974,7351974
아이쓰리시스템(주),214430,Dec-17,9358904,,9358904,9358904
아이쓰리시스템(주),214430,Dec-18,,,9784710,9784710
아이쓰리시스템(주),214430,Dec-19,,,179852,179852
아이에스동서(주),10780,Dec-11,15865871,15865871,12778490,12778490
아이에스동서(주),10780,Dec-12,6013759,6013759,9878308,9878308
아이에스동서(주),10780,Dec-13,22553869,22553869,22997760,21331657
아이에스동서(주),10780,Dec-14,50427362,50427362,48879497,48879497
아이에스동서(주),10780,Dec-15,101281605,101281605,101793854,101793854
아이에스동서(주),10780,Dec-16,214027635,214027635,212335774,212335774
아이에스동서(주),10780,Dec-17,194968494,194968494,180383925,180383925
아이에스동서(주),10780,Dec-18,243839058,243839058,240404949,240404949
아이에스동서(주),10780,Dec-19,74262246,74262246,63711293,63711293
아이진(주),185490,Dec-15,,,-4897091,-4897091
아이진(주),185490,Dec-16,,,-8269838,-8269838
아이진(주),185490,Dec-17,,,-8450890,-8450890
아이진(주),185490,Dec-18,,-5907911,-5907911,-5907911
아이진(주),185490,Dec-19,-8740334,-8740334,-8736366,-8736366
아이큐어(주),175250,Dec-18,-7686888,-7686888,-9927704,-9927704
아이큐어(주),175250,Dec-19,-8654331,-8654331,-9981020,-9981020
아이크래프트(주),52460,Dec-11,,,388132,388132
아이크래프트(주),52460,Dec-12,,3904441,3904441,3904441
아이크래프트(주),52460,Dec-13,1452171,1452171,1538203,1538203
아이크래프트(주),52460,Dec-14,1288648,1288648,1249878,1249878
아이크래프트(주),52460,Dec-15,2742487,2742487,2791184,2791184
아이크래프트(주),52460,Dec-16,2174825,2174825,2551789,2551789
아이크래프트(주),52460,Dec-17,2193410,2193410,2009733,2009733
아이크래프트(주),52460,Dec-18,-843159,-843159,-244655,-244655
아이크래프트(주),52460,Dec-19,-258915,-258915,53709,53709
아이텍(주),119830,Dec-11,,,526891,526891
아이텍(주),119830,Dec-12,,,-1868531,-1868531
아이텍(주),119830,Dec-13,,,72965,72965
아이텍(주),119830,Dec-14,,,871189,871189
아이텍(주),119830,Dec-15,,,-585715,-585715
아이텍(주),119830,Dec-16,,,1433540,1433540
아이텍(주),119830,Dec-17,,1512673,1512673,1512673
아이텍(주),119830,Dec-18,1576623,1576623,1128822,1128822
아이텍(주),119830,Dec-19,-8277080,-8277081,-7141800,-7141800
아진산업(주),13310,Dec-15,17669533,17669533,16692422,16692422
아진산업(주),13310,Dec-16,16718485,16718485,7181431,7181431
아진산업(주),13310,Dec-17,10702868,10702868,1695825,10887946
아진산업(주),13310,Dec-18,-11199496,-11199496,-11199496,-11199496
아진산업(주),13310,Dec-19,13812710,13812710,4321933,4321933
안국약품(주),1540,Dec-11,6650329,6650329,6605674,6605674
안국약품(주),1540,Dec-12,3580092,3580092,4006457,4006457
안국약품(주),1540,Dec-13,6947031,6947031,5475346,5475346
안국약품(주),1540,Dec-14,-1453741,-1453741,-1089383,-1089383
안국약품(주),1540,Dec-15,8897023,8897023,9876447,9876447
안국약품(주),1540,Dec-16,1332872,1332872,2412854,2412854
안국약품(주),1540,Dec-17,8192479,8192479,7940247,7940247
안국약품(주),1540,Dec-18,13178048,13178048,12931681,12931681
안국약품(주),1540,Dec-19,2141921,2141921,3414879,3414879
알리코제약(주),260660,Dec-18,,,1217705,1217705
알리코제약(주),260660,Dec-19,,,10031138,10031138
알서포트(주),131370,Dec-11,,,,
알서포트(주),131370,Dec-12,,,,
알서포트(주),131370,Dec-13,2785372,1851558,1900038,1900038
알서포트(주),131370,Dec-14,-461111,-461111,-354730,-354730
알서포트(주),131370,Dec-15,-2370547,-2370547,-1641934,-1641934
알서포트(주),131370,Dec-16,160047,-221530,-300607,-968148
알서포트(주),131370,Dec-17,2688816,2688816,2029089,2029089
알서포트(주),131370,Dec-18,4974619,4974619,4551889,4551889
알서포트(주),131370,Dec-19,8870797,8870797,7511955,7511955
알에스오토메이션(주),140670,Dec-17,2922649,2922649,2869794,2869794
알에스오토메이션(주),140670,Dec-18,1025850,1025850,922105,922105
알에스오토메이션(주),140670,Dec-19,149133,149133,131610,131610
알에프머트리얼즈(주),327260,Dec-19,,1197711,1197711,1197711
알에프에이치아이씨(주),218410,Dec-15,,,,
알에프에이치아이씨(주),218410,Dec-16,,,,
알에프에이치아이씨(주),218410,Dec-17,6126808,6126808,6017861,6017861
알에프에이치아이씨(주),218410,Dec-18,25401251,25401251,24075786,24075786
알에프에이치아이씨(주),218410,Dec-19,20164377,20164377,19956207,19956207
압타바이오(주),293780,Dec-19,,,-6297931,-6297931
애경산업(주),18250,Dec-18,60789196,60789196,59459936,59459936
애경산업(주),18250,Dec-19,41643077,41643077,40865318,40865318
