회사명,거래소코드,회계년도,매출액(IFRS연결),매출채권(IFRS연결),매출액(IFRS개별),매출채권(IFRS개별)
에스케이네트웍스(주),1740,Dec-15,20355840898,1265644759,18681721369,1154136499
에스케이네트웍스(주),1740,Dec-16,18457381000,1462462244,17333736978,1353608423
에스케이네트웍스(주),1740,Dec-17,15202346000,1171549000,13613184000,1066411000
에스케이네트웍스(주),1740,Dec-18,13986475000,1171516000,12409359000,1073590000
에스케이네트웍스(주),1740,Dec-19,13054240000,1043827000,10574129000,838479000
에스케이디스커버리(주),6120,Dec-11,8864966852,923486694,1546107695,328698508
에스케이디스커버리(주),6120,Dec-12,9160084618,1063904906,1476191493,342948153
에스케이디스커버리(주),6120,Dec-13,8256550008,1069547956,1484565401,375341377
에스케이디스커버리(주),6120,Dec-14,7283608289,775400297,1232853528,310177478
에스케이디스커버리(주),6120,Dec-15,5269175685,645074927,1039863882,228078162
에스케이디스커버리(주),6120,Dec-16,6526064902,910350826,1146625579,220930294
에스케이디스커버리(주),6120,Dec-17,6746687325,767528677,16556123,0
에스케이디스커버리(주),6120,Dec-18,6939172193,712972979,15265064,0
에스케이디스커버리(주),6120,Dec-19,5021067628,610612087,24968480,0
에스케이디앤디(주),210980,Dec-15,231300372,8044273,231300372,8044273
에스케이디앤디(주),210980,Dec-16,276376332,9789130,277311332,9882630
에스케이디앤디(주),210980,Dec-17,330812048,29488409,329931250,29488409
에스케이디앤디(주),210980,Dec-18,562772314,81829096,555534240,77975658
에스케이디앤디(주),210980,Dec-19,454720099,27560507,356862251,22301843
에스케이렌터카(주),68400,Dec-12,401375627,32767749,373312720,31799353
에스케이렌터카(주),68400,Dec-13,475737139,37905234,443528022,36864879
에스케이렌터카(주),68400,Dec-14,570015231,43739813,492211906,40615917
에스케이렌터카(주),68400,Dec-15,632145882,42197255,510633263,39934272
에스케이렌터카(주),68400,Dec-16,647644444,45733308,544644476,44120580
에스케이렌터카(주),68400,Dec-17,636765266,49645615,591543123,47926349
에스케이렌터카(주),68400,Dec-18,652521822,58289881,603999912,58039829
에스케이렌터카(주),68400,Dec-19,640883399,66404052,640883399,63613284
에스케이씨(주),11790,Dec-11,2473525635,377357181,1687461201,225005292
에스케이씨(주),11790,Dec-12,2629170921,320141921,1760998038,201499677
에스케이씨(주),11790,Dec-13,2641403172,381609582,1851143652,221013325
에스케이씨(주),11790,Dec-14,2802235022,317108278,1899152025,171236739
에스케이씨(주),11790,Dec-15,2564762025,408870009,1616227687,205271268
에스케이씨(주),11790,Dec-16,2359440144,373652474,1380829846,211566668
에스케이씨(주),11790,Dec-17,2653544415,372822678,1403473051,144299933
에스케이씨(주),11790,Dec-18,2767834347,348819971,1415180089,135590974
에스케이씨(주),11790,Dec-19,2539766499,384252950,1229900590,144462309
에스케이케미칼(주),285130,Dec-18,1367719213,195185396,1205342468,175849274
에스케이케미칼(주),285130,Dec-19,1427185611,177741253,1184206016,165969183
에스케이텔레콤(주),17670,Dec-11,15938548860,2063610735,12551255630,1400757913
에스케이텔레콤(주),17670,Dec-12,16300479280,2166293146,12332719444,1497744545
에스케이텔레콤(주),17670,Dec-13,16602053960,2482001125,12860379475,1614466673
에스케이텔레콤(주),17670,Dec-14,17163798000,2614059000,13012644000,1665941000
에스케이텔레콤(주),17670,Dec-15,17136734000,2583558000,12556979000,1654575000
에스케이텔레콤(주),17670,Dec-16,17091816000,2482502000,12350479000,1713531000
에스케이텔레콤(주),17670,Dec-17,17520013000,2365270000,12468035000,1628036000
에스케이텔레콤(주),17670,Dec-18,16873960000,2268680000,11705639000,1474102000
에스케이텔레콤(주),17670,Dec-19,17743702000,2480419000,11416215000,1583727000
에스케이하이닉스(주),660,Dec-11,10395811000,1544780000,10188162000,1420119000
에스케이하이닉스(주),660,Dec-12,10162210000,1722778000,10001783000,1625149000
에스케이하이닉스(주),660,Dec-13,14165102000,1945121000,13896309000,1805909000
에스케이하이닉스(주),660,Dec-14,17125566000,3735845000,16893716000,3541948000
에스케이하이닉스(주),660,Dec-15,18797998000,2631422000,18780792000,2803302000
에스케이하이닉스(주),660,Dec-16,17197975000,3253489000,16733111000,2897512000
에스케이하이닉스(주),660,Dec-17,30109434000,5552841000,29718939000,5259052000
에스케이하이닉스(주),660,Dec-18,40445066000,6320042000,40324651000,6436794000
에스케이하이닉스(주),660,Dec-19,26990733000,4261683000,25320755000,3646659000
에스텍(주),69510,Dec-11,223212467,42527147,190214017,34280784
에스텍(주),69510,Dec-12,210492995,39779423,184144696,40490794
에스텍(주),69510,Dec-13,222346732,41453855,175654714,33896655
에스텍(주),69510,Dec-14,274936759,42827672,201921665,38821484
에스텍(주),69510,Dec-15,270210815,43520595,176000409,31775170
에스텍(주),69510,Dec-16,290549074,50498244,179847089,35855128
에스텍(주),69510,Dec-17,300390875,48894475,177710032,31941005
에스텍(주),69510,Dec-18,306433025,50397144,197107076,35491136
에스텍(주),69510,Dec-19,337971674,51193829,216795154,36424651
에스트래픽(주),234300,Dec-17,77300035,7118477,114932721,7913833
에스트래픽(주),234300,Dec-18,40678386,12855085,41549628,12242252
에스트래픽(주),234300,Dec-19,79673572,29726824,76244500,34502155
에스티팜(주),237690,Dec-16,200361533,13552846,200361533,13552846
에스티팜(주),237690,Dec-17,202800435,30036215,202622882,30036215
에스티팜(주),237690,Dec-18,97738456,15337966,97299230,15271851
에스티팜(주),237690,Dec-19,93256825,35702364,92995881,33694309
에스퓨얼셀(주),288620,Dec-18,,,31491977,19855731
에스퓨얼셀(주),288620,Dec-19,,,37953636,27169343
에쓰-오일(주),10950,Dec-11,31913863000,2649083000,31913863000,2659081000
에쓰-오일(주),10950,Dec-12,34723291000,2299713000,34723291000,2299713000
에쓰-오일(주),10950,Dec-13,31158528000,2165934000,31158528000,2165934000
에쓰-오일(주),10950,Dec-14,28557562000,1528381000,28557562000,1528381000
에쓰-오일(주),10950,Dec-15,17890272000,1034906000,17890272000,1034906000
에쓰-오일(주),10950,Dec-16,16321843000,1157974000,16321843000,1157974000
에쓰-오일(주),10950,Dec-17,20891374000,1541753000,20891340000,1541749000
에쓰-오일(주),10950,Dec-18,25463295000,1643955000,25463122000,1643943000
에쓰-오일(주),10950,Dec-19,24394173000,1314664000,24393980000,1314650000
에쓰씨엔지니어링(주),23960,Dec-11,309382937,70851037,96446551,30550022
에쓰씨엔지니어링(주),23960,Dec-12,318810978,89645812,39220930,13200308
에쓰씨엔지니어링(주),23960,Dec-13,254339138,67700131,78791216,13635954
에쓰씨엔지니어링(주),23960,Dec-14,250358394,38912018,50088871,12193367
에쓰씨엔지니어링(주),23960,Dec-15,410707049,74591190,144148044,30313220
에쓰씨엔지니어링(주),23960,Dec-16,310315231,47643431,91064415,19310323
에쓰씨엔지니어링(주),23960,Dec-17,251692538,42790963,96990710,19184728
에쓰씨엔지니어링(주),23960,Dec-18,250825145,39352916,118564793,16073054
에쓰씨엔지니어링(주),23960,Dec-19,240133541,40764286,58736694,9682550
에어부산(주),298690,Dec-18,,,653567219,19957824
에어부산(주),298690,Dec-19,,,633183493,17531089
에이비엘바이오(주),298380,Dec-18,,,1257884,5310975
에이비엘바이오(주),298380,Dec-19,,,3988956,0
에이에프더블류(주),312610,Dec-19,,,25961807,6356560
에이치디씨(주),12630,Dec-11,4107921252,289291000,3101561027,47593000
에이치디씨(주),12630,Dec-12,3334053764,328259000,2207250948,75201000
에이치디씨(주),12630,Dec-13,4216933755,316489000,2877143363,41005000
에이치디씨(주),12630,Dec-14,4477376534,302978000,3152019200,16956000
에이치디씨(주),12630,Dec-15,4602608742,288711000,3347031663,16708000
에이치디씨(주),12630,Dec-16,4749886366,295408000,3507253656,16108000
에이치디씨(주),12630,Dec-17,5358684697,310038000,4125907855,26067000
에이치디씨(주),12630,Dec-18,1547840799,286002000,49613873,2666903
에이치디씨(주),12630,Dec-19,1616692249,240716000,50099435,3348510
에이치디씨랩스(주),39570,Dec-15,174566214,37725283,173673786,37721984
에이치디씨랩스(주),39570,Dec-16,188892823,45511417,188861789,45512100
에이치디씨랩스(주),39570,Dec-17,264001124,51342934,263952128,51335509
에이치디씨랩스(주),39570,Dec-18,271978422,42323105,271869137,42276289
에이치디씨랩스(주),39570,Dec-19,252410792,36617502,252314717,36584852
에이치디씨현대산업개발(주),294870,Dec-18,2792736856,4705000,2793597716,5394000
에이치디씨현대산업개발(주),294870,Dec-19,4216489504,934000,4211144007,102000
에이치디씨현대이피(주),89470,Dec-11,718632804,182403360,628188134,147155486
에이치디씨현대이피(주),89470,Dec-12,807113596,200283877,688785527,165057322
에이치디씨현대이피(주),89470,Dec-13,918199522,229030663,793359521,193760402
에이치디씨현대이피(주),89470,Dec-14,945020584,243128089,795561560,199996965
에이치디씨현대이피(주),89470,Dec-15,867748204,230499856,700460337,167135852
에이치디씨현대이피(주),89470,Dec-16,861159023,236873694,692807092,166625866
에이치디씨현대이피(주),89470,Dec-17,914353503,242330201,774372188,178300397
에이치디씨현대이피(주),89470,Dec-18,910809614,224709113,772372911,164429838
에이치디씨현대이피(주),89470,Dec-19,835108421,196864528,696887363,140277241
에이치에스디엔진(주),82740,Dec-11,2005252618,134435366,2003793073,134072636
에이치에스디엔진(주),82740,Dec-12,1378777833,86535851,1377618958,86192144
에이치에스디엔진(주),82740,Dec-13,743878585,20392325,743104362,20278008
에이치에스디엔진(주),82740,Dec-14,888825955,64259095,887764720,64135251
에이치에스디엔진(주),82740,Dec-15,693645086,55397465,692276967,54422835
에이치에스디엔진(주),82740,Dec-16,802916583,62415772,804680106,65505587
에이치에스디엔진(주),82740,Dec-17,768870297,33001833,761831507,37346843
에이치에스디엔진(주),82740,Dec-18,511302114,22369862,509321425,22301965
에이치에스디엔진(주),82740,Dec-19,674278133,79542483,673324747,79439373
에이치엘비(주),28300,Dec-11,69517785,9363800,18856657,4880973
에이치엘비(주),28300,Dec-12,51673997,9696999,17626105,5802608
에이치엘비(주),28300,Dec-13,31451550,8095215,30615224,8088717
에이치엘비(주),28300,Dec-14,37185748,10031027,37178698,10028277
에이치엘비(주),28300,Dec-15,38460684,6997520,38451533,6994770
에이치엘비(주),28300,Dec-16,30138867,5046240,30089605,5044068
에이치엘비(주),28300,Dec-17,23006912,5139442,22994053,5139442
에이치엘비(주),28300,Dec-18,36185983,8612023,27271379,7740767
에이치엘비(주),28300,Dec-19,38420748,8543440,29775778,8104510
에이치엘비글로벌(주),3580,Dec-11,23387120,4280272,10046678,4280272
에이치엘비글로벌(주),3580,Dec-12,21625906,4267445,10812053,4183688
에이치엘비글로벌(주),3580,Dec-13,19571564,4427698,9905278,4390978
에이치엘비글로벌(주),3580,Dec-14,22864464,4387867,11993735,4339581
에이치엘비글로벌(주),3580,Dec-15,,,15301018,5148055
에이치엘비글로벌(주),3580,Dec-16,,,18255841,6477703
에이치엘비글로벌(주),3580,Dec-17,,,15686212,2592006
에이치엘비글로벌(주),3580,Dec-18,13237690,4518108,10347565,956826
에이치엘비글로벌(주),3580,Dec-19,35025713,4033229,10988830,3612130
에이치엘비생명과학(주),67630,Dec-11,,,40953192,21945205
에이치엘비생명과학(주),67630,Dec-12,12534642,10803351,8997538,10244124
에이치엘비생명과학(주),67630,Dec-13,19955555,9201704,19955555,9201704
에이치엘비생명과학(주),67630,Dec-14,36560353,8462283,24230766,7343653
에이치엘비생명과학(주),67630,Dec-15,27323398,5963349,17930565,5351752
에이치엘비생명과학(주),67630,Dec-16,42234395,33724760,11585620,5666247
에이치엘비생명과학(주),67630,Dec-17,106445238,34003249,16697768,4516693
에이치엘비생명과학(주),67630,Dec-18,102475886,33618761,4270701,3944058
에이치엘비생명과학(주),67630,Dec-19,114018502,39907080,12431173,5787069
에이치엘비제약(주),47920,Dec-15,,,17713121,7043754
에이치엘비제약(주),47920,Dec-16,,,20346370,9116528
에이치엘비제약(주),47920,Dec-17,,,15557535,6918998
에이치엘비제약(주),47920,Dec-18,20540682,6533410,20540682,5553745
에이치엘비제약(주),47920,Dec-19,36099923,8523454,35501259,8523454
에이치엘비테라퓨틱스(주),115450,Dec-11,15781890,8301666,11294157,5036938
에이치엘비테라퓨틱스(주),115450,Dec-12,59301145,7650283,5561014,936348
에이치엘비테라퓨틱스(주),115450,Dec-13,38538055,2863609,9060237,2590163
에이치엘비테라퓨틱스(주),115450,Dec-14,17617925,2406337,14367559,2619585
에이치엘비테라퓨틱스(주),115450,Dec-15,16781578,2495688,13330851,2685959
에이치엘비테라퓨틱스(주),115450,Dec-16,17710432,2170679,14417168,2531290
에이치엘비테라퓨틱스(주),115450,Dec-17,17152270,2294048,14496915,2602249
에이치엘비테라퓨틱스(주),115450,Dec-18,46357029,13294539,43900567,13736993
에이치엘비테라퓨틱스(주),115450,Dec-19,58966186,9460966,59034986,9477466
에이치엠엠(주),11200,Dec-11,7420767000,525214000,7187858000,516859000
에이치엠엠(주),11200,Dec-12,8046896000,488668000,7713825000,465100000
에이치엠엠(주),11200,Dec-13,8149334000,691752000,6908325000,423190000
에이치엠엠(주),11200,Dec-14,6778608000,473557000,6271630000,400509000
에이치엠엠(주),11200,Dec-15,5768581000,398568000,5509307000,357458000
에이치엠엠(주),11200,Dec-16,4584810000,372131000,4348724000,332144000
에이치엠엠(주),11200,Dec-17,5028016000,350274000,4925843000,321775000
에이치엠엠(주),11200,Dec-18,5222124000,428711000,5052816000,398645000
에이치엠엠(주),11200,Dec-19,5513089000,508842000,5333534000,475944000
에이케이홀딩스(주),6840,Dec-11,1403847321,168266960,851803597,90181534
에이케이홀딩스(주),6840,Dec-12,428068164,84155548,2610613,0
에이케이홀딩스(주),6840,Dec-13,2240972021,302977695,10592857,0
에이케이홀딩스(주),6840,Dec-14,2873874157,333830935,18896018,0
에이케이홀딩스(주),6840,Dec-15,2807147867,226561822,20353037,0
에이케이홀딩스(주),6840,Dec-16,2921831064,268789875,23291349,0
에이케이홀딩스(주),6840,Dec-17,3392454611,281785200,28130386,0
에이케이홀딩스(주),6840,Dec-18,3711183103,270414378,33692663,0
에이케이홀딩스(주),6840,Dec-19,3759542063,281858403,33947769,0
에이테크솔루션(주),71670,Dec-11,195329177,26460746,169004589,25141451
에이테크솔루션(주),71670,Dec-12,200144659,32410341,170620454,29189601
에이테크솔루션(주),71670,Dec-13,203827570,31466748,182270708,29277845
에이테크솔루션(주),71670,Dec-14,217286673,36526926,198511682,36224229
에이테크솔루션(주),71670,Dec-15,179934202,28346840,161495254,26544215
에이테크솔루션(주),71670,Dec-16,229079838,26628535,201247464,24923914
에이테크솔루션(주),71670,Dec-17,212932770,24943520,163293921,21419077
에이테크솔루션(주),71670,Dec-18,193979393,26018975,156240495,22159523
에이테크솔루션(주),71670,Dec-19,228200653,29040760,184674928,26605186
에이프로젠제약(주),3060,Dec-11,50122955,50353868,43352077,48299488
에이프로젠제약(주),3060,Dec-12,33769678,41732107,26218720,37568921
에이프로젠제약(주),3060,Dec-13,29543262,13935229,23418405,13089425
에이프로젠제약(주),3060,Dec-14,33092222,12902934,23797814,12954455
에이프로젠제약(주),3060,Dec-15,40324275,14283905,29825176,14781172
에이프로젠제약(주),3060,Dec-16,44122493,15756103,29443668,16226633
에이프로젠제약(주),3060,Dec-17,46100952,17196574,30859683,18092542
에이프로젠제약(주),3060,Dec-18,45395389,15536169,30961038,13146010
에이프로젠제약(주),3060,Dec-19,50903821,13601944,33609132,12257957
에이피시스템(주),265520,Dec-17,962422667,163026405,962422667,163026405
에이피시스템(주),265520,Dec-18,714239793,21050345,714057287,21036455
에이피시스템(주),265520,Dec-19,462077779,44726217,460248240,44031517
에이피에스홀딩스(주),54620,Dec-11,224720261,57515329,222443967,56520763
에이피에스홀딩스(주),54620,Dec-12,217495659,54964052,213990128,54697762
에이피에스홀딩스(주),54620,Dec-13,254086979,27644564,247692912,25207898
에이피에스홀딩스(주),54620,Dec-14,175386050,27156186,168935685,24626448
에이피에스홀딩스(주),54620,Dec-15,293175235,91129319,276679529,84606757
에이피에스홀딩스(주),54620,Dec-16,554987947,191675617,512046195,180765142
에이피에스홀딩스(주),54620,Dec-17,87934027,7145738,3634412,458407
에이피에스홀딩스(주),54620,Dec-18,28416310,7711547,3239249,368915
에이피에스홀딩스(주),54620,Dec-19,23151386,5045509,3396432,803283
에이피위성(주),211270,Dec-16,,,24891104,7098824
에이피위성(주),211270,Dec-17,,,30047518,9384396
에이피위성(주),211270,Dec-18,,,42843708,9474000
에이피위성(주),211270,Dec-19,,,45653106,9249093
에이피티씨(주),89970,Dec-18,,,61038365,583501
에이피티씨(주),89970,Dec-19,59326131,693434,59326131,693433
에코바이오홀딩스(주),38870,Dec-11,42197853,0,6870025,0
에코바이오홀딩스(주),38870,Dec-12,56466457,3849896,12807454,8314
에코바이오홀딩스(주),38870,Dec-13,42903260,2717145,13854089,104211
에코바이오홀딩스(주),38870,Dec-14,29121265,2601179,16979677,271520
에코바이오홀딩스(주),38870,Dec-15,38256653,7339875,32353578,1044920
에코바이오홀딩스(주),38870,Dec-16,18971810,15806449,14157121,730688
에코바이오홀딩스(주),38870,Dec-17,31671940,1823572,32528833,12122026
에코바이오홀딩스(주),38870,Dec-18,21982008,26983359,18372405,18999761
에코바이오홀딩스(주),38870,Dec-19,17268700,6139069,14052288,20768971
에코캡(주),128540,Dec-18,76493497,19168197,74044941,21873305
에코캡(주),128540,Dec-19,66939883,15580203,66785476,20843406
에코플라스틱(주),38110,Dec-11,724150067,92526448,530070481,68357787
에코플라스틱(주),38110,Dec-12,832053560,106208636,527045606,56702870
에코플라스틱(주),38110,Dec-13,968193889,105562730,539265555,65233784
에코플라스틱(주),38110,Dec-14,1075933447,123059137,613904423,75188222
에코플라스틱(주),38110,Dec-15,1140340644,117905041,681594557,79384762
에코플라스틱(주),38110,Dec-16,1093090039,103339762,669385704,62852287
에코플라스틱(주),38110,Dec-17,1042561059,80462672,645605097,47497369
에코플라스틱(주),38110,Dec-18,1084278617,105639043,642052365,61042637
에코플라스틱(주),38110,Dec-19,1216291299,126537427,704806691,79252546
에프엔에스테크(주),83500,Dec-17,,,69420189,3689867
에프엔에스테크(주),83500,Dec-18,,,46350228,6672672
에프엔에스테크(주),83500,Dec-19,,,34096408,9343930
엑스큐어(주),70300,Dec-11,,,26018306,1938482
엑스큐어(주),70300,Dec-12,,,13024261,867319
엑스큐어(주),70300,Dec-13,,,18868190,3232947
엑스큐어(주),70300,Dec-14,,,10563888,1331542
엑스큐어(주),70300,Dec-15,,,16393500,2369860
엑스큐어(주),70300,Dec-16,,,16337872,3365921
엑스큐어(주),70300,Dec-17,,,15108650,2859185
엑스큐어(주),70300,Dec-18,,,13424149,3707494
엑스큐어(주),70300,Dec-19,,,13258734,1995915
엔브이에이치코리아(주),67570,Dec-13,486361336,79606452,301784799,63935248
엔브이에이치코리아(주),67570,Dec-14,506340253,81948331,320370412,76124968
엔브이에이치코리아(주),67570,Dec-15,532518739,93894222,353973069,83086876
엔브이에이치코리아(주),67570,Dec-16,569698032,103344556,368402673,55724546
엔브이에이치코리아(주),67570,Dec-17,551664722,70628700,374055527,40365550
엔브이에이치코리아(주),67570,Dec-18,621979857,83477357,366064432,37340953
엔브이에이치코리아(주),67570,Dec-19,826287783,116306404,350374902,43946144
엔시트론(주),101400,Dec-11,47626709,3024677,47354408,3262289
엔시트론(주),101400,Dec-12,49337989,1800362,49043031,1608755
엔시트론(주),101400,Dec-13,40043605,3080287,34960881,2433163
엔시트론(주),101400,Dec-14,63153576,4871348,52375733,5159517
엔시트론(주),101400,Dec-15,56500755,4435161,48744687,4602071
엔시트론(주),101400,Dec-16,41788369,8075101,37207922,8922964
엔시트론(주),101400,Dec-17,26252729,5670125,23273768,7075259
엔시트론(주),101400,Dec-18,16271102,5923123,14987897,8230305
엔시트론(주),101400,Dec-19,10936917,5968886,9927737,7488095
엔에이치엔(주),181710,Dec-13,265348549,70731717,181324489,38873217
엔에이치엔(주),181710,Dec-14,556862537,80888857,242804307,21279726
엔에이치엔(주),181710,Dec-15,644602503,103201177,187515714,21152122
엔에이치엔(주),181710,Dec-16,856420458,117068154,218567267,31750781
엔에이치엔(주),181710,Dec-17,909115708,201864411,257836571,30983513
엔에이치엔(주),181710,Dec-18,1264567758,202383125,240470541,24641248
엔에이치엔(주),181710,Dec-19,1488596661,145813664,261084412,28782688
엔에이치엔한국사이버결제(주),60250,Dec-11,113581461,4492324,113604688,4492323
엔에이치엔한국사이버결제(주),60250,Dec-12,132753702,4125274,132772648,4129710
엔에이치엔한국사이버결제(주),60250,Dec-13,137142845,5498395,137230422,5516977
엔에이치엔한국사이버결제(주),60250,Dec-14,153968266,5456696,153380890,5435916
엔에이치엔한국사이버결제(주),60250,Dec-15,195466233,7435702,194516256,7411285
엔에이치엔한국사이버결제(주),60250,Dec-16,272132528,8633700,270472774,7600283
엔에이치엔한국사이버결제(주),60250,Dec-17,351989348,9977556,338758488,9378817
엔에이치엔한국사이버결제(주),60250,Dec-18,432658309,13517916,424544561,12367404
엔에이치엔한국사이버결제(주),60250,Dec-19,469897622,14170078,464507320,13374927
엔피씨(주),4250,Dec-11,271003561,65694887,247174854,63181906
엔피씨(주),4250,Dec-12,280164147,66552118,258785158,61934847
엔피씨(주),4250,Dec-13,323743045,73655282,279025182,67492104
엔피씨(주),4250,Dec-14,337771474,73392481,299163034,70331701
엔피씨(주),4250,Dec-15,376543632,96556521,326901452,89182224
엔피씨(주),4250,Dec-16,377902987,94216908,316069627,84234659
엔피씨(주),4250,Dec-17,386317373,80515822,324460029,75579527
엔피씨(주),4250,Dec-18,414890304,80442049,346721351,67980571
엔피씨(주),4250,Dec-19,454467519,75702513,347437490,59179893
엘브이엠씨홀딩스(주),900140,Dec-11,193264742,16548672,,
엘브이엠씨홀딩스(주),900140,Dec-12,275939920,32579626,,
엘브이엠씨홀딩스(주),900140,Dec-13,334456687,59221283,,
엘브이엠씨홀딩스(주),900140,Dec-14,379952186,80662567,,
엘브이엠씨홀딩스(주),900140,Dec-15,444547386,109163669,,
엘브이엠씨홀딩스(주),900140,Dec-16,392328512,125430082,,
엘브이엠씨홀딩스(주),900140,Dec-17,333249864,117953977,,
엘브이엠씨홀딩스(주),900140,Dec-18,294026499,119950561,,
엘브이엠씨홀딩스(주),900140,Dec-19,363748596,110318640,,
엘비세미콘(주),61970,Dec-11,,,87535236,17912504
엘비세미콘(주),61970,Dec-12,,,133894976,28614788
엘비세미콘(주),61970,Dec-13,,,112440852,29599572
엘비세미콘(주),61970,Dec-14,,,100260719,26811687
엘비세미콘(주),61970,Dec-15,,,106907158,32199072
엘비세미콘(주),61970,Dec-16,,,135669072,28879491
엘비세미콘(주),61970,Dec-17,,,131823200,38235612
엘비세미콘(주),61970,Dec-18,275662171,60613855,157123370,29252465
엘비세미콘(주),61970,Dec-19,390435695,62755330,222933247,31151763
엘아이지넥스원(주),79550,Dec-15,1903704148,160897507,1903224119,160842942
엘아이지넥스원(주),79550,Dec-16,1860784770,181942046,1859889725,181770462
엘아이지넥스원(주),79550,Dec-17,1761316227,259323992,1760325842,259323992
엘아이지넥스원(주),79550,Dec-18,,,1477507585,341213132
엘아이지넥스원(주),79550,Dec-19,1452651352,124908040,1451894505,124683320
엘에스전선아시아(주),229640,Dec-16,345137250,79929801,7278678,0
엘에스전선아시아(주),229640,Dec-17,403742016,69960005,7492073,0
엘에스전선아시아(주),229640,Dec-18,441272165,96165429,7544641,0
엘에스전선아시아(주),229640,Dec-19,520302893,89077661,8657607,0
엘지디스플레이(주),34220,Dec-11,24291289000,2740107000,23471309000,3789332000
엘지디스플레이(주),34220,Dec-12,29429668000,3334341000,28672355000,4548459000
엘지디스플레이(주),34220,Dec-13,27033035000,3128626000,25854183000,3543193000
엘지디스플레이(주),34220,Dec-14,26455529000,3445302000,25383670000,4026029000
엘지디스플레이(주),34220,Dec-15,28383884000,4099343000,25856426000,4220541000
엘지디스플레이(주),34220,Dec-16,26504074000,4959481000,24419295000,5129445000
엘지디스플레이(주),34220,Dec-17,27790216000,4326752000,25591082000,4674140000
엘지디스플레이(주),34220,Dec-18,24336571000,2829640000,22371687000,3389113000
엘지디스플레이(주),34220,Dec-19,23475567000,5983720000,21658329000,3565860000
엘지전자(주),66570,Dec-11,54256585000,6853722000,28097139000,5091527000
엘지전자(주),66570,Dec-12,50959978000,6648503000,25427205000,4736848000
엘지전자(주),66570,Dec-13,58140376000,7231763000,28078895000,4760190000
엘지전자(주),66570,Dec-14,59040767000,7811780000,29556368000,6041998000
엘지전자(주),66570,Dec-15,56509008000,7237329000,28368428000,5708568000
엘지전자(주),66570,Dec-16,55367033000,7146370000,28743246000,5014606000
엘지전자(주),66570,Dec-17,61396284000,8258464000,31966513000,5634969000
엘지전자(주),66570,Dec-18,61341664000,6462609000,29982010000,3756499000
엘지전자(주),66570,Dec-19,62306175000,6471588000,28654467000,3727941000
엘컴텍(주),37950,Dec-11,164088488,42414204,134130345,29342533
엘컴텍(주),37950,Dec-12,122177907,22520459,87204188,23518446
엘컴텍(주),37950,Dec-13,48099294,17375316,36541140,16646674
엘컴텍(주),37950,Dec-14,32513267,12922919,29266966,8257056
엘컴텍(주),37950,Dec-15,62306127,14134724,57327758,13779402
엘컴텍(주),37950,Dec-16,65552872,11026777,64586304,11020339
엘컴텍(주),37950,Dec-17,50288126,10810031,49915378,10810031
엘컴텍(주),37950,Dec-18,40154183,10385643,38790817,10651555
엘컴텍(주),37950,Dec-19,46157406,9745941,43823575,9745941
엘티씨(주),170920,Dec-13,,,98820279,5625618
엘티씨(주),170920,Dec-14,83087263,4833602,82213518,4147315
엘티씨(주),170920,Dec-15,76418861,3583968,71987011,2407543
엘티씨(주),170920,Dec-16,71007818,4061632,61861387,2687451
엘티씨(주),170920,Dec-17,65740789,3427108,56190679,2831670
엘티씨(주),170920,Dec-18,96773496,5208845,57444754,3414165
엘티씨(주),170920,Dec-19,92053188,13341742,56853812,3163507
엠에프엠코리아(주),323230,Dec-19,,,,
엠케이전자(주),33160,Dec-11,752179425,104366272,702864863,90082176
엠케이전자(주),33160,Dec-12,706188976,107961518,626301670,79846896
엠케이전자(주),33160,Dec-13,568127674,85896170,471122948,64405334
엠케이전자(주),33160,Dec-14,469589641,91391625,381237051,64392294
엠케이전자(주),33160,Dec-15,453105966,79434932,323894205,48552126
엠케이전자(주),33160,Dec-16,619601003,99026014,337653256,63569438
엠케이전자(주),33160,Dec-17,686150840,85500534,338303574,51047539
엠케이전자(주),33160,Dec-18,706474289,79456350,335998710,50801424
엠케이전자(주),33160,Dec-19,731615145,96267705,350049856,53913407
영보화학(주),14440,Dec-11,130734860,34779874,103014667,29921872
영보화학(주),14440,Dec-12,137821635,46900463,109235083,35573160
영보화학(주),14440,Dec-13,163838811,51815446,129448289,40553041
영보화학(주),14440,Dec-14,157432128,43732045,110199081,29182825
영보화학(주),14440,Dec-15,157352294,36621136,96828355,23337583
영보화학(주),14440,Dec-16,157803797,43332612,87909175,24367144
영보화학(주),14440,Dec-17,164618163,40603455,126525364,32156123
영보화학(주),14440,Dec-18,143915371,30494293,119567677,24217629
영보화학(주),14440,Dec-19,131196068,27457256,115674835,19396022
영신금속공업(주),7530,Dec-11,,,103626273,14457908
영신금속공업(주),7530,Dec-12,,,110958664,14988396
영신금속공업(주),7530,Dec-13,110883218,14843184,110969702,14870184
영신금속공업(주),7530,Dec-14,109865717,15324965,109737349,15336089
영신금속공업(주),7530,Dec-15,111476755,16574480,111426242,16543433
영신금속공업(주),7530,Dec-16,117251228,17504884,116963469,17397378
영신금속공업(주),7530,Dec-17,117773188,16745838,116841451,16655755
영신금속공업(주),7530,Dec-18,117473879,17194403,116182394,16749317
영신금속공업(주),7530,Dec-19,119777966,15877915,117367323,15677462
영진약품(주),3520,Dec-11,,,112105475,36862548
영진약품(주),3520,Dec-12,,,137688400,42366485
