회사명,거래소코드,회계년도,매출액(IFRS연결),매출원가(IFRS연결),판관비(IFRS연결),매출액(IFRS개별),매출원가(IFRS개별),판관비(IFRS개별)
지엠비코리아(주),13870,Dec-12,436611664,376153238,37791483,424322402,366804765,35986612
지엠비코리아(주),13870,Dec-13,462808878,398049494,39681031,447993663,387693642,37461557
지엠비코리아(주),13870,Dec-14,459426467,393134131,47108646,453519547,391440543,42496941
지엠비코리아(주),13870,Dec-15,467536890,401651908,48961902,446880190,388461541,42862351
지엠비코리아(주),13870,Dec-16,495119071,420765473,50048646,456011513,397898433,42404602
지엠비코리아(주),13870,Dec-17,466838914,401907706,51421074,434288749,380066349,43459148
지엠비코리아(주),13870,Dec-18,457196869,398141645,54932195,429749976,379801701,45877327
지엠비코리아(주),13870,Dec-19,477535110,414443027,54582321,440353831,388331301,44589480
진양산업(주),3780,Dec-11,37103410,27450702,4314729,34869034,26522220,3730216
진양산업(주),3780,Dec-12,36355443,28702440,3948957,28225792,21950598,3370509
진양산업(주),3780,Dec-13,36170247,28324638,3998684,26269746,20384741,3392728
진양산업(주),3780,Dec-14,38465076,30098065,4217236,27229761,20582496,3625493
진양산업(주),3780,Dec-15,43726798,32077079,4679940,30609987,22211229,3955895
진양산업(주),3780,Dec-16,42415293,32281664,4958047,29595265,22526462,3849605
진양산업(주),3780,Dec-17,44821948,38175984,4800077,31375208,26602023,3683321
진양산업(주),3780,Dec-18,59350306,50870865,5459197,45253103,39017561,4310102
진양산업(주),3780,Dec-19,61838250,46651752,6044489,46870873,37775956,4832149
진양제약(주),7370,Dec-11,,,,36261681,15674843,20218564
진양제약(주),7370,Dec-12,,,,37144640,15256754,17881573
진양제약(주),7370,Dec-13,,,,40234569,16167099,19183224
진양제약(주),7370,Dec-14,,,,45236833,17232437,21879551
진양제약(주),7370,Dec-15,,,,40148932,17829798,23382401
진양제약(주),7370,Dec-16,,,,36132341,18850979,27259654
진양제약(주),7370,Dec-17,,,,43449787,20549853,28190671
진양제약(주),7370,Dec-18,,,,46862706,21071938,24325273
진양제약(주),7370,Dec-19,,,,47351256,23288528,24279057
진양폴리우레탄(주),10640,Dec-11,,,,22422027,17605141,2314636
진양폴리우레탄(주),10640,Dec-12,,,,21694188,17739590,2085984
진양폴리우레탄(주),10640,Dec-13,,,,21586876,17770322,2156475
진양폴리우레탄(주),10640,Dec-14,,,,22326509,18481875,2966940
진양폴리우레탄(주),10640,Dec-15,,,,19045030,16194520,2268438
진양폴리우레탄(주),10640,Dec-16,,,,17315570,15125024,2343531
진양폴리우레탄(주),10640,Dec-17,,,,23646888,21860186,2556056
진양폴리우레탄(주),10640,Dec-18,,,,30104369,26197375,2796402
진양폴리우레탄(주),10640,Dec-19,35112975,28274500,3734926,31905400,25392718,3270102
진양화학(주),51630,Dec-11,,,,62756797,55204105,6010670
진양화학(주),51630,Dec-12,,,,64375840,55278794,6126876
진양화학(주),51630,Dec-13,,,,70268217,58721169,6442237
진양화학(주),51630,Dec-14,,,,79319654,66511527,6753732
진양화학(주),51630,Dec-15,,,,70795247,60290759,7642918
진양화학(주),51630,Dec-16,,,,57610216,49708424,6615510
진양화학(주),51630,Dec-17,,,,49592413,44242231,6021613
진양화학(주),51630,Dec-18,,,,49730594,44526119,5792296
진양화학(주),51630,Dec-19,,,,44531589,42264665,5012416
진원생명과학(주),11000,Dec-11,27737197,23294302,8487043,20684006,19048469,4217213
진원생명과학(주),11000,Dec-12,19410461,17443154,10364007,13919169,12645525,7900729
진원생명과학(주),11000,Dec-13,20657216,16482933,10484068,15834737,13720011,4688198
진원생명과학(주),11000,Dec-14,24625226,20624849,10427570,20217648,18475191,8317562
진원생명과학(주),11000,Dec-15,28364785,20721435,11270306,24124655,22284090,9742864
진원생명과학(주),11000,Dec-16,31371459,23274352,22091500,25725396,23584709,18791720
진원생명과학(주),11000,Dec-17,27171386,21515735,30517307,22095218,20478780,25090190
진원생명과학(주),11000,Dec-18,34292568,23595467,21956150,28845356,26564729,15841286
진원생명과학(주),11000,Dec-19,41241251,28351901,21098347,34617979,32362228,13278872
진흥기업(주),2780,Dec-11,556396652,525425089,181001712,547347375,516104445,180438984
진흥기업(주),2780,Dec-12,466811943,441535191,40529468,466811943,441349302,40487512
진흥기업(주),2780,Dec-13,479647462,455546944,27058160,479223825,454728998,27451250
진흥기업(주),2780,Dec-14,638101515,588478279,27664860,638101515,588478279,27663683
진흥기업(주),2780,Dec-15,727826358,684051510,34262104,727826358,684051510,34261215
진흥기업(주),2780,Dec-16,646578598,577097371,9959202,646578598,577097371,9925974
진흥기업(주),2780,Dec-17,573309875,515263823,16435455,573309875,515263823,16509846
진흥기업(주),2780,Dec-18,,,,671155390,615955605,20148409
진흥기업(주),2780,Dec-19,,,,546534147,501838545,16655798
차이나크리스탈신소재홀딩스,900250,Dec-14,56045768,24886002,6897818,,,
차이나크리스탈신소재홀딩스,900250,Dec-15,64435515,28372397,5379398,,,
차이나크리스탈신소재홀딩스,900250,Dec-16,65044270,26194438,6599994,,,
차이나크리스탈신소재홀딩스,900250,Dec-17,71468293,30007643,7203630,,,
차이나크리스탈신소재홀딩스,900250,Dec-18,76036380,38334638,6191700,,,
차이나크리스탈신소재홀딩스,900250,Dec-19,84592473,45779117,10278947,,,
참엔지니어링(주),9310,Dec-11,211373238,165670145,29887689,200445609,156443461,24481039
참엔지니어링(주),9310,Dec-12,86043032,77787426,24002052,50862143,45774022,20511093
참엔지니어링(주),9310,Dec-13,135905970,99727301,24429749,90037123,72043699,15698347
참엔지니어링(주),9310,Dec-14,133932056,105677493,27098239,80514667,68775164,17235800
참엔지니어링(주),9310,Dec-15,196878931,144176237,35950870,128772679,94459323,25821503
참엔지니어링(주),9310,Dec-16,184833038,119607767,37770557,110415318,78519118,27053924
참엔지니어링(주),9310,Dec-17,276337276,201798337,44792886,211234796,169038756,30982222
참엔지니어링(주),9310,Dec-18,221539927,157555154,50331951,143597228,106747563,31356894
참엔지니어링(주),9310,Dec-19,112514202,84900291,41256247,49382528,42630028,24480066
참존글로벌(주),158310,Dec-13,,,,25051035,17968409,2653376
참존글로벌(주),158310,Dec-14,,,,12578344,10163336,3425408
참존글로벌(주),158310,Dec-15,6963732,10937799,5103345,6963732,10937799,5089531
참존글로벌(주),158310,Dec-16,5153311,4303261,6824684,3796332,4072696,4859238
참존글로벌(주),158310,Dec-17,13466507,8259416,5517166,10050862,7349926,1424241
참존글로벌(주),158310,Dec-18,4861421,3131632,7114850,4310908,2988217,4557715
참존글로벌(주),158310,Dec-19,10075086,4597983,10408075,5253550,4597983,5808324
참좋은여행(주),94850,Dec-11,,,,54787189,35253468,17323342
참좋은여행(주),94850,Dec-12,,,,61934288,36979234,21745744
참좋은여행(주),94850,Dec-13,,,,71337754,38255192,27234207
참좋은여행(주),94850,Dec-14,,,,75533219,34821644,34615658
참좋은여행(주),94850,Dec-15,,,,79163688,34662549,38044229
참좋은여행(주),94850,Dec-16,,,,73515202,24907287,40120082
참좋은여행(주),94850,Dec-17,,,,56507195,1513610,40116441
참좋은여행(주),94850,Dec-18,,,,65012579,10056579,42103592
참좋은여행(주),94850,Dec-19,,,,62056608,0,54918209
카페24(주),42000,Dec-18,165386969,0,149800245,134561019,0,121096628
카페24(주),42000,Dec-19,217244740,0,207408049,147946664,0,142857134
커머스마이너 (주),223310,Dec-15,,,,59356194,49913674,2887645
커머스마이너 (주),223310,Dec-16,,,,32856768,30008590,6377649
커머스마이너 (주),223310,Dec-17,15183138,16202683,14542332,14673045,15951815,12986716
커머스마이너 (주),223310,Dec-18,16095117,13241831,15330495,12104742,10902253,5946285
커머스마이너 (주),223310,Dec-19,9051494,6838483,2139995,9051494,6838483,1965233
컨버즈(주),109070,Dec-11,,,,119580484,120040602,5289856
컨버즈(주),109070,Dec-12,,,,91020427,91894698,3448340
컨버즈(주),109070,Dec-13,,,,56437351,55856626,1906311
컨버즈(주),109070,Dec-14,,,,50354166,49646764,2418614
컨버즈(주),109070,Dec-15,,,,48044075,48748380,2114706
컨버즈(주),109070,Dec-16,45974763,49584839,5276022,45974763,49584839,5276022
컨버즈(주),109070,Dec-17,90655773,91238785,16012293,63031654,65765657,6279611
컨버즈(주),109070,Dec-18,89102572,90332276,13468365,73829905,77609519,7076650
컨버즈(주),109070,Dec-19,45782646,44090641,7697094,43613941,43276574,6368470
컬러레이홀딩스,900310,Dec-16,40289983,12711352,4292062,,,
컬러레이홀딩스,900310,Dec-17,47726790,13995576,6221353,,,
컬러레이홀딩스,900310,Dec-18,48244029,14019444,6368643,,,
컬러레이홀딩스,900310,Dec-19,50860783,16822609,6411895,,,
케이디켐(주),221980,Dec-15,45924423,33443420,5365644,45509733,33206049,4924632
케이디켐(주),221980,Dec-16,47698743,34126310,5519996,47380810,34269281,5231059
케이디켐(주),221980,Dec-17,50987523,37848580,5951262,50221511,37377285,5704577
케이디켐(주),221980,Dec-18,49983326,36632819,6081825,49831496,36684568,5841287
케이디켐(주),221980,Dec-19,48784053,36218015,6144990,48212800,35958555,5982191
케이만금세기차륜집단유한공사,900280,Dec-15,77805568,52689683,5117624,,,
케이만금세기차륜집단유한공사,900280,Dec-16,91005044,60083724,5853789,,,
케이만금세기차륜집단유한공사,900280,Dec-17,106115277,70871249,8649012,,,
케이만금세기차륜집단유한공사,900280,Dec-18,121631102,84427562,8760330,,,
케이만금세기차륜집단유한공사,900280,Dec-19,113144422,75555074,8145335,,,
케이비아이동국실업(주),1620,Dec-11,342579338,311528529,17714213,234948150,218022358,14183076
케이비아이동국실업(주),1620,Dec-12,393422497,353141113,20846853,261817457,238513302,16000863
케이비아이동국실업(주),1620,Dec-13,465193044,421428010,30226915,257558805,239395301,16794668
케이비아이동국실업(주),1620,Dec-14,672331468,625215768,45212761,295917846,290558610,17912277
케이비아이동국실업(주),1620,Dec-15,622316659,569459598,40007783,323652797,304916346,16236702
케이비아이동국실업(주),1620,Dec-16,625956922,560352930,47425466,277009090,258459812,18314163
케이비아이동국실업(주),1620,Dec-17,601955432,583714936,54970977,285298563,272088403,20101105
케이비아이동국실업(주),1620,Dec-18,650873646,603900201,59114056,335019066,318219262,21786529
케이비아이동국실업(주),1620,Dec-19,615578390,570835692,58726445,340566056,324067095,19764333
케이비아이메탈(주),24840,Dec-11,,,,433686881,422648111,12846017
케이비아이메탈(주),24840,Dec-12,,,,527053257,512817636,11955820
케이비아이메탈(주),24840,Dec-13,566237826,551037074,8069766,470006681,460286968,4441553
케이비아이메탈(주),24840,Dec-14,480672986,474033048,13386442,397145357,392647405,7000679
케이비아이메탈(주),24840,Dec-15,,,,457572264,451527563,10551108
케이비아이메탈(주),24840,Dec-16,,,,358349653,343547344,5668400
케이비아이메탈(주),24840,Dec-17,471145212,444757570,8964633,459640265,434321123,8120118
케이비아이메탈(주),24840,Dec-18,463758285,450260584,8209797,449113544,436949658,7423039
케이비아이메탈(주),24840,Dec-19,494785993,475951085,8512707,477661145,460915126,7378725
케이씨그린홀딩스(주),9440,Dec-11,320436617,264590404,32581330,15194242,0,4152351
케이씨그린홀딩스(주),9440,Dec-12,502629849,414647162,41491292,13500644,415780,4242861
케이씨그린홀딩스(주),9440,Dec-13,487271569,424130391,42274475,22966151,0,4570699
케이씨그린홀딩스(주),9440,Dec-14,384115294,323989346,42321746,24141326,0,5334967
케이씨그린홀딩스(주),9440,Dec-15,377659976,314756169,46782278,19765711,0,5464927
케이씨그린홀딩스(주),9440,Dec-16,391371451,320000478,45498995,14927783,0,4910555
케이씨그린홀딩스(주),9440,Dec-17,352407287,285028184,47629599,16626754,0,6483413
케이씨그린홀딩스(주),9440,Dec-18,534720764,429465097,91979682,12902209,0,6358131
케이씨그린홀딩스(주),9440,Dec-19,698943263,560477879,116952978,13683527,0,5265928
케이씨코트렐(주),119650,Dec-11,,,,211359393,185796231,17183513
케이씨코트렐(주),119650,Dec-12,,,,332119561,296603074,20842417
케이씨코트렐(주),119650,Dec-13,290868493,267315661,22811752,290177500,266842520,22532818
케이씨코트렐(주),119650,Dec-14,209675820,198604885,17418668,208060068,198754770,16853496
케이씨코트렐(주),119650,Dec-15,186774294,179556010,15935638,184368511,178291187,14543084
케이씨코트렐(주),119650,Dec-16,179277597,155802354,17500955,171196746,150976656,14219972
케이씨코트렐(주),119650,Dec-17,168470463,146458642,18551029,150656419,132594185,15282967
케이씨코트렐(주),119650,Dec-18,182043908,159008589,19294109,152841374,129317771,15788236
케이씨코트렐(주),119650,Dec-19,300551682,265505939,26541064,281259841,248534664,21256925
케이알모터스(주),40,Dec-11,127720215,112256026,12971054,124258626,110824278,11352742
케이알모터스(주),40,Dec-12,97926654,92177389,11948008,96940269,90896833,10289262
케이알모터스(주),40,Dec-13,99553272,91996790,11043082,97370568,90820561,17105714
케이알모터스(주),40,Dec-14,79745683,78546990,12667180,79567593,78825444,11840808
케이알모터스(주),40,Dec-15,80658560,78629758,18084456,80853364,79347681,16839347
케이알모터스(주),40,Dec-16,84775354,77246167,15670800,84083884,78468106,12103994
케이알모터스(주),40,Dec-17,41661895,50298745,17394783,21638025,32465800,7244883
케이알모터스(주),40,Dec-18,36563363,37194383,15626003,27598514,29885440,6868131
케이알모터스(주),40,Dec-19,132579261,133566936,23662766,37365836,42993607,8958285
케이에이치건설(주),226360,Dec-15,,,,,,
케이에이치건설(주),226360,Dec-16,,,,,,
케이에이치건설(주),226360,Dec-17,,,,35293973,21157679,7083840
케이에이치건설(주),226360,Dec-18,38610580,26104620,9051063,38651216,26104620,8848423
케이에이치건설(주),226360,Dec-19,31699278,19459468,8619647,31455061,19180808,8191850
케이에이치전자(주),111870,Dec-11,77361507,54416090,10345329,73970301,55026381,6957809
케이에이치전자(주),111870,Dec-12,73793464,52456945,10920175,68595769,51009142,7416699
케이에이치전자(주),111870,Dec-13,67343727,49559966,9567173,66967378,52458052,5778508
케이에이치전자(주),111870,Dec-14,53413030,40594962,9864979,52188039,43553578,6027800
케이에이치전자(주),111870,Dec-15,59962019,43017384,11541423,59224982,47187487,7023058
케이에이치전자(주),111870,Dec-16,57243847,40996826,11374646,56917365,46513565,6893392
케이에이치전자(주),111870,Dec-17,47361093,33494999,9918186,47157690,38526183,6124002
케이에이치전자(주),111870,Dec-18,40686889,30575202,9332908,40608212,34656560,5943548
케이에이치전자(주),111870,Dec-19,36855517,28841144,10618567,36810750,32329014,7233612
케이엠제약(주),225430,Dec-15,,,,,,
케이엠제약(주),225430,Dec-16,,,,,,
케이엠제약(주),225430,Dec-17,,,,,,
케이엠제약(주),225430,Dec-18,,,,17302126,11508500,4221952
케이엠제약(주),225430,Dec-19,,,,20338373,14552074,7312329
케이지이티에스(주),151860,Dec-13,100809908,77494319,4640464,100809908,77453965,4636677
케이지이티에스(주),151860,Dec-14,105683028,79778315,4612136,105683028,79869655,4610940
케이지이티에스(주),151860,Dec-15,,,,92833778,75417761,4605140
케이지이티에스(주),151860,Dec-16,,,,95363023,79868287,4085722
케이지이티에스(주),151860,Dec-17,,,,108801442,88135071,6828563
케이지이티에스(주),151860,Dec-18,123739773,104371580,5725563,110908589,89520641,5608362
케이지이티에스(주),151860,Dec-19,,,,160879256,137784091,7215311
케이지케미칼(주),1390,Dec-11,561281135,451223913,74644889,278260696,240939080,28839982
케이지케미칼(주),1390,Dec-12,758747768,619764461,110982930,287878692,253748287,35260057
케이지케미칼(주),1390,Dec-13,850561127,657069442,134444928,201160693,166673139,26209492
케이지케미칼(주),1390,Dec-14,877571864,665869096,140729112,168409373,134247373,27233444
케이지케미칼(주),1390,Dec-15,1014474707,810952424,158162543,167351997,128171488,29504558
케이지케미칼(주),1390,Dec-16,1031449560,821226256,156914636,164826988,132644500,27167011
케이지케미칼(주),1390,Dec-17,1099484825,777400067,245838433,167310908,136639225,27199897
케이지케미칼(주),1390,Dec-18,1282776687,884059062,326252958,167223239,142890429,23904251
케이지케미칼(주),1390,Dec-19,2068395231,1587493820,362927065,153279828,127843276,25497816
케이피엑스라이프사이언스(주),114450,Dec-11,,,,55165670,48733705,3132448
케이피엑스라이프사이언스(주),114450,Dec-12,,,,54192341,47931711,3118020
케이피엑스라이프사이언스(주),114450,Dec-13,,,,34525745,34012729,2431225
케이피엑스라이프사이언스(주),114450,Dec-14,,,,37080598,36493282,2417516
케이피엑스라이프사이언스(주),114450,Dec-15,,,,45508439,37715630,2245724
케이피엑스라이프사이언스(주),114450,Dec-16,,,,43304292,35917799,2354011
케이피엑스라이프사이언스(주),114450,Dec-17,,,,42584727,37938330,2238579
케이피엑스라이프사이언스(주),114450,Dec-18,,,,32753788,32682982,2022897
케이피엑스라이프사이언스(주),114450,Dec-19,,,,37618455,34586358,2440994
케이피엑스케미칼(주),25000,Dec-11,780389673,688877356,25894432,670643829,590037267,20831756
케이피엑스케미칼(주),25000,Dec-12,761990127,684906758,29750803,657142821,591470676,24676627
케이피엑스케미칼(주),25000,Dec-13,781544787,714469184,33623108,664131604,609458744,27821899
케이피엑스케미칼(주),25000,Dec-14,826733749,737157128,43667478,691965576,622386916,35739001
케이피엑스케미칼(주),25000,Dec-15,743948673,652247319,42861616,607749103,540730740,34363740
케이피엑스케미칼(주),25000,Dec-16,647361932,558434534,44641711,503957968,437885445,34454965
케이피엑스케미칼(주),25000,Dec-17,703676902,625382251,48319343,533577829,474561473,36905054
케이피엑스케미칼(주),25000,Dec-18,766681968,696707805,46123818,577453529,525510106,36725548
케이피엑스케미칼(주),25000,Dec-19,765712142,665406762,51875836,606832233,529358043,41643595
케이피엑스홀딩스(주),92230,Dec-11,1216607734,1112381981,44687611,14423497,0,3223098
케이피엑스홀딩스(주),92230,Dec-12,1319019169,1213111331,48209096,12547796,0,3323752
케이피엑스홀딩스(주),92230,Dec-13,1225947223,1160579199,52209543,18153288,0,3399240
케이피엑스홀딩스(주),92230,Dec-14,1106720002,992174145,53348383,11782962,0,4522355
케이피엑스홀딩스(주),92230,Dec-15,1013970585,900790705,51647538,14105713,0,3596402
케이피엑스홀딩스(주),92230,Dec-16,937649022,825932149,55902832,11957416,0,4106991
케이피엑스홀딩스(주),92230,Dec-17,753325552,665652981,51232873,17854141,0,3833159
케이피엑스홀딩스(주),92230,Dec-18,1022420005,917244094,71339871,15155408,0,3665528
케이피엑스홀딩스(주),92230,Dec-19,1010321362,867854100,78161844,13661649,0,4934643
코나아이(주),52400,Dec-11,135325989,84589415,23803972,119898724,78335190,18766099
코나아이(주),52400,Dec-12,138080604,87638025,25252931,127875824,86408536,20074342
코나아이(주),52400,Dec-13,171780886,115019282,31028796,161621403,114911136,24030669
코나아이(주),52400,Dec-14,214205472,148629044,35796649,205028177,148633613,28445532
코나아이(주),52400,Dec-15,216718663,143504810,37079910,199361632,135326509,30415439
코나아이(주),52400,Dec-16,117903904,88902073,34846366,107913438,85908053,30597412
코나아이(주),52400,Dec-17,102138313,78690358,33201588,88611593,71027247,30936054
코나아이(주),52400,Dec-18,89944015,71479479,50331696,84907813,68410888,47257531
코나아이(주),52400,Dec-19,121962894,89214759,35356665,120293820,86478798,30727192
코드네이처(주),78940,Dec-11,25614197,22086132,4766720,23373461,20794124,4122079
코드네이처(주),78940,Dec-12,18012525,14176052,3542526,15709843,12925203,2070009
코드네이처(주),78940,Dec-13,13130644,11173896,2753683,10722604,9859262,2446562
코드네이처(주),78940,Dec-14,8873203,8061179,667058,8873203,8061179,635241
코드네이처(주),78940,Dec-15,10911842,9798985,1184963,10911842,9798985,1709964
코드네이처(주),78940,Dec-16,8473811,7653579,2476391,4587725,4905813,1046677
코드네이처(주),78940,Dec-17,18635266,15173523,10229329,1624173,831765,1279033
코드네이처(주),78940,Dec-18,19629440,15549515,6040929,4102479,3437925,1946958
코드네이처(주),78940,Dec-19,42464830,35645824,5316433,30758360,27053161,2137527
코리아에프티(주),123410,Dec-11,,,,,,
코리아에프티(주),123410,Dec-12,240399443,188373363,34176264,133927667,117930212,19157677
코리아에프티(주),123410,Dec-13,262162949,204682308,34198076,141256702,119448691,17667728
코리아에프티(주),123410,Dec-14,275851450,216102300,36385736,159195799,135607500,17457198
코리아에프티(주),123410,Dec-15,310584638,252830643,43931469,164360424,140914788,24280839
코리아에프티(주),123410,Dec-16,366664070,304409695,45808566,157203553,136778608,24340768
코리아에프티(주),123410,Dec-17,348133702,298121379,49009670,147764685,127960014,25990158
코리아에프티(주),123410,Dec-18,387982326,336002817,45211417,172873729,147247882,22063292
코리아에프티(주),123410,Dec-19,438688446,379579787,50925388,196890338,171001853,22786789
코스맥스(주),192820,Dec-14,336230291,279794039,32098015,246823434,212805628,19462466
코스맥스(주),192820,Dec-15,533342718,445206083,52202283,372482451,315943516,28337301
코스맥스(주),192820,Dec-16,756963565,638858516,65489050,505504971,425382379,36818876
코스맥스(주),192820,Dec-17,883950014,772054338,76755551,528204487,471192514,38224532
코스맥스(주),192820,Dec-18,1259716816,1105005871,102372972,679385374,610262696,46988350
코스맥스(주),192820,Dec-19,1330652929,1147183005,129474788,739010731,639674431,59155686
코스맥스비티아이(주),44820,Dec-11,244001150,205493623,21636381,176879984,154465264,13831871
코스맥스비티아이(주),44820,Dec-12,312552367,258719472,27719078,215611296,186954620,16694972
코스맥스비티아이(주),44820,Dec-13,379008424,312977258,31217187,260700562,227050014,15644641
코스맥스비티아이(주),44820,Dec-14,135906971,105125142,23586696,4642553,0,4478834
코스맥스비티아이(주),44820,Dec-15,199869310,159245571,29364400,14441202,60000,8372904
코스맥스비티아이(주),44820,Dec-16,266924996,204118750,42648073,23281054,210250,17034096
코스맥스비티아이(주),44820,Dec-17,298287327,231586382,56565754,30646619,3457637,20784295
코스맥스비티아이(주),44820,Dec-18,438275251,349578584,64559872,56304791,21820753,26083116
코스맥스비티아이(주),44820,Dec-19,468352868,406430033,69255162,67200478,29411684,28092921
코스맥스엔비티(주),222040,Dec-15,77516374,57499318,9250986,74433251,56651344,6385790
코스맥스엔비티(주),222040,Dec-16,120781170,84564550,17449126,115869470,82378263,11961897
코스맥스엔비티(주),222040,Dec-17,136351049,99287911,25532387,121332945,87110839,13130888
코스맥스엔비티(주),222040,Dec-18,201729212,157004604,26738149,145785258,105047223,15076844
코스맥스엔비티(주),222040,Dec-19,194269355,177066685,27107854,146311047,115790110,13026660
코스모신소재(주),5070,Dec-11,,,,157586376,144322066,11675940
코스모신소재(주),5070,Dec-12,,,,129110920,128617410,11161185
코스모신소재(주),5070,Dec-13,,,,153281703,145413520,11149824
코스모신소재(주),5070,Dec-14,,,,149343499,149248094,13317705
코스모신소재(주),5070,Dec-15,,,,133424045,129362328,11090878
코스모신소재(주),5070,Dec-16,,,,190281005,175649826,9595537
코스모신소재(주),5070,Dec-17,,,,314604637,290562476,15566052
코스모신소재(주),5070,Dec-18,,,,534011298,501442825,17421439
코스모신소재(주),5070,Dec-19,,,,243904529,231752978,15772377
코스모화학(주),5420,Dec-11,,,,172362821,130294936,20865444
코스모화학(주),5420,Dec-12,,,,180206642,154679746,19965946
코스모화학(주),5420,Dec-13,315361574,298592735,30822303,162610083,154104186,19674879
코스모화학(주),5420,Dec-14,281848632,289179231,28813450,136173515,143599519,15498145
코스모화학(주),5420,Dec-15,250018823,262665654,26601070,121158817,137877366,15512592
코스모화학(주),5420,Dec-16,286513279,271804667,28689133,96237734,96160301,19095197
코스모화학(주),5420,Dec-17,431646980,382993015,27978396,110534450,87314269,11415384
코스모화학(주),5420,Dec-18,678093566,641968559,29876587,112397260,101429979,10123276
코스모화학(주),5420,Dec-19,406823040,382710862,29334922,122769404,107655403,10142121
코아스템(주),166480,Dec-15,18571079,12498993,4704422,4039200,2507696,3139675
코아스템(주),166480,Dec-16,17953024,12739672,6836995,2572013,2353736,3839930
코아스템(주),166480,Dec-17,18094301,14627771,8537191,2693442,2560207,4277330
코아스템(주),166480,Dec-18,22316891,18063485,8273974,2867071,2573253,4552029
코아스템(주),166480,Dec-19,24284457,19345172,10027674,3390123,2958070,7263945
코오롱글로벌(주),3070,Dec-11,1519722974,1345001080,195017042,1450229824,1296572063,174377073
코오롱글로벌(주),3070,Dec-12,4297307072,3934274512,369496139,3660114280,3357251239,321328216
코오롱글로벌(주),3070,Dec-13,3662760474,3330029603,310953692,3063287343,2781340941,266788955
코오롱글로벌(주),3070,Dec-14,3362945061,3075514525,280495012,2806792698,2560910012,242781211
코오롱글로벌(주),3070,Dec-15,3029125532,2762009953,225007352,3008626591,2760670685,200286399
코오롱글로벌(주),3070,Dec-16,3185076053,2893269333,231114802,3158033326,2888139331,204644932
코오롱글로벌(주),3070,Dec-17,3653606034,3322181716,258915149,3555315326,3252905038,219895265
코오롱글로벌(주),3070,Dec-18,3358253405,3048862687,232626705,3257681608,2977896494,190845218
코오롱글로벌(주),3070,Dec-19,3484145938,3112311422,246282562,3433751395,3085955979,210644042
코오롱생명과학(주),102940,Dec-11,,,,117192615,83536255,21076238
코오롱생명과학(주),102940,Dec-12,,,,141254378,95360360,23584758
코오롱생명과학(주),102940,Dec-13,,,,139611275,96249189,25022914
코오롱생명과학(주),102940,Dec-14,,,,130632845,97547665,23689647
코오롱생명과학(주),102940,Dec-15,,,,121175339,95284213,23708402
코오롱생명과학(주),102940,Dec-16,,,,158284401,109687693,30137713
코오롱생명과학(주),102940,Dec-17,,,,118102021,89453735,34193146
코오롱생명과학(주),102940,Dec-18,,,,132680189,121951288,45289907
코오롱생명과학(주),102940,Dec-19,,,,148541237,122982321,52101509
코오롱인더스트리(주),120110,Dec-11,5420116152,4035724080,982225520,4063828838,2969915704,792381174
코오롱인더스트리(주),120110,Dec-12,5312951445,4010600197,1008398751,4103325510,2969428124,876801486
코오롱인더스트리(주),120110,Dec-13,5261462866,3973906452,1055917717,3963412882,2859344340,906226097
코오롱인더스트리(주),120110,Dec-14,5337651914,4104025310,1064810885,3905571943,2861127775,893769598
코오롱인더스트리(주),120110,Dec-15,4856528774,3574543128,1001533825,3381053200,2319746069,821059169
코오롱인더스트리(주),120110,Dec-16,4562228487,3281693100,1003803742,3125539307,2087064911,814412847
코오롱인더스트리(주),120110,Dec-17,4607039926,3426332696,982730173,3210151211,2186720784,817317576
코오롱인더스트리(주),120110,Dec-18,4752579930,3636425917,971237702,3342150236,2390600134,797395811
코오롱인더스트리(주),120110,Dec-19,4407190444,3276089081,958153640,3222420900,2262495125,781573667
코오롱티슈진(주),950160,Dec-17,,,,3192234,1667132,42268467
코오롱티슈진(주),950160,Dec-18,,,,3785252,2421131,34304690
코오롱티슈진(주),950160,Dec-19,,,,3053313,2797844,44774456
코오롱플라스틱(주),138490,Dec-11,209195001,182689034,13080089,209195001,182689034,13037328
코오롱플라스틱(주),138490,Dec-12,230127378,204059803,15913423,230187953,204659372,15219064
코오롱플라스틱(주),138490,Dec-13,222889698,203383185,18242920,222784416,203457908,17817983
코오롱플라스틱(주),138490,Dec-14,245253565,218190505,21081598,244654923,218315505,20725517
코오롱플라스틱(주),138490,Dec-15,250392148,213670372,22534515,249178706,213205604,22243299
코오롱플라스틱(주),138490,Dec-16,238377365,195150102,25300137,236385899,194218596,24691702
코오롱플라스틱(주),138490,Dec-17,262242097,215018738,27612167,260080697,214030314,26678148
코오롱플라스틱(주),138490,Dec-18,321335265,274662529,27300325,318656793,272805577,26135542
코오롱플라스틱(주),138490,Dec-19,330284776,292269449,27709173,328380290,290804231,26354515
코웨이(주),21240,Dec-11,1824366638,580844990,955015692,1709867513,552005592,869174105
코웨이(주),21240,Dec-12,1992838137,678300742,1088390891,1806832626,605383221,973637125
코웨이(주),21240,Dec-13,2118341565,720983776,1058325441,1933731418,651664989,948850609
코웨이(주),21240,Dec-14,2160315531,726567159,1069319802,2013640836,673352110,962795690
코웨이(주),21240,Dec-15,2315242283,728843093,1123060003,2161297916,679472533,1018869615
코웨이(주),21240,Dec-16,2376328167,812176526,1225354188,2204534229,752622447,1083220525
