회사명,거래소코드,회계년도,매출액(IFRS연결),자산(IFRS연결),매출액(IFRS개별),자산(IFRS개별)
디엘건설(주),1880,Dec-19,,,1279913145,851719907
디와이(주),13570,Dec-11,727979501,551280039,595403578,414435419
디와이(주),13570,Dec-12,732853443,573458265,620726201,442459275
디와이(주),13570,Dec-13,751416855,615671769,618703243,470672058
디와이(주),13570,Dec-14,603455814,483293168,323017560,221547370
디와이(주),13570,Dec-15,642406589,700398787,111645530,249171024
디와이(주),13570,Dec-16,723372209,722400600,93337817,245094823
디와이(주),13570,Dec-17,822307324,739925050,113750311,241973962
디와이(주),13570,Dec-18,891001641,742531917,107663562,229062453
디와이(주),13570,Dec-19,854259224,754539001,95067214,226590191
디와이씨(주),310870,Dec-18,,,,
디와이씨(주),310870,Dec-19,,,,
디와이파워(주),210540,Dec-15,248499187,222371202,241871955,190970057
디와이파워(주),210540,Dec-16,229147680,228157938,199708114,184270096
디와이파워(주),210540,Dec-17,324494444,255124231,246924384,187923089
디와이파워(주),210540,Dec-18,385733961,258539786,251334638,195489819
디와이파워(주),210540,Dec-19,343476252,262634139,220098576,196186827
디와이피엔에프(주),104460,Dec-11,53682905,79261633,51300120,76689676
디와이피엔에프(주),104460,Dec-12,55754499,74578040,53733777,74639018
디와이피엔에프(주),104460,Dec-13,71253492,91731815,70661637,91591236
디와이피엔에프(주),104460,Dec-14,76657156,84215251,75121379,83756797
디와이피엔에프(주),104460,Dec-15,80220194,94319568,76926644,93457194
디와이피엔에프(주),104460,Dec-16,92322691,101081179,87094564,97395764
디와이피엔에프(주),104460,Dec-17,95411938,93786395,89973463,93861008
디와이피엔에프(주),104460,Dec-18,112079200,133139041,107754170,134738160
디와이피엔에프(주),104460,Dec-19,165590077,158275549,164600456,159266763
디젠스(주),113810,Dec-12,104960483,78779991,100981311,78978123
디젠스(주),113810,Dec-13,79935096,80844945,82914845,82671491
디젠스(주),113810,Dec-14,66294207,92969120,61334797,90721322
디젠스(주),113810,Dec-15,103246096,96349490,66804931,92200441
디젠스(주),113810,Dec-16,119949321,101471962,64607990,93545656
디젠스(주),113810,Dec-17,107691238,93967241,54509376,84480512
디젠스(주),113810,Dec-18,95045421,78396244,37236056,68891305
디젠스(주),113810,Dec-19,79328540,79054294,39689484,70718569
디케이락(주),105740,Dec-11,,,50442374,66992085
디케이락(주),105740,Dec-12,,,46935646,82285786
디케이락(주),105740,Dec-13,,,54579058,88426122
디케이락(주),105740,Dec-14,,,59100586,98386974
디케이락(주),105740,Dec-15,,,54328977,97076616
디케이락(주),105740,Dec-16,,,52002047,97699789
디케이락(주),105740,Dec-17,,,53555421,99540146
디케이락(주),105740,Dec-18,,,66504620,109270704
디케이락(주),105740,Dec-19,,,74368076,123740059
라온시큐어(주),42510,Dec-11,9148873,21900886,8837632,21729023
라온시큐어(주),42510,Dec-12,13900552,29495923,13891915,29530651
라온시큐어(주),42510,Dec-13,16469649,16418207,16427863,16415973
라온시큐어(주),42510,Dec-14,11217066,14889035,11093613,14956921
라온시큐어(주),42510,Dec-15,12450442,16158817,12292742,16165012
라온시큐어(주),42510,Dec-16,16702451,16611679,16697461,16670532
라온시큐어(주),42510,Dec-17,21241383,20335912,21073046,20325288
라온시큐어(주),42510,Dec-18,24610372,27408823,24537193,26825938
라온시큐어(주),42510,Dec-19,30443294,51118782,28319235,49454967
라온피플(주),300120,Dec-19,,,30770552,65686253
램테크놀러지(주),171010,Dec-13,42973773,51927730,42982186,53177781
램테크놀러지(주),171010,Dec-14,23844840,57925891,24195874,60607812
램테크놀러지(주),171010,Dec-15,26438087,56732917,26564192,60063788
램테크놀러지(주),171010,Dec-16,24862603,49450807,23984932,53078214
램테크놀러지(주),171010,Dec-17,24427156,48362693,23653471,51911958
램테크놀러지(주),171010,Dec-18,32617077,48132792,30891264,51898719
램테크놀러지(주),171010,Dec-19,43411471,67037071,41182157,70357034
로스웰인터내셔널유한회사,900260,Dec-15,95460854,105599338,,
로스웰인터내셔널유한회사,900260,Dec-16,161246970,229152476,,
로스웰인터내셔널유한회사,900260,Dec-17,193307850,279787250,,
로스웰인터내셔널유한회사,900260,Dec-18,135563396,275382217,,
로스웰인터내셔널유한회사,900260,Dec-19,97722450,331367883,,
로체시스템즈(주),71280,Dec-11,,,57289285,56311794
로체시스템즈(주),71280,Dec-12,,,41001029,52551300
로체시스템즈(주),71280,Dec-13,,,66097694,64219924
로체시스템즈(주),71280,Dec-14,,,35169379,51443709
로체시스템즈(주),71280,Dec-15,,,74901959,56558734
로체시스템즈(주),71280,Dec-16,,,98858096,88640737
로체시스템즈(주),71280,Dec-17,337000209,85124180,337000209,85160079
로체시스템즈(주),71280,Dec-18,73998396,94517974,73998396,94541904
로체시스템즈(주),71280,Dec-19,79780176,120035002,79882256,119567692
롯데관광개발(주),32350,Dec-11,57925796,224758209,44177285,220028621
롯데관광개발(주),32350,Dec-12,57310602,142825011,41049913,137564509
롯데관광개발(주),32350,Dec-13,45116342,138782835,36131956,131381485
롯데관광개발(주),32350,Dec-14,42319676,145286658,37946992,136782015
롯데관광개발(주),32350,Dec-15,44668146,249000437,40079120,237872431
롯데관광개발(주),32350,Dec-16,50376420,362245686,46357657,351329619
롯데관광개발(주),32350,Dec-17,70291535,401786612,67062152,390424459
롯데관광개발(주),32350,Dec-18,76076009,506790646,71400517,503143005
롯데관광개발(주),32350,Dec-19,88449398,566146123,82196674,569712213
롯데쇼핑(주),23530,Dec-11,22253087551,33061119644,15181721989,22842330054
롯데쇼핑(주),23530,Dec-12,25043680472,36857044868,16121838219,24802591031
롯데쇼핑(주),23530,Dec-13,28211702494,38972565738,16562962460,26332000497
롯데쇼핑(주),23530,Dec-14,28099567272,40072325738,16111643380,26817978671
롯데쇼핑(주),23530,Dec-15,29127654925,40693366455,16177331527,26020706391
롯데쇼핑(주),23530,Dec-16,29526412572,41915906500,16042364597,25982810067
롯데쇼핑(주),23530,Dec-17,18179871101,27948488049,10571819537,22820866673
롯데쇼핑(주),23530,Dec-18,17820781435,26259308858,10217788016,21862436550
롯데쇼핑(주),23530,Dec-19,17622000488,33972615752,9695325161,26964266333
롯데정밀화학(주),4000,Dec-11,1333620735,1400452453,1333619886,1399557927
롯데정밀화학(주),4000,Dec-12,1431158801,1607875860,1430857079,1613366205
롯데정밀화학(주),4000,Dec-13,1314058359,1900117511,1313929675,1906316257
롯데정밀화학(주),4000,Dec-14,1210498129,1845960481,1211718026,1794605294
롯데정밀화학(주),4000,Dec-15,1161863357,1684225304,1162112864,1637407752
롯데정밀화학(주),4000,Dec-16,1110703818,1530938498,1110673838,1492501349
롯데정밀화학(주),4000,Dec-17,1159511374,1641304451,1157338009,1582474809
롯데정밀화학(주),4000,Dec-18,1371695611,1700030433,1370099269,1597498060
롯데정밀화학(주),4000,Dec-19,1311271455,1792685482,1310804146,1713829989
롯데정보통신(주),286940,Dec-18,811729801,703889698,691242008,599459449
롯데정보통신(주),286940,Dec-19,845658644,696683400,772283145,692199485
롯데제과(주),280360,Dec-17,404787472,1907043737,403486275,1851479505
롯데제과(주),280360,Dec-18,1694513272,2542673939,1586113348,2239784222
롯데제과(주),280360,Dec-19,2092996363,2716174956,1530146291,2327038487
롯데지주(주),4990,Dec-11,1854158120,3901265035,1521967420,3733217138
롯데지주(주),4990,Dec-12,1864492512,4024386750,1524226498,3852362097
롯데지주(주),4990,Dec-13,1976367369,4432215356,1610076953,4264781415
롯데지주(주),4990,Dec-14,2224764649,3997875210,1704596944,3903504556
롯데지주(주),4990,Dec-15,2257940963,4325868546,1775103212,4228827416
롯데지주(주),4990,Dec-16,2248263004,3991836441,1766907887,3848518300
롯데지주(주),4990,Dec-17,2376042286,21897058061,32165981,6187084323
롯데지주(주),4990,Dec-18,7271172032,27618347496,262939649,9156136129
롯데지주(주),4990,Dec-19,8856161430,15605750444,389710509,7796179618
롯데칠성음료(주),5300,Dec-11,2087238836,3599175580,1564310970,3491152247
롯데칠성음료(주),5300,Dec-12,2198585210,3750453523,2015764732,3673854093
롯데칠성음료(주),5300,Dec-13,2215921178,3958498274,2029594474,3838242494
롯데칠성음료(주),5300,Dec-14,2264041872,4099992951,2083653605,3945699034
롯데칠성음료(주),5300,Dec-15,2299159974,4381975017,2194880946,4243629687
롯데칠성음료(주),5300,Dec-16,2369469995,4650515641,2264211828,4468099191
롯데칠성음료(주),5300,Dec-17,2279282728,3486931134,2279282728,3431725841
롯데칠성음료(주),5300,Dec-18,2346277859,3311280027,2323272489,3201757367
롯데칠성음료(주),5300,Dec-19,2429527267,3256509992,2343169358,3184578603
롯데케미칼(주),11170,Dec-11,15700041941,10746607904,8463484253,8279107535
롯데케미칼(주),11170,Dec-12,15902803025,10372314247,9095887163,9500149213
롯데케미칼(주),11170,Dec-13,16438935363,10687663571,12273440416,9835072164
롯데케미칼(주),11170,Dec-14,14858969270,10322655619,11194207056,9643421504
롯데케미칼(주),11170,Dec-15,11713338201,11467808899,8471946292,10525249375
롯데케미칼(주),11170,Dec-16,13223540874,15866834170,8256999557,13785910589
롯데케미칼(주),11170,Dec-17,15874510690,19550971101,10149509820,15269369483
롯데케미칼(주),11170,Dec-18,16545013877,20799138833,10133832339,15201889279
롯데케미칼(주),11170,Dec-19,15123477948,20043105157,9179765914,14396226786
롯데하이마트(주),71840,Dec-11,3410556442,2768249520,3400328426,2767114867
롯데하이마트(주),71840,Dec-12,3221139239,2603494002,3212151434,2604670537
롯데하이마트(주),71840,Dec-13,3519060026,2755424265,3511022446,2751826284
롯데하이마트(주),71840,Dec-14,,,3754294610,2774637426
롯데하이마트(주),71840,Dec-15,,,3896136546,2905213285
롯데하이마트(주),71840,Dec-16,,,3939442418,3004858847
롯데하이마트(주),71840,Dec-17,,,4099341306,3204628140
롯데하이마트(주),71840,Dec-18,,,4112678443,3117063800
롯데하이마트(주),71840,Dec-19,,,4026463939,3107565421
리노공업(주),58470,Dec-11,,,66049988,112267695
리노공업(주),58470,Dec-12,,,75222218,130333629
리노공업(주),58470,Dec-13,,,80639505,147878926
리노공업(주),58470,Dec-14,,,93421913,166577596
리노공업(주),58470,Dec-15,,,99475355,188340682
리노공업(주),58470,Dec-16,,,112788734,216718692
리노공업(주),58470,Dec-17,,,141510913,246483656
리노공업(주),58470,Dec-18,,,150354373,282621920
리노공업(주),58470,Dec-19,,,170307405,325715904
마이크로로봇(주),182690,Dec-14,,,27900171,23631877
마이크로로봇(주),182690,Dec-15,,,46624440,27642085
마이크로로봇(주),182690,Dec-16,,,17467238,18049540
마이크로로봇(주),182690,Dec-17,8057153,15262962,8057153,14201398
마이크로로봇(주),182690,Dec-18,8763792,19873056,7255141,16569955
마이크로로봇(주),182690,Dec-19,12349999,26327325,5499071,23229645
매일유업(주),267980,Dec-17,,,881178353,590951466
매일유업(주),267980,Dec-18,1300580783,615716051,1300078234,616805801
매일유업(주),267980,Dec-19,1393256526,675195953,1391694716,678655992
매일홀딩스(주),5990,Dec-11,975884226,612054971,944370045,595268050
매일홀딩스(주),5990,Dec-12,1072324506,627705577,1052310731,609783618
매일홀딩스(주),5990,Dec-13,1364375404,724238997,1138184963,624659800
매일홀딩스(주),5990,Dec-14,1447943428,775120336,1202641189,657836342
매일홀딩스(주),5990,Dec-15,1542188438,835501699,1254426870,695273532
매일홀딩스(주),5990,Dec-16,1634719055,885607726,1328083406,749673545
매일홀딩스(주),5990,Dec-17,1638184378,887079138,6906877,345050518
매일홀딩스(주),5990,Dec-18,1490771227,848940513,10812463,347662416
매일홀딩스(주),5990,Dec-19,1590752386,956463233,12854674,365558877
메가스터디(주),72870,Dec-11,343569417,442245181,263065936,399829731
메가스터디(주),72870,Dec-12,327915415,465252554,226687916,419224754
메가스터디(주),72870,Dec-13,316833761,486736085,202874282,426553299
메가스터디(주),72870,Dec-14,324512001,574677180,202761118,441208760
메가스터디(주),72870,Dec-15,249366217,354407843,13949715,221986445
메가스터디(주),72870,Dec-16,150220408,360052342,31400547,230330391
메가스터디(주),72870,Dec-17,132088568,337641989,27930404,228578480
메가스터디(주),72870,Dec-18,134558060,366307610,31025052,241583105
메가스터디(주),72870,Dec-19,140193511,379554212,30030176,241942720
메가스터디교육(주),215200,Dec-15,,,125212291,228690459
메가스터디교육(주),215200,Dec-16,174518667,231823949,174483370,231671942
메가스터디교육(주),215200,Dec-17,252148376,284432992,218280260,264199888
메가스터디교육(주),215200,Dec-18,356852269,367190943,309143489,344042969
메가스터디교육(주),215200,Dec-19,437346200,432816425,381573797,393440649
메가엠디(주),133750,Dec-15,66935881,89660381,63370802,88203715
메가엠디(주),133750,Dec-16,65735834,91781522,59365177,89387256
메가엠디(주),133750,Dec-17,69201508,92317776,63163701,90508183
메가엠디(주),133750,Dec-18,75327657,100658989,68491327,96107954
메가엠디(주),133750,Dec-19,80374370,108321009,72011100,110000322
메디앙스(주),14100,Dec-11,,,181720883,82927013
메디앙스(주),14100,Dec-12,,,176919420,90451727
메디앙스(주),14100,Dec-13,154264011,85966108,153309173,84654825
메디앙스(주),14100,Dec-14,145287952,87913376,142904346,80548560
메디앙스(주),14100,Dec-15,136718088,91802767,132088424,84274303
메디앙스(주),14100,Dec-16,135940603,97596890,129154197,90111125
메디앙스(주),14100,Dec-17,120714400,99119508,114389397,86697910
메디앙스(주),14100,Dec-18,107796549,119530460,103209553,105933876
메디앙스(주),14100,Dec-19,97313127,139653596,91461744,131045453
메디포스트(주),78160,Dec-11,35538961,131794926,25335107,125167213
메디포스트(주),78160,Dec-12,40769622,137438650,28189644,129232196
메디포스트(주),78160,Dec-13,41504028,145771193,29429233,139708754
메디포스트(주),78160,Dec-14,41403421,185969420,29715215,182554881
메디포스트(주),78160,Dec-15,37570152,182932725,35089407,186606162
메디포스트(주),78160,Dec-16,28654162,179264591,28654162,183731165
메디포스트(주),78160,Dec-17,42249905,139069925,42249905,146918730
메디포스트(주),78160,Dec-18,44383628,175753120,44383628,173885776
메디포스트(주),78160,Dec-19,45810814,213719039,45803342,212985364
명문제약(주),17180,Dec-11,125619902,202503823,115039065,167007576
명문제약(주),17180,Dec-12,100538969,188337123,96381820,155915528
명문제약(주),17180,Dec-13,103723479,192410404,100202505,162382349
명문제약(주),17180,Dec-14,105420702,190660551,101402939,163714659
명문제약(주),17180,Dec-15,125100920,199417323,116329781,163571087
명문제약(주),17180,Dec-16,142179739,221075417,135252700,184682797
명문제약(주),17180,Dec-17,140137943,235076921,133974046,200258660
명문제약(주),17180,Dec-18,147498532,243065788,143020118,209009862
명문제약(주),17180,Dec-19,149346277,264441725,144064017,222581391
명성티엔에스(주),257370,Dec-18,39686597,65625538,39416468,65273860
명성티엔에스(주),257370,Dec-19,35008403,66256204,35162801,66098282
모바일어플라이언스(주),87260,Dec-17,54546061,53794348,48272893,53462805
모바일어플라이언스(주),87260,Dec-18,61528197,56868845,54201526,58015659
모바일어플라이언스(주),87260,Dec-19,44770460,50419989,41971601,51561822
모트렉스(주),118990,Dec-17,254864665,201503771,209489966,182561103
모트렉스(주),118990,Dec-18,212859110,436500670,161689686,213097838
모트렉스(주),118990,Dec-19,313649741,444300832,153246542,221967775
무림에스피(주),1810,Dec-11,,,155840828,250499313
무림에스피(주),1810,Dec-12,150595892,268712875,150595892,240605818
무림에스피(주),1810,Dec-13,223826381,278109598,154931928,245805032
무림에스피(주),1810,Dec-14,214187999,298154541,142937698,255297528
무림에스피(주),1810,Dec-15,211382337,295833576,136806398,256318453
무림에스피(주),1810,Dec-16,207075020,283841869,133949644,243710086
무림에스피(주),1810,Dec-17,203041163,305110804,131709509,257121910
무림에스피(주),1810,Dec-18,205437277,321892003,136849737,261903541
무림에스피(주),1810,Dec-19,137893618,298741272,135558122,260739484
무림페이퍼(주),9200,Dec-11,1028406975,2257628667,629138009,951984333
무림페이퍼(주),9200,Dec-12,1079338906,2224876903,477365506,837921385
무림페이퍼(주),9200,Dec-13,1137523495,2279635167,536399476,905982757
무림페이퍼(주),9200,Dec-14,1178011589,2157864369,569901104,890248164
무림페이퍼(주),9200,Dec-15,1156771667,2170261009,557322672,927912867
무림페이퍼(주),9200,Dec-16,1131454264,1904532338,477390703,857527203
무림페이퍼(주),9200,Dec-17,1034625039,1915712278,452156896,882796273
무림페이퍼(주),9200,Dec-18,1109066894,2014259668,482776100,916347907
무림페이퍼(주),9200,Dec-19,1123726500,2158547900,495818141,863356940
무림피앤피(주),9580,Dec-11,462978485,1218780361,462978485,1213818971
무림피앤피(주),9580,Dec-12,596810815,1237616644,596440374,1229315684
무림피앤피(주),9580,Dec-13,645897962,1231080132,642800010,1222252245
무림피앤피(주),9580,Dec-14,639399107,1149695432,635669851,1146703194
무림피앤피(주),9580,Dec-15,628513608,1168025790,625545844,1160060842
무림피앤피(주),9580,Dec-16,598616175,1095295628,596777573,1088800020
무림피앤피(주),9580,Dec-17,607920397,1102417266,605728871,1096148181
무림피앤피(주),9580,Dec-18,651176104,1355957771,649529027,1170634659
무림피앤피(주),9580,Dec-19,631256802,1350311527,591689335,1120943509
문배철강(주),8420,Dec-11,,,141816273,129650251
문배철강(주),8420,Dec-12,,,157456390,125759332
문배철강(주),8420,Dec-13,,,147635502,119792029
문배철강(주),8420,Dec-14,,,132335203,112624423
문배철강(주),8420,Dec-15,,,115219459,104199406
문배철강(주),8420,Dec-16,,,129929058,116458628
문배철강(주),8420,Dec-17,,,156033585,157705853
문배철강(주),8420,Dec-18,,,159405950,151748565
문배철강(주),8420,Dec-19,,,162552515,195251306
미디어젠(주),279600,Dec-19,13828290,30458965,13908713,30458965
미래나노텍(주),95500,Dec-11,274253517,268784807,257482343,271055154
미래나노텍(주),95500,Dec-12,333658254,344989371,302629600,317193709
미래나노텍(주),95500,Dec-13,278882884,341727066,250584591,321952176
미래나노텍(주),95500,Dec-14,223070056,273884267,201804400,264683540
미래나노텍(주),95500,Dec-15,233142461,286696422,206780765,242220840
미래나노텍(주),95500,Dec-16,314545248,298437466,203833950,249131328
미래나노텍(주),95500,Dec-17,280596433,284168144,165134109,243228958
미래나노텍(주),95500,Dec-18,278108926,303408549,180343067,269690703
미래나노텍(주),95500,Dec-19,289734267,315964482,188761971,278582759
미래산업(주),25560,Dec-11,73769043,126114458,73769043,125601400
미래산업(주),25560,Dec-12,33767221,96187992,33767221,95540495
미래산업(주),25560,Dec-13,34789441,75968359,34789441,75652197
미래산업(주),25560,Dec-14,24104427,64768918,24104427,64295849
미래산업(주),25560,Dec-15,25548220,70111792,26065228,69871814
미래산업(주),25560,Dec-16,23311149,84503325,22835070,84919498
미래산업(주),25560,Dec-17,34478511,84456717,34325424,84848948
미래산업(주),25560,Dec-18,34499216,68651324,33211399,68007413
미래산업(주),25560,Dec-19,27691977,74810112,28484409,74441922
미스터블루(주),207760,Dec-14,,,,
미스터블루(주),207760,Dec-15,,,17091215,30026957
미스터블루(주),207760,Dec-16,24032241,34501122,23351070,34038837
미스터블루(주),207760,Dec-17,30160717,37985827,27377847,36543288
미스터블루(주),207760,Dec-18,30977078,44276627,26137017,42399965
미스터블루(주),207760,Dec-19,63888589,62303334,25917073,44816390
미원상사(주),2840,Dec-11,139680161,148263212,132396135,124382606
미원상사(주),2840,Dec-12,182376882,181453952,153041657,155830789
미원상사(주),2840,Dec-13,235226498,226444664,151511301,171064433
미원상사(주),2840,Dec-14,247218929,228635451,156514385,161860081
미원상사(주),2840,Dec-15,239436981,231194650,152765665,165620884
미원상사(주),2840,Dec-16,301744698,329573660,166036055,208814456
미원상사(주),2840,Dec-17,318655533,290102776,174705015,202286503
미원상사(주),2840,Dec-18,328648414,245546856,210677689,224734854
미원상사(주),2840,Dec-19,249991190,280693590,237623261,259823451
미원스페셜티케미칼(주),268280,Dec-17,,,208335668,220199886
미원스페셜티케미칼(주),268280,Dec-18,,,360434685,276673706
미원스페셜티케미칼(주),268280,Dec-19,377850724,311855159,377850724,311725639
미원홀딩스(주),107590,Dec-11,202554886,118613059,204395095,117655091
미원홀딩스(주),107590,Dec-12,238777118,147898036,234564135,146977503
미원홀딩스(주),107590,Dec-13,263342862,182542811,255558769,178645698
미원홀딩스(주),107590,Dec-14,273941342,203526514,266942325,197500917
미원홀딩스(주),107590,Dec-15,270442315,224340447,256013856,217475248
미원홀딩스(주),107590,Dec-16,287756595,254837540,271602052,245423890
미원홀딩스(주),107590,Dec-17,117568146,163827190,981522,122384142
미원홀딩스(주),107590,Dec-18,141970840,222015479,4029185,150549656
미원홀딩스(주),107590,Dec-19,188376779,315171350,2198283,177192717
미원화학(주),134380,Dec-11,,,121172921,73108213
미원화학(주),134380,Dec-12,,,121285087,73859719
미원화학(주),134380,Dec-13,,,144246654,82110790
미원화학(주),134380,Dec-14,,,151806783,90882280
미원화학(주),134380,Dec-15,,,145730165,96403994
미원화학(주),134380,Dec-16,,,139901001,98229529
미원화학(주),134380,Dec-17,,,151063207,95655842
미원화학(주),134380,Dec-18,,,146485072,97808459
미원화학(주),134380,Dec-19,,,154724322,119057544
미창석유공업(주),3650,Dec-11,,,397739650,194067727
미창석유공업(주),3650,Dec-12,,,410608526,203119301
미창석유공업(주),3650,Dec-13,,,370332622,206853939
미창석유공업(주),3650,Dec-14,,,355665836,215671275
미창석유공업(주),3650,Dec-15,,,309317376,251659948
미창석유공업(주),3650,Dec-16,,,280598373,280205806
미창석유공업(주),3650,Dec-17,,,313159052,280843555
미창석유공업(주),3650,Dec-18,,,316299560,283167976
미창석유공업(주),3650,Dec-19,323727562,295367498,323727562,284061291
바디텍메드(주),206640,Dec-14,,,,
바디텍메드(주),206640,Dec-15,39821415,71705073,39833607,72490783
바디텍메드(주),206640,Dec-16,54974499,90791628,47124743,83106647
바디텍메드(주),206640,Dec-17,52593957,108166357,45622779,102705070
바디텍메드(주),206640,Dec-18,66204377,103442304,56588375,99394310
바디텍메드(주),206640,Dec-19,72798657,101262190,61615302,95067231
바이온(주),32980,Jun-11,16936511,21903823,15112472,20188275
바이온(주),32980,Jun-12,13977369,21531274,12160372,20012529
바이온(주),32980,Jun-13,13887607,13665432,12096928,11963885
바이온(주),32980,Jun-14,12970024,25105101,11116152,21562083
바이온(주),32980,Dec-15,16711899,26495245,12517748,25188505
바이온(주),32980,Dec-16,27926136,45692243,19209784,42761616
바이온(주),32980,Dec-17,19075365,55140410,12395740,52735088
바이온(주),32980,Dec-18,35046599,78212263,16509980,66437461
바이온(주),32980,Dec-19,19624333,61758367,10407615,52636731
백광산업(주),1340,Dec-11,384403747,422390740,373321899,406572542
백광산업(주),1340,Dec-12,,,403984893,485691345
백광산업(주),1340,Dec-13,,,384095759,502627238
백광산업(주),1340,Dec-14,,,329755960,449205565
백광산업(주),1340,Dec-15,,,129196823,309667229
백광산업(주),1340,Dec-16,,,134659356,280792568
백광산업(주),1340,Dec-17,,,144980616,280019987
백광산업(주),1340,Dec-18,,,175487657,297711550
백광산업(주),1340,Dec-19,168389466,328845193,168528542,328962738
범양건영(주),2410,Dec-11,149700353,297418155,149700353,302947159
범양건영(주),2410,Dec-12,70088284,180109404,70088284,178835795
범양건영(주),2410,Dec-13,,,49243025,33682085
범양건영(주),2410,Dec-14,,,48447220,28056093
범양건영(주),2410,Dec-15,65525475,79199448,65525475,59895159
범양건영(주),2410,Dec-16,108950471,121941346,104664078,92552833
범양건영(주),2410,Dec-17,136834745,123980567,130881462,94061387
범양건영(주),2410,Dec-18,155644035,118354421,150468452,89436364
범양건영(주),2410,Dec-19,276111459,138462330,272050582,110964761
베뉴지(주),19010,Dec-11,136655742,549465775,110895027,482047708
베뉴지(주),19010,Dec-12,102638049,398070286,88747264,385698628
베뉴지(주),19010,Dec-13,64045595,372267130,63028665,368845893
베뉴지(주),19010,Dec-14,67101046,389728896,68869863,393516957
베뉴지(주),19010,Dec-15,68375490,391768070,68196831,363008603
베뉴지(주),19010,Dec-16,69749225,413066036,67043799,337702252
베뉴지(주),19010,Dec-17,67532565,436514528,64328989,344904371
베뉴지(주),19010,Dec-18,52390338,561297826,46502971,388576981
베뉴지(주),19010,Dec-19,58970705,578404448,44370185,401722903
보성파워텍(주),6910,Dec-11,74580019,80846089,74783065,80786134
보성파워텍(주),6910,Dec-12,105001358,97602031,104828722,97309916
보성파워텍(주),6910,Dec-13,103215659,92473550,101569159,91785176
보성파워텍(주),6910,Dec-14,89570792,84509243,88346084,83866353
보성파워텍(주),6910,Dec-15,76540735,93504569,76398955,92908043
보성파워텍(주),6910,Dec-16,72009826,128713105,69569604,127839773
보성파워텍(주),6910,Dec-17,75923274,123621808,75383741,120799905
보성파워텍(주),6910,Dec-18,105740259,124282591,105639646,123827686
보성파워텍(주),6910,Dec-19,111682204,125593380,111651303,125565648
보해양조(주),890,Dec-11,130260583,244226095,126181323,235698398
보해양조(주),890,Dec-12,120935397,235749476,116109662,230490919
보해양조(주),890,Dec-13,119707496,212987533,114926130,208134658
보해양조(주),890,Dec-14,122447199,209895824,118793025,210456522
보해양조(주),890,Dec-15,123791144,218462898,122900603,218856563
보해양조(주),890,Dec-16,115522342,218917157,114987352,218046465
보해양조(주),890,Dec-17,99566414,217823364,98851469,217378306
보해양조(주),890,Dec-18,82004392,200457249,81442710,200517920
보해양조(주),890,Dec-19,76011205,163069254,76002469,162933128
부광약품(주),3000,Mar-11,,,180621167,251539303
부광약품(주),3000,Dec-12,,,147525248,247919262
부광약품(주),3000,Dec-13,,,130794937,228213314
부광약품(주),3000,Dec-14,141687310,236817512,141347310,234547293
부광약품(주),3000,Dec-15,142132090,253660191,141567739,260531867
부광약품(주),3000,Dec-16,138617594,237634086,142017353,249333787
부광약품(주),3000,Dec-17,150743454,236229626,150015833,253350818
부광약품(주),3000,Dec-18,194223518,493615375,192540298,506562897
부광약품(주),3000,Dec-19,168193616,388534557,165993097,400104005
부국철강(주),26940,Dec-11,,,279494928,144303661
부국철강(주),26940,Dec-12,,,298697101,140117868
부국철강(주),26940,Dec-13,,,244875798,137818881
부국철강(주),26940,Dec-14,,,184214463,125858272
부국철강(주),26940,Dec-15,,,165617436,120222230
부국철강(주),26940,Dec-16,,,140175192,121540261
부국철강(주),26940,Dec-17,,,146118525,129693768
부국철강(주),26940,Dec-18,,,142352894,123795692
부국철강(주),26940,Dec-19,,,132264146,122258588
부산산업(주),11390,Dec-11,75739356,108216597,21645435,44099882
부산산업(주),11390,Dec-12,60063968,103165018,29684383,44296154
부산산업(주),11390,Dec-13,109190468,114234080,31797779,46204678
부산산업(주),11390,Dec-14,90557095,113958304,27921456,45137523
부산산업(주),11390,Dec-15,109323138,114238771,31629602,45044640
부산산업(주),11390,Dec-16,122946730,122608820,32206767,46325717
부산산업(주),11390,Dec-17,117787064,125374530,34468374,47148696
부산산업(주),11390,Dec-18,119399948,133607586,34275893,48826138
부산산업(주),11390,Dec-19,140962863,135954198,23706250,45393456
부산주공(주),5030,Dec-11,,,178797725,214468630
부산주공(주),5030,Dec-12,,,197973626,221794773
부산주공(주),5030,Dec-13,,,194220302,234266419
부산주공(주),5030,Dec-14,,,202423779,254414152
부산주공(주),5030,Dec-15,,,192131855,260186077
부산주공(주),5030,Dec-16,,,179589090,275967623
부산주공(주),5030,Dec-17,,,190695746,301027472
부산주공(주),5030,Dec-18,,,203828941,305453048
부산주공(주),5030,Dec-19,,,204597345,282063934
브릿지바이오테라퓨틱스(주),288330,Dec-19,58283297,79737130,58283297,79952343
비디아이(주),148140,Dec-17,94899277,96901241,94899277,96808434
비디아이(주),148140,Dec-18,85738787,148068120,85647878,147961826
비디아이(주),148140,Dec-19,128590481,147695816,128590481,147715492
비에이치아이(주),83650,Dec-11,244437760,369864133,238889763,370148861
비에이치아이(주),83650,Dec-12,502109453,586250781,500641329,580808251
비에이치아이(주),83650,Dec-13,621316992,569988111,616881645,562341517
비에이치아이(주),83650,Dec-14,506813904,547069531,495070960,535614939
비에이치아이(주),83650,Dec-15,356421041,455429507,353502050,456276362
