회사명,거래소코드,회계년도,[제조]CASH FLOW 대 차입금비율(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결),[제조]      장기차입금(*)(IFRS연결),[제조]      단기차입금(*)(IFRS연결),[제조]         유동성장기차입금(IFRS연결),[제조]영업활동으로 인한 현금흐름(간접법)(*)(IFRS),[제조]      장기차입금(*)(IFRS),[제조]      단기차입금(*)(IFRS),[제조]         유동성장기차입금(IFRS)
엔피씨(주),004250,2019/12,54.91,40289811,14432800,51561721,1340200,50851579,12943800,32472523,499200
엘브이엠씨홀딩스(주),900140,2011/12,0,-6540615,0,0,0,,,,
엘브이엠씨홀딩스(주),900140,2012/12,-7.49,4839339,0,11363575,0,,,,
엘브이엠씨홀딩스(주),900140,2013/12,-23.89,-26090276,0,6637805,0,,,,
엘브이엠씨홀딩스(주),900140,2014/12,-50.14,-74724956,1500000,41255315,0,,,,
엘브이엠씨홀딩스(주),900140,2015/12,-32.58,-18629500,0,72392923,0,,,,
엘브이엠씨홀딩스(주),900140,2016/12,-4.72,3647129,0,87472413,0,,,,
엘브이엠씨홀딩스(주),900140,2017/12,5.94,16774730,28311408,95908600,0,,,,
엘브이엠씨홀딩스(주),900140,2018/12,3.78,697578,36981690,100299219,24411615,,,,
엘브이엠씨홀딩스(주),900140,2019/12,4.92,26463277,25077210,86046866,21910733,,,,
엘비세미콘(주),061970,2011/12,,,,,,2136376,37947044,20803282,13466222
엘비세미콘(주),061970,2012/12,,,,,,21492046,56627040,33905975,11726636
엘비세미콘(주),061970,2013/12,,,,,,20119486,84251860,36030219,17373040
엘비세미콘(주),061970,2014/12,,,,,,23865856,60078820,35203842,31373040
엘비세미콘(주),061970,2015/12,,,,,,29938289,39226100,45643972,17552720
엘비세미콘(주),061970,2016/12,,,,,,49346631,26135660,40577974,13090440
엘비세미콘(주),061970,2017/12,,,,,,27903655,28045200,49896813,16423760
엘비세미콘(주),061970,2018/12,42.61,68549065,70474670,55000000,26335043,51557972,61667157,55000000,26335043
엘비세미콘(주),061970,2019/12,41.73,96092406,84679309,68567720,27110356,66720857,70574877,68567720,26258920
엘아이지넥스원(주),079550,2015/12,65.34,8989969,4829020,49900000,770240,9657829,4829020,49900000,770240
엘아이지넥스원(주),079550,2016/12,-18.93,-107674120,3237630,255800000,1591390,-108017009,3237630,255800000,1591390
엘아이지넥스원(주),079550,2017/12,-14.13,-36377778,88771340,260000000,11491290,-35598937,88771340,260000000,11491290
엘아이지넥스원(주),079550,2018/12,,,,,,-113998987,67934177,236000000,62299830
엘아이지넥스원(주),079550,2019/12,23.84,151004956,71788577,25922000,37536696,150401628,71344577,25000000,37268696
엘에스전선아시아(주),229640,2016/12,26.04,25659272,0,39555107,0,5816984,0,0,0
엘에스전선아시아(주),229640,2017/12,18.38,-7410467,10000000,39636705,0,4601247,10000000,0,0
엘에스전선아시아(주),229640,2018/12,11.55,20585179,10000000,47023678,0,6110423,10000000,0,0
엘에스전선아시아(주),229640,2019/12,-1.21,-22782994,1470000,78551137,10000000,4572781,1470000,0,10000000
엘지디스플레이(주),034220,2011/12,92.72,3665858000,1378363000,22200000,4488000,3103718000,1370000000,0,4188000
엘지디스플레이(주),034220,2012/12,92.41,4569695000,1396110000,35739000,54696000,4420386000,1396110000,0,54696000
엘지디스플레이(주),034220,2013/12,104.47,3584773000,999959000,21090000,4596000,3938855000,999959000,0,4596000
엘지디스플레이(주),034220,2014/12,75.92,2864521000,1294289000,223626000,2884000,2566399000,499092000,219839000,2884000
엘지디스플레이(주),034220,2015/12,66.18,2726577000,1526446000,0,1460000,1596311000,671791000,0,1460000
엘지디스플레이(주),034220,2016/12,66.62,3640906000,2599799000,113209000,1069000,1719626000,1673915000,113209000,1069000
엘지디스플레이(주),034220,2017/12,92.85,6764201000,2644189000,0,200664000,4271814000,1653033000,0,200664000
엘지디스플레이(주),034220,2018/12,65.71,4484123000,5232271000,0,150651000,3685474000,3326744000,0,150651000
엘지디스플레이(주),034220,2019/12,26.5,2706545000,8799677000,696793000,638048000,1792225000,4319269000,347340000,638048000
엘지전자(주),066570,2011/12,11.69,1730067000,2243218000,1673417000,548830000,513986000,2110000000,325033000,420660000
엘지전자(주),066570,2012/12,26.9,1751438000,2371423000,1161730000,337568000,1085714000,2152500000,230434000,337500000
엘지전자(주),066570,2013/12,21.51,2210902000,1914366000,903798000,1346821000,1017055000,1195000000,19689000,957500000
엘지전자(주),066570,2014/12,23.55,2029186000,2131877000,1164790000,286310000,663306000,1237500000,100000000,257500000
엘지전자(주),066570,2015/12,26.33,2618775000,2244982000,910031000,315951000,676441000,1750000000,0,77500000
엘지전자(주),066570,2016/12,33.36,3157990000,2199764000,596541000,390668000,2164506000,1690000000,0,190000000
엘지전자(주),066570,2017/12,28.17,2166270000,2864425000,314246000,140500000,692810000,2177140000,127925000,0
엘지전자(주),066570,2018/12,30.77,4541566000,4241936000,293221000,87760000,1816681000,2596536000,0,25000000
엘지전자(주),066570,2019/12,36.55,3689164000,3908525000,271541000,410329000,349064000,2687110000,233537000,178679000
엘컴텍(주),037950,2011/12,9.95,-3192925,5339990,77054557,1249930,869789,2839990,68622595,1249930
엘컴텍(주),037950,2012/12,-7.85,-12660690,1400000,73876057,0,-13162223,1400000,66089893,0
엘컴텍(주),037950,2013/12,-29.35,-2216648,0,16804245,0,-2279536,0,7000000,0
엘컴텍(주),037950,2014/12,-12.73,-3424875,4806117,17246375,0,4908892,0,12780179,0
엘컴텍(주),037950,2015/12,-2.21,2717819,3469896,11576325,937600,5500742,0,9500000,0
엘컴텍(주),037950,2016/12,215.19,15192601,1202267,1992490,0,15429168,0,0,0
엘컴텍(주),037950,2017/12,352.48,4170901,1889650,857120,0,6120172,0,0,0
엘컴텍(주),037950,2018/12,171.29,4945349,1542978,0,1118100,5508246,0,0,0
엘컴텍(주),037950,2019/12,103.94,6865691,2755564,2926240,0,8433002,0,2000000,0
엘티씨(주),170920,2013/12,,,,,,19168102,0,0,500000
엘티씨(주),170920,2014/12,251.74,7108108,0,2823553,0,11280896,0,2280000,0
엘티씨(주),170920,2015/12,30.84,10325876,7972000,20291513,0,12819373,5039000,8120000,0
엘티씨(주),170920,2016/12,10.14,-1091296,23414000,18779890,550000,-1126517,20481000,8120000,550000
엘티씨(주),170920,2017/12,3.53,4467418,20982619,19385460,4283000,4490429,20982619,9920000,1350000
엘티씨(주),170920,2018/12,15.57,12891812,19284917,17319762,15509883,4061525,10242664,9520000,10846883
엘티씨(주),170920,2019/12,14.47,4826094,16434208,27066441,13823000,11171624,6639548,17120000,10250000
엠에프엠코리아(주),323230,2019/12,,,,,,,,,
엠케이전자(주),033160,2011/12,14,21555124,0,132071135,0,22478276,0,109952257,0
엠케이전자(주),033160,2012/12,20.76,22245717,0,105476014,0,26496175,0,78781830,0
엠케이전자(주),033160,2013/12,13.22,20852386,0,162955465,0,28406122,0,83156524,0
엠케이전자(주),033160,2014/12,7.66,6904279,0,181198639,0,19639554,0,71194560,0
엠케이전자(주),033160,2015/12,3.28,13732119,48707973,265648253,0,15288204,0,103671600,0
엠케이전자(주),033160,2016/12,-10.27,-120196945,0,354384896,14307438,11355909,0,111664300,0
엠케이전자(주),033160,2017/12,-38.85,-87246830,0,253512804,13500000,6035414,0,108799200,0
엠케이전자(주),033160,2018/12,-6.2,50796085,1490427,289285301,2981973,3579661,0,143706800,0
엠케이전자(주),033160,2019/12,3.5,-29661836,510732,299763797,1543347,2344086,510732,148821933,0
영보화학(주),014440,2011/12,31.15,11662517,11784520,17471481,8186520,8119623,8866520,17471481,8066520
영보화학(주),014440,2012/12,25.2,7894255,2700000,25015764,11084520,8485256,700000,25015764,8166520
영보화학(주),014440,2013/12,28.26,14355426,5200000,31043903,3118000,12153952,2500000,31043903,200000
영보화학(주),014440,2014/12,31.24,12946705,9250000,30000000,4450000,7697559,4300000,30000000,4200000
영보화학(주),014440,2015/12,51.7,23452126,4850000,26000000,4350000,18338437,100000,26000000,4200000
영보화학(주),014440,2016/12,76.08,20296039,2150000,24000000,2600000,13646466,0,24000000,0
영보화학(주),014440,2017/12,380.3,15071480,2500000,0,2150000,17287501,0,0,0
영보화학(주),014440,2018/12,320.26,14072055,0,0,4550000,9532581,0,0,0
영보화학(주),014440,2019/12,74.59,4508819,0,7671241,4500000,16096595,0,0,0
영신금속공업(주),007530,2011/12,,,,,,-1282184,16957860,11224758,3073280
영신금속공업(주),007530,2012/12,,,,,,47708,17692950,17224781,6064910
영신금속공업(주),007530,2013/12,5.18,2245225,14274790,22622100,6473460,2473918,13219490,22622100,6473460
영신금속공업(주),007530,2014/12,5.61,3204970,15250000,22750000,10605450,3443970,15250000,22750000,5109450
영신금속공업(주),007530,2015/12,6.05,3914462,27669400,26258333,4879000,6313328,16887000,26258333,4879000
영신금속공업(주),007530,2016/12,1.99,-1112740,27333903,35722365,7333061,2693237,14570375,35722365,6262750
영신금속공업(주),007530,2017/12,-4.41,-5936341,24810299,46268522,8815091,-4453365,15590000,46268522,6353550
영신금속공업(주),007530,2018/12,1.22,7650779,20955014,32967742,8397732,9295865,13869000,32967742,5821000
영신금속공업(주),007530,2019/12,12.62,8470032,11080747,36634081,11704999,5028686,6361000,36634081,9008000
영진약품(주),003520,2011/12,,,,,,8496954,9036400,18300000,503200
영진약품(주),003520,2012/12,,,,,,2379190,9624500,15000000,292900
영진약품(주),003520,2013/12,,,,,,5953588,3096283,13000000,4247217
영진약품(주),003520,2014/12,,,,,,6216131,5730187,12000000,1159847
영진약품(주),003520,2015/12,,,,,,8801551,13777330,12000000,1159107
영진약품(주),003520,2016/12,,,,,,3111937,12458333,9500000,616767
영진약품(주),003520,2017/12,,,,,,3151782,10291900,5700000,2166480
영진약품(주),003520,2018/12,,,,,,1274179,8125420,2000000,2166480
영진약품(주),003520,2019/12,,,,,,9282595,5958940,5700000,2166480
영풍정밀(주),036560,2011/12,,,,,,10642191,331857,0,34222
영풍정밀(주),036560,2012/12,,,,,,-666732,294300,0,37558
영풍정밀(주),036560,2013/12,,,,,,19664746,300614,0,21549
영풍정밀(주),036560,2014/12,,,,,,13399513,263802,0,36813
영풍정밀(주),036560,2015/12,,,,,,16102975,0,0,0
영풍정밀(주),036560,2016/12,,,,,,10324763,0,0,0
영풍정밀(주),036560,2017/12,,,,,,11341670,0,0,0
영풍정밀(주),036560,2018/12,,,,,,10592735,0,0,0
영풍정밀(주),036560,2019/12,,,,,,17505108,0,0,0
영풍제지(주),006740,2011/12,,,,,,3251717,5000000,0,0
영풍제지(주),006740,2012/12,,,,,,21977460,5000000,0,0
영풍제지(주),006740,2013/12,,,,,,2746223,4119039,0,602983
영풍제지(주),006740,2014/12,,,,,,7403711,3190085,1307661,981565
영풍제지(주),006740,2015/12,,,,,,251692,6729026,6193585,990678
영풍제지(주),006740,2016/12,,,,,,3529842,6254642,6695649,1000034
영풍제지(주),006740,2017/12,,,,,,3935903,252410,7930575,6014239
영풍제지(주),006740,2018/12,,,,,,26128056,0,6778763,1754875
영풍제지(주),006740,2019/12,113.58,7243447,0,5102670,1000000,7266884,0,5102670,1000000
영화금속(주),012280,2011/12,17.57,8784224,1164600,54840976,0,6267265,864600,38971356,0
영화금속(주),012280,2012/12,25.94,12984143,4208500,35786491,1956100,8988322,3908500,23416491,1956100
영화금속(주),012280,2013/12,48.54,16343305,991100,26000000,3217400,9834583,991100,19000000,2917400
영화금속(주),012280,2014/12,,,,,,11934343,6248700,21917586,742400
영화금속(주),012280,2015/12,,,,,,14779758,7381300,21861628,1117400
영화금속(주),012280,2016/12,,,,,,7000989,21582300,22541691,1095000
영화금속(주),012280,2017/12,,,,,,3884202,46664829,32000000,5016471
영화금속(주),012280,2018/12,,,,,,6755792,52195000,37642675,13100000
영화금속(주),012280,2019/12,,,,,,3357904,48510155,32000000,11094845
영화테크(주),265560,2017/12,139.93,7408623,2014574,2490950,396454,6336657,2014574,2000000,396454
영화테크(주),265560,2018/12,195.99,7067700,2316733,0,1376475,7927882,2316733,0,1376475
영화테크(주),265560,2019/12,113.3,1719839,1318136,1000000,1559862,1533482,1318136,1000000,1559862
예스이십사(주),053280,2011/12,0,11346440,0,0,0,11346440,0,0,0
예스이십사(주),053280,2012/12,,,,,,9235185,3750000,0,2250000
예스이십사(주),053280,2013/12,,,,,,-1534404,750000,0,3000000
예스이십사(주),053280,2014/12,18.79,16530329,15000000,62211996,10750000,8028892,15000000,7500000,750000
예스이십사(주),053280,2015/12,613.26,24748984,0,4035635,0,16131324,0,0,0
예스이십사(주),053280,2016/12,127.41,11447055,0,14205050,0,12764338,0,10000000,0
예스이십사(주),053280,2017/12,40.36,3692518,0,18756720,0,5556480,0,15000000,0
예스이십사(주),053280,2018/12,45.91,12592508,0,17735813,0,14461610,0,15000000,0
예스이십사(주),053280,2019/12,67.62,30080710,0,16821317,0,30965038,0,15000000,0
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2015/12,,6002637,0,9565565,0,,,,
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2016/12,270.36,23234036,0,8593696,0,,,,
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2017/12,520.62,36916446,0,5776845,0,,,,
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2018/12,1138.08,37177164,0,3255200,0,,,,
오가닉티코스메틱스홀딩스컴퍼니리미티드,900300,2019/12,1051.93,52001253,0,4238801,0,,,,
오로라월드(주),039830,2011/12,-3.92,-9968118,25691784,54599837,0,3597313,5766500,43823363,0
오로라월드(주),039830,2012/12,-0.86,8689652,21670188,50389358,2103402,5513910,4462917,33269975,892583
오로라월드(주),039830,2013/12,9.19,5587530,8471418,56281983,12951128,1688676,2638251,39901550,1758833
오로라월드(주),039830,2014/12,3.1,-606804,28161805,49482430,2607856,2982442,916002,41479021,1831999
오로라월드(주),039830,2015/12,5.96,10785345,20856127,53016771,11461167,7248712,4688000,40890337,976669
오로라월드(주),039830,2016/12,10.49,7796579,23984036,56754767,7837851,4299692,8634000,43139792,0
오로라월드(주),039830,2017/12,6.07,3893474,19840467,59924856,16541419,12402314,6800000,47273798,0
오로라월드(주),039830,2018/12,5.88,7507136,30271778,65742947,903773,5926643,6562500,52466854,0
오로라월드(주),039830,2019/12,12.83,20772752,23445823,68382044,14222258,15842235,10612500,57448303,0
오상자이엘(주),053980,2011/12,27.97,1262799,0,9480388,0,-1398968,0,3980000,0
오상자이엘(주),053980,2012/12,25.82,7571567,11844500,5264315,0,6836053,6900000,5264315,0
오상자이엘(주),053980,2013/12,37.61,4239092,7105126,5292876,3305126,3722744,6000000,5292876,0
오상자이엘(주),053980,2014/12,22.66,3321608,4119406,6244344,4271502,2233059,2499960,6244344,1666640
오상자이엘(주),053980,2015/12,33.04,3217370,2437137,3058128,4401246,3176184,833320,3058128,1666640
오상자이엘(주),053980,2016/12,26.28,5539599,1140491,14118405,1403566,5147626,0,11918405,833320
오상자이엘(주),053980,2017/12,12.41,-2071236,522011,12924555,522011,-4763013,0,10724555,0
오상자이엘(주),053980,2018/12,-1.49,1599625,0,15842464,0,587999,0,11606590,0
오상자이엘(주),053980,2019/12,12.83,2455603,0,15735924,0,50069,0,11578562,0
오성첨단소재(주),052420,2011/12,14.86,28994396,66774102,122997159,0,19332706,64046230,16205880,0
오성첨단소재(주),052420,2012/12,-1.93,-36347991,68086900,16300000,11725330,-36283557,68086900,16300000,11725330
오성첨단소재(주),052420,2013/12,-31.04,-7985305,25627852,0,0,-7856095,25627852,0,0
오성첨단소재(주),052420,2014/12,-22.6,-3529299,28304000,0,0,-3503379,28304000,0,0
오성첨단소재(주),052420,2015/12,-4.05,2622779,13152027,0,0,2667594,13152027,0,0
오성첨단소재(주),052420,2016/12,-9.73,-4169899,7951647,0,0,-4177379,8466288,0,0
오성첨단소재(주),052420,2017/12,-17.67,-6307504,7484840,0,815160,-6427190,7484840,0,815160
오성첨단소재(주),052420,2018/12,19.56,9467111,6619480,0,865360,9936938,6619480,0,865360
오성첨단소재(주),052420,2019/12,15.37,5345907,32436736,5000000,865360,7407495,9754120,5000000,865360
오션브릿지(주),241790,2016/12,,,,,,7259590,0,0,0
오션브릿지(주),241790,2017/12,25.05,2301035,962514,8224640,0,1700498,0,0,0
오션브릿지(주),241790,2018/12,205.38,29320758,0,7698244,0,28436555,0,0,0
오션브릿지(주),241790,2019/12,912.53,1144180,0,0,0,2152767,0,0,0
오스템임플란트(주),048260,2011/12,16.95,8506300,3487045,58828870,3572163,7874812,2000000,40600000,0
오스템임플란트(주),048260,2012/12,0.45,-7634134,9915054,82017308,0,6470718,8534000,45480000,0
오스템임플란트(주),048260,2013/12,12.96,32248032,19321509,73788271,0,30655975,18068000,39480000,0
오스템임플란트(주),048260,2014/12,34.5,37359704,12839683,86062435,0,35945842,11650500,55514000,0
오스템임플란트(주),048260,2015/12,44.73,35708216,5000000,50918750,2500000,49927247,5000000,49750500,2500000
오스템임플란트(주),048260,2016/12,28.6,40071691,29339027,75367018,6096167,33458698,27725087,74600000,5691667
오스템임플란트(주),048260,2017/12,25.79,46791359,62179882,81871450,8386000,68203447,60125000,80171200,8183333
오스템임플란트(주),048260,2018/12,24.13,41228205,35068481,87204937,43433111,52023495,32687556,86944800,43194444
오스템임플란트(주),048260,2019/12,19.29,67313029,158136164,91700225,8941694,73742171,131127194,91299551,7886361
올리패스(주),244460,2019/12,-55.54,-16754494,0,0,3040000,-12818171,0,0,3040000
올릭스(주),226950,2018/12,0,-8359442,0,0,0,-8357124,0,0,0
올릭스(주),226950,2019/12,-4288.29,-10733213,0,0,0,-8668281,0,0,0
옴니시스템(주),057540,2011/12,6.39,-1157054,3102650,11212247,695320,57091,2836000,6800000,192000
옴니시스템(주),057540,2012/12,-27.6,-4470918,144000,9591620,458650,-823565,144000,6000000,192000
옴니시스템(주),057540,2013/12,-17.53,2333888,0,5951562,144000,3363059,0,2845597,144000
옴니시스템(주),057540,2014/12,71.3,8760787,3000000,4780269,0,6327382,3000000,3650000,0
옴니시스템(주),057540,2015/12,50.93,8555628,6500000,10500000,0,5444275,6500000,8500000,0
옴니시스템(주),057540,2016/12,19.34,-1401374,5500000,13000000,0,-1854297,5500000,13000000,0
옴니시스템(주),057540,2017/12,29.94,13079288,5450000,12050000,2000000,12156074,3500000,12000000,0
옴니시스템(주),057540,2018/12,22.54,-522763,9450000,10100000,500000,-1817721,7600000,10000000,500000
옴니시스템(주),057540,2019/12,-15.08,-5127867,3194910,6530000,525090,-4667709,1574910,6000000,525090
옵티시스(주),109080,2011/12,,,,,,4435867,1443833,300000,472633
옵티시스(주),109080,2012/12,,,,,,2566894,4024779,300000,108039
옵티시스(주),109080,2013/12,,,,,,2053024,1106350,0,2913606
옵티시스(주),109080,2014/12,,,,,,4920864,0,2900000,0
옵티시스(주),109080,2015/12,,,,,,3732885,0,2900000,0
옵티시스(주),109080,2016/12,,,,,,3871391,0,2000000,0
옵티시스(주),109080,2017/12,,,,,,2636300,0,1500000,0
옵티시스(주),109080,2018/12,,,,,,3125514,0,1500000,0
옵티시스(주),109080,2019/12,,,,,,2148996,0,1500000,0
와이더블유(주),051390,2011/12,69331.6,7835275,0,11301,0,8719215,0,0,0
와이더블유(주),051390,2012/12,71.72,7178585,6000000,4009493,0,6441440,6000000,4000000,0
와이더블유(주),051390,2013/12,77.13,8246817,6000000,4000000,0,8107114,6000000,4000000,0
와이더블유(주),051390,2014/12,20.13,-4220843,0,4000000,6000000,-4035790,0,4000000,6000000
와이더블유(주),051390,2015/12,-24.47,-5077827,9000000,10000000,0,-4691583,9000000,10000000,0
와이더블유(주),051390,2016/12,-26.47,-4785044,14631000,4000000,0,-4800010,14631000,4000000,0
와이더블유(주),051390,2017/12,-2.5,3761679,2131000,5800000,12500000,3910117,2131000,5800000,12500000
와이더블유(주),051390,2018/12,7.91,-530452,9215500,5800000,5415500,-854285,9215500,5800000,5415500
와이더블유(주),051390,2019/12,22.71,9712126,9000000,11000000,215500,10061650,9000000,11000000,215500
와이아이케이(주),232140,2015/12,,,,,,,,,
와이아이케이(주),232140,2016/12,,,,,,,,,
와이아이케이(주),232140,2017/12,30.26,2889081,7546200,2000000,0,2578533,7546200,2000000,0
와이아이케이(주),232140,2018/12,54.56,44267774,9737976,6000000,0,34287266,7546200,0,0
와이아이케이(주),232140,2019/12,38.03,-2942499,10177340,10000000,289680,-5220667,7546200,4000000,0
와이엠씨(주),155650,2012/12,,,,,,7067540,5079550,570450,0
와이엠씨(주),155650,2013/12,132.32,6795521,4329040,749960,0,7109388,4329040,749960,0
와이엠씨(주),155650,2014/12,80.95,4514535,4675511,2310316,0,4337465,3254080,1074960,0
와이엠씨(주),155650,2015/12,70.55,6517049,3606863,4211050,0,7493510,2131700,607380,0
와이엠씨(주),155650,2016/12,142.73,20703618,5727753,3807922,0,19527106,4268100,363600,0
와이엠씨(주),155650,2017/12,876.57,55057875,1307180,3014308,0,52374226,454500,363600,0
와이엠씨(주),155650,2018/12,573.25,-7966977,607158,2195730,0,-8380533,0,0,0
와이엠씨(주),155650,2019/12,-568.93,-10980127,0,0,0,-12232793,0,0,0
와이엠티(주),251370,2017/12,26.11,8157296,20157380,8962000,5546440,-1611539,13780880,8830000,5444440
와이엠티(주),251370,2018/12,32.29,17598869,15336440,8330000,9320940,7916544,12336440,8330000,5944440
와이엠티(주),251370,2019/12,31.56,13741260,7630000,8830000,18006440,78725,9130000,8830000,11706440
와토스코리아(주),079000,2011/12,,,,,,4879362,0,0,0
와토스코리아(주),079000,2012/12,,,,,,1489349,0,0,0
와토스코리아(주),079000,2013/12,,,,,,2619252,0,0,0
와토스코리아(주),079000,2014/12,,,,,,5905630,0,0,0
와토스코리아(주),079000,2015/12,,,,,,5135408,0,0,0
와토스코리아(주),079000,2016/12,,,,,,3864995,0,0,0
와토스코리아(주),079000,2017/12,,,,,,5315505,0,0,0
와토스코리아(주),079000,2018/12,,,,,,5143689,0,0,0
와토스코리아(주),079000,2019/12,,,,,,1661497,0,0,0
우리바이오(주),082850,2011/12,9.24,8364839,44442446,28786405,24647556,14396894,0,0,4444420
우리바이오(주),082850,2012/12,-0.3,-9262983,18750914,48180947,52117633,15470294,0,0,0
우리바이오(주),082850,2013/12,19.58,80751390,43027801,88537437,16297240,-3888637,23261550,0,3497240
우리바이오(주),082850,2014/12,50.29,54311670,46625643,53303292,34350522,-17104027,32554310,957790,14437240
우리바이오(주),082850,2015/12,10.39,-11529239,47137857,125487674,24022609,3121799,21366667,2000000,12440977
우리바이오(주),082850,2016/12,-3.34,-1948347,47533333,113253836,24371459,-6419656,9800000,3191607,11566667
우리바이오(주),082850,2017/12,10.09,30882685,1375000,94704674,39458988,-4209366,0,5000000,0
우리바이오(주),082850,2018/12,14.44,10823790,22300000,98699914,19399512,-932522,0,5000000,0
우리바이오(주),082850,2019/12,27.33,65802677,7557744,83337874,24717239,8349134,0,5000000,0
우리산업(주),215360,2015/12,,27603028,11233324,49660000,7511944,27659326,11233324,49660000,7511944
우리산업(주),215360,2016/12,34.79,21404371,8759216,44842500,7926480,21596610,8759216,44842500,7926480
우리산업(주),215360,2017/12,32.99,19007992,7277775,49435875,4544441,21081551,5402775,49435875,4419441
우리산업(주),215360,2018/12,27.25,14780854,2608333,54712440,4669441,10490995,1233333,54712440,4169441
우리산업(주),215360,2019/12,31.45,19284724,3750000,46676870,3358333,17713132,2875000,46676870,2858333
우리산업홀딩스(주),072470,2011/12,9.84,3470451,3095125,58027812,1251000,259380,2574565,55854203,1251000
우리산업홀딩스(주),072470,2012/12,3.46,939509,6504367,51201483,1560686,773523,6337667,50126045,1518722
우리산업홀딩스(주),072470,2013/12,8.04,9756046,11424778,52473323,2624339,9992553,11307065,45784830,2624339
우리산업홀딩스(주),072470,2014/12,20.52,24741069,21744777,55170215,7123672,20582177,21695258,49443983,7083544
우리산업홀딩스(주),072470,2015/12,29.48,24084778,14990171,55259506,12550960,-5972740,3749950,0,5000040
우리산업홀딩스(주),072470,2016/12,30.85,21706867,10525962,52001881,11693156,569974,0,0,3749950
우리산업홀딩스(주),072470,2017/12,32.4,24558387,8801804,58058042,4544441,-1007866,5000000,0,0
우리산업홀딩스(주),072470,2018/12,26.32,13989448,4207640,64347491,4669441,105688,5000000,0,0
우리산업홀딩스(주),072470,2019/12,28.81,25940858,3750000,56539519,4222927,-324186,0,0,0
우리손에프앤지농업회사법인(주),073560,2016/12,31.62,16980523,28655853,43360589,12053513,3026276,5573870,14646000,3307614
우리손에프앤지농업회사법인(주),073560,2017/12,31.02,32878584,22982610,39606194,17765880,8514498,3646443,17946000,4213560
우리손에프앤지농업회사법인(주),073560,2018/12,23.53,29202383,32245108,68031732,31637552,7664284,2550153,25400000,5416382
우리손에프앤지농업회사법인(주),073560,2019/12,18.57,24876282,21271974,80495274,42358240,3311809,2610360,32800000,3986150
우리엔터프라이즈(주),037400,2011/12,2.01,677145,500000,7845500,0,700707,0,7835500,0
우리엔터프라이즈(주),037400,2012/12,30.81,2616995,500000,4845500,0,2868743,0,4835500,0
우리엔터프라이즈(주),037400,2013/12,21.97,80298583,43327801,94382937,16297240,172347,0,5835500,0
우리엔터프라이즈(주),037400,2014/12,40.9,54454473,49625643,58148792,34350522,265635,3000000,4835500,0
우리엔터프라이즈(주),037400,2015/12,8.33,-15413868,50137857,132787674,24022609,-3379872,3000000,7300000,0
우리엔터프라이즈(주),037400,2016/12,-4.45,-3662989,47533333,122553836,27371459,-1064340,0,9300000,0
우리엔터프라이즈(주),037400,2017/12,8.49,30199584,4375000,104504674,39458988,-683101,3000000,0,9800000
우리엔터프라이즈(주),037400,2018/12,13.1,10586574,25300000,106999914,19399512,-237216,3000000,0,8300000
우리엔터프라이즈(주),037400,2019/12,24.63,65163250,7557744,91837874,27717239,1002520,0,0,11500000
우리이앤엘(주),153490,2013/12,-6.62,-4666058,15921140,46698260,12800000,-15590061,0,27777120,12800000
우리이앤엘(주),153490,2014/12,17.92,26375448,12100000,32256702,16228506,15470665,12100000,23847200,0
우리이앤엘(주),153490,2015/12,25.28,4879030,625000,51585188,9600000,3547302,625000,28323589,9600000
우리이앤엘(주),153490,2016/12,25.55,19938729,3900000,44036019,625000,14463630,3900000,25968021,625000
우리이앤엘(주),153490,2017/12,42.28,8550607,0,29788324,3900000,3832237,0,19671360,3900000
우리이앤엘(주),153490,2018/12,44.6,7575596,2500000,15578946,0,2105416,2500000,12373000,0
우리이앤엘(주),153490,2019/12,70.96,10448115,0,10000000,2500000,7424474,0,10000000,2500000
우림피티에스(주),101170,2011/12,172.52,11239649,1800000,0,100000,11239648,1800000,0,100000
우림피티에스(주),101170,2012/12,248.8,8580287,1550000,0,250000,8581864,1550000,0,250000
우림피티에스(주),101170,2013/12,229.16,9166588,616667,0,933333,9166588,616667,0,933333
우림피티에스(주),101170,2014/12,,,,,,5515689,0,0,0
우림피티에스(주),101170,2015/12,,,,,,7748663,0,0,0
우림피티에스(주),101170,2016/12,,,,,,3521505,0,0,0
우림피티에스(주),101170,2017/12,,,,,,6738810,0,1900000,0
우림피티에스(주),101170,2018/12,,,,,,5751998,0,0,0
우림피티에스(주),101170,2019/12,,,,,,7887230,0,30000,0
우수AMS(주),066590,2011/12,26.18,7097695,3854120,26967715,3404140,7026827,3854120,16684200,3404140
우수AMS(주),066590,2012/12,9.28,-1137411,3562480,25000433,3416640,-4607699,3562480,14400000,3416640
우수AMS(주),066590,2013/12,27.62,18934441,9062500,18134637,2124980,21255557,9062500,10800000,2124980
우수AMS(주),066590,2014/12,46.42,3517102,0,12144133,9062500,-110036,0,6400000,9062500
우수AMS(주),066590,2015/12,-10.89,-14760492,2000000,49624674,0,-21817652,2000000,45529000,0
우수AMS(주),066590,2016/12,-2.7,12620660,10000000,29581930,0,20382604,10000000,18150000,0
