회사명,거래소코드,회계년도,매출채권(IFRS연결)(천원),매입채무(IFRS연결)(천원),매출채권(IFRS)(천원),매입채무(IFRS)(천원)
(주)현대공업,170030,2018/12,33004777,29071748,21287833,21215817
(주)현대공업,170030,2019/12,31690572,26792199,24409360,20920903
(주)현대그린푸드,005440,2011/12,208490193,122881102,111864246,58843706
(주)현대그린푸드,005440,2012/12,227394267,126006229,108882124,50683290
(주)현대그린푸드,005440,2013/12,255596187,140100353,121374071,53877477
(주)현대그린푸드,005440,2014/12,289628462,176639912,121146428,54125380
(주)현대그린푸드,005440,2015/12,291000540,163647439,128019822,59132760
(주)현대그린푸드,005440,2016/12,338181824,207254675,129011831,67476820
(주)현대그린푸드,005440,2017/12,465652354,290531206,122933702,59870286
(주)현대그린푸드,005440,2018/12,444362789,245781718,127285134,53505197
(주)현대그린푸드,005440,2019/12,423362982,257221652,136420324,56450456
(주)현대리바트,079430,2011/12,80025135,71100292,79375755,68052725
(주)현대리바트,079430,2012/12,74633541,59145365,70520912,53855177
(주)현대리바트,079430,2013/12,83371475,71268015,78256734,65213251
(주)현대리바트,079430,2014/12,89434450,70187392,90938393,69640012
(주)현대리바트,079430,2015/12,119653713,81787498,124845133,81399863
(주)현대리바트,079430,2016/12,153296812,86847078,161010698,86868947
(주)현대리바트,079430,2017/12,267475007,194881304,272976735,194435246
(주)현대리바트,079430,2018/12,231882887,165052688,233364719,161368546
(주)현대리바트,079430,2019/12,209269539,173446262,216700284,171078518
(주)현대미포조선,010620,2011/12,150145424,261805718,18844600,265451111
(주)현대미포조선,010620,2012/12,225086025,253782140,65614908,258673997
(주)현대미포조선,010620,2013/12,286586356,288160992,69739352,282577895
(주)현대미포조선,010620,2014/12,423573653,270687095,134437349,266409636
(주)현대미포조선,010620,2015/12,264263527,286556000,276288796,280493301
(주)현대미포조선,010620,2016/12,66019000,180507000,82214000,171871000
(주)현대미포조선,010620,2017/12,222758564,202071000,235723000,189044000
(주)현대미포조선,010620,2018/12,57565564,190239522,75817000,180281000
(주)현대미포조선,010620,2019/12,100302969,214490861,125782000,199910000
(주)현대바이오랜드,052260,2011/12,13125091,2593357,13122770,2593357
(주)현대바이오랜드,052260,2012/12,13142332,1940773,13142332,1869821
(주)현대바이오랜드,052260,2013/12,12415188,1685807,12414951,1724576
(주)현대바이오랜드,052260,2014/12,14597347,2101881,14597470,1972818
(주)현대바이오랜드,052260,2015/12,12747717,2559348,12659202,2364234
(주)현대바이오랜드,052260,2016/12,15562760,3034784,15406861,3011059
(주)현대바이오랜드,052260,2017/12,18156114,3514853,17585626,3672286
(주)현대바이오랜드,052260,2018/12,16103392,4705544,15183187,3356613
(주)현대바이오랜드,052260,2019/12,15099627,2963318,14471473,2507429
(주)현대백화점,069960,2011/12,550311438,561669955,367607691,323624884
(주)현대백화점,069960,2012/12,562781239,575854983,369066868,326742299
(주)현대백화점,069960,2013/12,574173767,541123602,406120364,350613104
(주)현대백화점,069960,2014/12,548762426,520178555,384042901,345961976
(주)현대백화점,069960,2015/12,566772049,439661803,559372683,306637141
(주)현대백화점,069960,2016/12,602970908,450298767,591689024,317705523
(주)현대백화점,069960,2017/12,618107757,456114667,603007962,321369175
(주)현대백화점,069960,2018/12,623608463,483141032,604850468,326555331
(주)현대백화점,069960,2019/12,591202806,412776303,577714509,264113890
(주)현대에버다임,041440,2011/12,39839717,32236036,44945957,27505233
(주)현대에버다임,041440,2012/12,52072683,25454439,70129154,25050445
(주)현대에버다임,041440,2013/12,69020220,24114619,79086461,26249299
(주)현대에버다임,041440,2014/12,93075048,30969479,104119536,28572026
(주)현대에버다임,041440,2015/12,73748021,32335271,85334076,31030461
(주)현대에버다임,041440,2016/12,59124960,32769083,76447313,28259642
(주)현대에버다임,041440,2017/12,57492707,30214963,77413951,29851002
(주)현대에버다임,041440,2018/12,65911688,21253187,94454053,19033687
(주)현대에버다임,041440,2019/12,63754031,20633538,100765761,18520287
(주)현대이지웰,090850,2013/12,,,1377318,338749
(주)현대이지웰,090850,2014/12,,,992645,19664
(주)현대이지웰,090850,2015/12,1209453,84834,1209453,84834
(주)현대이지웰,090850,2016/12,3145537,4864,3040792,4864
(주)현대이지웰,090850,2017/12,4327247,18593,3587378,18485
(주)현대이지웰,090850,2018/12,3174974,25043,2736202,23865
(주)현대이지웰,090850,2019/12,3822080,18571,2958321,18485
(주)현대퓨처넷,126560,2011/12,29328375,5464784,4323193,928196
(주)현대퓨처넷,126560,2012/12,32044916,4853337,4633072,755563
(주)현대퓨처넷,126560,2013/12,33498257,5179302,4617125,760953
(주)현대퓨처넷,126560,2014/12,31780675,6520680,4280210,906797
(주)현대퓨처넷,126560,2015/12,35561864,7904822,4922870,1572770
(주)현대퓨처넷,126560,2016/12,37859823,12150348,33501823,11711391
(주)현대퓨처넷,126560,2017/12,32410281,11776728,27952118,11241780
(주)현대퓨처넷,126560,2018/12,32692502,9176019,26605952,8734519
(주)현대퓨처넷,126560,2019/12,29819842,17278940,26280579,17097193
(주)현대홈쇼핑,057050,2011/12,17116141,2017646,17112975,2017646
(주)현대홈쇼핑,057050,2012/12,,,20350970,1449722
(주)현대홈쇼핑,057050,2013/12,,,24851007,104663604
(주)현대홈쇼핑,057050,2014/12,,,25079010,107379867
(주)현대홈쇼핑,057050,2015/12,29829584,113088262,27614452,110116327
(주)현대홈쇼핑,057050,2016/12,33116436,112828175,31872427,110072954
(주)현대홈쇼핑,057050,2017/12,36041508,110769243,32524418,107052585
(주)현대홈쇼핑,057050,2018/12,261350782,245568585,37494922,76154034
(주)현대홈쇼핑,057050,2019/12,241768192,192740675,43377826,72273023
(주)협진,138360,2013/12,,,1787491,982778
(주)협진,138360,2014/12,2947730,2755192,2878865,2663357
(주)협진,138360,2015/12,2719019,1267994,2382569,1159174
(주)협진,138360,2016/12,2432266,4397761,1995432,4206584
(주)협진,138360,2017/12,2538211,4652983,2226503,4641198
(주)협진,138360,2018/12,2184454,1091255,2173576,1063701
(주)협진,138360,2019/12,1232517,1263973,1232517,1263973
(주)형지아이앤씨,011080,2011/12,,,6886910,6804874
(주)형지아이앤씨,011080,2012/12,,,6685755,10604327
(주)형지아이앤씨,011080,2013/12,,,7739748,11317281
(주)형지아이앤씨,011080,2014/12,13318609,21887066,13274113,21014352
(주)형지아이앤씨,011080,2015/12,12594907,18859506,13543644,18747039
(주)형지아이앤씨,011080,2016/12,13797889,18875978,15212372,18780516
(주)형지아이앤씨,011080,2017/12,13235719,12080016,14258752,12080016
(주)형지아이앤씨,011080,2018/12,,,11015368,13673050
(주)형지아이앤씨,011080,2019/12,9440584,11934626,9925347,11934626
(주)혜인,003010,2011/12,38511195,12691013,37542161,12675951
(주)혜인,003010,2012/12,49483589,17728440,48872100,17728440
(주)혜인,003010,2013/12,38072432,21877653,37648967,16650409
(주)혜인,003010,2014/12,37238692,24445423,35773680,20091494
(주)혜인,003010,2015/12,30826228,20021930,29599576,19721342
(주)혜인,003010,2016/12,28656992,20246628,27629148,20246628
(주)혜인,003010,2017/12,33746575,13664810,32574813,13626485
(주)혜인,003010,2018/12,34505023,19618853,33947494,19600321
(주)혜인,003010,2019/12,30143927,16683960,29170494,16683960
(주)호텔신라,008770,2011/12,42801706,103787388,41716139,102192830
(주)호텔신라,008770,2012/12,56920721,109013688,57382050,108610392
(주)호텔신라,008770,2013/12,56591875,137325432,57232872,136767280
(주)호텔신라,008770,2014/12,51205431,192765377,49946021,166336491
(주)호텔신라,008770,2015/12,64479579,196070231,61525555,180928576
(주)호텔신라,008770,2016/12,117915268,205674508,112732042,186541826
(주)호텔신라,008770,2017/12,77143444,272881247,70527847,238713948
(주)호텔신라,008770,2018/12,94834945,284148964,81623570,240065907
(주)호텔신라,008770,2019/12,123575800,433337033,110361420,382706992
(주)홈센타홀딩스,060560,2011/12,21557399,15543969,16918208,14370120
(주)홈센타홀딩스,060560,2012/12,33650703,16007377,25285752,10205231
(주)홈센타홀딩스,060560,2013/12,21703956,12731576,12854796,8572867
(주)홈센타홀딩스,060560,2014/12,25117229,10998637,11932434,6768924
(주)홈센타홀딩스,060560,2015/12,25652254,10444213,11067455,6676728
(주)홈센타홀딩스,060560,2016/12,37658887,13854569,6985293,4694339
(주)홈센타홀딩스,060560,2017/12,34354048,10456807,9000458,5530965
(주)홈센타홀딩스,060560,2018/12,33814871,11644986,6879277,2784498
(주)홈센타홀딩스,060560,2019/12,37810090,11508810,5479808,3635141
(주)홈캐스트,064240,2011/12,32091351,12271803,35964812,11789848
(주)홈캐스트,064240,2012/12,24549202,4363470,27640093,4162620
(주)홈캐스트,064240,2013/12,31430544,8253691,35007751,7887333
(주)홈캐스트,064240,2014/12,24418480,4331705,25184741,3988975
(주)홈캐스트,064240,2015/12,34795850,12240538,34795850,12240538
(주)홈캐스트,064240,2016/12,39646855,5632588,39646855,5632588
(주)홈캐스트,064240,2017/12,9221506,1533701,9221506,1533701
(주)홈캐스트,064240,2018/12,32435624,8570477,11417833,2624607
(주)홈캐스트,064240,2019/12,31764157,2647178,17477766,1765227
(주)화승엔터프라이즈,241590,2016/12,54747665,79016433,53342,51788
(주)화승엔터프라이즈,241590,2017/12,70508460,121481294,9539454,3213099
(주)화승엔터프라이즈,241590,2018/12,91783410,139101272,21868607,8431255
(주)화승엔터프라이즈,241590,2019/12,140147713,187385099,35902449,15997923
(주)화승인더스트리,006060,2011/12,72515400,54439311,80419804,23087410
(주)화승인더스트리,006060,2012/12,69464519,44706204,61640909,13156571
(주)화승인더스트리,006060,2013/12,87612621,56735829,69601396,16578476
(주)화승인더스트리,006060,2014/12,86900337,54386789,91157104,31363966
(주)화승인더스트리,006060,2015/12,102951024,80343244,81097566,44196322
(주)화승인더스트리,006060,2016/12,135911141,92734668,101712668,61010136
(주)화승인더스트리,006060,2017/12,120318920,112686113,103781786,70030784
(주)화승인더스트리,006060,2018/12,134474492,122794165,84686959,68294188
(주)화승인더스트리,006060,2019/12,195021482,189162643,94434935,96623664
(주)화승코퍼레이션,013520,2011/12,306846720,240403067,188075150,136184061
(주)화승코퍼레이션,013520,2012/12,271457431,191100212,172214990,100130459
(주)화승코퍼레이션,013520,2013/12,309821512,172288684,169063710,91488307
(주)화승코퍼레이션,013520,2014/12,298920489,175020130,174886017,89991113
(주)화승코퍼레이션,013520,2015/12,304583330,192093432,169830844,100376633
(주)화승코퍼레이션,013520,2016/12,312587416,189228114,187645417,133118096
(주)화승코퍼레이션,013520,2017/12,281208072,184153813,175413725,128854578
(주)화승코퍼레이션,013520,2018/12,282265883,151365246,194823768,125705429
(주)화승코퍼레이션,013520,2019/12,259424985,145884684,180557699,124362481
(주)화신,010690,2011/12,247003368,277242943,154489999,93377632
(주)화신,010690,2012/12,220078263,249535088,143584441,76562902
(주)화신,010690,2013/12,131512474,134454137,203182778,76981551
(주)화신,010690,2014/12,160641110,112234033,236873042,65600614
(주)화신,010690,2015/12,171123631,117091874,275255097,57658563
(주)화신,010690,2016/12,166013270,126564706,325410419,71130465
(주)화신,010690,2017/12,170657499,69545982,250683038,34587060
(주)화신,010690,2018/12,168182808,55274724,285411821,46920769
(주)화신,010690,2019/12,161550184,43395651,297191223,47015856
(주)화신정공,126640,2011/12,,,10578354,21376470
(주)화신정공,126640,2012/12,,,20183129,23186465
(주)화신정공,126640,2013/12,,,29428388,25394211
(주)화신정공,126640,2014/12,,,35368327,26304472
(주)화신정공,126640,2015/12,,,30418444,19721604
(주)화신정공,126640,2016/12,,,36915818,28112439
(주)화신정공,126640,2017/12,,,28895837,22388399
(주)화신정공,126640,2018/12,,,24406671,22332723
(주)화신정공,126640,2019/12,,,24762160,28322477
(주)화인베스틸,133820,2014/12,,,18959818,22285212
(주)화인베스틸,133820,2015/12,,,21230760,14613190
(주)화인베스틸,133820,2016/12,,,24959114,15636548
(주)화인베스틸,133820,2017/12,,,30934025,18480843
(주)화인베스틸,133820,2018/12,,,33697489,11133540
(주)화인베스틸,133820,2019/12,,,13239060,10971237
(주)황금에스티,032560,2011/12,48188296,8479362,42314115,8705217
(주)황금에스티,032560,2012/12,40875753,5620587,34289510,5619353
(주)황금에스티,032560,2013/12,44096309,8279165,35418738,6040778
(주)황금에스티,032560,2014/12,41070798,7692425,32028282,6326243
(주)황금에스티,032560,2015/12,35840307,7466446,27470474,3552432
(주)황금에스티,032560,2016/12,43092363,15497546,22057654,3583359
(주)황금에스티,032560,2017/12,46609404,15354029,23757192,3750904
(주)황금에스티,032560,2018/12,34567011,21674782,19740754,4560239
(주)황금에스티,032560,2019/12,35030579,10600267,19339025,2104627
(주)효성,004800,2011/12,2148937250,1347773000,1638451632,1103337253
(주)효성,004800,2012/12,1991787000,959729994,1284220000,789921043
(주)효성,004800,2013/12,1776458000,953542600,963111029,827405182
(주)효성,004800,2014/12,1708434371,994776257,913489624,728643328
(주)효성,004800,2015/12,1719283739,956649067,851341693,654785918
(주)효성,004800,2016/12,1593080597,1072263483,752271385,697633745
(주)효성,004800,2017/12,1839839534,1417473846,886156647,991920210
(주)효성,004800,2018/12,402333516,304645732,27775291,29783773
(주)효성,004800,2019/12,356962404,242143861,27559117,7849369
(주)후성,093370,2011/12,39253638,26538915,42526523,26054719
(주)후성,093370,2012/12,36748076,22089339,36295928,20239973
(주)후성,093370,2013/12,32526882,23497329,32413151,20955640
(주)후성,093370,2014/12,40606887,27166155,40655864,25012127
(주)후성,093370,2015/12,44086938,30169037,44120269,29980756
(주)후성,093370,2016/12,35501471,12072132,32431548,11557665
(주)후성,093370,2017/12,36071027,11023599,34398935,9532473
(주)후성,093370,2018/12,37596190,12249542,36802778,12410924
(주)후성,093370,2019/12,27356501,11821514,25769510,11036623
(주)휠라홀딩스,081660,2011/12,119825481,43871202,111895976,23847958
(주)휠라홀딩스,081660,2012/12,92233910,54448962,65446439,27845603
(주)휠라홀딩스,081660,2013/12,87115363,71957586,68904401,41526173
(주)휠라홀딩스,081660,2014/12,108636807,65846811,30914158,16721489
(주)휠라홀딩스,081660,2015/12,131394093,73619781,24785233,12425732
(주)휠라홀딩스,081660,2016/12,402708708,149414696,26147620,12460798
(주)휠라홀딩스,081660,2017/12,391967108,161393549,37251188,19861706
(주)휠라홀딩스,081660,2018/12,469759450,221732179,38872770,34352408
(주)휠라홀딩스,081660,2019/12,514496678,212210770,54091001,18801449
(주)휴네시온,290270,2018/12,3345493,1919007,2949023,1419778
(주)휴네시온,290270,2019/12,3784119,1931494,3159064,1257162
(주)휴니드테크놀러지스,005870,2011/12,,,5751973,5223538
(주)휴니드테크놀러지스,005870,2012/12,,,7918786,6654079
(주)휴니드테크놀러지스,005870,2013/12,,,11991915,11074574
(주)휴니드테크놀러지스,005870,2014/12,,,12158324,10203309
(주)휴니드테크놀러지스,005870,2015/12,,,9279545,14711668
(주)휴니드테크놀러지스,005870,2016/12,,,4722900,16937626
(주)휴니드테크놀러지스,005870,2017/12,,,17622827,8683288
(주)휴니드테크놀러지스,005870,2018/12,,,9749074,7148121
(주)휴니드테크놀러지스,005870,2019/12,,,6818618,17167464
(주)휴맥스,115160,2011/12,280010259,151748390,368882295,139803441
(주)휴맥스,115160,2012/12,283738731,98218698,352639661,74485704
(주)휴맥스,115160,2013/12,266206134,143834351,307483346,114826780
(주)휴맥스,115160,2014/12,357278044,193319620,391950442,140694115
(주)휴맥스,115160,2015/12,208285147,132737735,330279000,93231351
(주)휴맥스,115160,2016/12,282330975,200758020,384826626,144121588
(주)휴맥스,115160,2017/12,355612377,273057261,517396756,214623119
(주)휴맥스,115160,2018/12,309989642,203950608,410404830,161484584
(주)휴맥스,115160,2019/12,213542994,123593532,274073484,102223142
(주)휴맥스홀딩스,028080,2011/12,9617829,0,0,0
(주)휴맥스홀딩스,028080,2012/12,0,0,0,0
(주)휴맥스홀딩스,028080,2013/12,0,0,0,0
(주)휴맥스홀딩스,028080,2014/12,0,0,0,0
(주)휴맥스홀딩스,028080,2015/12,0,0,0,0
(주)휴맥스홀딩스,028080,2016/12,0,0,0,0
(주)휴맥스홀딩스,028080,2017/12,0,0,0,0
(주)휴맥스홀딩스,028080,2018/12,,,0,0
(주)휴맥스홀딩스,028080,2019/12,0,0,0,0
(주)휴먼엔,032860,2011/12,,,14166383,26719372
(주)휴먼엔,032860,2012/12,,,10154884,13619089
(주)휴먼엔,032860,2013/12,,,19057433,20745507
(주)휴먼엔,032860,2014/12,,,10997149,9255583
(주)휴먼엔,032860,2015/12,,,9446585,672429
(주)휴먼엔,032860,2016/12,14037939,498659,12103563,163347
(주)휴먼엔,032860,2017/12,12723320,659699,9952566,151683
(주)휴먼엔,032860,2018/12,14440357,2036872,8312147,232114
(주)휴먼엔,032860,2019/12,10764290,766267,10213969,115106
(주)휴메딕스,200670,2014/12,,,7733146,1663020
(주)휴메딕스,200670,2015/12,,,11484364,1740778
(주)휴메딕스,200670,2016/12,17183085,2664861,16439988,2502606
(주)휴메딕스,200670,2017/12,18158648,2295070,17650000,2322672
(주)휴메딕스,200670,2018/12,14755414,2376023,14107524,2536365
(주)휴메딕스,200670,2019/12,24613809,3215763,22990031,3488740
(주)휴비스,079980,2012/12,175549747,274826962,140173256,272274028
(주)휴비스,079980,2013/12,174082438,259311356,140728255,258344793
(주)휴비스,079980,2014/12,175229552,201127936,132304560,198515404
(주)휴비스,079980,2015/12,152118982,173507413,116118353,145925362
(주)휴비스,079980,2016/12,156354420,196635189,119900839,167034345
(주)휴비스,079980,2017/12,162737933,214150403,133169695,187348250
(주)휴비스,079980,2018/12,159176576,244522827,134991528,223914154
(주)휴비스,079980,2019/12,127359000,122780907,103366898,115591426
(주)휴비츠,065510,2011/12,8524626,1680063,8918684,2816750
(주)휴비츠,065510,2012/12,11997049,3036396,10858750,3336497
(주)휴비츠,065510,2013/12,10891362,3265797,10144888,3568587
(주)휴비츠,065510,2014/12,11085980,3537385,11109221,3768400
(주)휴비츠,065510,2015/12,12920463,2830348,12111397,4176954
(주)휴비츠,065510,2016/12,15565064,2769092,13515808,3429106
(주)휴비츠,065510,2017/12,16703668,5175913,14709167,5217329
(주)휴비츠,065510,2018/12,18279909,3623999,16908583,4712546
(주)휴비츠,065510,2019/12,19760255,4721710,18785151,5895491
(주)휴센텍,215090,2015/12,,,,
(주)휴센텍,215090,2016/12,,,,
(주)휴센텍,215090,2017/12,,,,
(주)휴센텍,215090,2018/12,,,637393,1256593
(주)휴센텍,215090,2019/12,,,1101385,890011
(주)휴스틸,005010,2011/12,86368954,45618746,122484611,45576454
(주)휴스틸,005010,2012/12,86386723,35397294,130370292,35255822
(주)휴스틸,005010,2013/12,72834870,32324211,106436098,32070571
(주)휴스틸,005010,2014/12,62563334,32953081,138629975,36784545
(주)휴스틸,005010,2015/12,57999024,26849534,65414239,26616488
(주)휴스틸,005010,2016/12,68379143,41068590,113932038,41415629
(주)휴스틸,005010,2017/12,158139017,44563636,206596547,44399932
(주)휴스틸,005010,2018/12,58394403,46032303,108792986,45744286
(주)휴스틸,005010,2019/12,66619075,24844032,88179100,24320984
(주)휴엠앤씨,263920,2017/12,,,6742715,933606
(주)휴엠앤씨,263920,2018/12,3625751,786011,3625751,786011
(주)휴엠앤씨,263920,2019/12,5687773,867853,5437368,868142
(주)휴온스,243070,2016/12,65266511,20064163,64351131,19760366
(주)휴온스,243070,2017/12,67898777,18480452,67047000,18275790
(주)휴온스,243070,2018/12,84439148,15897992,81773162,15034360
(주)휴온스,243070,2019/12,84489014,17129672,81376809,15138106
(주)휴온스글로벌,084110,2011/12,,,41153763,8876988
(주)휴온스글로벌,084110,2012/12,45019233,9592059,40122165,8968546
(주)휴온스글로벌,084110,2013/12,56093667,11661737,44638807,9646312
(주)휴온스글로벌,084110,2014/12,61071540,9897804,51375849,10280054
(주)휴온스글로벌,084110,2015/12,70647350,12855203,58755357,16235960
(주)휴온스글로벌,084110,2016/12,79999228,13918174,3188825,134929
(주)휴온스글로벌,084110,2017/12,84101412,11652221,3462247,19274
(주)휴온스글로벌,084110,2018/12,102159830,12010183,3424598,299176
(주)휴온스글로벌,084110,2019/12,111645550,13677683,2196296,35242
(주)흥국,010240,2011/12,16733634,7204030,11131815,3814356
(주)흥국,010240,2012/12,10180720,4932945,7805417,3842832
(주)흥국,010240,2013/12,10352107,5548016,6613226,3255164
(주)흥국,010240,2014/12,9044850,4179484,7567299,3350221
(주)흥국,010240,2015/12,6970646,2177797,6310859,2342634
(주)흥국,010240,2016/12,11228334,4451528,8184775,2879410
(주)흥국,010240,2017/12,19221519,8754346,12720186,5507176
(주)흥국,010240,2018/12,18061197,11447582,10027307,4737997
(주)흥국,010240,2019/12,16421440,10102459,6413410,4298405
(주)흥국에프엔비,189980,2015/12,3419655,952678,3546056,1516832
(주)흥국에프엔비,189980,2016/12,3565199,891393,3904028,1609645
(주)흥국에프엔비,189980,2017/12,4454679,702042,4523959,1124914
(주)흥국에프엔비,189980,2018/12,5965378,842163,5559088,503277
(주)흥국에프엔비,189980,2019/12,5025539,1388593,6254156,1958130
(주)희림종합건축사사무소,037440,2011/12,,,91485736,12531400
(주)희림종합건축사사무소,037440,2012/12,,,47148941,16029110
(주)희림종합건축사사무소,037440,2013/12,35618671,13960781,35687158,13960781
(주)희림종합건축사사무소,037440,2014/12,32644798,16608249,32749718,16249343
(주)희림종합건축사사무소,037440,2015/12,30833038,14880499,31140876,14569971
(주)희림종합건축사사무소,037440,2016/12,39712320,14279289,40016092,13989663
(주)희림종합건축사사무소,037440,2017/12,42142974,8620640,42421997,8338688
(주)희림종합건축사사무소,037440,2018/12,37610470,7264730,37851525,6981255
(주)희림종합건축사사무소,037440,2019/12,37598602,11047222,37918480,10758851
(주)힘스,238490,2017/12,,,8415420,4104636
(주)힘스,238490,2018/12,,,8677913,3398343
(주)힘스,238490,2019/12,,,22836638,9080434
AJ네트웍스(주),095570,2015/12,77788731,51452044,30558281,9312303
AJ네트웍스(주),095570,2016/12,92607268,72684824,43068701,22927322
AJ네트웍스(주),095570,2017/12,122363215,79703773,51093606,15688688
AJ네트웍스(주),095570,2018/12,80862784,39290731,50781241,18277999
AJ네트웍스(주),095570,2019/12,104945550,32556846,48974489,15212686
CS홀딩스(주),000590,2011/12,13373956,10083176,377333,0
CS홀딩스(주),000590,2012/12,13425430,8703132,342535,0
CS홀딩스(주),000590,2013/12,18348217,9877387,433619,0
CS홀딩스(주),000590,2014/12,18925797,7946072,403558,0
CS홀딩스(주),000590,2015/12,16751291,8250581,351172,0
CS홀딩스(주),000590,2016/12,16933202,7719952,317343,0
CS홀딩스(주),000590,2017/12,15468418,6307315,432167,0
CS홀딩스(주),000590,2018/12,17469038,6442452,199005,0
CS홀딩스(주),000590,2019/12,18666893,7251172,230422,0
HD현대(주),267250,2017/12,2966175452,2126312465,83317341,12402161
HD현대(주),267250,2018/12,2539448715,2329846195,96309330,7780894
HD현대(주),267250,2019/12,2383653832,2069769882,104039174,24528599
KB오토시스(주),024120,2011/12,19788250,11504424,26606311,10571984
KB오토시스(주),024120,2012/12,20307595,8235936,28025112,7822450
KB오토시스(주),024120,2013/12,22975390,8253312,30006548,7715889
KB오토시스(주),024120,2014/12,18196807,7465998,24469908,6686533
KB오토시스(주),024120,2015/12,25655805,9299926,38684625,8636257
KB오토시스(주),024120,2016/12,29154968,11291701,53330647,11111654
KB오토시스(주),024120,2017/12,32236291,11500162,44938232,11311850
KB오토시스(주),024120,2018/12,25806707,8225140,38350631,8060606
KB오토시스(주),024120,2019/12,24946740,8347211,23603674,7170833
KD(주),044180,2011/12,26157896,11644775,7167428,1313195
KD(주),044180,2012/12,5801164,1413788,7788672,1330447
KD(주),044180,2013/12,5290393,5775337,5603259,5307855
KD(주),044180,2014/12,5400792,2481323,5574963,2089632
KD(주),044180,2015/12,8008567,6353273,7806371,4611506
KD(주),044180,2016/12,5181902,4064009,4896813,2691413
KD(주),044180,2017/12,5123317,5907871,4875603,4151534
KD(주),044180,2018/12,7164611,18308045,4875603,11570562
KD(주),044180,2019/12,5152367,5133154,4875603,4723232
KG스틸(주),016380,2011/12,678360000,1127167288,590568000,1050449792
KG스틸(주),016380,2012/12,625625024,1229365889,551282318,1081227866
KG스틸(주),016380,2013/12,691024273,1165492982,597688524,1028675482
KG스틸(주),016380,2014/12,491984133,784629140,382928544,662569158
KG스틸(주),016380,2015/12,369413144,504254428,307752135,407953324
KG스틸(주),016380,2016/12,373518000,500597954,298856369,424170509
KG스틸(주),016380,2017/12,342165000,550466429,287659595,453280369
KG스틸(주),016380,2018/12,334077128,599917429,278875981,477862113
KG스틸(주),016380,2019/12,274112937,234479010,249365146,175729454
KISCO홀딩스(주),001940,2011/12,126426497,26338529,0,0
KISCO홀딩스(주),001940,2012/12,112760592,19655669,0,0
KISCO홀딩스(주),001940,2013/12,224604256,138775805,0,0
KISCO홀딩스(주),001940,2014/12,225652072,120072651,0,0
KISCO홀딩스(주),001940,2015/12,209980525,86611457,0,0
KISCO홀딩스(주),001940,2016/12,219781181,104114823,0,0
KISCO홀딩스(주),001940,2017/12,223844581,136608298,0,0
KISCO홀딩스(주),001940,2018/12,229242610,140600049,0,0
KISCO홀딩스(주),001940,2019/12,186200626,95257409,0,0
LG이노텍(주),011070,2011/12,827928832,494574847,830569423,537609904
LG이노텍(주),011070,2012/12,1131178655,740243759,1143112855,784553638
LG이노텍(주),011070,2013/12,1138312090,564150574,1095859247,543619765
LG이노텍(주),011070,2014/12,1247586935,652567675,1168860823,644299284
LG이노텍(주),011070,2015/12,1058665168,502432068,966245397,515850609
LG이노텍(주),011070,2016/12,1274620325,805445537,1152269199,786042290
LG이노텍(주),011070,2017/12,1641652681,1110870272,1417162218,1054197848
LG이노텍(주),011070,2018/12,928121374,603287557,827600940,683779993
LG이노텍(주),011070,2019/12,1113690522,718064272,1017519689,830133777
LS일렉트릭(주),010120,2011/12,412180006,203986212,271782566,154166082
LS일렉트릭(주),010120,2012/12,542699960,229909521,399621283,174948404
LS일렉트릭(주),010120,2013/12,510247161,203833858,381613221,149100944
LS일렉트릭(주),010120,2014/12,511907199,219116173,400830049,169890229
LS일렉트릭(주),010120,2015/12,532984460,207923948,395318204,164420602
LS일렉트릭(주),010120,2016/12,581307350,214506616,454517891,177467021
LS일렉트릭(주),010120,2017/12,569223510,201130056,427813268,167907566
LS일렉트릭(주),010120,2018/12,576382087,202165628,424480856,166317651
LS일렉트릭(주),010120,2019/12,579890732,260261649,433963776,204448636
OCI(주),010060,2011/12,534717475,160759131,428253681,123310199
OCI(주),010060,2012/12,574175835,158487801,456820631,123767580
OCI(주),010060,2013/12,693962449,137660769,566978397,111082768
OCI(주),010060,2014/12,655970571,150598832,496317876,104158551
OCI(주),010060,2015/12,541988419,139289581,529012144,87499175
OCI(주),010060,2016/12,564787554,154695740,538381403,110775845
OCI(주),010060,2017/12,514524265,163709220,452980691,139591475
OCI(주),010060,2018/12,429076282,168561519,329681000,133833180
OCI(주),010060,2019/12,407928743,145339583,302018495,100864651
SK이노베이션(주),096770,2011/12,6080036951,7189399861,138609614,5854395
SK이노베이션(주),096770,2012/12,5523036938,6225783253,159180119,4772763
SK이노베이션(주),096770,2013/12,5138113053,6030813882,118042478,4973844
SK이노베이션(주),096770,2014/12,4631140296,4416788937,146093233,3545563
SK이노베이션(주),096770,2015/12,3766962150,2754331575,179306183,16352000
SK이노베이션(주),096770,2016/12,4226612472,4207705418,171024469,8718756
SK이노베이션(주),096770,2017/12,5102199591,5265305725,200823912,23103824
SK이노베이션(주),096770,2018/12,4742553118,4650028501,211979053,48587228
SK이노베이션(주),096770,2019/12,4416160000,4928198197,161630000,87201017
SNT모티브(주),064960,2011/12,227409867,225024028,200944637,190985381
SNT모티브(주),064960,2012/12,221981083,198403686,202170414,174164023
SNT모티브(주),064960,2013/12,271902921,244240536,189246297,162584061
SNT모티브(주),064960,2014/12,239162923,208915693,200676971,165831074
