회사명,거래소코드,회계년도,당기재고자산(IFRS연결),전기재고자산(IFRS연결),당기재고자산(IFRS개별),전기재고자산(IFRS개별)
삼영무역(주),2810,Dec-17,13104937,13104937,10950159,10950159
삼영무역(주),2810,Dec-18,15435135,15435135,12911175,12911175
삼영무역(주),2810,Dec-19,33400110,33400110,9963814,9963814
삼영엠텍(주),54540,Dec-11,26127165,26127165,13603559,13603559
삼영엠텍(주),54540,Dec-12,21328162,21328162,15286472,15286472
삼영엠텍(주),54540,Dec-13,23677854,23677854,17507955,17507955
삼영엠텍(주),54540,Dec-14,24434374,24434374,16197479,16197479
삼영엠텍(주),54540,Dec-15,13403748,13403748,9614689,9614689
삼영엠텍(주),54540,Dec-16,13490428,13490428,10452991,10452991
삼영엠텍(주),54540,Dec-17,11014944,11014944,7934682,7934682
삼영엠텍(주),54540,Dec-18,14590194,14590194,10188615,10188615
삼영엠텍(주),54540,Dec-19,21200968,21200968,13144547,13144547
삼영이엔씨(주),65570,Dec-11,,,23576959,23576959
삼영이엔씨(주),65570,Dec-12,,,24858653,24858653
삼영이엔씨(주),65570,Dec-13,,,25741370,25741370
삼영이엔씨(주),65570,Dec-14,,,27763512,27763512
삼영이엔씨(주),65570,Dec-15,,,26877399,26877399
삼영이엔씨(주),65570,Dec-16,,30178620,30178620,30178620
삼영이엔씨(주),65570,Dec-17,32706804,32706804,32685619,32685619
삼영이엔씨(주),65570,Dec-18,32521230,,32500045,32500045
삼영이엔씨(주),65570,Dec-19,,,31022057,31022057
삼영전자공업(주),5680,Dec-11,62995851,62995851,39189666,39189666
삼영전자공업(주),5680,Dec-12,54962765,,34495351,34495351
삼영전자공업(주),5680,Dec-13,49203908,49203908,31015575,31015575
삼영전자공업(주),5680,Dec-14,49386409,49386409,33913809,33913809
삼영전자공업(주),5680,Dec-15,44329297,44329297,29417408,29417408
삼영전자공업(주),5680,Dec-16,37655609,37655609,24373616,24373616
삼영전자공업(주),5680,Dec-17,37633043,37633043,25655530,25655530
삼영전자공업(주),5680,Dec-18,48494630,48494630,34738699,34738699
삼영전자공업(주),5680,Dec-19,41471552,41471552,28802569,28802569
삼영화학공업(주),3720,Dec-11,24729277,24729277,14018714,14018714
삼영화학공업(주),3720,Dec-12,22790106,,10545596,10545596
삼영화학공업(주),3720,Dec-13,22445127,22445127,11319006,11319006
삼영화학공업(주),3720,Dec-14,21611470,21611470,10759175,10759175
삼영화학공업(주),3720,Dec-15,17828152,17828152,8744935,8744935
삼영화학공업(주),3720,Dec-16,14838474,14838474,8300914,8300914
삼영화학공업(주),3720,Dec-17,9570333,9570333,7339149,7339149
삼영화학공업(주),3720,Dec-18,11699922,11699922,8790724,8790724
삼영화학공업(주),3720,Dec-19,15053225,15053225,9447379,9447379
삼익티에이치케이(주),4380,Dec-11,,,56715834,56715834
삼익티에이치케이(주),4380,Dec-12,,,35714770,35714770
삼익티에이치케이(주),4380,Dec-13,,,38011228,38011228
삼익티에이치케이(주),4380,Dec-14,,,40510476,40510476
삼익티에이치케이(주),4380,Dec-15,,,46001883,46001883
삼익티에이치케이(주),4380,Dec-16,,,68660560,68660560
삼익티에이치케이(주),4380,Dec-17,,,70376095,70376095
삼익티에이치케이(주),4380,Dec-18,,,92160231,92160231
삼익티에이치케이(주),4380,Dec-19,,,102088728,102088728
삼일제약(주),520,Dec-11,23737779,23737779,22186862,22186862
삼일제약(주),520,Dec-12,17534305,,15319912,15319912
삼일제약(주),520,Dec-13,15634720,15634720,15535118,15535118
삼일제약(주),520,Dec-14,15499822,15499822,15371805,15371805
삼일제약(주),520,Dec-15,14474746,14474746,14427033,14427033
삼일제약(주),520,Dec-16,11337673,11337673,11315253,11315253
삼일제약(주),520,Dec-17,16465996,16465996,16444982,16444982
삼일제약(주),520,Dec-18,23877853,23877853,23860118,23860118
삼일제약(주),520,Dec-19,22413314,22413314,22394990,22394990
삼정펄프(주),9770,Dec-11,,,17544415,17544415
삼정펄프(주),9770,Dec-12,,,13584821,13584821
삼정펄프(주),9770,Dec-13,,,15935970,15935970
삼정펄프(주),9770,Dec-14,,,16642238,16642238
삼정펄프(주),9770,Dec-15,,16181575,16181575,16181575
삼정펄프(주),9770,Dec-16,14559229,14559229,14559229,14559229
삼정펄프(주),9770,Dec-17,16726330,16726330,16726330,16726330
삼정펄프(주),9770,Dec-18,20037133,,20037133,20037133
삼정펄프(주),9770,Dec-19,,,13552250,13552250
삼지전자(주),37460,Dec-11,,,12144065,12144065
삼지전자(주),37460,Dec-12,,,8798501,8798501
삼지전자(주),37460,Dec-13,,,7103101,7103101
삼지전자(주),37460,Dec-14,,6372825,6372825,6372825
삼지전자(주),37460,Dec-15,63282410,63694755,3419034,3419034
삼지전자(주),37460,Dec-16,92523203,92523203,5808680,5808680
삼지전자(주),37460,Dec-17,79583886,79583886,4187842,4187842
삼지전자(주),37460,Dec-18,128987066,128987066,14516611,14516611
삼지전자(주),37460,Dec-19,60963223,60963223,8994943,8994943
삼진제약(주),5500,Dec-11,,,24148002,24148002
삼진제약(주),5500,Dec-12,,,26060625,26060625
삼진제약(주),5500,Dec-13,,,28457683,28457683
삼진제약(주),5500,Dec-14,,,33932692,33932692
삼진제약(주),5500,Dec-15,,,43053678,43053678
삼진제약(주),5500,Dec-16,,,42312376,42312376
삼진제약(주),5500,Dec-17,,,51436534,51436534
삼진제약(주),5500,Dec-18,,,61723910,61723910
삼진제약(주),5500,Dec-19,,,58032135,58032135
삼천당제약(주),250,Dec-11,,13004713,13004713,13004713
삼천당제약(주),250,Dec-12,15571625,15571625,13104331,13104331
삼천당제약(주),250,Dec-13,15930899,15930899,13175002,13175002
삼천당제약(주),250,Dec-14,16974186,16974186,13993517,13993517
삼천당제약(주),250,Dec-15,17738189,17738189,14544109,14544109
삼천당제약(주),250,Dec-16,19170784,19170784,16134114,16134114
삼천당제약(주),250,Dec-17,21847673,21848515,18083659,18083659
삼천당제약(주),250,Dec-18,22429858,22429858,18612557,18612557
삼천당제약(주),250,Dec-19,23034671,23034671,17970091,17970091
삼천리자전거(주),24950,Dec-11,,,12306948,12306948
삼천리자전거(주),24950,Dec-12,,,13375210,13375210
삼천리자전거(주),24950,Dec-13,,,10911151,10911151
삼천리자전거(주),24950,Dec-14,,,11221249,11221249
삼천리자전거(주),24950,Dec-15,,9543827,9543827,9543827
삼천리자전거(주),24950,Dec-16,16706312,16706312,6365151,6365151
삼천리자전거(주),24950,Dec-17,12864755,12864755,7326155,7326155
삼천리자전거(주),24950,Dec-18,19673555,19673555,15751978,15751978
삼천리자전거(주),24950,Dec-19,11377630,11377630,9588913,9588913
삼현철강(주),17480,Dec-11,,,18344951,18344951
삼현철강(주),17480,Dec-12,,,16769946,16769946
삼현철강(주),17480,Dec-13,,,19283038,19283038
삼현철강(주),17480,Dec-14,,,17860410,17860410
삼현철강(주),17480,Dec-15,,,8144145,8144145
삼현철강(주),17480,Dec-16,,,10893507,10893507
삼현철강(주),17480,Dec-17,,,18836131,18836131
삼현철강(주),17480,Dec-18,,,23651004,23651004
삼현철강(주),17480,Dec-19,,,21662339,21662339
삼호개발(주),10960,Dec-11,6350434,6350434,6350434,6350434
삼호개발(주),10960,Dec-12,6373182,6373182,6373182,6373182
삼호개발(주),10960,Dec-13,11139694,11139694,11144861,11144861
삼호개발(주),10960,Dec-14,13374195,13374195,13384159,13384159
삼호개발(주),10960,Dec-15,13695499,13695499,13615584,13615584
삼호개발(주),10960,Dec-16,12553453,12553453,12408057,12408057
삼호개발(주),10960,Dec-17,13456754,13456754,13311358,13311358
삼호개발(주),10960,Dec-18,16457035,16457035,16311639,16311639
삼호개발(주),10960,Dec-19,16872757,16872757,16735471,16735471
삼화왕관(주),4450,Dec-11,,,9299004,9299004
삼화왕관(주),4450,Dec-12,,,8523460,8523460
삼화왕관(주),4450,Dec-13,,,9114227,9114227
삼화왕관(주),4450,Dec-14,,,8546305,8546305
삼화왕관(주),4450,Dec-15,,,8017030,8017030
삼화왕관(주),4450,Dec-16,,,8814160,8814160
삼화왕관(주),4450,Dec-17,,,8091413,8091413
삼화왕관(주),4450,Dec-18,,9549006,9549006,9549006
삼화왕관(주),4450,Dec-19,11145692,11145692,8223517,8223517
삼화전기(주),9470,Dec-11,16272986,16272986,11331282,11331282
삼화전기(주),9470,Dec-12,17368683,17368683,13059325,13059325
삼화전기(주),9470,Dec-13,16886692,16886692,12838026,12838026
삼화전기(주),9470,Dec-14,19751213,19751213,16468674,16468674
삼화전기(주),9470,Dec-15,19448646,19420499,13703090,13734841
삼화전기(주),9470,Dec-16,20792044,20792044,13566164,13566164
삼화전기(주),9470,Dec-17,19136447,19136447,11410088,11410088
삼화전기(주),9470,Dec-18,19550999,19550999,11326457,11326457
삼화전기(주),9470,Dec-19,18273008,18273008,9755759,9755759
삼화전자공업(주),11230,Dec-11,9167246,9167246,4350225,4350225
삼화전자공업(주),11230,Dec-12,3927106,,2058309,2058309
삼화전자공업(주),11230,Dec-13,4953687,4953687,2583384,2583384
삼화전자공업(주),11230,Dec-14,5706157,5706157,2968453,2968453
삼화전자공업(주),11230,Dec-15,6435475,6435475,3169863,3169863
삼화전자공업(주),11230,Dec-16,8626932,8626932,4387998,4387998
삼화전자공업(주),11230,Dec-17,8273090,4544709,4269009,3117022
삼화전자공업(주),11230,Dec-18,5538316,5538316,3861948,3861948
삼화전자공업(주),11230,Dec-19,6555953,6555954,4750131,4750131
삼화콘덴서공업(주),1820,Dec-11,15166629,15166629,7657688,7657688
삼화콘덴서공업(주),1820,Dec-12,15610130,,9706502,9706502
삼화콘덴서공업(주),1820,Dec-13,16188765,16188765,11717697,11717697
삼화콘덴서공업(주),1820,Dec-14,13734794,13734794,10563652,10563652
삼화콘덴서공업(주),1820,Dec-15,16498633,16498633,11469515,11469515
삼화콘덴서공업(주),1820,Dec-16,18141763,18141763,12396087,12396087
삼화콘덴서공업(주),1820,Dec-17,21566633,21566633,14831220,14831220
삼화콘덴서공업(주),1820,Dec-18,29307713,29307713,22218869,22218869
삼화콘덴서공업(주),1820,Dec-19,23078488,23078488,16626573,16626573
삼화페인트공업(주),390,Dec-11,80172733,80172733,72479096,72479096
삼화페인트공업(주),390,Dec-12,78465756,78465756,70827415,70827415
삼화페인트공업(주),390,Dec-13,81690776,81690776,69779024,69779024
삼화페인트공업(주),390,Dec-14,82195783,82195783,69799082,69799082
삼화페인트공업(주),390,Dec-15,83703661,83703661,71389215,71389215
삼화페인트공업(주),390,Dec-16,89638330,89638330,75582747,75582747
삼화페인트공업(주),390,Dec-17,102999751,102999751,88758801,88758801
삼화페인트공업(주),390,Dec-18,106742531,106742531,87331775,87331775
삼화페인트공업(주),390,Dec-19,93191272,93191272,76878325,76878325
상신브레이크(주),41650,Dec-11,48028498,48028498,33598304,33598304
상신브레이크(주),41650,Dec-12,47279428,47279428,35340863,35340863
상신브레이크(주),41650,Dec-13,57155768,57155768,40937514,40937514
상신브레이크(주),41650,Dec-14,58041514,58041514,41156708,41156708
상신브레이크(주),41650,Dec-15,59527292,59527292,40752728,40752728
상신브레이크(주),41650,Dec-16,57050780,57050780,36830013,36830013
상신브레이크(주),41650,Dec-17,59752034,59752034,38910009,38910009
상신브레이크(주),41650,Dec-18,77252438,77252438,48486295,48486295
상신브레이크(주),41650,Dec-19,96093307,96093307,59488255,59488255
상신이디피(주),91580,Dec-11,11938740,11938740,8183692,8183692
상신이디피(주),91580,Dec-12,13358817,13358817,9329940,9329940
상신이디피(주),91580,Dec-13,11223094,11223094,7624800,7624800
상신이디피(주),91580,Dec-14,8988556,8988556,5925615,5925615
상신이디피(주),91580,Dec-15,9485988,9485988,6077670,6077670
상신이디피(주),91580,Dec-16,9733526,9733526,5275181,5275181
상신이디피(주),91580,Dec-17,9787605,9787605,4763289,4763289
상신이디피(주),91580,Dec-18,11571545,11571545,5870555,5870555
상신이디피(주),91580,Dec-19,13521697,13521697,6458652,6458652
상신전자(주),263810,Dec-17,13781786,13781786,11612777,11612777
상신전자(주),263810,Dec-18,18479605,18479605,15708937,15708937
상신전자(주),263810,Dec-19,17504316,17504316,14844254,14844254
새론오토모티브(주),75180,Dec-11,16434676,16434676,8982277,8982277
새론오토모티브(주),75180,Dec-12,15315512,15315512,9550957,9550957
새론오토모티브(주),75180,Dec-13,15792816,15792816,9195358,9195358
새론오토모티브(주),75180,Dec-14,17559474,17559474,10373323,10373323
새론오토모티브(주),75180,Dec-15,17551103,17551103,10787408,10787408
새론오토모티브(주),75180,Dec-16,17739299,17739299,10983985,10983985
새론오토모티브(주),75180,Dec-17,22284014,22284014,13160057,13160057
새론오토모티브(주),75180,Dec-18,16923181,16923181,10571391,10571391
새론오토모티브(주),75180,Dec-19,15191330,15191330,10415022,10415022
샘표(주),7540,Dec-11,47354194,47354194,43562436,43562436
샘표(주),7540,Dec-12,44115539,,40778906,40778906
샘표(주),7540,Dec-13,36208227,36208227,32570534,32570534
샘표(주),7540,Dec-14,33833294,33833294,29422166,29422166
샘표(주),7540,Dec-15,39833010,39833010,35750086,35750086
샘표(주),7540,Dec-16,2003362,2003362,0,0
샘표(주),7540,Dec-17,36751821,36751821,0,0
샘표(주),7540,Dec-18,36223327,36223327,0,0
샘표(주),7540,Dec-19,36460086,36460086,0,0
샘표식품(주),248170,Dec-16,35010345,35010345,31938089,31938089
샘표식품(주),248170,Dec-17,34881669,34881669,32269655,32269655
샘표식품(주),248170,Dec-18,34697615,34697615,31414139,31414139
샘표식품(주),248170,Dec-19,34294417,34294417,31631745,31631745
서암기계공업(주),100660,Dec-11,,,7136603,7136603
서암기계공업(주),100660,Dec-12,,,5657482,5657482
서암기계공업(주),100660,Dec-13,,,5833254,5833254
서암기계공업(주),100660,Dec-14,,,6528046,6528046
서암기계공업(주),100660,Dec-15,,,6940076,6940076
서암기계공업(주),100660,Dec-16,,,6827731,6827731
서암기계공업(주),100660,Dec-17,,,7803431,7803431
서암기계공업(주),100660,Dec-18,,,9700639,9700639
서암기계공업(주),100660,Dec-19,,,11889411,11889411
서울도시가스(주),17390,Dec-11,2337258,2337258,1519351,1519351
서울도시가스(주),17390,Dec-12,11135094,11135094,1353457,1353457
서울도시가스(주),17390,Dec-13,21531669,21531669,1374054,1374054
서울도시가스(주),17390,Dec-14,13598285,13598285,1245756,1245756
서울도시가스(주),17390,Dec-15,1374655,1374655,1152691,1152691
서울도시가스(주),17390,Dec-16,1260060,1260060,1031446,1031446
서울도시가스(주),17390,Dec-17,1292511,1292511,1000246,1000246
서울도시가스(주),17390,Dec-18,1428563,1428563,989394,989394
서울도시가스(주),17390,Dec-19,1532911,1532911,971882,971882
서울반도체(주),46890,Dec-11,78700448,78700448,74050972,74050972
서울반도체(주),46890,Dec-12,70295542,79461117,63402463,63402463
서울반도체(주),46890,Dec-13,96105988,96105988,63441682,63441682
서울반도체(주),46890,Dec-14,127762560,127762560,83312504,83312504
서울반도체(주),46890,Dec-15,106995466,106995466,67670292,67670292
서울반도체(주),46890,Dec-16,108499324,108499324,66580106,66580106
서울반도체(주),46890,Dec-17,137463801,137463801,86406087,86406087
서울반도체(주),46890,Dec-18,155182898,155182898,87154423,87154423
서울반도체(주),46890,Dec-19,154333797,154333797,82422519,82422519
서울식품공업(주),4410,Dec-11,3165033,3165033,3031069,3031069
서울식품공업(주),4410,Dec-12,4093108,,4011073,4011073
서울식품공업(주),4410,Dec-13,4209663,4209663,4053715,4053715
서울식품공업(주),4410,Dec-14,4689884,4689884,4377702,4377702
서울식품공업(주),4410,Dec-15,4260321,,3778686,4260321
서울식품공업(주),4410,Dec-16,,,4647004,4647004
서울식품공업(주),4410,Dec-17,,,4372783,4372783
서울식품공업(주),4410,Dec-18,,,4400008,4400008
서울식품공업(주),4410,Dec-19,,,4154847,4154847
서울전자통신(주),27040,Dec-11,27076814,27076814,1047622,1047622
서울전자통신(주),27040,Dec-12,16945976,16945976,1554904,1554904
서울전자통신(주),27040,Dec-13,21360679,21360679,1757517,1757517
서울전자통신(주),27040,Dec-14,7567765,7567765,1756464,1756464
서울전자통신(주),27040,Dec-15,9253093,9253093,3534653,3534653
서울전자통신(주),27040,Dec-16,18051904,18051904,11651000,11651000
서울전자통신(주),27040,Dec-17,19113552,19113552,6144917,6144917
서울전자통신(주),27040,Dec-18,19118583,19118583,7118598,7118598
서울전자통신(주),27040,Dec-19,17894008,17894008,6044822,6044822
서호전기(주),65710,Dec-11,4435888,4435888,3759212,3759212
서호전기(주),65710,Dec-12,3827939,3827939,3468359,3468359
서호전기(주),65710,Dec-13,3880518,3880518,3514105,3514105
서호전기(주),65710,Dec-14,2187621,2187621,1717883,1717883
서호전기(주),65710,Dec-15,2557846,2557846,1773688,1773688
서호전기(주),65710,Dec-16,2382180,2382180,1731947,1731947
서호전기(주),65710,Dec-17,3420789,3420789,2719791,2719791
서호전기(주),65710,Dec-18,4111398,4111398,3225892,3225892
서호전기(주),65710,Dec-19,9256857,9256857,8074831,8074831
선도전기(주),7610,Dec-11,6877595,6877595,6877595,6877595
선도전기(주),7610,Dec-12,9772793,9772793,9772793,9772793
선도전기(주),7610,Dec-13,7718421,7718421,7718421,7718421
선도전기(주),7610,Dec-14,7268003,7268003,7268003,7268003
선도전기(주),7610,Dec-15,6667620,6667620,6667620,6667620
선도전기(주),7610,Dec-16,7827441,7827441,7827441,7827441
선도전기(주),7610,Dec-17,8154994,8154994,8154994,8154994
선도전기(주),7610,Dec-18,6946710,6946710,6946710,6946710
선도전기(주),7610,Dec-19,6853517,6853517,6697126,6697126
성문전자(주),14910,Dec-11,10565138,10565138,5028435,5028435
성문전자(주),14910,Dec-12,7516845,,3999812,3999812
성문전자(주),14910,Dec-13,8292380,8292380,4470074,4470074
성문전자(주),14910,Dec-14,8426635,8426635,3550423,3550423
성문전자(주),14910,Dec-15,7804866,7804866,3399859,3399859
성문전자(주),14910,Dec-16,7370122,7370122,3216192,3216192
성문전자(주),14910,Dec-17,6805945,6805945,2371499,2371499
성문전자(주),14910,Dec-18,7510569,7510569,2789894,2789894
성문전자(주),14910,Dec-19,7477742,7477742,3117499,3117499
성보화학(주),3080,Dec-11,,,25086373,25086373
성보화학(주),3080,Dec-12,,,28151677,28151677
성보화학(주),3080,Dec-13,,,30452543,30452543
성보화학(주),3080,Dec-14,,,36693886,36693886
성보화학(주),3080,Dec-15,,,43150476,43150476
성보화학(주),3080,Dec-16,,,46374508,46374508
성보화학(주),3080,Dec-17,,,38297243,38297243
성보화학(주),3080,Dec-18,,,40871142,40871142
성보화학(주),3080,Dec-19,,42664442,42664442,42664442
성신양회(주),4980,Dec-11,51956878,51956878,51527610,51527610
성신양회(주),4980,Dec-12,62784277,,62279752,62279752
성신양회(주),4980,Dec-13,60741155,60741155,60168359,60168359
성신양회(주),4980,Dec-14,61584652,61584652,60943518,60943518
성신양회(주),4980,Dec-15,44601393,44601393,43633092,43633092
성신양회(주),4980,Dec-16,46638803,46638803,46219042,46219042
성신양회(주),4980,Dec-17,53394876,53394876,52470392,52470392
성신양회(주),4980,Dec-18,58428624,58428624,56799645,56799645
성신양회(주),4980,Dec-19,56368501,56368501,54378248,54378248
성우전자(주),81580,Dec-11,3787505,3787505,886271,886271
성우전자(주),81580,Dec-12,5646679,5646679,1271820,1271820
성우전자(주),81580,Dec-13,8781653,8781653,1575854,1575854
성우전자(주),81580,Dec-14,7535585,7535585,2249523,2249523
성우전자(주),81580,Dec-15,7390373,7390373,2566150,2566150
성우전자(주),81580,Dec-16,5911756,5911756,886193,886193
성우전자(주),81580,Dec-17,7011038,7011038,783868,783868
성우전자(주),81580,Dec-18,5527328,5527328,700971,700971
성우전자(주),81580,Dec-19,5271773,5271773,959796,959796
성우테크론(주),45300,Dec-11,354630,354630,0,0
성우테크론(주),45300,Dec-12,736274,736274,0,0
성우테크론(주),45300,Dec-13,426207,426207,0,0
성우테크론(주),45300,Dec-14,11987,11987,0,0
성우테크론(주),45300,Dec-15,11987,11987,0,0
성우테크론(주),45300,Dec-16,0,0,0,0
성우테크론(주),45300,Dec-17,0,0,0,0
성우테크론(주),45300,Dec-18,0,0,0,0
성우테크론(주),45300,Dec-19,60500,60500,60500,60500
성창기업지주(주),180,Dec-11,25364180,25364180,0,0
성창기업지주(주),180,Dec-12,29975725,,0,0
성창기업지주(주),180,Dec-13,34910092,34910092,0,0
성창기업지주(주),180,Dec-14,41998916,41998916,0,0
성창기업지주(주),180,Dec-15,33555847,33555847,0,0
성창기업지주(주),180,Dec-16,36826981,36826981,0,0
성창기업지주(주),180,Dec-17,40886102,40886102,0,0
성창기업지주(주),180,Dec-18,37480211,37480211,0,0
성창기업지주(주),180,Dec-19,32481750,32481750,0,0
성호전자(주),43260,Dec-11,20383561,20383561,9228125,9228125
성호전자(주),43260,Dec-12,18669948,18669948,9627392,9627392
성호전자(주),43260,Dec-13,15877752,15877752,7121924,7121924
성호전자(주),43260,Dec-14,18134079,18134079,8198119,8198119
성호전자(주),43260,Dec-15,19686313,19686313,7241521,7241521
성호전자(주),43260,Dec-16,20308992,20308992,5370669,5370669
성호전자(주),43260,Dec-17,19485875,19485875,5951441,5951441
성호전자(주),43260,Dec-18,23047256,23047256,8664209,8664209
성호전자(주),43260,Dec-19,16780669,16780669,5394834,5394834
세기상사(주),2420,Dec-11,16465,16465,16465,16465
세기상사(주),2420,Dec-12,17014,,17014,17014
세기상사(주),2420,Dec-13,16740,16740,16740,16740
세기상사(주),2420,Dec-14,11753,11753,11753,11753
세기상사(주),2420,Dec-15,14120,14120,14120,14120
세기상사(주),2420,Dec-16,14155,,14155,14155
세기상사(주),2420,Dec-17,,,22820,22820
세기상사(주),2420,Dec-18,,,17684,17684
세기상사(주),2420,Dec-19,,,17754,17754
세명전기공업(주),17510,Dec-11,,,2350792,2350792
세명전기공업(주),17510,Dec-12,,,2073445,2073445
세명전기공업(주),17510,Dec-13,,,2915699,2915699
세명전기공업(주),17510,Dec-14,,,2520280,2520280
세명전기공업(주),17510,Dec-15,,,3262911,3262911
세명전기공업(주),17510,Dec-16,,,3292696,3292696
세명전기공업(주),17510,Dec-17,,,3505289,3505289
세명전기공업(주),17510,Dec-18,,,6157891,6157891
세명전기공업(주),17510,Dec-19,,,6758903,6758903
세방(주),4360,Dec-11,36720056,36720056,33902479,33902479
세방(주),4360,Dec-12,1486897,1486897,986801,986801
세방(주),4360,Dec-13,893893,893893,893893,893893
세방(주),4360,Dec-14,783488,783488,783488,783488
세방(주),4360,Dec-15,731310,731310,731310,731310
세방(주),4360,Dec-16,1178730,1178730,981223,981223
세방(주),4360,Dec-17,1191252,1191252,1191252,1191252
세방(주),4360,Dec-18,1156479,1156479,1156479,1156479
세방(주),4360,Dec-19,7967253,7967253,879790,879790
세방전지(주),4490,Dec-11,,,115014829,115014829
세방전지(주),4490,Dec-12,,,102715536,102715536
세방전지(주),4490,Dec-13,,,122163910,122163910
세방전지(주),4490,Dec-14,,117389153,117389153,117389153
세방전지(주),4490,Dec-15,118243096,118243096,117017984,117017984
세방전지(주),4490,Dec-16,123788200,123788200,118248554,118248554
세방전지(주),4490,Dec-17,155790842,155790842,148391095,148391095
세방전지(주),4490,Dec-18,138704861,138704861,127457805,127457805
세방전지(주),4490,Dec-19,197284267,197284267,167261753,167261753
세원이앤씨(주),91090,Dec-11,20671481,20671481,19515136,19515136
세원이앤씨(주),91090,Dec-12,13921795,13921795,12903046,12903046
세원이앤씨(주),91090,Dec-13,13332291,13332291,13095699,13095699
세원이앤씨(주),91090,Dec-14,11913593,11913593,11886775,11886775
세원이앤씨(주),91090,Dec-15,14471876,14471876,14458491,14458491
세원이앤씨(주),91090,Dec-16,9785502,9785502,9774088,9774088
세원이앤씨(주),91090,Dec-17,9845263,9845263,9844911,9844911
세원이앤씨(주),91090,Dec-18,24643755,24643755,24643755,24643755
세원이앤씨(주),91090,Dec-19,10035739,10035739,10035739,10035739
세종공업(주),33530,Dec-11,123322990,123322990,25035642,25035642
세종공업(주),33530,Dec-12,123287710,123287710,24117998,24117998
세종공업(주),33530,Dec-13,109814081,109814081,22591023,22591023
세종공업(주),33530,Dec-14,140185539,140185539,29556182,29556182
세종공업(주),33530,Dec-15,132679618,132679618,21521930,21521930
세종공업(주),33530,Dec-16,152424993,152424993,25792357,25792357
세종공업(주),33530,Dec-17,196101804,196101804,28700516,28700516
세종공업(주),33530,Dec-18,169277890,169277890,24227075,24227075
세종공업(주),33530,Dec-19,171726032,171726032,25170972,25170972
세종텔레콤(주),36630,Dec-11,406772,406772,406772,406772
세종텔레콤(주),36630,Dec-12,983031,983031,983031,983031
세종텔레콤(주),36630,Dec-13,518389,518389,518389,518389
세종텔레콤(주),36630,Dec-14,259230,259230,259230,259230
세종텔레콤(주),36630,Dec-15,1255807,1255807,1255807,1255807
세종텔레콤(주),36630,Dec-16,1243072,1243072,1243072,1243072
세종텔레콤(주),36630,Dec-17,1283492,1283492,1283492,1283492
세종텔레콤(주),36630,Dec-18,3238196,3238196,2745837,2745837
세종텔레콤(주),36630,Dec-19,5396370,5396370,3678805,3678805
세하(주),27970,Dec-11,,,17473445,17473445
세하(주),27970,Dec-12,,,12892689,12892689
세하(주),27970,Dec-13,,,13307929,13307929
세하(주),27970,Dec-14,,,14249305,14249305
세하(주),27970,Dec-15,,,13650987,13650987
세하(주),27970,Dec-16,,,12562190,12562190
세하(주),27970,Dec-17,,,16229034,16229034
세하(주),27970,Dec-18,,,16687573,16717523
세하(주),27970,Dec-19,,,15852362,15852362
소니드(주),60230,Dec-11,4030736,4030736,3981002,3981002
소니드(주),60230,Dec-12,2623181,2623181,2484044,2484044
소니드(주),60230,Dec-13,6680870,6680870,6680870,6680870
소니드(주),60230,Dec-14,4667928,4667928,4855051,4855051
소니드(주),60230,Dec-15,4101038,4101038,3650252,3650252
소니드(주),60230,Dec-16,4732238,4732238,4318775,4318775
소니드(주),60230,Dec-17,4397820,4397820,3732574,3732574
소니드(주),60230,Dec-18,3841788,3841788,2109552,2109552
소니드(주),60230,Dec-19,3443255,3443255,1891125,1891125
소프트캠프(주),258790,Dec-17,,,,
소프트캠프(주),258790,Dec-18,,,,
소프트캠프(주),258790,Dec-19,36000,36000,36000,36000
솔루스첨단소재(주),336370,Dec-19,43435591,43435591,13071119,13071119
솔브레인홀딩스(주),36830,Dec-11,61272257,61272257,59051373,59051373
솔브레인홀딩스(주),36830,Dec-12,46447450,46447450,40741903,40741903
솔브레인홀딩스(주),36830,Dec-13,26547716,26547716,21283901,21283901
솔브레인홀딩스(주),36830,Dec-14,23679830,23679830,19583828,19583828
솔브레인홀딩스(주),36830,Dec-15,32039246,32039246,23235191,23235191
솔브레인홀딩스(주),36830,Dec-16,42390349,42390349,29176591,29176591
솔브레인홀딩스(주),36830,Dec-17,47724020,47724020,36388109,36388109
솔브레인홀딩스(주),36830,Dec-18,62244990,62244990,42619908,42619908
솔브레인홀딩스(주),36830,Dec-19,66140319,66140319,39994328,39994328
송원산업(주),4430,Dec-11,182605000,182605000,117747000,117747000
송원산업(주),4430,Dec-12,170999000,,109438000,109438000
송원산업(주),4430,Dec-13,182684000,182684000,112148000,112148000
송원산업(주),4430,Dec-14,169014000,169014000,102136000,102136000
송원산업(주),4430,Dec-15,169123000,169123000,104671000,104671000
송원산업(주),4430,Dec-16,155735000,155735000,100822000,100822000
송원산업(주),4430,Dec-17,166641000,166641000,114760000,114760000
송원산업(주),4430,Dec-18,201368000,201368000,135320000,135320000
송원산업(주),4430,Dec-19,196996000,196996000,124767000,124767000
스튜디오드래곤(주),253450,Dec-17,1294640,1294640,1294640,1294640
스튜디오드래곤(주),253450,Dec-18,578330,578330,578330,578330
스튜디오드래곤(주),253450,Dec-19,0,0,0,0
시그네틱스(주),33170,Dec-11,,,13708488,13708488
시그네틱스(주),33170,Dec-12,,,13648549,13648549
