회사명,거래소코드,회계년도,영업활동으로 인한 현금흐름(간접법)(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS)(천원),재무활동으로 인한 현금흐름(*)(IFRS)(천원),영업활동으로 인한 현금흐름(간접법)(*)(IFRS연결)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원),재무활동으로 인한 현금흐름(*)(IFRS연결)(천원)
코오롱플라스틱(주),138490,2013/12,-5745051,-6097303,11844973,-6274724,-6096872,11958635
코오롱플라스틱(주),138490,2014/12,20436731,-10192442,-11939338,20557241,-10193100,-11939338
코오롱플라스틱(주),138490,2015/12,24188029,-6376537,-16953299,24174805,-6379583,-16953299
코오롱플라스틱(주),138490,2016/12,38284642,-71158221,43319218,38240935,-71168242,43851535
코오롱플라스틱(주),138490,2017/12,43833453,-58376700,12650049,42932727,-58263231,13583822
코오롱플라스틱(주),138490,2018/12,33040061,-18483855,-17967656,34338665,-18053714,-18498203
코오롱플라스틱(주),138490,2019/12,-1630190,-6900059,7143701,-2255263,-6896324,6856873
코웨이(주),021240,2011/12,317604404,-344232972,35606487,314468715,-324223694,30547166
코웨이(주),021240,2012/12,429118931,-300933530,-73571683,454295658,-320383264,-75636507
코웨이(주),021240,2013/12,517612817,-58391581,-376784046,536755119,-76293602,-372941069
코웨이(주),021240,2014/12,498459397,-268905676,-325267566,536738887,-299195910,-327922716
코웨이(주),021240,2015/12,475162978,-263956223,-230147579,512842862,-329499038,-213408380
코웨이(주),021240,2016/12,327239512,-324766009,-48049096,357544315,-367497963,-39978987
코웨이(주),021240,2017/12,467078622,-213358302,-217888897,553585083,-289677467,-218284527
코웨이(주),021240,2018/12,435698843,-287573876,-184963430,539129778,-393514165,-186778624
코웨이(주),021240,2019/12,450660369,-306472847,-156738137,539259581,-383103615,-164892746
코웰패션(주),033290,2011/12,-4015677,-14518493,19359640,18254408,-28769605,12838404
코웰패션(주),033290,2012/12,-2408339,-468942,2800000,22931838,-23553416,7065463
코웰패션(주),033290,2013/12,-1963044,17208178,-14727329,19965788,-35296444,6754480
코웰패션(주),033290,2014/12,2569821,5965681,-9000103,1057222,6109697,-9000103
코웰패션(주),033290,2015/12,4286111,2229882,-3649620,1093269,-750561,1694637
코웰패션(주),033290,2016/12,34275896,-13747122,-5675059,34770826,-7489324,-7794676
코웰패션(주),033290,2017/12,34012911,-53505577,18771218,46033778,-62458219,17889918
코웰패션(주),033290,2018/12,37150657,-12290603,-10584462,26919694,-10150230,-5144875
코웰패션(주),033290,2019/12,51967984,-50031061,-26606757,51928939,-49975270,-27974817
코위버(주),056360,2011/12,6917678,-3669049,-958965,6165160,-2460065,-976595
코위버(주),056360,2012/12,6736139,-7699579,1333360,6059338,-7481702,1391885
코위버(주),056360,2013/12,1975952,-2802912,135893,1706228,-2528517,101177
코위버(주),056360,2014/12,8830514,-5948990,-884646,8621327,-4640103,-944771
코위버(주),056360,2015/12,11962565,-772078,1741906,11875151,-1732341,1741906
코위버(주),056360,2016/12,4754576,-1259022,3340355,4753307,-1229022,3340355
코위버(주),056360,2017/12,7297430,-12305032,2305748,7751961,-12305032,2305748
코위버(주),056360,2018/12,2551706,-12164771,5115355,2483715,-12164771,5115355
코위버(주),056360,2019/12,2972310,-4393593,564730,3204351,-4393593,464730
콜마비앤에이치(주),200130,2014/12,,,,,,
콜마비앤에이치(주),200130,2015/12,17403317,-4732118,-3822390,17309962,-4184219,-3858601
콜마비앤에이치(주),200130,2016/12,20963084,-14994752,-1885912,20684402,-20594264,4745342
콜마비앤에이치(주),200130,2017/12,50636859,-42556062,-3840381,53319628,-31469112,-4339520
콜마비앤에이치(주),200130,2018/12,11413106,-20095084,-4726623,22045062,-2738148,-24530629
콜마비앤에이치(주),200130,2019/12,72215983,-33587427,-6405778,78203594,-49724875,1793008
쿠쿠홀딩스(주),192400,2014/12,55454578,-51966594,-5090608,57460266,-52422416,-4142891
쿠쿠홀딩스(주),192400,2015/12,42887420,-22805285,-12296784,21094515,-3808097,-15254555
쿠쿠홀딩스(주),192400,2016/12,26288683,-19442719,-17215498,18745001,-6938748,-13952781
쿠쿠홀딩스(주),192400,2017/12,-2348118,595675,-31203952,-30069588,36692545,-36332429
쿠쿠홀딩스(주),192400,2018/12,14221032,419308,-18410579,73107339,-50159124,-18410579
쿠쿠홀딩스(주),192400,2019/12,19849889,-482534,-18723117,39181017,-34906695,-19103996
쿠쿠홈시스(주),284740,2018/12,-48490431,19038095,21597329,-33250913,18908378,21627137
쿠쿠홈시스(주),284740,2019/12,5157436,-1079003,-5499065,8079393,-908355,-5763224
큐렉소(주),060280,2011/12,-9473270,-42059737,58236387,-11669004,-38403750,64808487
큐렉소(주),060280,2012/12,-5964199,1164701,-1061414,-19585963,23174588,-6755479
큐렉소(주),060280,2013/12,1424606,-1629717,2000000,-14579043,-2443613,2000000
큐렉소(주),060280,2014/12,766201,-2244083,-2124000,-20060998,-2317425,21521185
큐렉소(주),060280,2015/12,2349788,-1493444,3000000,-19789282,-9546921,40473755
큐렉소(주),060280,2016/12,-39219705,-2832913,46834481,,,
큐렉소(주),060280,2017/12,-1517772,-4424125,3684393,,,
큐렉소(주),060280,2018/12,-15203768,-9363859,26427664,,,
큐렉소(주),060280,2019/12,-5075310,2884820,1176180,,,
크로바하이텍(주),043590,2011/12,4632435,-1671190,-1028754,4619336,-2253639,-1381668
크로바하이텍(주),043590,2012/12,11665253,-8706948,1478273,12936812,-8746750,349826
크로바하이텍(주),043590,2013/12,-384288,-3493218,4186406,-178918,-3712438,4186406
크로바하이텍(주),043590,2014/12,-906511,718339,1397150,-222736,-20651,1397150
크로바하이텍(주),043590,2015/12,3129996,-4626296,458986,2914676,-4376966,458986
크로바하이텍(주),043590,2016/12,5443178,1363369,-4940950,4953090,1788638,-4940950
크로바하이텍(주),043590,2017/12,2000361,-95583,-4439146,2447454,-488397,-4355416
크로바하이텍(주),043590,2018/12,-7003463,-36412472,41654129,-7895634,-34510010,41654129
크로바하이텍(주),043590,2019/12,-7950646,28916142,-26945029,-8099673,28895056,-27120029
크루셜텍(주),114120,2011/12,-13484631,-34859149,49632337,-14470725,-37728951,54692806
크루셜텍(주),114120,2012/12,2126813,-16349657,16051627,-2584050,-27860863,37108855
크루셜텍(주),114120,2013/12,7517803,-29126111,12551274,-13946536,-37333908,37952529
크루셜텍(주),114120,2014/12,-20172272,-10150083,31598770,-1116079,-17769385,22072264
크루셜텍(주),114120,2015/12,-23812397,-3185821,29945009,-28860013,-5740509,34215715
크루셜텍(주),114120,2016/12,-20294184,-8312709,24479346,-22457768,-14239396,32853723
크루셜텍(주),114120,2017/12,-12839412,-4002669,19533302,-2130393,-7306984,12376765
크루셜텍(주),114120,2018/12,-14403480,5675161,15289956,-6446438,5369687,7497089
크루셜텍(주),114120,2019/12,-2431562,-4938664,-1859017,817109,-7039148,-3623606
크리스탈지노믹스(주),083790,2011/12,-6639931,-16287587,35043423,-7322771,-16012766,35396385
크리스탈지노믹스(주),083790,2012/12,-6632097,5153038,1859003,-6580721,5151865,1859003
크리스탈지노믹스(주),083790,2013/12,-6292255,-36207210,32196309,-6274189,-36207210,32196309
크리스탈지노믹스(주),083790,2014/12,-3772784,593821,24436146,-3754869,593821,24436146
크리스탈지노믹스(주),083790,2015/12,-4602490,-2986413,3972495,-4726573,-2860109,4491302
크리스탈지노믹스(주),083790,2016/12,-4835902,-946638,4670703,-8302347,-1179930,8335876
크리스탈지노믹스(주),083790,2017/12,1648756,-17829252,14640054,1632903,-18375746,14640054
크리스탈지노믹스(주),083790,2018/12,-1175048,-123789406,137979351,-1206722,-123791807,137979351
크리스탈지노믹스(주),083790,2019/12,-3632732,-21695138,557054,-7137543,23705184,460992
키네마스터(주),139670,2011/12,2314291,-1396343,3959787,,,
키네마스터(주),139670,2012/12,3963361,-762829,-2359300,,,
키네마스터(주),139670,2013/12,6221301,-662026,-414409,,,
키네마스터(주),139670,2014/12,2792884,79087,-562958,2842520,209458,-562958
키네마스터(주),139670,2015/12,2433939,-343511,-1146482,2336418,-347574,-1146482
키네마스터(주),139670,2016/12,-5323257,-6921528,0,-5283409,-6931949,0
키네마스터(주),139670,2017/12,-3182346,1348286,0,-3095945,1341584,0
키네마스터(주),139670,2018/12,1249248,-3860118,0,-3130920,1521483,0
키네마스터(주),139670,2019/12,1095993,-1000137,-288193,762527,1048002,-464789
태경산업(주),015890,2011/12,7070857,-13944282,2920467,32449599,-49766755,10833003
태경산업(주),015890,2012/12,13457562,15292030,-27698587,30065522,-18700042,-14103699
태경산업(주),015890,2013/12,6044512,-951224,1531671,34314722,-14109961,-2364736
태경산업(주),015890,2014/12,5697801,-83077,-8059743,24053636,-20964322,-9406738
태경산업(주),015890,2015/12,10378682,-24873297,7819594,23114076,-49516105,13149923
태경산업(주),015890,2016/12,22843403,-1752785,-16498028,17418271,-26615031,25342293
태경산업(주),015890,2017/12,11623731,-3611647,-9845750,39875269,-11300731,-33029337
태경산업(주),015890,2018/12,13150589,-708123,-15645750,18276637,-14093114,-13557001
태경산업(주),015890,2019/12,5193511,22084732,-20980715,59780169,-27585160,-12522067
태경케미컬(주),006890,2011/12,6651815,-8690260,-1740000,7202510,-9216575,-1732228
태경케미컬(주),006890,2012/12,8255198,-5417908,-1740000,8920709,-7570199,260000
태경케미컬(주),006890,2013/12,8527389,-2990411,-1740000,9282497,-2987807,-1740000
태경케미컬(주),006890,2014/12,11013135,-12235994,-1740000,11142902,-12103400,-2740000
태경케미컬(주),006890,2015/12,4110332,-8264222,3260000,4362723,-8250713,2260000
태경케미컬(주),006890,2016/12,4949217,-1160231,-3740000,4768519,-1439427,-2740000
태경케미컬(주),006890,2017/12,6260626,-1868627,-4740000,6340579,-1880269,-4740000
태경케미컬(주),006890,2018/12,5130701,-5070186,-1740000,4865881,-4743056,-2136514
태경케미컬(주),006890,2019/12,6762905,-2758061,-1868474,33178255,-22401838,-3280137
태광산업(주),003240,2011/12,634848134,-537403569,-20267469,879757332,-808593857,-3857905
태광산업(주),003240,2012/12,62762613,59768327,-23453035,339779628,-92175832,-89393044
태광산업(주),003240,2013/12,63405695,67515272,66891972,233804463,31609308,-45831268
태광산업(주),003240,2014/12,110052394,-205031869,-103902939,311901561,-302000522,-173629009
태광산업(주),003240,2015/12,199093904,-117549780,-26011952,373414160,-221563643,-140979931
태광산업(주),003240,2016/12,168627656,-226452824,-17726216,348700367,-309054777,-99933547
태광산업(주),003240,2017/12,152320965,-227593921,-5696660,346738033,-305418888,-9299379
태광산업(주),003240,2018/12,225688841,-254280409,-4649889,358080441,-386988145,-16343574
태광산업(주),003240,2019/12,163346539,51571139,-14638754,371382601,146781038,-347575153
태림포장(주),011280,2011/12,7151015,-40246604,33494480,,,
태림포장(주),011280,2012/12,45817331,-25421795,-21470656,,,
태림포장(주),011280,2013/12,24645556,-31711692,6992182,,,
태림포장(주),011280,2014/12,32939696,-7102008,-26023487,,,
태림포장(주),011280,2015/12,9537048,-29373027,22065292,11793842,-20394344,11766686
태림포장(주),011280,2016/12,2883696,4609795,-11359255,3275049,10775831,-17634410
태림포장(주),011280,2017/12,26289266,-5211940,-21863129,29988402,327939,-31281259
태림포장(주),011280,2018/12,43600273,-1508705,-36894481,69230930,-9423568,-54887900
태림포장(주),011280,2019/12,36614869,18833142,-62510464,52318976,14922098,-74176923
태양금속공업(주),004100,2011/12,-8483970,-30198127,35985837,-16053299,-31454191,48076371
태양금속공업(주),004100,2012/12,246507,-3056758,3092089,-6832377,-22811419,26520256
태양금속공업(주),004100,2013/12,30735814,-11887291,-18918185,26581749,-13083930,-18027727
태양금속공업(주),004100,2014/12,-7908373,-4568967,12575407,7469978,-14856797,9086105
태양금속공업(주),004100,2015/12,11773748,-17392177,9757913,13978688,-19078860,6768554
태양금속공업(주),004100,2016/12,9694239,-2613397,-9669375,18093695,-12205510,-2261991
태양금속공업(주),004100,2017/12,1375441,-6863561,10815902,16242078,-22358386,10886566
태양금속공업(주),004100,2018/12,-3918543,-7319938,6543899,1157696,-15248639,12502372
태양금속공업(주),004100,2019/12,-8742186,-792305,7089332,-1141804,-14685065,13388228
태원물산(주),001420,2011/12,3712369,-742344,-939486,,,
태원물산(주),001420,2012/12,-1830911,275577,-699266,,,
태원물산(주),001420,2013/12,1775166,-740113,-308875,,,
태원물산(주),001420,2014/12,396518,-3149937,2077974,,,
태원물산(주),001420,2015/12,1291128,-855086,-289006,,,
태원물산(주),001420,2016/12,3868837,-629441,-1359261,,,
태원물산(주),001420,2017/12,-654252,194802,-1665376,,,
태원물산(주),001420,2018/12,910129,722203,-1518726,,,
태원물산(주),001420,2019/12,1473364,-721123,-746310,,,
태평양물산(주),007980,2011/12,-6083735,-19399815,25103224,-7509118,-24661131,31556179
태평양물산(주),007980,2012/12,-41505163,-10476286,50802545,-69022687,-3878978,76235861
태평양물산(주),007980,2013/12,-25063866,-21597149,49456541,-35607136,-11657571,52800149
태평양물산(주),007980,2014/12,12703040,-29910500,20454091,11885671,-27179742,22369695
태평양물산(주),007980,2015/12,278789,-29260200,27066336,1228463,-51189658,49245352
태평양물산(주),007980,2016/12,29615235,-14714386,-160819,38893353,-13393026,-6121313
태평양물산(주),007980,2017/12,22576524,-8650482,-19886777,21344117,-15576985,-14846464
태평양물산(주),007980,2018/12,-9070814,6746004,-4490072,14622263,-11404804,2508418
태평양물산(주),007980,2019/12,-15471322,-20797634,34306583,-8694383,-10218192,20993625
테고사이언스(주),191420,2014/12,1334095,-9488001,7033559,,,
테고사이언스(주),191420,2015/12,2632895,-2038918,-145016,,,
테고사이언스(주),191420,2016/12,2534932,-15910814,16000000,2357291,-15221775,16200000
테고사이언스(주),191420,2017/12,2451911,-5797224,10000,2037230,-5797732,0
테고사이언스(주),191420,2018/12,1155191,-18080,-46455,833875,42070,-46455
테고사이언스(주),191420,2019/12,110742,-123685,255354,41403,76394,254449
테라사이언스(주),073640,2011/12,-12884,-1596590,1672349,327442,-2116580,1672349
테라사이언스(주),073640,2012/12,-3841502,3618677,3124004,-803596,565170,3124004
테라사이언스(주),073640,2013/12,-6362723,-1932411,4965264,-6005833,-4545571,7937142
테라사이언스(주),073640,2014/12,1509274,200860,-758564,1353071,488031,-871196
테라사이언스(주),073640,2015/12,-8685764,47542545,-39757232,-8605061,47278341,-39869185
테라사이언스(주),073640,2016/12,-2572217,3555502,-672768,,,
테라사이언스(주),073640,2017/12,410057,-5973151,5259999,148920,-5701453,5407484
테라사이언스(주),073640,2018/12,36185,-533199,1603410,-79338,-567945,1603410
테라사이언스(주),073640,2019/12,1488018,-4691348,7175449,-666013,1126760,3623590
텔코웨어(주),078000,2011/12,15128931,-2629110,-5733139,15119279,-2624721,-5733139
텔코웨어(주),078000,2012/12,7173296,-7329069,-10043722,7173043,-7329996,-10043722
텔코웨어(주),078000,2013/12,32731577,-7278233,125347,32731582,-7278233,125347
텔코웨어(주),078000,2014/12,-10987444,1971578,-3657311,-10987439,1971578,-3657311
텔코웨어(주),078000,2015/12,16265936,-9110264,-3375979,16265941,-9110264,-3375979
텔코웨어(주),078000,2016/12,4616476,14799474,-3713577,4616482,14799474,-3713577
텔코웨어(주),078000,2017/12,9821082,-13617960,-2813316,9821088,-13617960,-2813316
텔코웨어(주),078000,2018/12,8293791,-13551418,-3263447,8293797,-13551418,-3263447
텔코웨어(주),078000,2019/12,-608517,-8250007,-3709079,-608517,-8250007,-3709079
티와이엠(주),002900,2011/12,-10590880,-3596341,10335817,-9924391,-4018484,9560324
티와이엠(주),002900,2012/12,21886926,-13692906,-2832556,21318444,-14044193,-2406165
티와이엠(주),002900,2013/12,7591045,-11557092,8945127,4323291,-7401398,7159069
티와이엠(주),002900,2014/12,3796317,-22119663,18852545,1025154,-16621496,17057045
티와이엠(주),002900,2015/12,16130563,-11372854,-6172578,18376014,-12425154,-6172578
티와이엠(주),002900,2016/12,12463527,-30458592,10388913,7964762,-26486725,10388913
티와이엠(주),002900,2017/12,16701882,-5685829,-10322719,21194953,-13277515,-8151417
티와이엠(주),002900,2018/12,18822612,-10267243,-14064172,20694724,-10706765,-10138658
티와이엠(주),002900,2019/12,8108277,-40692042,57964181,16274905,-40410962,52454712
티제이미디어(주),032540,2011/12,-270062,20162403,-21380568,451677,21248209,-21380568
티제이미디어(주),032540,2012/12,3254206,1184928,-4372045,2494067,845251,-3171520
티제이미디어(주),032540,2013/12,3469524,-3214232,179128,2200037,-3868721,597128
티제이미디어(주),032540,2014/12,4618123,-3985677,-1114529,4998013,-4086586,-1000454
티제이미디어(주),032540,2015/12,263840,-1187416,0,59087,3266,-956330
티제이미디어(주),032540,2016/12,-3598036,6181281,-1393161,-3447723,6194016,-1030105
티제이미디어(주),032540,2017/12,6363474,-8474147,4164103,6011896,-8686925,3716331
티제이미디어(주),032540,2018/12,11148955,-7740878,1952471,12044739,-7769610,1473911
티제이미디어(주),032540,2019/12,527682,-10696149,4757575,538438,-10038577,5115093
티케이지애강(주),022220,2011/12,1433647,-6266570,4984995,3200358,-9497658,6407134
티케이지애강(주),022220,2012/12,-2055200,21419943,-19459843,-1910143,21314828,-19499919
티케이지애강(주),022220,2013/12,-3570187,-294361,2895006,-3639686,-252958,2956925
티케이지애강(주),022220,2014/12,-2107076,556358,656165,-2135518,556358,656165
티케이지애강(주),022220,2015/12,3752901,-9506014,5728500,3624861,-9386322,5728500
티케이지애강(주),022220,2016/12,8552663,4564589,-12935190,8540571,4564589,-12935190
티케이지애강(주),022220,2017/12,10508553,3291715,-13102290,10527703,3291715,-13121637
티케이지애강(주),022220,2018/12,13687262,-13636048,-566684,13687262,-13636048,-566684
티케이지애강(주),022220,2019/12,15308234,-12948132,-303312,15308234,-12948132,-303312
티케이지휴켐스(주),069260,2011/12,74968679,-99528572,49836055,75874923,-102188572,49836055
티케이지휴켐스(주),069260,2012/12,41833072,-14537597,-27007039,41544492,-23821296,-26598860
티케이지휴켐스(주),069260,2013/12,89815045,-54333408,-41909280,86893076,-61876358,-31504482
티케이지휴켐스(주),069260,2014/12,89625697,-36250024,-77762907,97829935,-21418091,-78903475
티케이지휴켐스(주),069260,2015/12,63214189,-12062492,-46098918,66495554,-26159145,-53226538
티케이지휴켐스(주),069260,2016/12,114320966,-62781860,-46575195,115486243,-55050132,-51049066
티케이지휴켐스(주),069260,2017/12,158916676,-179715463,23565089,156380804,-171484915,15533885
티케이지휴켐스(주),069260,2018/12,116463008,-34396736,-74765199,116631223,-19062638,-74765199
티케이지휴켐스(주),069260,2019/12,108186290,-75249683,-31914944,107282552,-91042896,-31914944
팅크웨어(주),084730,2011/12,4295001,8635112,-6004059,,,
팅크웨어(주),084730,2012/12,-3524428,-17666519,12886559,,,
팅크웨어(주),084730,2013/12,-2797403,-23227562,34859461,-1410522,-24263708,34528547
팅크웨어(주),084730,2014/12,8779216,2125864,-6235638,10288939,1024001,-6514145
팅크웨어(주),084730,2015/12,16437292,-6447119,-518388,22741262,-9316692,-2109502
팅크웨어(주),084730,2016/12,25561721,-18074715,-1113408,26241616,-18043087,-2061434
팅크웨어(주),084730,2017/12,10330847,-8730975,-4358,12244668,-9960783,-1045329
팅크웨어(주),084730,2018/12,7610836,-7570266,-6981581,9053492,-7823611,-7651928
팅크웨어(주),084730,2019/12,16387251,-11428366,-2623172,20441890,-15056379,-193889
파나케이아(주),058530,2011/12,1795048,-12354507,10969252,1797441,-12355292,10969252
파나케이아(주),058530,2012/12,-919241,3894296,-4074462,-971283,3751518,-3807515
파나케이아(주),058530,2013/12,1287655,-1789589,1417073,1118402,-1321890,1477073
파나케이아(주),058530,2014/12,2343969,-4921541,3577491,2354040,-4718496,3517491
파나케이아(주),058530,2015/12,-5452317,78926,5594859,-4968459,-915521,5596087
파나케이아(주),058530,2016/12,-7446965,-21105358,26719757,-12256649,-15627186,26830513
파나케이아(주),058530,2017/12,-15773580,-2186581,29173684,-19169303,-21024403,51175986
파나케이아(주),058530,2018/12,5683449,-36234624,31401440,-837352,-89803065,91538827
파나케이아(주),058530,2019/12,3850470,-12938237,166326,5421402,-11353565,-2779683
파미셀(주),005690,2011/12,-15765172,-1058748,12169815,-16166406,-890528,12453950
파미셀(주),005690,2012/12,-11964943,-10669409,26611878,-11868350,-7198704,26489635
파미셀(주),005690,2013/12,-3315831,12336953,-14926722,-2687727,9044463,-15738595
파미셀(주),005690,2014/12,-8772027,609715,28706145,,,
파미셀(주),005690,2015/12,-2411176,-13256814,7611926,,,
파미셀(주),005690,2016/12,988968,-4356673,1021282,,,
파미셀(주),005690,2017/12,-2007324,2645983,499760,,,
파미셀(주),005690,2018/12,3404989,-6712274,8890830,,,
파미셀(주),005690,2019/12,-75499,-1653922,-145053,,,
팜젠사이언스(주),004720,2011/12,2902805,3281679,-4525350,2893280,3281679,-4515850
팜젠사이언스(주),004720,2012/12,-3655031,955713,6536951,-3975637,1325944,6497451
팜젠사이언스(주),004720,2013/12,-4167161,-470041,-566685,-4204856,-443682,-564685
팜젠사이언스(주),004720,2014/12,-1963668,-1858822,5563449,-2016894,-1802522,5563449
팜젠사이언스(주),004720,2015/12,3510517,-3830220,1275706,3621573,-3883220,1275706
팜젠사이언스(주),004720,2016/12,7686870,-15743035,9929264,7754656,-15824035,9929264
팜젠사이언스(주),004720,2017/12,1401588,-1884699,-82893,1837763,-2004699,-82893
팜젠사이언스(주),004720,2018/12,4273842,-9249864,22298167,4215582,-9283064,22298167
팜젠사이언스(주),004720,2019/12,2526323,-10987986,-2586036,2523396,-10954963,-2586036
패션플랫폼(주),225590,2015/12,,,,,,
패션플랫폼(주),225590,2016/12,,,,,,
패션플랫폼(주),225590,2017/12,,,,,,
패션플랫폼(주),225590,2018/12,5455159,-178555,810784,,,
패션플랫폼(주),225590,2019/12,7431950,-9404248,-1731404,,,
팬오션(주),028670,2011/12,-140372000,-74173000,-41575000,-178704000,-5735000,48660000
팬오션(주),028670,2012/12,-172574000,-87694000,140012000,-75383000,-114614000,-2531000
팬오션(주),028670,2013/12,214050000,89026000,-331641000,137782000,347783000,-542371000
팬오션(주),028670,2014/12,408031000,297201000,-486204000,387387000,306511000,-503370000
팬오션(주),028670,2015/12,310645000,-41103000,-437037000,305314000,-38508000,-417071000
팬오션(주),028670,2016/12,240502000,-81989000,-193604000,250956000,-92398000,-197949000
팬오션(주),028670,2017/12,246185000,-120222000,-151342000,261613000,-117167000,-155024000
팬오션(주),028670,2018/12,278729000,-124105000,-148928000,268073000,-126552000,-149141000
팬오션(주),028670,2019/12,395477000,-213575000,-150458000,404778000,-212997000,-152020000
퍼스텍(주),010820,2011/12,4661807,-10164984,5530740,4661680,-10164857,5530740
퍼스텍(주),010820,2012/12,11705675,-3516378,960580,12389642,-4002227,1284120
퍼스텍(주),010820,2013/12,-1325485,-7065838,2557468,-357675,-7797337,3016730
퍼스텍(주),010820,2014/12,1688304,-10384216,6550687,-1906169,-12892382,12091910
퍼스텍(주),010820,2015/12,-6612625,-6272139,11478625,-9378402,-7499140,14487245
퍼스텍(주),010820,2016/12,-824624,-3963434,4746672,5443332,-4752175,3655057
퍼스텍(주),010820,2017/12,10454894,-1711593,-9127986,14879282,-2774978,-12991236
퍼스텍(주),010820,2018/12,20933348,-7001798,-7414263,,,
퍼스텍(주),010820,2019/12,30731898,-5703936,-7102837,,,
펌텍코리아(주),251970,2019/12,21956312,-90294387,67116949,25102040,-118318203,68229238
페이퍼코리아(주),001020,2011/12,-31996110,-11911623,45718702,-31797733,-11767737,45560696
페이퍼코리아(주),001020,2012/12,16010043,-13610936,-2827926,11938505,10060,-12140667
페이퍼코리아(주),001020,2013/12,-8638411,-20448345,28895949,-5428839,-24026271,29288586
페이퍼코리아(주),001020,2014/12,2731562,-454723,-2749367,512336,-3426476,816796
페이퍼코리아(주),001020,2015/12,1646307,-21011285,21865638,-9677657,-18533305,57774828
페이퍼코리아(주),001020,2016/12,-19963673,3364954,15892890,-32153160,-6856059,21101684
페이퍼코리아(주),001020,2017/12,-12217742,-102141252,117565124,-2682958,-138794810,150241990
페이퍼코리아(주),001020,2018/12,-58179075,-16483761,75264294,-19835915,-15787912,39475073
페이퍼코리아(주),001020,2019/12,23872702,-4193322,-16027854,-13028091,-14228235,29616941
평화산업(주),090080,2011/12,-4785984,-4912531,10639786,-4835620,-4968830,10639786
평화산업(주),090080,2012/12,4981725,-2521080,-2858538,5051979,-2244621,-2858538
평화산업(주),090080,2013/12,7274503,-860072,16202,6671448,-591820,-273798
평화산업(주),090080,2014/12,15074732,1278219,-23753467,14853577,1921052,-23753467
평화산업(주),090080,2015/12,8516656,-7090615,424162,8115369,-7037553,424162
평화산업(주),090080,2016/12,21233308,-20575719,-2135191,17792097,-17217546,-2135191
평화산업(주),090080,2017/12,5682438,-3340581,-2311030,4605987,-2106331,-2311030
평화산업(주),090080,2018/12,-12421020,-11593975,23640477,-12594057,-11547552,23640477
평화산업(주),090080,2019/12,-23379660,-12684669,36043534,-25855511,-9530860,35470006
평화홀딩스(주),010770,2011/12,7130435,-22991923,33616067,-8912293,-28212684,63976490
평화홀딩스(주),010770,2012/12,3669354,-54900913,-1384145,24425345,-45973454,-29428535
평화홀딩스(주),010770,2013/12,2099036,11712925,997415,30387475,255255,-19410825
평화홀딩스(주),010770,2014/12,3604588,-12684981,-13884145,44513024,15859126,-96554889
평화홀딩스(주),010770,2015/12,4215647,17551857,-11384145,24283839,3662343,-16296646
평화홀딩스(주),010770,2016/12,6434974,-2248100,-3962545,33392100,-33875038,1446119
평화홀딩스(주),010770,2017/12,3703790,439046,-9576218,16494783,-22314993,-336377
평화홀딩스(주),010770,2018/12,7338188,-8113153,-6076671,-21678097,-18980226,37048219
평화홀딩스(주),010770,2019/12,4088305,-5098935,7608888,-4250110,-24696563,37276403
포스코스틸리온(주),058430,2011/12,-11453630,-20935556,27247000,,,
포스코스틸리온(주),058430,2012/12,2596099,-24282621,20185011,,,
포스코스틸리온(주),058430,2013/12,-309491,-9524897,11080661,-30903,-6236708,11080661
포스코스틸리온(주),058430,2014/12,18007799,-5783333,-13465320,20069613,-19128275,-4686068
포스코스틸리온(주),058430,2015/12,34110423,-5469847,-10331173,28087647,-6944778,-2453350
포스코스틸리온(주),058430,2016/12,37378512,19915667,-66058618,40694059,19313033,-65496957
포스코스틸리온(주),058430,2017/12,30703249,-28253318,210008,26955228,-26522870,-1868503
포스코스틸리온(주),058430,2018/12,14215436,-38545750,14933338,14273719,-38567097,14933338
포스코스틸리온(주),058430,2019/12,-10224049,-15288059,24105093,-11519672,-10333587,24912539
포스코홀딩스(주),005490,2011/12,3186490773,-4062122918,1338877921,1691565433,-5516866472,4899885370
포스코홀딩스(주),005490,2012/12,5670889311,-2896787792,-2159423867,7319456885,-6169003105,-907627135
포스코홀딩스(주),005490,2013/12,4763525974,-4768063720,-347347298,4858135043,-8751669532,3532335704
포스코홀딩스(주),005490,2014/12,4163084742,-1255074892,-2559557423,3412099310,-3745181888,135111808
포스코홀딩스(주),005490,2015/12,5139938041,-3142451434,-2113416151,7601828932,-4534676340,-2241601331
포스코홀딩스(주),005490,2016/12,3839108585,-2877689348,-2474996100,5269417624,-3754627358,-3950967040
포스코홀딩스(주),005490,2017/12,3553963551,-2464652383,-874222333,5607310244,-3817874626,-1565527907
포스코홀딩스(주),005490,2018/12,4775970665,-3618948548,-1230207548,5869724524,-2647969548,-3195047921
포스코홀딩스(주),005490,2019/12,3600955161,-3952722341,1075755983,6004655015,-3682858684,-1512178545
풍국주정공업(주),023900,2011/12,1746844,3952829,-5444427,6931718,-3839938,-3150427
풍국주정공업(주),023900,2012/12,5538827,-2170989,-3678090,9833209,-9076973,-856224
풍국주정공업(주),023900,2013/12,9204779,-6351864,-1050000,14781934,-10373276,-3276959
풍국주정공업(주),023900,2014/12,6082190,-3553465,-2100000,12340348,-9477971,-3084456
