회사명,거래소코드,회계년도,* (정상)영업손익(보고서기재)(IFRS연결)(천원),계속영업이익(손실)(IFRS연결)(천원)
(주)코다코,046070,2016/12,20495668,10750888
(주)코다코,046070,2017/12,5740260,-2389449
(주)코다코,046070,2018/12,-18141954,-24789229
(주)코다코,046070,2019/12,-10812830,-23437603
(주)코데즈컴바인,047770,2011/12,10330769,3033324
(주)코데즈컴바인,047770,2012/12,-7957799,-15682044
(주)코데즈컴바인,047770,2013/12,-16881132,-19646159
(주)코데즈컴바인,047770,2014/12,-29916857,-23822397
(주)코데즈컴바인,047770,2015/12,-21268512,-12378523
(주)코데즈컴바인,047770,2016/12,1323033,1483530
(주)코데즈컴바인,047770,2017/12,1811670,2133789
(주)코데즈컴바인,047770,2018/12,4805817,3527074
(주)코데즈컴바인,047770,2019/12,4513675,6903733
(주)코디,080530,2011/12,,
(주)코디,080530,2012/12,-6964875,-7363681
(주)코디,080530,2013/12,1094563,-220929
(주)코디,080530,2014/12,969325,700598
(주)코디,080530,2015/12,-3415209,-4030321
(주)코디,080530,2016/12,-6222598,-27996464
(주)코디,080530,2017/12,-9040817,-20534523
(주)코디,080530,2018/12,-4042260,-12230938
(주)코디,080530,2019/12,44900,-7046096
(주)코디엠,224060,2015/12,,
(주)코디엠,224060,2016/12,-3958615,-5413917
(주)코디엠,224060,2017/12,-3375721,-4047905
(주)코디엠,224060,2018/12,-10700584,-12145462
(주)코디엠,224060,2019/12,-4556376,6060174
(주)코렌텍,104540,2013/12,1623992,3347977
(주)코렌텍,104540,2014/12,-198401,-1465792
(주)코렌텍,104540,2015/12,972436,-859436
(주)코렌텍,104540,2016/12,1566344,1199387
(주)코렌텍,104540,2017/12,-642878,-7378800
(주)코렌텍,104540,2018/12,-5210926,-29763062
(주)코렌텍,104540,2019/12,3281527,2505582
(주)코리아나화장품,027050,2011/12,-570426,644133
(주)코리아나화장품,027050,2012/12,-1458972,11250025
(주)코리아나화장품,027050,2013/12,-1031667,269574
(주)코리아나화장품,027050,2014/12,-5025723,-5710966
(주)코리아나화장품,027050,2015/12,6419393,6237299
(주)코리아나화장품,027050,2016/12,4009298,4066482
(주)코리아나화장품,027050,2017/12,2174416,1769137
(주)코리아나화장품,027050,2018/12,2044538,1654416
(주)코리아나화장품,027050,2019/12,3066775,513457
(주)코리아센터,290510,2019/12,10769610,7018472
(주)코리아써키트,007810,2011/12,4875226,13916614
(주)코리아써키트,007810,2012/12,44254683,41829791
(주)코리아써키트,007810,2013/12,46823982,34021477
(주)코리아써키트,007810,2014/12,32591647,4652411
(주)코리아써키트,007810,2015/12,47049313,7408041
(주)코리아써키트,007810,2016/12,16046090,-4194050
(주)코리아써키트,007810,2017/12,11068937,29629690
(주)코리아써키트,007810,2018/12,-17887233,-27865837
(주)코리아써키트,007810,2019/12,13862521,2124891
(주)코리아에스이,101670,2011/12,,
(주)코리아에스이,101670,2012/12,,
(주)코리아에스이,101670,2013/12,,
(주)코리아에스이,101670,2014/12,,
(주)코리아에스이,101670,2015/12,,
(주)코리아에스이,101670,2016/12,,
(주)코리아에스이,101670,2017/12,-805311,3666729
(주)코리아에스이,101670,2018/12,-2931357,-2711012
(주)코리아에스이,101670,2019/12,-2649716,-2141248
(주)코맥스,036690,2011/12,8969771,5687165
(주)코맥스,036690,2012/12,8945305,5110279
(주)코맥스,036690,2013/12,9697765,7717808
(주)코맥스,036690,2014/12,7485935,4470273
(주)코맥스,036690,2015/12,7322470,5830515
(주)코맥스,036690,2016/12,11586665,8971035
(주)코맥스,036690,2017/12,10609235,7319401
(주)코맥스,036690,2018/12,5513641,3019688
(주)코맥스,036690,2019/12,6441842,3900604
(주)코메론,049430,2011/12,9106517,4734346
(주)코메론,049430,2012/12,7373323,7051478
(주)코메론,049430,2013/12,7474374,5147518
(주)코메론,049430,2014/12,9967073,7904317
(주)코메론,049430,2015/12,13360014,12210190
(주)코메론,049430,2016/12,14664957,12748627
(주)코메론,049430,2017/12,14734261,9500732
(주)코메론,049430,2018/12,12418272,12241205
(주)코메론,049430,2019/12,13906824,14302685
(주)코미코,183300,2017/12,26493472,18816806
(주)코미코,183300,2018/12,40559051,30284917
(주)코미코,183300,2019/12,34516950,22816433
(주)코미팜,041960,2011/12,163471,-134851
(주)코미팜,041960,2012/12,664756,1011468
(주)코미팜,041960,2013/12,472433,-82363
(주)코미팜,041960,2014/12,177678,-2149582
(주)코미팜,041960,2015/12,-567334,-6547683
(주)코미팜,041960,2016/12,609493,227479
(주)코미팜,041960,2017/12,-149907,-5196171
(주)코미팜,041960,2018/12,-6213700,-15510105
(주)코미팜,041960,2019/12,-5434417,-23266628
(주)코세스,089890,2011/12,,
(주)코세스,089890,2012/12,,
(주)코세스,089890,2013/12,,
(주)코세스,089890,2014/12,,
(주)코세스,089890,2015/12,,
(주)코세스,089890,2016/12,,
(주)코세스,089890,2017/12,,
(주)코세스,089890,2018/12,,
(주)코세스,089890,2019/12,,
(주)코센,009730,2011/12,,
(주)코센,009730,2012/12,,
(주)코센,009730,2013/12,,
(주)코센,009730,2014/12,806976,1207731
(주)코센,009730,2015/12,1657470,1099987
(주)코센,009730,2016/12,-6460334,-8774957
(주)코센,009730,2017/12,1030639,4334679
(주)코센,009730,2018/12,-349395,-10328397
(주)코센,009730,2019/12,-3707716,-56783988
(주)코스나인,082660,2011/12,-14153340,-13955528
(주)코스나인,082660,2012/12,3850710,733648
(주)코스나인,082660,2013/12,8736695,6684938
(주)코스나인,082660,2014/12,11248203,5855195
(주)코스나인,082660,2015/12,5262825,942625
(주)코스나인,082660,2016/12,2359572,-6508331
(주)코스나인,082660,2017/12,-14012778,-29605356
(주)코스나인,082660,2018/12,-11015929,-13349052
(주)코스나인,082660,2019/12,,
(주)코스메카코리아,241710,2016/12,13128171,11504553
(주)코스메카코리아,241710,2017/12,10991649,9934089
(주)코스메카코리아,241710,2018/12,9826150,9163943
(주)코스메카코리아,241710,2019/12,8267036,4034208
(주)코스온,069110,2011/12,,
(주)코스온,069110,2012/12,,
(주)코스온,069110,2013/12,,
(주)코스온,069110,2014/12,,
(주)코스온,069110,2015/12,,
(주)코스온,069110,2016/12,8051950,6789923
(주)코스온,069110,2017/12,4710980,1597592
(주)코스온,069110,2018/12,3281485,-991442
(주)코스온,069110,2019/12,555276,-5169315
(주)코썬바이오,204990,2016/12,,
(주)코썬바이오,204990,2017/12,-2294248,-7354118
(주)코썬바이오,204990,2018/12,-24009266,-59607442
(주)코썬바이오,204990,2019/12,-28487900,-50113733
(주)코아스,071950,2011/12,,
(주)코아스,071950,2012/12,2608280,339954
(주)코아스,071950,2013/12,370883,-8080021
(주)코아스,071950,2014/12,2059942,589909
(주)코아스,071950,2015/12,-7832373,-10870441
(주)코아스,071950,2016/12,-3492067,-7708380
(주)코아스,071950,2017/12,659260,-556943
(주)코아스,071950,2018/12,1232092,-124422
(주)코아스,071950,2019/12,3080909,2120413
(주)코아시아,045970,2011/12,4321213,1704551
(주)코아시아,045970,2012/12,3722773,5826512
(주)코아시아,045970,2013/12,125330,-2970679
(주)코아시아,045970,2014/12,-16779023,-22371225
(주)코아시아,045970,2015/12,5852355,867481
(주)코아시아,045970,2016/12,13556717,-1891959
(주)코아시아,045970,2017/12,16814262,2022930
(주)코아시아,045970,2018/12,4997771,-18026258
(주)코아시아,045970,2019/12,20494944,16733681
(주)코아시아옵틱스,196450,2014/12,-2560363,-2981461
(주)코아시아옵틱스,196450,2015/12,-6695972,-10151326
(주)코아시아옵틱스,196450,2016/12,-22542352,-49983482
(주)코아시아옵틱스,196450,2017/12,-814451,-18809999
(주)코아시아옵틱스,196450,2018/12,-6120241,-9583910
(주)코아시아옵틱스,196450,2019/12,2870743,5706108
(주)코엔텍,029960,2011/12,7615955,6100619
(주)코엔텍,029960,2012/12,10337372,9672687
(주)코엔텍,029960,2013/12,8798715,8994534
(주)코엔텍,029960,2014/12,10718066,9843323
(주)코엔텍,029960,2015/12,9472359,8346740
(주)코엔텍,029960,2016/12,15475622,14719206
(주)코엔텍,029960,2017/12,18586515,16059145
(주)코엔텍,029960,2018/12,29310888,24489206
(주)코엔텍,029960,2019/12,,
(주)코오롱,002020,2011/12,115433397,88775440
(주)코오롱,002020,2012/12,43371360,-5253520
(주)코오롱,002020,2013/12,76917157,-84865055
(주)코오롱,002020,2014/12,72662399,20554507
(주)코오롱,002020,2015/12,41355371,-36461897
(주)코오롱,002020,2016/12,136872655,31074569
(주)코오롱,002020,2017/12,106757935,109588667
(주)코오롱,002020,2018/12,111461025,1639082
(주)코오롱,002020,2019/12,124522672,-22220930
(주)코원플레이,056000,2011/12,-9724694,-10308689
(주)코원플레이,056000,2012/12,-14674845,-14751856
(주)코원플레이,056000,2013/12,-10443758,-10808062
(주)코원플레이,056000,2014/12,-2918829,-6851655
(주)코원플레이,056000,2015/12,-6296962,-10267980
(주)코원플레이,056000,2016/12,,
(주)코원플레이,056000,2017/12,267138,181469
(주)코원플레이,056000,2018/12,-3104776,-1004766
(주)코원플레이,056000,2019/12,-3572682,-3367747
(주)코윈테크,282880,2019/12,20846672,17134445
(주)코이즈,121850,2012/12,7955114,5119723
(주)코이즈,121850,2013/12,-83959,-699434
(주)코이즈,121850,2014/12,-144963,-467278
(주)코이즈,121850,2015/12,-1498764,-2445324
(주)코이즈,121850,2016/12,793670,1498042
(주)코이즈,121850,2017/12,-7529257,-9490221
(주)코이즈,121850,2018/12,-7407617,-7976900
(주)코이즈,121850,2019/12,-2819177,-993725
(주)코콤,015710,2011/12,3708459,3349280
(주)코콤,015710,2012/12,5738401,3375749
(주)코콤,015710,2013/12,5035947,3033460
(주)코콤,015710,2014/12,9643460,5785993
(주)코콤,015710,2015/12,9832999,7245623
(주)코콤,015710,2016/12,8842419,7219659
(주)코콤,015710,2017/12,12701364,10724204
(주)코콤,015710,2018/12,17196078,13874939
(주)코콤,015710,2019/12,13342571,8217883
(주)코텍,052330,2011/12,,
(주)코텍,052330,2012/12,,
(주)코텍,052330,2013/12,,
(주)코텍,052330,2014/12,,
(주)코텍,052330,2015/12,,
(주)코텍,052330,2016/12,,
(주)코텍,052330,2017/12,,
(주)코텍,052330,2018/12,,
(주)코텍,052330,2019/12,33129377,30758976
(주)코퍼스코리아,322780,2019/12,,
(주)코프라,126600,2011/12,,
(주)코프라,126600,2012/12,,
(주)코프라,126600,2013/12,9296106,7122845
(주)코프라,126600,2014/12,10406401,8617759
(주)코프라,126600,2015/12,12543381,10490882
(주)코프라,126600,2016/12,14149307,12309703
(주)코프라,126600,2017/12,8350469,5587986
(주)코프라,126600,2018/12,6328708,4842683
(주)코프라,126600,2019/12,9139428,8961752
(주)콘텐트리중앙,036420,2019/12,35421708,10629284
(주)콤텍시스템,031820,2011/12,3837556,3237309
(주)콤텍시스템,031820,2012/12,781385,6684553
(주)콤텍시스템,031820,2013/12,-1044912,2186500
(주)콤텍시스템,031820,2014/12,-5148639,-3392974
(주)콤텍시스템,031820,2015/12,701615,1751747
(주)콤텍시스템,031820,2016/12,1522472,4041237
(주)콤텍시스템,031820,2017/12,2127309,865986
(주)콤텍시스템,031820,2018/12,,
(주)콤텍시스템,031820,2019/12,,
(주)큐로,015590,2011/12,-19919997,-20800984
(주)큐로,015590,2012/12,20085129,6820025
(주)큐로,015590,2013/12,16472376,9549867
(주)큐로,015590,2014/12,5012604,289693
(주)큐로,015590,2015/12,,
(주)큐로,015590,2016/12,,
(주)큐로,015590,2017/12,,
(주)큐로,015590,2018/12,,
(주)큐로,015590,2019/12,19782502,6719317
(주)큐로컴,040350,2011/12,-2742327,-4967410
(주)큐로컴,040350,2012/12,-3362101,-6388076
(주)큐로컴,040350,2013/12,-5189353,-6301246
(주)큐로컴,040350,2014/12,-5607727,-6236985
(주)큐로컴,040350,2015/12,-4935632,26573175
(주)큐로컴,040350,2016/12,-5109781,-23124302
(주)큐로컴,040350,2017/12,-5227212,-27157069
(주)큐로컴,040350,2018/12,-10516842,-29021439
(주)큐로컴,040350,2019/12,-11807598,-24695815
(주)큐로홀딩스,051780,2011/12,-1830465,-2851211
(주)큐로홀딩스,051780,2012/12,-1401572,-6580889
(주)큐로홀딩스,051780,2013/12,356861,-3461642
(주)큐로홀딩스,051780,2014/12,-75035,-3023320
(주)큐로홀딩스,051780,2015/12,-280213,2190610
(주)큐로홀딩스,051780,2016/12,-15710045,-17111629
(주)큐로홀딩스,051780,2017/12,-6855751,-39672302
(주)큐로홀딩스,051780,2018/12,-569077,-12287437
(주)큐로홀딩스,051780,2019/12,782259,-9124034
(주)큐리언트,115180,2016/12,,
(주)큐리언트,115180,2017/12,,
(주)큐리언트,115180,2018/12,,
(주)큐리언트,115180,2019/12,,
(주)큐브엔터테인먼트,182360,2013/12,,
(주)큐브엔터테인먼트,182360,2014/12,,
(주)큐브엔터테인먼트,182360,2015/12,710695,-5715585
(주)큐브엔터테인먼트,182360,2016/12,-5701794,-5182169
(주)큐브엔터테인먼트,182360,2017/12,211107,-979000
(주)큐브엔터테인먼트,182360,2018/12,1930704,1101720
(주)큐브엔터테인먼트,182360,2019/12,960752,986623
(주)큐에스아이,066310,2011/12,,
(주)큐에스아이,066310,2012/12,2603027,2023806
(주)큐에스아이,066310,2013/12,3711718,3720560
(주)큐에스아이,066310,2014/12,3480038,3185609
(주)큐에스아이,066310,2015/12,1402431,1385003
(주)큐에스아이,066310,2016/12,894188,1418695
(주)큐에스아이,066310,2017/12,1067005,751450
(주)큐에스아이,066310,2018/12,-1053320,-353385
(주)큐에스아이,066310,2019/12,416541,1104174
(주)크라운제과,264900,2017/12,,
(주)크라운제과,264900,2018/12,,
(주)크라운제과,264900,2019/12,,
(주)크라운해태홀딩스,005740,2011/12,81130124,25327064
(주)크라운해태홀딩스,005740,2012/12,75623568,38259900
(주)크라운해태홀딩스,005740,2013/12,69695411,19980125
(주)크라운해태홀딩스,005740,2014/12,62770834,23775601
(주)크라운해태홀딩스,005740,2015/12,87438755,43214539
(주)크라운해태홀딩스,005740,2016/12,65925320,44592983
(주)크라운해태홀딩스,005740,2017/12,34196284,175348449
(주)크라운해태홀딩스,005740,2018/12,41544954,10819579
(주)크라운해태홀딩스,005740,2019/12,39432522,-22509198
(주)크레버스,096240,2011/12,18526716,10766074
(주)크레버스,096240,2012/12,16581347,9574572
(주)크레버스,096240,2013/12,15883084,9139143
(주)크레버스,096240,2014/12,11331886,8504862
(주)크레버스,096240,2015/12,6885877,1017332
(주)크레버스,096240,2016/12,1671929,-19925779
(주)크레버스,096240,2017/12,13976956,6823147
(주)크레버스,096240,2018/12,15774065,10166296
(주)크레버스,096240,2019/12,22641001,11197345
(주)크리스에프앤씨,110790,2018/12,43599454,32266881
(주)크리스에프앤씨,110790,2019/12,37707651,24828971
(주)크린앤사이언스,045520,2011/12,836353,705343
(주)크린앤사이언스,045520,2012/12,1739733,1254338
(주)크린앤사이언스,045520,2013/12,1975328,1332801
(주)크린앤사이언스,045520,2014/12,2709628,2180861
(주)크린앤사이언스,045520,2015/12,4226416,3576854
(주)크린앤사이언스,045520,2016/12,4354522,3592828
(주)크린앤사이언스,045520,2017/12,6293672,4712747
(주)크린앤사이언스,045520,2018/12,8116682,6852364
(주)크린앤사이언스,045520,2019/12,10881745,8117118
(주)클라우드에어,036170,2011/12,,
(주)클라우드에어,036170,2012/12,1273520,6692555
(주)클라우드에어,036170,2013/12,2618938,-228488
(주)클라우드에어,036170,2014/12,-1499847,286699
(주)클라우드에어,036170,2015/12,1412148,-858878
(주)클라우드에어,036170,2016/12,1097104,603063
(주)클라우드에어,036170,2017/12,1480650,-855752
(주)클라우드에어,036170,2018/12,717303,-2337633
(주)클라우드에어,036170,2019/12,-9527,-13773633
(주)클래시스,214150,2015/12,,
(주)클래시스,214150,2016/12,,
(주)클래시스,214150,2017/12,10802378,-5128224
(주)클래시스,214150,2018/12,17476490,14862505
(주)클래시스,214150,2019/12,41709475,33393938
(주)클리오,237880,2016/12,25685908,20812351
(주)클리오,237880,2017/12,10869805,7932679
(주)클리오,237880,2018/12,-1575317,995771
(주)클리오,237880,2019/12,18598524,2942265
(주)키다리스튜디오,020120,2011/12,,
(주)키다리스튜디오,020120,2012/12,,
(주)키다리스튜디오,020120,2013/12,,
(주)키다리스튜디오,020120,2014/12,1975526,3860217
(주)키다리스튜디오,020120,2015/12,478299,8629167
(주)키다리스튜디오,020120,2016/12,,
(주)키다리스튜디오,020120,2017/12,-495282,-1467880
(주)키다리스튜디오,020120,2018/12,,
(주)키다리스튜디오,020120,2019/12,702897,2273234
(주)키이스트,054780,2011/12,,
(주)키이스트,054780,2012/12,3011747,3510527
(주)키이스트,054780,2013/12,-5563744,-6618438
(주)키이스트,054780,2014/12,7890629,6656112
(주)키이스트,054780,2015/12,7601566,6035138
(주)키이스트,054780,2016/12,-313869,-6377222
(주)키이스트,054780,2017/12,983966,162441
(주)키이스트,054780,2018/12,-2413550,-8432347
(주)키이스트,054780,2019/12,-1524810,-10713546
(주)타이거일렉,219130,2015/12,3020619,2293754
(주)타이거일렉,219130,2016/12,,
(주)타이거일렉,219130,2017/12,,
(주)타이거일렉,219130,2018/12,,
(주)타이거일렉,219130,2019/12,,
(주)탑엔지니어링,065130,2011/12,12537499,5270827
(주)탑엔지니어링,065130,2012/12,2525188,2538631
(주)탑엔지니어링,065130,2013/12,3662943,2456929
(주)탑엔지니어링,065130,2014/12,4680066,2228897
(주)탑엔지니어링,065130,2015/12,16543919,10686836
(주)탑엔지니어링,065130,2016/12,17995013,10390803
(주)탑엔지니어링,065130,2017/12,15127799,13646717
(주)탑엔지니어링,065130,2018/12,33917658,32452230
(주)탑엔지니어링,065130,2019/12,70635750,65760006
(주)탑코미디어,134580,2013/12,5262563,4913428
(주)탑코미디어,134580,2014/12,4343388,3907192
(주)탑코미디어,134580,2015/12,4612356,5402931
(주)탑코미디어,134580,2016/12,-7275618,-6679357
(주)탑코미디어,134580,2017/12,-10845023,-10331573
(주)탑코미디어,134580,2018/12,1542572,1465396
(주)탑코미디어,134580,2019/12,,
(주)태경비케이,014580,2011/12,,
(주)태경비케이,014580,2012/12,,
(주)태경비케이,014580,2013/12,,
(주)태경비케이,014580,2014/12,,
(주)태경비케이,014580,2015/12,,
(주)태경비케이,014580,2016/12,8480065,5330664
(주)태경비케이,014580,2017/12,7351807,6668278
(주)태경비케이,014580,2018/12,8796883,5568960
(주)태경비케이,014580,2019/12,3869513,9812086
(주)태광,023160,2011/12,,
(주)태광,023160,2012/12,,
(주)태광,023160,2013/12,,
(주)태광,023160,2014/12,,
(주)태광,023160,2015/12,,
(주)태광,023160,2016/12,,
(주)태광,023160,2017/12,,
(주)태광,023160,2018/12,4031117,10028520
(주)태광,023160,2019/12,2875221,7408922
(주)태성,323280,2019/12,,
(주)태양,053620,2011/12,9237741,7780629
(주)태양,053620,2012/12,7754521,7854517
(주)태양,053620,2013/12,9344062,8056581
(주)태양,053620,2014/12,8895841,7611091
(주)태양,053620,2015/12,1621180,3310846
(주)태양,053620,2016/12,18568184,12848213
(주)태양,053620,2017/12,14069331,6944281
(주)태양,053620,2018/12,-1431608,1842453
(주)태양,053620,2019/12,7048199,7366773
(주)태영건설,009410,2011/12,124891220,61385561
(주)태영건설,009410,2012/12,106077997,87304382
(주)태영건설,009410,2013/12,89856760,36319758
(주)태영건설,009410,2014/12,18266397,-57536818
(주)태영건설,009410,2015/12,56843550,16561965
(주)태영건설,009410,2016/12,97067251,1813339
(주)태영건설,009410,2017/12,311131439,123275083
(주)태영건설,009410,2018/12,463519906,244140184
(주)태영건설,009410,2019/12,391222216,137491856
(주)태웅,044490,2011/12,,
(주)태웅,044490,2012/12,,
(주)태웅,044490,2013/12,,
(주)태웅,044490,2014/12,,
(주)태웅,044490,2015/12,,
(주)태웅,044490,2016/12,,
(주)태웅,044490,2017/12,,
(주)태웅,044490,2018/12,,
(주)태웅,044490,2019/12,,
(주)태웅로직스,124560,2019/12,14980613,9561671
(주)테라젠이텍스,066700,2011/12,-4071136,-5051526
(주)테라젠이텍스,066700,2012/12,-7340797,-8987911
(주)테라젠이텍스,066700,2013/12,2382066,1455786
(주)테라젠이텍스,066700,2014/12,1609529,1645754
(주)테라젠이텍스,066700,2015/12,2485164,-7159863
(주)테라젠이텍스,066700,2016/12,1310106,1848837
(주)테라젠이텍스,066700,2017/12,205857,1151421
(주)테라젠이텍스,066700,2018/12,-3923991,-9955200
(주)테라젠이텍스,066700,2019/12,3705498,43967006
(주)테스,095610,2011/12,,
(주)테스,095610,2012/12,,
(주)테스,095610,2013/12,6223142,4982091
(주)테스,095610,2014/12,16337892,14654218
(주)테스,095610,2015/12,9478898,12457174
(주)테스,095610,2016/12,36366481,31255903
(주)테스,095610,2017/12,63314557,54275100
(주)테스,095610,2018/12,57817260,42433037
(주)테스,095610,2019/12,11749115,9750000
(주)테이팩스,055490,2017/12,11955783,7650388
(주)테이팩스,055490,2018/12,7529606,5101014
(주)테이팩스,055490,2019/12,8277999,7629755
(주)테크윙,089030,2011/12,,
(주)테크윙,089030,2012/12,,
(주)테크윙,089030,2013/12,9497807,8948321
(주)테크윙,089030,2014/12,11931558,7362560
(주)테크윙,089030,2015/12,23278456,16705027
(주)테크윙,089030,2016/12,23092631,14642894
(주)테크윙,089030,2017/12,41515988,39386785
(주)테크윙,089030,2018/12,25092949,18560596
(주)테크윙,089030,2019/12,24400095,11319610
(주)텔레칩스,054450,2011/12,,
(주)텔레칩스,054450,2012/12,,
(주)텔레칩스,054450,2013/12,,
(주)텔레칩스,054450,2014/12,,
(주)텔레칩스,054450,2015/12,,
(주)텔레칩스,054450,2016/12,6640431,10516587
(주)텔레칩스,054450,2017/12,6334056,1541272
(주)텔레칩스,054450,2018/12,8154892,9218032
(주)텔레칩스,054450,2019/12,7646362,8315944
(주)텔레필드,091440,2011/12,,
(주)텔레필드,091440,2012/12,,
(주)텔레필드,091440,2013/12,,
(주)텔레필드,091440,2014/12,,
(주)텔레필드,091440,2015/12,,
(주)텔레필드,091440,2016/12,-1688974,-2636350
(주)텔레필드,091440,2017/12,895289,635728
(주)텔레필드,091440,2018/12,-10868115,-12793006
(주)텔레필드,091440,2019/12,5688535,4888415
(주)텔콘알에프제약,200230,2014/12,8067298,6741459
(주)텔콘알에프제약,200230,2015/12,-286064,348205
(주)텔콘알에프제약,200230,2016/12,-8099009,-6572696
(주)텔콘알에프제약,200230,2017/12,-12081153,-19841468
(주)텔콘알에프제약,200230,2018/12,-7874448,-15174105
(주)텔콘알에프제약,200230,2019/12,2995155,-54961722
(주)토니모리,214420,2015/12,17437986,13437508
(주)토니모리,214420,2016/12,17639125,12900000
(주)토니모리,214420,2017/12,-1912946,-5505557
(주)토니모리,214420,2018/12,-5036328,-7803950
(주)토니모리,214420,2019/12,-274992,-5699436
(주)토박스코리아,215480,2015/12,,
(주)토박스코리아,215480,2016/12,,
(주)토박스코리아,215480,2017/12,,
(주)토박스코리아,215480,2018/12,,
(주)토박스코리아,215480,2019/12,,
(주)토비스,051360,2011/12,16022097,10574724
(주)토비스,051360,2012/12,8811936,6689702
(주)토비스,051360,2013/12,16186626,10365273
(주)토비스,051360,2014/12,53297943,39111480
(주)토비스,051360,2015/12,31211297,24379326
(주)토비스,051360,2016/12,23461780,16165766
(주)토비스,051360,2017/12,20620529,12963097
(주)토비스,051360,2018/12,28506963,19677903
(주)토비스,051360,2019/12,30657766,22081822
(주)토탈소프트뱅크,045340,2011/12,,
(주)토탈소프트뱅크,045340,2012/12,,
(주)토탈소프트뱅크,045340,2013/12,,
(주)토탈소프트뱅크,045340,2014/12,,
(주)토탈소프트뱅크,045340,2015/12,,
(주)토탈소프트뱅크,045340,2016/12,,
(주)토탈소프트뱅크,045340,2017/12,,
(주)토탈소프트뱅크,045340,2018/12,,
(주)토탈소프트뱅크,045340,2019/12,,
(주)톱텍,108230,2011/12,,
(주)톱텍,108230,2012/12,10136322,8323296
(주)톱텍,108230,2013/12,19495902,10978915
(주)톱텍,108230,2014/12,14235984,6733306
(주)톱텍,108230,2015/12,19471489,12647162
(주)톱텍,108230,2016/12,42012800,25868133
(주)톱텍,108230,2017/12,211698457,149466120
(주)톱텍,108230,2018/12,8227065,17690791
(주)톱텍,108230,2019/12,-6564372,210762
(주)투비소프트,079970,2011/12,,
(주)투비소프트,079970,2012/12,3081088,3139678
(주)투비소프트,079970,2013/12,3549051,3036791
(주)투비소프트,079970,2014/12,2293302,2398781
(주)투비소프트,079970,2015/12,1083906,1844632
(주)투비소프트,079970,2016/12,2563644,447289
(주)투비소프트,079970,2017/12,-10006674,-25647764
(주)투비소프트,079970,2018/12,-9419308,-25175736
(주)투비소프트,079970,2019/12,-10802300,-21246718
(주)트루윈,105550,2014/12,,
(주)트루윈,105550,2015/12,,
(주)트루윈,105550,2016/12,,
(주)트루윈,105550,2017/12,,
(주)트루윈,105550,2018/12,,
(주)트루윈,105550,2019/12,,
(주)특수건설,026150,2011/12,,
(주)특수건설,026150,2012/12,,
(주)특수건설,026150,2013/12,,
(주)특수건설,026150,2014/12,,
(주)특수건설,026150,2015/12,,
(주)특수건설,026150,2016/12,,
(주)특수건설,026150,2017/12,2666819,1213450
(주)특수건설,026150,2018/12,1119721,709871
(주)특수건설,026150,2019/12,894458,784653
(주)티라유텍,322180,2019/12,,
(주)티로보틱스,117730,2018/12,5641813,5193142
(주)티로보틱스,117730,2019/12,-3997571,-3373264
(주)티비씨,033830,2011/12,3930628,4911358
(주)티비씨,033830,2012/12,2611031,4276132
(주)티비씨,033830,2013/12,1968880,3643181
(주)티비씨,033830,2014/12,2091755,3318219
(주)티비씨,033830,2015/12,2000502,3631552
(주)티비씨,033830,2016/12,1826482,2650260
(주)티비씨,033830,2017/12,2677784,3067238
(주)티비씨,033830,2018/12,2571628,3382632
(주)티비씨,033830,2019/12,5247959,5567951
(주)티비에이치글로벌,084870,2011/12,33301972,18678741
(주)티비에이치글로벌,084870,2012/12,27993890,16415869
(주)티비에이치글로벌,084870,2013/12,52359351,36609524
(주)티비에이치글로벌,084870,2014/12,28006056,24229860
(주)티비에이치글로벌,084870,2015/12,-5307990,-9770098
(주)티비에이치글로벌,084870,2016/12,12395403,266116
(주)티비에이치글로벌,084870,2017/12,20376236,993367
(주)티비에이치글로벌,084870,2018/12,,
(주)티비에이치글로벌,084870,2019/12,,
(주)티사이언티픽,057680,2011/12,,
(주)티사이언티픽,057680,2012/12,,
(주)티사이언티픽,057680,2013/12,-3604400,-4794186
(주)티사이언티픽,057680,2014/12,,
(주)티사이언티픽,057680,2015/12,-2105846,-2332872
(주)티사이언티픽,057680,2016/12,-7024881,-10841654
(주)티사이언티픽,057680,2017/12,,
(주)티사이언티픽,057680,2018/12,,
(주)티사이언티픽,057680,2019/12,,
(주)티씨케이,064760,2011/12,,
(주)티씨케이,064760,2012/12,,
(주)티씨케이,064760,2013/12,,
(주)티씨케이,064760,2014/12,,
(주)티씨케이,064760,2015/12,,
(주)티씨케이,064760,2016/12,,
(주)티씨케이,064760,2017/12,,
(주)티씨케이,064760,2018/12,,
(주)티씨케이,064760,2019/12,,
(주)티앤알바이오팹,246710,2018/12,,
(주)티앤알바이오팹,246710,2019/12,,
(주)티에스넥스젠,043220,2011/12,,
(주)티에스넥스젠,043220,2012/12,,
(주)티에스넥스젠,043220,2013/12,,
(주)티에스넥스젠,043220,2014/12,64607,-5654238
(주)티에스넥스젠,043220,2015/12,-9896724,-19497713
(주)티에스넥스젠,043220,2016/12,-7963366,-10470260
(주)티에스넥스젠,043220,2017/12,-10156005,-13284055
(주)티에스넥스젠,043220,2018/12,-12488709,-21548193
(주)티에스넥스젠,043220,2019/12,3388671,924485
(주)티에스이,131290,2011/12,20643595,16549463
(주)티에스이,131290,2012/12,4882164,3959120
(주)티에스이,131290,2013/12,3151072,469119
