회사명,거래소코드,회계년도,투자활동으로 인한 현금흐름(*)(IFRS)(천원),투자활동으로 인한 현금흐름(*)(IFRS연결)(천원)
(주)프럼파스트,035200,2012/12,502644,694901
(주)프럼파스트,035200,2013/12,-1331632,-961230
(주)프럼파스트,035200,2014/12,-849914,-786041
(주)프럼파스트,035200,2015/12,2702167,3350383
(주)프럼파스트,035200,2016/12,-642176,-175679
(주)프럼파스트,035200,2017/12,-2645045,-2479190
(주)프럼파스트,035200,2018/12,-3003941,-2993636
(주)프럼파스트,035200,2019/12,-4699509,-4571953
(주)프로스테믹스,203690,2014/12,,
(주)프로스테믹스,203690,2015/12,-4925323,-4932248
(주)프로스테믹스,203690,2016/12,-8839057,-9074957
(주)프로스테믹스,203690,2017/12,8777897,9742271
(주)프로스테믹스,203690,2018/12,185330,-154400
(주)프로스테믹스,203690,2019/12,1406211,1610163
(주)프로이천,321260,2019/12,,
(주)프로텍,053610,2011/12,-16532230,
(주)프로텍,053610,2012/12,-13542128,-8206804
(주)프로텍,053610,2013/12,-11496335,-13940492
(주)프로텍,053610,2014/12,-10799995,-10494489
(주)프로텍,053610,2015/12,-14662976,-13940232
(주)프로텍,053610,2016/12,-5258849,-4104020
(주)프로텍,053610,2017/12,-1712215,3972346
(주)프로텍,053610,2018/12,-2771303,-429382
(주)프로텍,053610,2019/12,-35270844,-32177082
(주)프리엠스,053160,2011/12,-1953178,-2045129
(주)프리엠스,053160,2012/12,-3118957,-3138993
(주)프리엠스,053160,2013/12,-2282350,-2273293
(주)프리엠스,053160,2014/12,-2255358,-2259357
(주)프리엠스,053160,2015/12,-557250,-563436
(주)프리엠스,053160,2016/12,-6562068,-6440370
(주)프리엠스,053160,2017/12,6418094,6514581
(주)프리엠스,053160,2018/12,4882680,4919193
(주)프리엠스,053160,2019/12,-13312810,-13217089
(주)플래스크,041590,2011/12,735636,
(주)플래스크,041590,2012/12,-1117527,
(주)플래스크,041590,2013/12,-21970907,
(주)플래스크,041590,2014/12,-2003711,
(주)플래스크,041590,2015/12,-43227548,-41922639
(주)플래스크,041590,2016/12,-33374368,-31337959
(주)플래스크,041590,2017/12,-45711050,-46972214
(주)플래스크,041590,2018/12,-8997396,-10700189
(주)플래스크,041590,2019/12,1127021,1524619
(주)플랜티넷,075130,2011/12,7158206,9055563
(주)플랜티넷,075130,2012/12,-15698609,-13446206
(주)플랜티넷,075130,2013/12,-5038545,-7016097
(주)플랜티넷,075130,2014/12,-275327,147881
(주)플랜티넷,075130,2015/12,-3657362,3799618
(주)플랜티넷,075130,2016/12,-1075670,-2824056
(주)플랜티넷,075130,2017/12,-2956782,148829
(주)플랜티넷,075130,2018/12,1223090,-2065960
(주)플랜티넷,075130,2019/12,-1180492,-2822497
(주)플레이그램,009810,2011/12,-4146849,-4199301
(주)플레이그램,009810,2012/12,7878823,8494545
(주)플레이그램,009810,2013/12,-1417035,-1631867
(주)플레이그램,009810,2014/12,-11876990,-11892878
(주)플레이그램,009810,2015/12,8325284,8300875
(주)플레이그램,009810,2016/12,-14728982,-14768990
(주)플레이그램,009810,2017/12,-9841913,-9844690
(주)플레이그램,009810,2018/12,123267,123267
(주)플레이그램,009810,2019/12,6461082,6829586
(주)플레이위드,023770,2011/12,170387,-145810
(주)플레이위드,023770,2012/12,65143614,64691722
(주)플레이위드,023770,2013/12,268077,143048
(주)플레이위드,023770,2014/12,3792522,
(주)플레이위드,023770,2015/12,-2700400,
(주)플레이위드,023770,2016/12,-5000241,
(주)플레이위드,023770,2017/12,-2326484,
(주)플레이위드,023770,2018/12,3459545,
(주)플레이위드,023770,2019/12,-26540412,
(주)플리토,300080,2019/12,-20287685,-20294958
(주)피델릭스,032580,2011/12,-4964046,
(주)피델릭스,032580,2012/12,-5996099,-5968610
(주)피델릭스,032580,2013/12,-5852835,-5515906
(주)피델릭스,032580,2014/12,-8286918,-7869531
(주)피델릭스,032580,2015/12,-4945434,
(주)피델릭스,032580,2016/12,-2225613,
(주)피델릭스,032580,2017/12,-2723922,
(주)피델릭스,032580,2018/12,-1023689,
(주)피델릭스,032580,2019/12,-1256932,
(주)피씨디렉트,051380,2011/12,-1134492,
(주)피씨디렉트,051380,2012/12,1747208,
(주)피씨디렉트,051380,2013/12,-657392,
(주)피씨디렉트,051380,2014/12,466668,
(주)피씨디렉트,051380,2015/12,1008892,
(주)피씨디렉트,051380,2016/12,25573,
(주)피씨디렉트,051380,2017/12,-372669,
(주)피씨디렉트,051380,2018/12,-137587,
(주)피씨디렉트,051380,2019/12,-52877,
(주)피에스엠씨,024850,2011/12,-1767034,-2200564
(주)피에스엠씨,024850,2012/12,3056339,-1414460
(주)피에스엠씨,024850,2013/12,-879659,-1338415
(주)피에스엠씨,024850,2014/12,-3223467,-3485120
(주)피에스엠씨,024850,2015/12,4817949,4732053
(주)피에스엠씨,024850,2016/12,5661035,5398879
(주)피에스엠씨,024850,2018/03,-106903,-341908
(주)피에스엠씨,024850,2019/03,-363952,-396400
(주)피에이치씨,057880,2011/12,645045,708368
(주)피에이치씨,057880,2012/12,-148234,-4865
(주)피에이치씨,057880,2013/12,-4438357,-4477533
(주)피에이치씨,057880,2014/12,5446388,7040900
(주)피에이치씨,057880,2015/12,5994439,6156932
(주)피에이치씨,057880,2016/12,-7715624,-3784348
(주)피에이치씨,057880,2017/12,-13198137,-11695801
(주)피에이치씨,057880,2018/12,-16332750,-9882463
(주)피에이치씨,057880,2019/12,-41012900,-34989432
(주)피엔티,137400,2012/12,-16582072,-16844890
(주)피엔티,137400,2013/12,-2101365,-3517334
(주)피엔티,137400,2014/12,-4685674,-3987483
(주)피엔티,137400,2015/12,-10690026,-11603026
(주)피엔티,137400,2016/12,-8567496,-2311046
(주)피엔티,137400,2017/12,-3194212,-883403
(주)피엔티,137400,2018/12,-4149090,-4576593
(주)피엔티,137400,2019/12,-38593934,-39904217
(주)피엔풍년,024940,2011/12,3975823,
(주)피엔풍년,024940,2012/12,-1669288,
(주)피엔풍년,024940,2013/12,-2019113,
(주)피엔풍년,024940,2014/12,-905380,
(주)피엔풍년,024940,2015/12,-1282153,
(주)피엔풍년,024940,2016/12,-9495985,
(주)피엔풍년,024940,2017/12,1739085,
(주)피엔풍년,024940,2018/12,-3028236,
(주)피엔풍년,024940,2019/12,-1743953,
(주)피제이메탈,128660,2011/12,-9295940,
(주)피제이메탈,128660,2012/12,-10704126,
(주)피제이메탈,128660,2013/12,-2070954,
(주)피제이메탈,128660,2014/12,-774686,
(주)피제이메탈,128660,2015/12,-5961142,
(주)피제이메탈,128660,2016/12,-1729598,
(주)피제이메탈,128660,2017/12,2387603,
(주)피제이메탈,128660,2018/12,-450475,
(주)피제이메탈,128660,2019/12,-714445,
(주)피제이전자,006140,2011/12,-3682758,
(주)피제이전자,006140,2012/12,-2501916,
(주)피제이전자,006140,2013/12,-8999682,
(주)피제이전자,006140,2014/12,-5857241,
(주)피제이전자,006140,2015/12,-11698207,
(주)피제이전자,006140,2016/12,1176674,
(주)피제이전자,006140,2017/12,-4939400,
(주)피제이전자,006140,2018/12,-11721005,
(주)피제이전자,006140,2019/12,-10902293,
(주)피피아이,062970,2019/12,-1060590,
(주)픽셀플러스,087600,2015/12,-21600813,-21683595
(주)픽셀플러스,087600,2016/12,17979733,
(주)픽셀플러스,087600,2017/12,1214880,
(주)픽셀플러스,087600,2018/12,3250029,
(주)픽셀플러스,087600,2019/12,-805442,
(주)필옵틱스,161580,2017/12,-50491722,-50337073
(주)필옵틱스,161580,2018/12,-10703334,-10381320
(주)필옵틱스,161580,2019/12,-14359077,-12806671
(주)하나투어,039130,2011/12,-27329164,-30181029
(주)하나투어,039130,2012/12,-45987357,-44081518
(주)하나투어,039130,2013/12,-29938473,-41300668
(주)하나투어,039130,2014/12,-32071472,-39542166
(주)하나투어,039130,2015/12,-43496832,-945285
(주)하나투어,039130,2016/12,21309443,6696865
(주)하나투어,039130,2017/12,-627629,-21765798
(주)하나투어,039130,2018/12,-49522213,-130989667
(주)하나투어,039130,2019/12,-100354594,-112728592
(주)하림,136480,2011/12,-98888858,
(주)하림,136480,2012/12,11134576,
(주)하림,136480,2013/12,-10793977,
(주)하림,136480,2014/12,-35882394,-35867878
(주)하림,136480,2015/12,-39954014,-40042328
(주)하림,136480,2016/12,52455217,54718698
(주)하림,136480,2017/12,-142701281,-141823771
(주)하림,136480,2018/12,-187391450,-188524180
(주)하림,136480,2019/12,16717338,16037104
(주)하림지주,003380,2017/12,-81873774,-424030416
(주)하림지주,003380,2018/12,-82102848,-648642974
(주)하림지주,003380,2019/12,-16746687,-515948497
(주)하이로닉,149980,2014/12,-36113075,
(주)하이로닉,149980,2015/12,4580930,5528152
(주)하이로닉,149980,2016/12,-390683,-565765
(주)하이로닉,149980,2017/12,-3455870,-2035119
(주)하이로닉,149980,2018/12,6733834,8884229
(주)하이로닉,149980,2019/12,-4489133,-4414605
(주)하이비젼시스템,126700,2011/12,,
(주)하이비젼시스템,126700,2012/12,7974257,
(주)하이비젼시스템,126700,2013/12,-24278793,-24082450
(주)하이비젼시스템,126700,2014/12,3391864,3370372
(주)하이비젼시스템,126700,2015/12,2922943,2834675
(주)하이비젼시스템,126700,2016/12,-17954134,-17565462
(주)하이비젼시스템,126700,2017/12,-21270416,-18593008
(주)하이비젼시스템,126700,2018/12,1925383,399126
(주)하이비젼시스템,126700,2019/12,-10761426,-8473705
(주)하이소닉,106080,2011/12,-4083010,-4464109
(주)하이소닉,106080,2012/12,-4071486,-8318570
(주)하이소닉,106080,2013/12,-8180848,-6636396
(주)하이소닉,106080,2014/12,-5313984,-5399826
(주)하이소닉,106080,2015/12,-1604412,-1920883
(주)하이소닉,106080,2016/12,-18933230,-16964963
(주)하이소닉,106080,2017/12,-1449177,123843
(주)하이소닉,106080,2018/12,-16591031,-22130755
(주)하이소닉,106080,2019/12,-3073220,-1382307
(주)하이스틸,071090,2011/12,-1611860,
(주)하이스틸,071090,2012/12,-363748,
(주)하이스틸,071090,2013/12,-10527402,
(주)하이스틸,071090,2014/12,-1537622,
(주)하이스틸,071090,2015/12,-2817998,
(주)하이스틸,071090,2016/12,-13358555,
(주)하이스틸,071090,2017/12,6817900,7838441
(주)하이스틸,071090,2018/12,-51399,-621103
(주)하이스틸,071090,2019/12,-1379295,-1380436
(주)하이텍팜,106190,2011/12,-152250,
(주)하이텍팜,106190,2012/12,-8260291,
(주)하이텍팜,106190,2013/12,-9451020,
(주)하이텍팜,106190,2014/12,-9105072,
(주)하이텍팜,106190,2015/12,-6469830,
(주)하이텍팜,106190,2016/12,-13540820,
(주)하이텍팜,106190,2017/12,-11385733,
(주)하이텍팜,106190,2018/12,-11660235,
(주)하이텍팜,106190,2019/12,-6318576,
(주)하이트론씨스템즈,019490,2011/12,-3575133,-3688446
(주)하이트론씨스템즈,019490,2012/12,1587738,1468011
(주)하이트론씨스템즈,019490,2013/12,-889097,-894721
(주)하이트론씨스템즈,019490,2014/12,2096530,2155139
(주)하이트론씨스템즈,019490,2015/12,-2053943,-325698
(주)하이트론씨스템즈,019490,2016/12,8001099,7925498
(주)하이트론씨스템즈,019490,2017/12,5124487,5085925
(주)하이트론씨스템즈,019490,2018/12,-411656,-411656
(주)하이트론씨스템즈,019490,2019/12,1122383,1161310
(주)하츠,066130,2011/12,-2375366,
(주)하츠,066130,2012/12,-8557817,
(주)하츠,066130,2013/12,2011542,
(주)하츠,066130,2014/12,-2003427,
(주)하츠,066130,2015/12,-6850443,
(주)하츠,066130,2016/12,-1303313,
(주)하츠,066130,2017/12,4399305,
(주)하츠,066130,2018/12,-3897221,
(주)하츠,066130,2019/12,-4745511,
(주)한국가구,004590,2011/12,1138525,11139
(주)한국가구,004590,2012/12,2260969,912782
(주)한국가구,004590,2013/12,1535868,1924619
(주)한국가구,004590,2014/12,-338554,-73651
(주)한국가구,004590,2015/12,-52807,-219130
(주)한국가구,004590,2016/12,705238,-588601
(주)한국가구,004590,2017/12,596445,378430
(주)한국가구,004590,2018/12,-2107273,-32218733
(주)한국가구,004590,2019/12,-1532544,-381338
(주)한국경제티브이,039340,2011/12,-9687111,-9430644
(주)한국경제티브이,039340,2012/12,-7582800,-8403186
(주)한국경제티브이,039340,2013/12,-10985572,-11365107
(주)한국경제티브이,039340,2014/12,-10267033,-10794715
(주)한국경제티브이,039340,2015/12,-15409076,-16051654
(주)한국경제티브이,039340,2016/12,-5859843,-4645408
(주)한국경제티브이,039340,2017/12,-16556022,-16199017
(주)한국경제티브이,039340,2018/12,4728500,5067157
(주)한국경제티브이,039340,2019/12,-18003393,-17989821
(주)한국비엔씨,256840,2016/12,,
(주)한국비엔씨,256840,2017/12,,
(주)한국비엔씨,256840,2018/12,,
(주)한국비엔씨,256840,2019/12,7087419,
(주)한국전자홀딩스,006200,2011/12,-5066158,-15055763
(주)한국전자홀딩스,006200,2012/12,-12649696,-29549525
(주)한국전자홀딩스,006200,2013/12,-622782,-1418861
(주)한국전자홀딩스,006200,2014/12,8029095,25459365
(주)한국전자홀딩스,006200,2015/12,-11383256,-24334377
(주)한국전자홀딩스,006200,2016/12,9139290,41115417
(주)한국전자홀딩스,006200,2017/12,-8050338,-8727834
(주)한국전자홀딩스,006200,2018/12,-814307,-11270692
(주)한국전자홀딩스,006200,2019/12,-763676,-18835350
(주)한국종합기술,023350,2011/12,-9873353,
(주)한국종합기술,023350,2012/12,-4700640,
(주)한국종합기술,023350,2013/12,-19444476,
(주)한국종합기술,023350,2014/12,-23344008,
(주)한국종합기술,023350,2015/12,2333593,
(주)한국종합기술,023350,2016/12,-2744421,
(주)한국종합기술,023350,2017/12,-562731,
(주)한국종합기술,023350,2018/12,-1503639,
(주)한국종합기술,023350,2019/12,404595,
(주)한국카본,017960,2011/12,-54737798,-57595865
(주)한국카본,017960,2012/12,-9907237,-8851901
(주)한국카본,017960,2013/12,-9794689,-11218872
(주)한국카본,017960,2014/12,-70739210,-72927478
(주)한국카본,017960,2015/12,45073337,43150154
(주)한국카본,017960,2016/12,-26336697,-26718449
(주)한국카본,017960,2017/12,12848470,13023703
(주)한국카본,017960,2018/12,-113636896,-112848686
(주)한국카본,017960,2019/12,7629834,14421574
(주)한국코퍼레이션,050540,2011/12,-3508009,-3408009
(주)한국코퍼레이션,050540,2012/12,-5515474,
(주)한국코퍼레이션,050540,2013/12,-15764433,-15564433
(주)한국코퍼레이션,050540,2014/12,-5353936,-5353936
(주)한국코퍼레이션,050540,2015/12,-13698192,-12645768
(주)한국코퍼레이션,050540,2016/12,17465579,13030411
(주)한국코퍼레이션,050540,2017/12,-26639876,-26163387
(주)한국코퍼레이션,050540,2018/12,-19988708,-20602138
(주)한국코퍼레이션,050540,2019/12,-28435275,-24976002
(주)한국큐빅,021650,2011/12,-1730572,-5215752
(주)한국큐빅,021650,2012/12,-3762515,-9582360
(주)한국큐빅,021650,2013/12,-6743521,-4146017
(주)한국큐빅,021650,2014/12,4375768,-86971
(주)한국큐빅,021650,2015/12,-749854,-4025352
(주)한국큐빅,021650,2016/12,796501,-4940959
(주)한국큐빅,021650,2017/12,-10961673,-21979773
(주)한국큐빅,021650,2018/12,-5414596,-13465639
(주)한국큐빅,021650,2019/12,721252,-2235441
(주)한국테크놀로지,053590,2011/12,6252209,7006304
(주)한국테크놀로지,053590,2012/12,-6664599,
(주)한국테크놀로지,053590,2013/12,-1127801,
(주)한국테크놀로지,053590,2014/12,-2030189,
(주)한국테크놀로지,053590,2015/12,-6342895,
(주)한국테크놀로지,053590,2016/12,-9096125,
(주)한국테크놀로지,053590,2017/12,-23060578,
(주)한국테크놀로지,053590,2018/12,-8028797,
(주)한국테크놀로지,053590,2019/12,-22707432,243342
(주)한국특강,007280,2011/12,-19698894,
(주)한국특강,007280,2012/12,-3805029,
(주)한국특강,007280,2013/12,-2653443,
(주)한국특강,007280,2014/12,1330661,
(주)한국특강,007280,2015/12,-855490,
(주)한국특강,007280,2016/12,3543627,
(주)한국특강,007280,2017/12,10573734,
(주)한국특강,007280,2018/12,-6584112,
(주)한국특강,007280,2019/12,-2722959,
(주)한국팩키지,037230,2011/12,-4189908,
(주)한국팩키지,037230,2012/12,6343635,
(주)한국팩키지,037230,2013/12,-2179566,
(주)한국팩키지,037230,2014/12,-276961,
(주)한국팩키지,037230,2015/12,1692742,
(주)한국팩키지,037230,2016/12,-4806567,
(주)한국팩키지,037230,2017/12,-5543259,
(주)한국팩키지,037230,2018/12,2298846,
(주)한국팩키지,037230,2019/12,-22550294,
(주)한국화장품제조,003350,2011/12,-253758,
(주)한국화장품제조,003350,2012/12,673817,
(주)한국화장품제조,003350,2013/12,174193,
(주)한국화장품제조,003350,2014/12,143275,
(주)한국화장품제조,003350,2015/12,-6560586,
(주)한국화장품제조,003350,2016/12,-14594201,
(주)한국화장품제조,003350,2017/12,1550024,
(주)한국화장품제조,003350,2018/12,1293474,
(주)한국화장품제조,003350,2019/12,-12986291,
(주)한글과컴퓨터,030520,2011/12,-36572994,-36646108
(주)한글과컴퓨터,030520,2012/12,-15455266,-14760428
(주)한글과컴퓨터,030520,2013/12,-30855531,-25695522
(주)한글과컴퓨터,030520,2014/12,-35476336,-34527281
(주)한글과컴퓨터,030520,2015/12,-26371637,-6324471
(주)한글과컴퓨터,030520,2016/12,-12802925,-9741406
(주)한글과컴퓨터,030520,2017/12,-81745781,-189988348
(주)한글과컴퓨터,030520,2018/12,-25850848,-50029887
(주)한글과컴퓨터,030520,2019/12,-10326966,-8004827
(주)한네트,052600,2011/12,-11728452,
(주)한네트,052600,2012/12,-4473986,
(주)한네트,052600,2013/12,-5742305,
(주)한네트,052600,2014/12,-6091174,
(주)한네트,052600,2015/12,-5964024,
(주)한네트,052600,2016/12,-2248017,
(주)한네트,052600,2017/12,-3511684,
(주)한네트,052600,2018/12,-6154106,
(주)한네트,052600,2019/12,-3070308,
(주)한농화성,011500,2011/12,-7057544,
(주)한농화성,011500,2012/12,-10173250,
(주)한농화성,011500,2013/12,-7872117,
(주)한농화성,011500,2014/12,-17516058,
(주)한농화성,011500,2015/12,-7366947,
(주)한농화성,011500,2016/12,-7534390,
(주)한농화성,011500,2017/12,-3591018,
(주)한농화성,011500,2018/12,-9075476,
(주)한농화성,011500,2019/12,-6878007,
(주)한독,002390,2011/12,-25387841,-25388619
(주)한독,002390,2012/12,-51707579,-51703587
(주)한독,002390,2013/12,-20696472,-20696857
(주)한독,002390,2014/12,-78460495,
(주)한독,002390,2015/12,-22048168,-22225688
(주)한독,002390,2016/12,-63916803,-63783044
(주)한독,002390,2017/12,-3297914,-2540481
(주)한독,002390,2018/12,-17261532,-18293749
(주)한독,002390,2019/12,-73830914,-79134790
(주)한독크린텍,256150,2019/12,-12709699,
(주)한라,014790,2011/12,-6205374,-6997628
(주)한라,014790,2012/12,-116595014,15135946
(주)한라,014790,2013/12,87222696,14718232
(주)한라,014790,2014/12,297039507,295133576
(주)한라,014790,2015/12,19904666,-230192402
(주)한라,014790,2016/12,159525201,57150603
(주)한라,014790,2017/12,13077782,-270607170
(주)한라,014790,2018/12,30556176,342560387
(주)한라,014790,2019/12,-11861275,121411465
(주)한라홀딩스,060980,2011/12,-391511211,-463021100
(주)한라홀딩스,060980,2012/12,-439630953,-654839970
(주)한라홀딩스,060980,2013/12,-577059546,-851358809
(주)한라홀딩스,060980,2014/12,-516256312,-508741974
(주)한라홀딩스,060980,2015/12,39831034,-5967303
(주)한라홀딩스,060980,2016/12,-197460910,-10489511
(주)한라홀딩스,060980,2017/12,47359762,1967437
(주)한라홀딩스,060980,2018/12,46528463,37223270
(주)한라홀딩스,060980,2019/12,-17396917,4414740
(주)한미글로벌건축사사무소,053690,2011/12,-28918159,-16218665
(주)한미글로벌건축사사무소,053690,2012/12,-16617,8847580
(주)한미글로벌건축사사무소,053690,2013/12,4396630,-6700149
(주)한미글로벌건축사사무소,053690,2014/12,-2857039,-3866853
(주)한미글로벌건축사사무소,053690,2015/12,-14652585,-16111447
(주)한미글로벌건축사사무소,053690,2016/12,-28628699,1256733
(주)한미글로벌건축사사무소,053690,2017/12,12842502,4116959
(주)한미글로벌건축사사무소,053690,2018/12,5388492,-783075
(주)한미글로벌건축사사무소,053690,2019/12,-647426,-15389026
(주)한빛소프트,047080,2011/12,12405462,12375700
(주)한빛소프트,047080,2012/12,-2621643,-2493637
(주)한빛소프트,047080,2013/12,2175133,1979787
(주)한빛소프트,047080,2014/12,-2068468,-2486446
(주)한빛소프트,047080,2015/12,-6999792,-6842124
(주)한빛소프트,047080,2016/12,2682551,3988523
(주)한빛소프트,047080,2017/12,6024382,6861477
(주)한빛소프트,047080,2018/12,-1341697,-1288406
(주)한빛소프트,047080,2019/12,4480743,4092744
(주)한샘,009240,2011/12,-40380627,-47832600
(주)한샘,009240,2012/12,-16506511,-21770015
(주)한샘,009240,2013/12,-82620006,-85735881
(주)한샘,009240,2014/12,-18136376,-17082082
(주)한샘,009240,2015/12,-154033227,-155150113
(주)한샘,009240,2016/12,-75650244,-53357553
(주)한샘,009240,2017/12,-183319444,-154308681
(주)한샘,009240,2018/12,33048852,50117875
(주)한샘,009240,2019/12,12835421,17981343
(주)한섬,020000,2011/12,-21571627,-63112597
(주)한섬,020000,2012/12,-72396481,-114992444
(주)한섬,020000,2013/12,-97267058,-159433141
(주)한섬,020000,2014/12,-35321671,-28118779
(주)한섬,020000,2015/12,-31592974,-38884518
(주)한섬,020000,2016/12,-86017842,-44260276
(주)한섬,020000,2017/12,-145358413,-168686224
(주)한섬,020000,2018/12,-36058771,-77870182
(주)한섬,020000,2019/12,-50881745,-58875942
(주)한솔케미칼,014680,2011/12,-41236593,-42746096
(주)한솔케미칼,014680,2012/12,-32169003,-33861036
(주)한솔케미칼,014680,2013/12,-41072868,-87685603
(주)한솔케미칼,014680,2014/12,-37984521,-45650300
(주)한솔케미칼,014680,2015/12,-52108959,-61619856
(주)한솔케미칼,014680,2016/12,-64416641,-141784950
(주)한솔케미칼,014680,2017/12,-27596139,-32869981
(주)한솔케미칼,014680,2018/12,-115983107,-121473522
(주)한솔케미칼,014680,2019/12,-153129895,-140100041
(주)한솔홈데코,025750,2011/12,-13979551,-15862480
(주)한솔홈데코,025750,2012/12,-22385755,-23372704
(주)한솔홈데코,025750,2013/12,-4876033,-4633260
(주)한솔홈데코,025750,2014/12,-15866903,-15711589
(주)한솔홈데코,025750,2015/12,-9443287,-9369699
(주)한솔홈데코,025750,2016/12,-10279384,-10947197
(주)한솔홈데코,025750,2017/12,-16726246,-17104338
(주)한솔홈데코,025750,2018/12,-9379383,-9839063
(주)한솔홈데코,025750,2019/12,-5104566,-3149822
(주)한송네오텍,226440,2015/12,,
(주)한송네오텍,226440,2016/12,,
(주)한송네오텍,226440,2017/12,,
(주)한송네오텍,226440,2018/12,7049564,
(주)한송네오텍,226440,2019/12,-8530082,
(주)한익스프레스,014130,2011/12,-3372107,-3275640
(주)한익스프레스,014130,2012/12,-1478873,-1746500
(주)한익스프레스,014130,2013/12,-3245264,-3384218
(주)한익스프레스,014130,2014/12,-5813374,-5829141
(주)한익스프레스,014130,2015/12,-21657452,-22329720
(주)한익스프레스,014130,2016/12,-18160829,-18106144
(주)한익스프레스,014130,2017/12,-31380460,-30048969
(주)한익스프레스,014130,2018/12,-11707779,-11755270
(주)한익스프레스,014130,2019/12,-39349366,-39421894
(주)한일진공,123840,2011/12,,
(주)한일진공,123840,2012/12,,
(주)한일진공,123840,2013/12,-773674,-665123
(주)한일진공,123840,2014/12,3310184,3514964
(주)한일진공,123840,2015/12,3079119,-27943261
(주)한일진공,123840,2016/12,-32211880,-34995243
(주)한일진공,123840,2017/12,870973,-796545
(주)한일진공,123840,2018/12,35262352,33381618
(주)한일진공,123840,2019/12,-38386119,-37331978
(주)한진,002320,2011/12,-112073856,-110275837
(주)한진,002320,2012/12,-67447038,-65551469
(주)한진,002320,2013/12,-52096387,-51945196
(주)한진,002320,2014/12,-26602870,-20163936
(주)한진,002320,2015/12,-11242926,-64973079
(주)한진,002320,2016/12,52163539,36744254
(주)한진,002320,2017/12,27900684,153392347
(주)한진,002320,2018/12,-54800684,-57005814
(주)한진,002320,2019/12,-62980698,-77063982
(주)한진중공업홀딩스,003480,2011/12,11512000,-124735000
(주)한진중공업홀딩스,003480,2012/12,-7292000,-404175000
(주)한진중공업홀딩스,003480,2013/12,-44355000,-426332000
(주)한진중공업홀딩스,003480,2014/12,-45038000,-169283000
(주)한진중공업홀딩스,003480,2015/12,-7226000,-67940000
(주)한진중공업홀딩스,003480,2016/12,15769000,7751000
(주)한진중공업홀딩스,003480,2017/12,34400000,34068000
(주)한진중공업홀딩스,003480,2018/12,5849000,-58991000
(주)한진중공업홀딩스,003480,2019/12,300000,-53926000
(주)한진칼,180640,2013/12,-60170533,-132026967
(주)한진칼,180640,2014/12,-40858030,-84675558
(주)한진칼,180640,2015/12,-21717471,-93004669
(주)한진칼,180640,2016/12,-187573164,-257010832
(주)한진칼,180640,2017/12,-53745497,-312966537
(주)한진칼,180640,2018/12,-88540531,-282447421
(주)한진칼,180640,2019/12,141257505,213786694
(주)한창,005110,2011/12,8909759,6871288
(주)한창,005110,2012/12,-5087119,-5847399
(주)한창,005110,2013/12,8114405,3834262
(주)한창,005110,2014/12,-4259018,1386079
(주)한창,005110,2015/12,3222095,-2513945
(주)한창,005110,2016/12,-9508231,-2858279
(주)한창,005110,2017/12,-4968996,-13145756
(주)한창,005110,2018/12,1394397,8486712
(주)한창,005110,2019/12,5055136,-18258177
(주)한창바이오텍,043090,2011/12,1193728,1451217
(주)한창바이오텍,043090,2012/12,7941351,8203840
(주)한창바이오텍,043090,2013/12,1693332,1698205
(주)한창바이오텍,043090,2014/12,2307349,2307349
(주)한창바이오텍,043090,2015/12,-4610749,
(주)한창바이오텍,043090,2016/12,-2095132,
(주)한창바이오텍,043090,2017/12,412094,
(주)한창바이오텍,043090,2018/12,-1041225,
(주)한창바이오텍,043090,2019/12,-11304736,
(주)한창제지,009460,2011/12,-3780401,
(주)한창제지,009460,2012/12,-15848161,
(주)한창제지,009460,2013/12,-4523438,
(주)한창제지,009460,2014/12,-9054140,
(주)한창제지,009460,2015/12,-4998541,
(주)한창제지,009460,2016/12,-5850781,
(주)한창제지,009460,2017/12,-8467366,
(주)한창제지,009460,2018/12,-4567757,
(주)한창제지,009460,2019/12,-4883349,
(주)한컴위드,054920,2011/12,31471396,31458978
(주)한컴위드,054920,2012/12,-39565779,-39553221
(주)한컴위드,054920,2013/12,-1692137,
(주)한컴위드,054920,2014/12,-1930610,
(주)한컴위드,054920,2015/12,-965667,
(주)한컴위드,054920,2016/12,211660,
(주)한컴위드,054920,2017/12,-1051783,
(주)한컴위드,054920,2018/12,-2562030,-2577060
(주)한컴위드,054920,2019/12,-2112297,-2130637
(주)한탑,002680,2011/12,-11122184,-11306337
(주)한탑,002680,2012/12,-13149686,-11455689
(주)한탑,002680,2013/12,5192601,4011117
(주)한탑,002680,2014/12,-1120735,43035
(주)한탑,002680,2015/12,1359231,-5158026
(주)한탑,002680,2016/12,-1672587,-1873832
(주)한탑,002680,2017/12,-2995191,-2976597
(주)한탑,002680,2018/12,-1678356,-2234280
(주)한탑,002680,2019/12,-2798273,-2191650
(주)한화,000880,2011/12,-81090557,-321978939
(주)한화,000880,2012/12,-22985019,-57046905
(주)한화,000880,2013/12,-169927635,-7152812496
(주)한화,000880,2014/12,-77561970,-4035015744
(주)한화,000880,2015/12,-611929359,-8958193817
(주)한화,000880,2016/12,-96294254,-5857279000
(주)한화,000880,2017/12,-442410792,-5665795000
(주)한화,000880,2018/12,275851959,-2632220000
(주)한화,000880,2019/12,-118510057,-3987602000
(주)핸디소프트,220180,2016/12,-1558339,-1262089
(주)핸디소프트,220180,2017/12,-21275684,-20860982
(주)핸디소프트,220180,2018/12,-2390632,-1584043
