회사명,거래소코드,회계년도,[제조]자본(*)(IFRS연결)
(주)한라,014790,2017/12,392631187
(주)한라,014790,2018/12,265660464
(주)한라홀딩스,060980,2010/12,1239576751
(주)한라홀딩스,060980,2011/12,1410796298
(주)한라홀딩스,060980,2012/12,1567355362
(주)한라홀딩스,060980,2013/12,1718743334
(주)한라홀딩스,060980,2014/12,945181224
(주)한라홀딩스,060980,2015/12,942696014
(주)한라홀딩스,060980,2016/12,956495930
(주)한라홀딩스,060980,2017/12,933738021
(주)한라홀딩스,060980,2018/12,865247794
(주)한미글로벌건축사사무소,053690,2010/12,46677984
(주)한미글로벌건축사사무소,053690,2011/12,49273929
(주)한미글로벌건축사사무소,053690,2012/12,49096443
(주)한미글로벌건축사사무소,053690,2013/12,53667983
(주)한미글로벌건축사사무소,053690,2014/12,60131594
(주)한미글로벌건축사사무소,053690,2015/12,82361064
(주)한미글로벌건축사사무소,053690,2016/12,98516351
(주)한미글로벌건축사사무소,053690,2017/12,104296804
(주)한미글로벌건축사사무소,053690,2018/12,103336277
(주)한빛소프트,047080,2010/12,29934135
(주)한빛소프트,047080,2011/12,15553871
(주)한빛소프트,047080,2012/12,18941666
(주)한빛소프트,047080,2013/12,17609029
(주)한빛소프트,047080,2014/12,18287451
(주)한빛소프트,047080,2015/12,17461691
(주)한빛소프트,047080,2016/12,20356926
(주)한빛소프트,047080,2017/12,21527457
(주)한빛소프트,047080,2018/12,12242856
(주)한샘,009240,2010/12,177490923
(주)한샘,009240,2011/12,202427274
(주)한샘,009240,2012/12,214861640
(주)한샘,009240,2013/12,264279013
(주)한샘,009240,2014/12,338046242
(주)한샘,009240,2015/12,435194003
(주)한샘,009240,2016/12,541532982
(주)한샘,009240,2017/12,507616363
(주)한샘,009240,2018/12,574467103
(주)한섬,020000,2010/12,624620054
(주)한섬,020000,2011/12,704159573
(주)한섬,020000,2012/12,759402503
(주)한섬,020000,2013/12,795318746
(주)한섬,020000,2014/12,824666094
(주)한섬,020000,2015/12,831368237
(주)한섬,020000,2016/12,880343775
(주)한섬,020000,2017/12,925470427
(주)한섬,020000,2018/12,994316590
(주)한솔케미칼,014680,2010/12,142577953
(주)한솔케미칼,014680,2011/12,152252884
(주)한솔케미칼,014680,2012/12,181595623
(주)한솔케미칼,014680,2013/12,198477340
(주)한솔케미칼,014680,2014/12,213240816
(주)한솔케미칼,014680,2015/12,246768848
(주)한솔케미칼,014680,2016/12,341124260
(주)한솔케미칼,014680,2017/12,390862013
(주)한솔케미칼,014680,2018/12,447236863
(주)한솔홈데코,025750,2010/12,90421633
(주)한솔홈데코,025750,2011/12,100347865
(주)한솔홈데코,025750,2012/12,111529446
(주)한솔홈데코,025750,2013/12,124302834
(주)한솔홈데코,025750,2014/12,133505865
(주)한솔홈데코,025750,2015/12,133882089
(주)한솔홈데코,025750,2016/12,142736659
(주)한솔홈데코,025750,2017/12,154077945
(주)한솔홈데코,025750,2018/12,161643653
(주)한송네오텍,226440,2015/12,
(주)한송네오텍,226440,2016/12,
(주)한송네오텍,226440,2017/12,
(주)한송네오텍,226440,2018/12,
(주)한익스프레스,014130,2010/12,24102337
(주)한익스프레스,014130,2011/12,17007972
(주)한익스프레스,014130,2012/12,21924913
(주)한익스프레스,014130,2013/12,27855581
(주)한익스프레스,014130,2014/12,45596714
(주)한익스프레스,014130,2015/12,53365749
(주)한익스프레스,014130,2016/12,57278113
(주)한익스프레스,014130,2017/12,63033947
(주)한익스프레스,014130,2018/12,66972017
(주)한일진공,123840,2010/12,
(주)한일진공,123840,2011/12,
(주)한일진공,123840,2012/12,
(주)한일진공,123840,2013/12,45014519
(주)한일진공,123840,2014/12,43857393
(주)한일진공,123840,2015/12,51339206
(주)한일진공,123840,2016/12,70814013
(주)한일진공,123840,2017/12,103379431
(주)한일진공,123840,2018/12,129154705
(주)한진,002320,2010/12,948956816
(주)한진,002320,2011/12,767166222
(주)한진,002320,2012/12,767275309
(주)한진,002320,2013/12,704091270
(주)한진,002320,2014/12,785878924
(주)한진,002320,2015/12,734490733
(주)한진,002320,2016/12,770264198
(주)한진,002320,2017/12,869223367
(주)한진,002320,2018/12,1067127727
(주)한진중공업홀딩스,003480,2010/12,1224519000
(주)한진중공업홀딩스,003480,2011/12,1301275000
(주)한진중공업홀딩스,003480,2012/12,1285456000
(주)한진중공업홀딩스,003480,2013/12,1189242000
(주)한진중공업홀딩스,003480,2014/12,1107308000
(주)한진중공업홀딩스,003480,2015/12,998293000
(주)한진중공업홀딩스,003480,2016/12,488416000
(주)한진중공업홀딩스,003480,2017/12,428977000
(주)한진중공업홀딩스,003480,2018/12,367046000
(주)한진칼,180640,2013/12,757148777
(주)한진칼,180640,2014/12,1625255880
(주)한진칼,180640,2015/12,1468511426
(주)한진칼,180640,2016/12,1106485311
(주)한진칼,180640,2017/12,1713530153
(주)한진칼,180640,2018/12,1723929145
(주)한창,005110,2010/12,27086655
(주)한창,005110,2011/12,20399959
(주)한창,005110,2012/12,21413940
(주)한창,005110,2013/12,22297076
(주)한창,005110,2014/12,24370467
(주)한창,005110,2015/12,33980737
(주)한창,005110,2016/12,38682677
(주)한창,005110,2017/12,40965446
(주)한창,005110,2018/12,32619875
(주)한창바이오텍,043090,2010/12,20707855
(주)한창바이오텍,043090,2011/12,15324711
(주)한창바이오텍,043090,2012/12,9230785
(주)한창바이오텍,043090,2013/12,9382967
(주)한창바이오텍,043090,2014/12,9273146
(주)한창바이오텍,043090,2015/12,
(주)한창바이오텍,043090,2016/12,
(주)한창바이오텍,043090,2017/12,
(주)한창바이오텍,043090,2018/12,
(주)한창제지,009460,2010/12,
(주)한창제지,009460,2011/12,
(주)한창제지,009460,2012/12,
(주)한창제지,009460,2013/12,
(주)한창제지,009460,2014/12,
(주)한창제지,009460,2015/12,
(주)한창제지,009460,2016/12,
(주)한창제지,009460,2017/12,
(주)한창제지,009460,2018/12,
(주)한컴위드,054920,2010/12,32467784
(주)한컴위드,054920,2011/12,48498099
(주)한컴위드,054920,2012/12,50540330
(주)한컴위드,054920,2013/12,
(주)한컴위드,054920,2014/12,
(주)한컴위드,054920,2015/12,
(주)한컴위드,054920,2016/12,
(주)한컴위드,054920,2017/12,
(주)한컴위드,054920,2018/12,60428608
(주)한탑,002680,2010/12,47742492
(주)한탑,002680,2011/12,48078966
(주)한탑,002680,2012/12,51626542
(주)한탑,002680,2013/12,47785438
(주)한탑,002680,2014/12,48315249
(주)한탑,002680,2015/12,46585243
(주)한탑,002680,2016/12,47435351
(주)한탑,002680,2017/12,46012001
(주)한탑,002680,2018/12,42658679
(주)한화,000880,2010/12,5106166226
(주)한화,000880,2011/12,5058834878
(주)한화,000880,2012/12,5360349380
(주)한화,000880,2013/12,10775956137
(주)한화,000880,2014/12,12115238443
(주)한화,000880,2015/12,13645666382
(주)한화,000880,2016/12,14227936000
(주)한화,000880,2017/12,15964746000
(주)한화,000880,2018/12,16953035000
(주)핸디소프트,220180,2016/12,36121166
(주)핸디소프트,220180,2017/12,32166578
(주)핸디소프트,220180,2018/12,29408475
(주)헥토이노베이션,214180,2015/12,
(주)헥토이노베이션,214180,2016/12,117200813
(주)헥토이노베이션,214180,2017/12,137315902
(주)헥토이노베이션,214180,2018/12,153397071
(주)헬릭스미스,084990,2010/12,52716278
(주)헬릭스미스,084990,2011/12,49781289
(주)헬릭스미스,084990,2012/12,64451625
(주)헬릭스미스,084990,2013/12,66968171
(주)헬릭스미스,084990,2014/12,
(주)헬릭스미스,084990,2015/12,
(주)헬릭스미스,084990,2016/12,
(주)헬릭스미스,084990,2017/12,
(주)헬릭스미스,084990,2018/12,137994753
(주)현대공업,170030,2013/12,56614394
(주)현대공업,170030,2014/12,67498898
(주)현대공업,170030,2015/12,82710246
(주)현대공업,170030,2016/12,95305725
(주)현대공업,170030,2017/12,97474894
(주)현대공업,170030,2018/12,97888921
(주)현대그린푸드,005440,2010/12,1103447683
(주)현대그린푸드,005440,2011/12,1246307725
(주)현대그린푸드,005440,2012/12,1322605099
(주)현대그린푸드,005440,2013/12,1422455099
(주)현대그린푸드,005440,2014/12,1381731606
(주)현대그린푸드,005440,2015/12,1467874810
(주)현대그린푸드,005440,2016/12,1607067648
(주)현대그린푸드,005440,2017/12,2043359887
(주)현대그린푸드,005440,2018/12,2111092852
(주)현대리바트,079430,2010/12,183117052
(주)현대리바트,079430,2011/12,188243654
(주)현대리바트,079430,2012/12,188366616
(주)현대리바트,079430,2013/12,192941266
(주)현대리바트,079430,2014/12,218907009
(주)현대리바트,079430,2015/12,245750758
(주)현대리바트,079430,2016/12,277410005
(주)현대리바트,079430,2017/12,413646168
(주)현대리바트,079430,2018/12,447374899
(주)현대미포조선,010620,2010/12,4322792759
(주)현대미포조선,010620,2011/12,3408580559
(주)현대미포조선,010620,2012/12,3392744574
(주)현대미포조선,010620,2013/12,3241038107
(주)현대미포조선,010620,2014/12,1926598234
(주)현대미포조선,010620,2015/12,1796806577
(주)현대미포조선,010620,2016/12,2258389343
(주)현대미포조선,010620,2017/12,2339141009
(주)현대미포조선,010620,2018/12,2317173725
(주)현대바이오랜드,052260,2010/12,82852070
(주)현대바이오랜드,052260,2011/12,93291701
(주)현대바이오랜드,052260,2012/12,100654033
(주)현대바이오랜드,052260,2013/12,107400968
(주)현대바이오랜드,052260,2014/12,114482625
(주)현대바이오랜드,052260,2015/12,121815940
(주)현대바이오랜드,052260,2016/12,130532099
(주)현대바이오랜드,052260,2017/12,137816151
(주)현대바이오랜드,052260,2018/12,148905964
(주)현대백화점,069960,2010/12,2446952612
(주)현대백화점,069960,2011/12,2892392873
(주)현대백화점,069960,2012/12,3236535946
(주)현대백화점,069960,2013/12,3546101814
(주)현대백화점,069960,2014/12,3788972215
(주)현대백화점,069960,2015/12,4030879875
(주)현대백화점,069960,2016/12,4310593745
(주)현대백화점,069960,2017/12,4617729285
(주)현대백화점,069960,2018/12,4829092429
(주)현대에버다임,041440,2010/12,76659165
(주)현대에버다임,041440,2011/12,87066537
(주)현대에버다임,041440,2012/12,117747497
(주)현대에버다임,041440,2013/12,134617528
(주)현대에버다임,041440,2014/12,139879515
(주)현대에버다임,041440,2015/12,150928724
(주)현대에버다임,041440,2016/12,167297094
(주)현대에버다임,041440,2017/12,183515226
(주)현대에버다임,041440,2018/12,191947363
(주)현대이지웰,090850,2013/12,
(주)현대이지웰,090850,2014/12,
(주)현대이지웰,090850,2015/12,25433618
(주)현대이지웰,090850,2016/12,22866516
(주)현대이지웰,090850,2017/12,24975458
(주)현대이지웰,090850,2018/12,28078307
(주)현대퓨처넷,126560,2010/12,392493373
(주)현대퓨처넷,126560,2011/12,437156498
(주)현대퓨처넷,126560,2012/12,491617463
(주)현대퓨처넷,126560,2013/12,533354031
(주)현대퓨처넷,126560,2014/12,573234926
(주)현대퓨처넷,126560,2015/12,596561510
(주)현대퓨처넷,126560,2016/12,628389203
(주)현대퓨처넷,126560,2017/12,669137141
(주)현대퓨처넷,126560,2018/12,714042947
(주)현대홈쇼핑,057050,2010/12,732151350
(주)현대홈쇼핑,057050,2011/12,869250948
(주)현대홈쇼핑,057050,2012/12,
(주)현대홈쇼핑,057050,2013/12,
(주)현대홈쇼핑,057050,2014/12,
(주)현대홈쇼핑,057050,2015/12,1356851030
(주)현대홈쇼핑,057050,2016/12,1455308916
(주)현대홈쇼핑,057050,2017/12,1544441022
(주)현대홈쇼핑,057050,2018/12,1684499346
(주)협진,138360,2013/12,
(주)협진,138360,2014/12,39191464
(주)협진,138360,2015/12,40357977
(주)협진,138360,2016/12,38163109
(주)협진,138360,2017/12,34040584
(주)협진,138360,2018/12,42551755
(주)형지아이앤씨,011080,2010/12,
(주)형지아이앤씨,011080,2011/12,
(주)형지아이앤씨,011080,2012/12,
(주)형지아이앤씨,011080,2013/12,
(주)형지아이앤씨,011080,2014/12,42947987
(주)형지아이앤씨,011080,2015/12,48585598
(주)형지아이앤씨,011080,2016/12,52530682
(주)형지아이앤씨,011080,2017/12,26546676
(주)형지아이앤씨,011080,2018/12,
(주)형지엘리트,093240,2010/06,
(주)형지엘리트,093240,2011/06,39084396
(주)형지엘리트,093240,2012/06,46553773
(주)형지엘리트,093240,2013/06,49398797
(주)형지엘리트,093240,2014/06,56845513
(주)형지엘리트,093240,2015/06,91174165
(주)형지엘리트,093240,2016/06,69233828
(주)형지엘리트,093240,2017/06,60702862
(주)형지엘리트,093240,2018/06,59164359
(주)혜인,003010,2010/12,111268453
(주)혜인,003010,2011/12,111662884
(주)혜인,003010,2012/12,104717333
(주)혜인,003010,2013/12,96053392
(주)혜인,003010,2014/12,96338892
(주)혜인,003010,2015/12,91252911
(주)혜인,003010,2016/12,91307616
(주)혜인,003010,2017/12,92303839
(주)혜인,003010,2018/12,91660904
(주)호텔신라,008770,2010/12,570072824
(주)호텔신라,008770,2011/12,601455468
(주)호텔신라,008770,2012/12,689181339
(주)호텔신라,008770,2013/12,678553638
(주)호텔신라,008770,2014/12,729972019
(주)호텔신라,008770,2015/12,743949291
(주)호텔신라,008770,2016/12,661540685
(주)호텔신라,008770,2017/12,668137855
(주)호텔신라,008770,2018/12,765063456
(주)홈센타홀딩스,060560,2010/12,71459225
(주)홈센타홀딩스,060560,2011/12,82485075
(주)홈센타홀딩스,060560,2012/12,86923097
(주)홈센타홀딩스,060560,2013/12,86755669
(주)홈센타홀딩스,060560,2014/12,99651288
(주)홈센타홀딩스,060560,2015/12,104083316
(주)홈센타홀딩스,060560,2016/12,219462518
(주)홈센타홀딩스,060560,2017/12,165592208
(주)홈센타홀딩스,060560,2018/12,137946059
(주)홈캐스트,064240,2010/12,52568885
(주)홈캐스트,064240,2011/12,65181313
(주)홈캐스트,064240,2012/12,56847346
(주)홈캐스트,064240,2013/12,39998690
(주)홈캐스트,064240,2014/12,70628517
(주)홈캐스트,064240,2015/12,100082011
(주)홈캐스트,064240,2016/12,114017912
(주)홈캐스트,064240,2017/12,95460772
(주)홈캐스트,064240,2018/12,97110045
(주)화승엔터프라이즈,241590,2016/12,192789705
(주)화승엔터프라이즈,241590,2017/12,261470944
(주)화승엔터프라이즈,241590,2018/12,283124006
(주)화승인더스트리,006060,2010/12,141277346
(주)화승인더스트리,006060,2011/12,138789613
(주)화승인더스트리,006060,2012/12,137127904
(주)화승인더스트리,006060,2013/12,110610830
(주)화승인더스트리,006060,2014/12,117325105
(주)화승인더스트리,006060,2015/12,129611692
(주)화승인더스트리,006060,2016/12,287660747
(주)화승인더스트리,006060,2017/12,312322767
(주)화승인더스트리,006060,2018/12,354116523
(주)화승코퍼레이션,013520,2010/12,225499195
(주)화승코퍼레이션,013520,2011/12,236946058
(주)화승코퍼레이션,013520,2012/12,237051852
(주)화승코퍼레이션,013520,2013/12,193899405
(주)화승코퍼레이션,013520,2014/12,202853084
(주)화승코퍼레이션,013520,2015/12,268763234
(주)화승코퍼레이션,013520,2016/12,325255269
(주)화승코퍼레이션,013520,2017/12,270277946
(주)화승코퍼레이션,013520,2018/12,218484325
(주)화신,010690,2010/12,332426134
(주)화신,010690,2011/12,363227618
(주)화신,010690,2012/12,366445741
(주)화신,010690,2013/12,334583412
(주)화신,010690,2014/12,377620391
(주)화신,010690,2015/12,363356305
(주)화신,010690,2016/12,393844865
(주)화신,010690,2017/12,352742007
(주)화신,010690,2018/12,293181268
(주)화신정공,126640,2010/12,
(주)화신정공,126640,2011/12,
(주)화신정공,126640,2012/12,
(주)화신정공,126640,2013/12,
(주)화신정공,126640,2014/12,
(주)화신정공,126640,2015/12,
(주)화신정공,126640,2016/12,
(주)화신정공,126640,2017/12,
(주)화신정공,126640,2018/12,
(주)화인베스틸,133820,2014/12,
(주)화인베스틸,133820,2015/12,
(주)화인베스틸,133820,2016/12,
(주)화인베스틸,133820,2017/12,
(주)화인베스틸,133820,2018/12,
(주)황금에스티,032560,2010/12,150042825
(주)황금에스티,032560,2011/12,158913955
(주)황금에스티,032560,2012/12,163233462
(주)황금에스티,032560,2013/12,171811347
(주)황금에스티,032560,2014/12,179982626
(주)황금에스티,032560,2015/12,184391407
(주)황금에스티,032560,2016/12,223575620
(주)황금에스티,032560,2017/12,247352051
(주)황금에스티,032560,2018/12,268334396
(주)효성,004800,2010/12,3118371637
(주)효성,004800,2011/12,2960361051
(주)효성,004800,2012/12,3014061790
(주)효성,004800,2013/12,2674080830
(주)효성,004800,2014/12,2895268738
(주)효성,004800,2015/12,3472113539
(주)효성,004800,2016/12,3841216405
(주)효성,004800,2017/12,3863281695
(주)효성,004800,2018/12,2702146840
(주)후성,093370,2010/12,112952844
(주)후성,093370,2011/12,127977037
(주)후성,093370,2012/12,160413529
(주)후성,093370,2013/12,131990793
(주)후성,093370,2014/12,61371526
(주)후성,093370,2015/12,97994236
(주)후성,093370,2016/12,163378557
(주)후성,093370,2017/12,208911446
(주)후성,093370,2018/12,245500452
(주)휠라홀딩스,081660,2010/12,316136464
(주)휠라홀딩스,081660,2011/12,298595668
(주)휠라홀딩스,081660,2012/12,414103880
(주)휠라홀딩스,081660,2013/12,492006626
(주)휠라홀딩스,081660,2014/12,560212096
(주)휠라홀딩스,081660,2015/12,479101970
(주)휠라홀딩스,081660,2016/12,1302162826
(주)휠라홀딩스,081660,2017/12,1234329957
(주)휠라홀딩스,081660,2018/12,1506493876
(주)휴네시온,290270,2018/12,22276372
(주)휴니드테크놀러지스,005870,2010/12,
(주)휴니드테크놀러지스,005870,2011/12,
(주)휴니드테크놀러지스,005870,2012/12,
(주)휴니드테크놀러지스,005870,2013/12,
(주)휴니드테크놀러지스,005870,2014/12,
(주)휴니드테크놀러지스,005870,2015/12,
(주)휴니드테크놀러지스,005870,2016/12,
(주)휴니드테크놀러지스,005870,2017/12,
(주)휴니드테크놀러지스,005870,2018/12,
(주)휴맥스,115160,2010/12,369470355
(주)휴맥스,115160,2011/12,395506677
(주)휴맥스,115160,2012/12,403967260
(주)휴맥스,115160,2013/12,439261677
(주)휴맥스,115160,2014/12,454060041
(주)휴맥스,115160,2015/12,489954160
(주)휴맥스,115160,2016/12,470348424
(주)휴맥스,115160,2017/12,447101163
(주)휴맥스,115160,2018/12,401058141
(주)휴맥스홀딩스,028080,2010/12,222002694
(주)휴맥스홀딩스,028080,2011/12,222902498
(주)휴맥스홀딩스,028080,2012/12,225315443
(주)휴맥스홀딩스,028080,2013/12,230016122
(주)휴맥스홀딩스,028080,2014/12,227407848
(주)휴맥스홀딩스,028080,2015/12,201442075
(주)휴맥스홀딩스,028080,2016/12,192680435
(주)휴맥스홀딩스,028080,2017/12,164664150
(주)휴맥스홀딩스,028080,2018/12,
(주)휴먼엔,032860,2010/12,
(주)휴먼엔,032860,2011/12,
(주)휴먼엔,032860,2012/12,
(주)휴먼엔,032860,2013/12,
(주)휴먼엔,032860,2014/12,
(주)휴먼엔,032860,2015/12,
(주)휴먼엔,032860,2016/12,23393767
(주)휴먼엔,032860,2017/12,27309767
(주)휴먼엔,032860,2018/12,17321648
(주)휴메딕스,200670,2014/12,
(주)휴메딕스,200670,2015/12,
(주)휴메딕스,200670,2016/12,113008084
(주)휴메딕스,200670,2017/12,112865266
(주)휴메딕스,200670,2018/12,109868300
(주)휴비스,079980,2012/12,358640317
(주)휴비스,079980,2013/12,366873679
(주)휴비스,079980,2014/12,384424120
(주)휴비스,079980,2015/12,396967227
(주)휴비스,079980,2016/12,397838173
(주)휴비스,079980,2017/12,407327261
(주)휴비스,079980,2018/12,408127476
(주)휴비츠,065510,2010/12,41205730
(주)휴비츠,065510,2011/12,51675708
(주)휴비츠,065510,2012/12,65315702
(주)휴비츠,065510,2013/12,65300713
(주)휴비츠,065510,2014/12,65131102
(주)휴비츠,065510,2015/12,74205837
(주)휴비츠,065510,2016/12,82683030
(주)휴비츠,065510,2017/12,84159339
(주)휴비츠,065510,2018/12,89802538
(주)휴센텍,215090,2015/12,
(주)휴센텍,215090,2016/12,
(주)휴센텍,215090,2017/12,
(주)휴센텍,215090,2018/12,
(주)휴스틸,005010,2010/12,345359244
(주)휴스틸,005010,2011/12,382084648
(주)휴스틸,005010,2012/12,388868811
(주)휴스틸,005010,2013/12,406030139
(주)휴스틸,005010,2014/12,397392124
(주)휴스틸,005010,2015/12,393682426
(주)휴스틸,005010,2016/12,385916912
(주)휴스틸,005010,2017/12,376924785
(주)휴스틸,005010,2018/12,406011640
(주)휴엠앤씨,263920,2017/12,
(주)휴엠앤씨,263920,2018/12,21942952
(주)휴온스,243070,2016/12,95739555
(주)휴온스,243070,2017/12,127247658
(주)휴온스,243070,2018/12,167682470
(주)휴온스글로벌,084110,2010/12,78181441
(주)휴온스글로벌,084110,2011/12,
(주)휴온스글로벌,084110,2012/12,92915244
(주)휴온스글로벌,084110,2013/12,125236592
(주)휴온스글로벌,084110,2014/12,188377171
(주)휴온스글로벌,084110,2015/12,239328781
(주)휴온스글로벌,084110,2016/12,453898247
(주)휴온스글로벌,084110,2017/12,491762530
(주)휴온스글로벌,084110,2018/12,538633180
(주)흥국,010240,2010/12,33889171
(주)흥국,010240,2011/12,40345256
(주)흥국,010240,2012/12,42570378
(주)흥국,010240,2013/12,45003425
(주)흥국,010240,2014/12,45924310
(주)흥국,010240,2015/12,46828754
(주)흥국,010240,2016/12,49724721
(주)흥국,010240,2017/12,55255750
(주)흥국,010240,2018/12,61658446
(주)흥국에프엔비,189980,2015/12,64025375
(주)흥국에프엔비,189980,2016/12,55462065
(주)흥국에프엔비,189980,2017/12,57410130
(주)흥국에프엔비,189980,2018/12,59733217
(주)희림종합건축사사무소,037440,2010/12,
(주)희림종합건축사사무소,037440,2011/12,
(주)희림종합건축사사무소,037440,2012/12,
(주)희림종합건축사사무소,037440,2013/12,57303999
(주)희림종합건축사사무소,037440,2014/12,43223558
(주)희림종합건축사사무소,037440,2015/12,47825809
(주)희림종합건축사사무소,037440,2016/12,48861100
(주)희림종합건축사사무소,037440,2017/12,51589090
(주)희림종합건축사사무소,037440,2018/12,51713843
(주)힘스,238490,2017/12,
(주)힘스,238490,2018/12,
AJ네트웍스(주),095570,2015/12,398011829
AJ네트웍스(주),095570,2016/12,427485702
AJ네트웍스(주),095570,2017/12,447172881
AJ네트웍스(주),095570,2018/12,491807973
CS홀딩스(주),000590,2010/12,139262461
CS홀딩스(주),000590,2011/12,162793414
CS홀딩스(주),000590,2012/12,169676510
CS홀딩스(주),000590,2013/12,203805998
CS홀딩스(주),000590,2014/12,224393510
CS홀딩스(주),000590,2015/12,245863891
CS홀딩스(주),000590,2016/12,261888704
CS홀딩스(주),000590,2017/12,269430421
CS홀딩스(주),000590,2018/12,274752760
HD현대(주),267250,2017/12,10101864530
HD현대(주),267250,2018/12,10554159912
KB오토시스(주),024120,2010/12,54146796
KB오토시스(주),024120,2011/12,54189840
KB오토시스(주),024120,2012/12,56318264
KB오토시스(주),024120,2013/12,59032486
KB오토시스(주),024120,2014/12,61435093
KB오토시스(주),024120,2015/12,64973025
KB오토시스(주),024120,2016/12,76649185
KB오토시스(주),024120,2017/12,85077036
KB오토시스(주),024120,2018/12,94716069
KD(주),044180,2010/12,36897630
KD(주),044180,2011/12,23692549
KD(주),044180,2012/12,9558366
KD(주),044180,2013/12,6696887
KD(주),044180,2014/12,13885743
KD(주),044180,2015/12,17056013
KD(주),044180,2016/12,39257537
KD(주),044180,2017/12,40777973
KD(주),044180,2018/12,22910115
KG스틸(주),016380,2010/12,1729702671
KG스틸(주),016380,2011/12,1489316744
KG스틸(주),016380,2012/12,1450509396
KG스틸(주),016380,2013/12,1326731751
KG스틸(주),016380,2014/12,69503923
KG스틸(주),016380,2015/12,3416216
KG스틸(주),016380,2016/12,126261515
KG스틸(주),016380,2017/12,165555325
KG스틸(주),016380,2018/12,6435558
KISCO홀딩스(주),001940,2010/12,790593023
KISCO홀딩스(주),001940,2011/12,682732863
KISCO홀딩스(주),001940,2012/12,713074606
KISCO홀딩스(주),001940,2013/12,1135603965
KISCO홀딩스(주),001940,2014/12,1129384560
KISCO홀딩스(주),001940,2015/12,1202039733
KISCO홀딩스(주),001940,2016/12,1273968330
KISCO홀딩스(주),001940,2017/12,1258796615
KISCO홀딩스(주),001940,2018/12,1279048873
LG이노텍(주),011070,2010/12,1469982669
LG이노텍(주),011070,2011/12,1324840308
LG이노텍(주),011070,2012/12,1268306746
LG이노텍(주),011070,2013/12,1316899847
LG이노텍(주),011070,2014/12,1696490074
LG이노텍(주),011070,2015/12,1765054994
LG이노텍(주),011070,2016/12,1778476017
LG이노텍(주),011070,2017/12,1950782678
LG이노텍(주),011070,2018/12,2118235199
LS일렉트릭(주),010120,2010/12,738103604
LS일렉트릭(주),010120,2011/12,776513944
LS일렉트릭(주),010120,2012/12,837539331
LS일렉트릭(주),010120,2013/12,926954480
LS일렉트릭(주),010120,2014/12,993460539
LS일렉트릭(주),010120,2015/12,1014698691
LS일렉트릭(주),010120,2016/12,1066066216
LS일렉트릭(주),010120,2017/12,1148139940
LS일렉트릭(주),010120,2018/12,1297471337
OCI(주),010060,2010/12,2287732309
OCI(주),010060,2011/12,3720138584
OCI(주),010060,2012/12,3591633237
OCI(주),010060,2013/12,3273301355
OCI(주),010060,2014/12,3255487423
OCI(주),010060,2015/12,3242205560
OCI(주),010060,2016/12,3264597534
OCI(주),010060,2017/12,3415692479
OCI(주),010060,2018/12,3492564965
SK이노베이션(주),096770,2010/12,11551767349
SK이노베이션(주),096770,2011/12,14831609580
SK이노베이션(주),096770,2012/12,16348024722
SK이노베이션(주),096770,2013/12,16915253754
SK이노베이션(주),096770,2014/12,16061057247
SK이노베이션(주),096770,2015/12,17046336221
SK이노베이션(주),096770,2016/12,18305045259
SK이노베이션(주),096770,2017/12,19309332899
SK이노베이션(주),096770,2018/12,19327982665
SNT모티브(주),064960,2010/12,417913739
SNT모티브(주),064960,2011/12,483220680
SNT모티브(주),064960,2012/12,490059095
SNT모티브(주),064960,2013/12,660174181
SNT모티브(주),064960,2014/12,660151669
SNT모티브(주),064960,2015/12,768880017
SNT모티브(주),064960,2016/12,788777907
SNT모티브(주),064960,2017/12,828773547
SNT모티브(주),064960,2018/12,824808703
SNT중공업(주),003570,2010/12,627842321
SNT중공업(주),003570,2011/12,770528785
SNT중공업(주),003570,2012/12,794525820
SNT중공업(주),003570,2013/12,672715945
SNT중공업(주),003570,2014/12,654291143
SNT중공업(주),003570,2015/12,677592870
SNT중공업(주),003570,2016/12,653543942
SNT중공업(주),003570,2017/12,604527815
SNT중공업(주),003570,2018/12,607504995
STX엔진(주),077970,2010/12,772481894
STX엔진(주),077970,2011/12,1023646383
STX엔진(주),077970,2012/12,920531722
STX엔진(주),077970,2013/12,-66039835
STX엔진(주),077970,2014/12,-42437955
STX엔진(주),077970,2015/12,
STX엔진(주),077970,2016/12,107263377
STX엔진(주),077970,2017/12,100022030
STX엔진(주),077970,2018/12,221216295
STX중공업(주),071970,2010/12,356341296
STX중공업(주),071970,2011/12,365152076
STX중공업(주),071970,2012/12,364033282
STX중공업(주),071970,2013/12,119943568
STX중공업(주),071970,2014/12,-2235395
STX중공업(주),071970,2015/12,106740122
STX중공업(주),071970,2016/12,-611390735
STX중공업(주),071970,2017/12,145553778
STX중공업(주),071970,2018/12,153871493
가온미디어(주),078890,2010/12,59388310
가온미디어(주),078890,2011/12,49679215
가온미디어(주),078890,2012/12,55083780
가온미디어(주),078890,2013/12,67745859
가온미디어(주),078890,2014/12,82381761
가온미디어(주),078890,2015/12,100016730
가온미디어(주),078890,2016/12,115690596
가온미디어(주),078890,2017/12,123123931
가온미디어(주),078890,2018/12,137583625
가온전선(주),000500,2010/12,279359329
가온전선(주),000500,2011/12,260024740
가온전선(주),000500,2012/12,264678851
가온전선(주),000500,2013/12,269911827
가온전선(주),000500,2014/12,263581472
가온전선(주),000500,2015/12,262579889
가온전선(주),000500,2016/12,264573041
가온전선(주),000500,2017/12,260114965
