회사명,거래소코드,회계년도,이자보상배율(이자비용)(IFRS),이자보상배율(이자비용)(IFRS연결),,,,
상신브레이크(주),41650,18-Dec,,3.317026571,,,,
상신브레이크(주),41650,19-Dec,,2.307546022,,,,
상신이디피(주),91580,11-Dec,,6.821876007,,,,
상신이디피(주),91580,12-Dec,,2.227246329,,,,
상신이디피(주),91580,13-Dec,,2.276915037,,,,
상신이디피(주),91580,14-Dec,,2.808330286,,,,
상신이디피(주),91580,15-Dec,,-0.736129106,,,,
상신이디피(주),91580,16-Dec,,-0.242807329,,,,
상신이디피(주),91580,17-Dec,,3.495171399,,,,
상신이디피(주),91580,18-Dec,,7.617940782,,,,
상신이디피(주),91580,19-Dec,,3.662850352,,,,
상신전자(주),263810,17-Dec,,13.70366996,,,,
상신전자(주),263810,18-Dec,,7.987398511,,,,
상신전자(주),263810,19-Dec,,7.680913426,,,,
새론오토모티브(주),75180,11-Dec,,165.4628752,,,,
새론오토모티브(주),75180,12-Dec,,92.90805053,,,,
새론오토모티브(주),75180,13-Dec,,322.3244091,,,,
새론오토모티브(주),75180,14-Dec,,847.1851745,,,,
새론오토모티브(주),75180,15-Dec,,10715.65094,,,,
새론오토모티브(주),75180,16-Dec,,11247.92419,,,,
새론오토모티브(주),75180,17-Dec,,6467.898102,,,,
새론오토모티브(주),75180,18-Dec,,3577.070465,,,,
새론오토모티브(주),75180,19-Dec,,-35.92140629,,,,
샘표(주),7540,11-Dec,,5.31624804,,,,
샘표(주),7540,12-Dec,,9.319068303,,,,
샘표(주),7540,13-Dec,,4.397170486,,,,
샘표(주),7540,14-Dec,,5.752570625,,,,
샘표(주),7540,15-Dec,,12.59483859,,,,
샘표(주),7540,16-Dec,,375.9978564,,,,
샘표(주),7540,17-Dec,,19.3238604,,,,
샘표(주),7540,18-Dec,,24.73315408,,,,
샘표(주),7540,19-Dec,,37.97591739,,,,
샘표식품(주),248170,16-Dec,,10.59468845,,,,
샘표식품(주),248170,17-Dec,,20.64301385,,,,
샘표식품(주),248170,18-Dec,,25.6412955,,,,
샘표식품(주),248170,19-Dec,,37.32715172,,,,
서암기계공업(주),100660,11-Dec,,X,,,,
서암기계공업(주),100660,12-Dec,,X,,,,
서암기계공업(주),100660,13-Dec,,X,,,,
서암기계공업(주),100660,14-Dec,,X,,,,
서암기계공업(주),100660,15-Dec,,X,,,,
서암기계공업(주),100660,16-Dec,,X,,,,
서암기계공업(주),100660,17-Dec,,X,,,,
서암기계공업(주),100660,18-Dec,,X,,,,
서암기계공업(주),100660,19-Dec,,X,,,,
서울도시가스(주),17390,11-Dec,,-2.552706687,,,,
서울도시가스(주),17390,12-Dec,,11.1564534,,,,
서울도시가스(주),17390,13-Dec,,8.434768884,,,,
서울도시가스(주),17390,14-Dec,,4.859972284,,,,
서울도시가스(주),17390,15-Dec,,-5.975750792,,,,
서울도시가스(주),17390,16-Dec,,-22.45556513,,,,
서울도시가스(주),17390,17-Dec,,33.8984254,,,,
서울도시가스(주),17390,18-Dec,,15.39033839,,,,
서울도시가스(주),17390,19-Dec,,4.445438462,,,,
서울반도체(주),46890,11-Dec,,4.654386977,,,,
서울반도체(주),46890,12-Dec,,2.41604175,,,,
서울반도체(주),46890,13-Dec,,7.653753199,,,,
서울반도체(주),46890,14-Dec,,0.281901599,,,,
서울반도체(주),46890,15-Dec,,7.812097417,,,,
서울반도체(주),46890,16-Dec,,11.82554829,,,,
서울반도체(주),46890,17-Dec,,22.5969303,,,,
서울반도체(주),46890,18-Dec,,15.61700098,,,,
서울반도체(주),46890,19-Dec,,6.617125394,,,,
서울식품공업(주),4410,11-Dec,,-0.699289435,,,,
서울식품공업(주),4410,12-Dec,,1.633803121,,,,
서울식품공업(주),4410,13-Dec,,1.79516902,,,,
서울식품공업(주),4410,14-Dec,,1.446897406,,,,
서울식품공업(주),4410,15-Dec,,2.331469284,,,,
서울식품공업(주),4410,16-Dec,,X,,,,
서울식품공업(주),4410,17-Dec,,X,,,,
서울식품공업(주),4410,18-Dec,,X,,,,
서울식품공업(주),4410,19-Dec,,X,,,,
서울전자통신(주),27040,11-Dec,,-1.326607771,,,,
서울전자통신(주),27040,12-Dec,,-0.668022277,,,,
서울전자통신(주),27040,13-Dec,,0.984447792,,,,
서울전자통신(주),27040,14-Dec,,-5.743413608,,,,
서울전자통신(주),27040,15-Dec,,-2.113490885,,,,
서울전자통신(주),27040,16-Dec,,3.288628453,,,,
서울전자통신(주),27040,17-Dec,,0.626187609,,,,
서울전자통신(주),27040,18-Dec,,-1.189396162,,,,
서울전자통신(주),27040,19-Dec,,-1.815523746,,,,
서호전기(주),65710,11-Dec,,X,,,,
서호전기(주),65710,12-Dec,,7.03446793,,,,
서호전기(주),65710,13-Dec,,30.90497518,,,,
서호전기(주),65710,14-Dec,,64.61196102,,,,
서호전기(주),65710,15-Dec,,40.49737517,,,,
서호전기(주),65710,16-Dec,,96.95003328,,,,
서호전기(주),65710,17-Dec,,166.0058922,,,,
서호전기(주),65710,18-Dec,,47.01421886,,,,
서호전기(주),65710,19-Dec,,105.8279361,,,,
선도전기(주),7610,11-Dec,,45.10018398,,,,
선도전기(주),7610,12-Dec,,16.27045779,,,,
선도전기(주),7610,13-Dec,,6.090625896,,,,
선도전기(주),7610,14-Dec,,2.802615924,,,,
선도전기(주),7610,15-Dec,,10.92217714,,,,
선도전기(주),7610,16-Dec,,3.922288466,,,,
선도전기(주),7610,17-Dec,,1.545151696,,,,
선도전기(주),7610,18-Dec,,0.95790337,,,,
선도전기(주),7610,19-Dec,,-1.422310977,,,,
성문전자(주),14910,11-Dec,,11.73831704,,,,
성문전자(주),14910,12-Dec,,-5.372154006,,,,
성문전자(주),14910,13-Dec,,-12.18459698,,,,
성문전자(주),14910,14-Dec,,-4.694392644,,,,
성문전자(주),14910,15-Dec,,-3.938500414,,,,
성문전자(주),14910,16-Dec,,-2.468415133,,,,
성문전자(주),14910,17-Dec,,-2.223031115,,,,
성문전자(주),14910,18-Dec,,3.649691291,,,,
성문전자(주),14910,19-Dec,,-5.625385787,,,,
성보화학(주),3080,11-Dec,,X,,,,
성보화학(주),3080,12-Dec,,X,,,,
성보화학(주),3080,13-Dec,,X,,,,
성보화학(주),3080,14-Dec,,X,,,,
성보화학(주),3080,15-Dec,,X,,,,
성보화학(주),3080,16-Dec,,X,,,,
성보화학(주),3080,17-Dec,,X,,,,
성보화학(주),3080,18-Dec,,X,,,,
성보화학(주),3080,19-Dec,,X,,,,
성신양회(주),4980,11-Dec,,-0.873413039,,,,
성신양회(주),4980,12-Dec,,0.343079062,,,,
성신양회(주),4980,13-Dec,,1.07807679,,,,
성신양회(주),4980,14-Dec,,1.220461569,,,,
성신양회(주),4980,15-Dec,,1.346050404,,,,
성신양회(주),4980,16-Dec,,2.034022603,,,,
성신양회(주),4980,17-Dec,,2.580921842,,,,
성신양회(주),4980,18-Dec,,2.341530752,,,,
성신양회(주),4980,19-Dec,,1.575310669,,,,
성우전자(주),81580,11-Dec,,38.83785342,,,,
성우전자(주),81580,12-Dec,,13.27212711,,,,
성우전자(주),81580,13-Dec,,11.11436807,,,,
성우전자(주),81580,14-Dec,,27.35354984,,,,
성우전자(주),81580,15-Dec,,40.50598119,,,,
성우전자(주),81580,16-Dec,,24.07472459,,,,
성우전자(주),81580,17-Dec,,15.82158536,,,,
성우전자(주),81580,18-Dec,,15.58485243,,,,
성우전자(주),81580,19-Dec,,-13.56096942,,,,
성우테크론(주),45300,11-Dec,,-0.651393955,,,,
성우테크론(주),45300,12-Dec,,-0.219589488,,,,
성우테크론(주),45300,13-Dec,,0.72826572,,,,
성우테크론(주),45300,14-Dec,,0.919732987,,,,
성우테크론(주),45300,15-Dec,,3.249798817,,,,
성우테크론(주),45300,16-Dec,,7.820900701,,,,
성우테크론(주),45300,17-Dec,,16.14065895,,,,
성우테크론(주),45300,18-Dec,,19.97262697,,,,
성우테크론(주),45300,19-Dec,,6.212183706,,,,
성창기업지주(주),180,11-Dec,,1.649833338,,,,
성창기업지주(주),180,12-Dec,,0.037925443,,,,
성창기업지주(주),180,13-Dec,,-1.388930741,,,,
성창기업지주(주),180,14-Dec,,-0.045075659,,,,
성창기업지주(주),180,15-Dec,,1.941147781,,,,
성창기업지주(주),180,16-Dec,,0.618573479,,,,
성창기업지주(주),180,17-Dec,,-0.18904331,,,,
성창기업지주(주),180,18-Dec,,-3.959656054,,,,
성창기업지주(주),180,19-Dec,,-1.050855828,,,,
성호전자(주),43260,11-Dec,,2.868290715,,,,
성호전자(주),43260,12-Dec,,-2.234121838,,,,
성호전자(주),43260,13-Dec,,-1.334475699,,,,
성호전자(주),43260,14-Dec,,-0.436103194,,,,
성호전자(주),43260,15-Dec,,0.108447795,,,,
성호전자(주),43260,16-Dec,,1.168962174,,,,
성호전자(주),43260,17-Dec,,0.611393804,,,,
성호전자(주),43260,18-Dec,,0.089173319,,,,
성호전자(주),43260,19-Dec,,-1.960267814,,,,
세기상사(주),2420,11-Dec,,-0.546718017,,,,
세기상사(주),2420,12-Dec,,-0.438799978,,,,
세기상사(주),2420,13-Dec,,-1.968011934,,,,
세기상사(주),2420,14-Dec,,-1.899335852,,,,
세기상사(주),2420,15-Dec,,-2.048376085,,,,
세기상사(주),2420,16-Dec,,-1.700654924,,,,
세기상사(주),2420,17-Dec,,X,,,,
세기상사(주),2420,18-Dec,,X,,,,
세기상사(주),2420,19-Dec,,X,,,,
세명전기공업(주),17510,11-Dec,,X,,,,
세명전기공업(주),17510,12-Dec,,X,,,,
세명전기공업(주),17510,13-Dec,,X,,,,
세명전기공업(주),17510,14-Dec,,X,,,,
세명전기공업(주),17510,15-Dec,,X,,,,
세명전기공업(주),17510,16-Dec,,X,,,,
세명전기공업(주),17510,17-Dec,,X,,,,
세명전기공업(주),17510,18-Dec,,X,,,,
세명전기공업(주),17510,19-Dec,,X,,,,
세방(주),4360,11-Dec,,5.636558001,,,,
세방(주),4360,12-Dec,,5.43373594,,,,
세방(주),4360,13-Dec,,3.638778576,,,,
세방(주),4360,14-Dec,,12.04374386,,,,
세방(주),4360,15-Dec,,22.14724173,,,,
세방(주),4360,16-Dec,,22.44637547,,,,
세방(주),4360,17-Dec,,15.62351805,,,,
세방(주),4360,18-Dec,,15.50054766,,,,
세방(주),4360,19-Dec,,8.486201868,,,,
세방전지(주),4490,11-Dec,,X,,,,
세방전지(주),4490,12-Dec,,X,,,,
세방전지(주),4490,13-Dec,,X,,,,
세방전지(주),4490,14-Dec,,X,,,,
세방전지(주),4490,15-Dec,,73.14896203,,,,
세방전지(주),4490,16-Dec,,40.08261982,,,,
세방전지(주),4490,17-Dec,,27.78317446,,,,
세방전지(주),4490,18-Dec,,32.78251404,,,,
세방전지(주),4490,19-Dec,,26.4117089,,,,
세원이앤씨(주),91090,11-Dec,,-3.817909901,,,,
세원이앤씨(주),91090,12-Dec,,0.898708023,,,,
세원이앤씨(주),91090,13-Dec,,-1.440001428,,,,
세원이앤씨(주),91090,14-Dec,,-1.619324218,,,,
세원이앤씨(주),91090,15-Dec,,0.112887664,,,,
세원이앤씨(주),91090,16-Dec,,-0.016377967,,,,
세원이앤씨(주),91090,17-Dec,,0.698879044,,,,
세원이앤씨(주),91090,18-Dec,,-1.85721249,,,,
세원이앤씨(주),91090,19-Dec,,0.241893282,,,,
세종공업(주),33530,11-Dec,,15.22607579,,,,
세종공업(주),33530,12-Dec,,15.65472998,,,,
세종공업(주),33530,13-Dec,,24.42972595,,,,
세종공업(주),33530,14-Dec,,10.59294335,,,,
세종공업(주),33530,15-Dec,,4.29048753,,,,
세종공업(주),33530,16-Dec,,4.411597124,,,,
세종공업(주),33530,17-Dec,,-1.204027543,,,,
세종공업(주),33530,18-Dec,,0.02888108,,,,
세종공업(주),33530,19-Dec,,1.425023935,,,,
세종텔레콤(주),36630,11-Dec,,-0.967263256,,,,
세종텔레콤(주),36630,12-Dec,,-0.686381379,,,,
세종텔레콤(주),36630,13-Dec,,-5.802225146,,,,
세종텔레콤(주),36630,14-Dec,,47.39891345,,,,
세종텔레콤(주),36630,15-Dec,,0.386539095,,,,
세종텔레콤(주),36630,16-Dec,,0.534935007,,,,
세종텔레콤(주),36630,17-Dec,,1.262098716,,,,
세종텔레콤(주),36630,18-Dec,,-0.121114258,,,,
세종텔레콤(주),36630,19-Dec,,-6.285839828,,,,
세하(주),27970,11-Dec,,X,,,,
세하(주),27970,12-Dec,,X,,,,
세하(주),27970,13-Dec,,X,,,,
세하(주),27970,14-Dec,,X,,,,
세하(주),27970,15-Dec,,X,,,,
세하(주),27970,16-Dec,,X,,,,
세하(주),27970,17-Dec,,X,,,,
세하(주),27970,18-Dec,,X,,,,
세하(주),27970,19-Dec,,X,,,,
소니드(주),60230,11-Dec,,-1.68352972,,,,
소니드(주),60230,12-Dec,,0.691316393,,,,
소니드(주),60230,13-Dec,,1.260966611,,,,
소니드(주),60230,14-Dec,,-0.540102147,,,,
소니드(주),60230,15-Dec,,-0.47536528,,,,
소니드(주),60230,16-Dec,,0.113782448,,,,
소니드(주),60230,17-Dec,,-0.951508931,,,,
소니드(주),60230,18-Dec,,-0.358043385,,,,
소니드(주),60230,19-Dec,,1.389208512,,,,
소프트캠프(주),258790,17-Dec,,X,,,,
소프트캠프(주),258790,18-Dec,,X,,,,
소프트캠프(주),258790,19-Dec,,50.10310679,,,,
솔루스첨단소재(주),336370,19-Dec,,11.24634909,,,,
솔브레인홀딩스(주),36830,11-Dec,,8.233235182,,,,
솔브레인홀딩스(주),36830,12-Dec,,15.8149775,,,,
솔브레인홀딩스(주),36830,13-Dec,,22.11644048,,,,
솔브레인홀딩스(주),36830,14-Dec,,13.90532241,,,,
솔브레인홀딩스(주),36830,15-Dec,,27.99770257,,,,
솔브레인홀딩스(주),36830,16-Dec,,29.43863761,,,,
솔브레인홀딩스(주),36830,17-Dec,,25.79127832,,,,
솔브레인홀딩스(주),36830,18-Dec,,44.08141223,,,,
솔브레인홀딩스(주),36830,19-Dec,,38.54523112,,,,
송원산업(주),4430,11-Dec,,1.074075655,,,,
송원산업(주),4430,12-Dec,,2.493059459,,,,
송원산업(주),4430,13-Dec,,2.364832215,,,,
송원산업(주),4430,14-Dec,,0.190012861,,,,
송원산업(주),4430,15-Dec,,3.18275551,,,,
송원산업(주),4430,16-Dec,,6.833437752,,,,
송원산업(주),4430,17-Dec,,5.500504948,,,,
송원산업(주),4430,18-Dec,,5.412544874,,,,
송원산업(주),4430,19-Dec,,6.351580075,,,,
스튜디오드래곤(주),253450,17-Dec,,18.99007815,,,,
스튜디오드래곤(주),253450,18-Dec,,342.9636762,,,,
스튜디오드래곤(주),253450,19-Dec,,58.12759813,,,,
시그네틱스(주),33170,11-Dec,,X,,,,
시그네틱스(주),33170,12-Dec,,X,,,,
시그네틱스(주),33170,13-Dec,,X,,,,
시그네틱스(주),33170,14-Dec,,X,,,,
시그네틱스(주),33170,15-Dec,,5.905612194,,,,
시그네틱스(주),33170,16-Dec,,-9.285851319,,,,
시그네틱스(주),33170,17-Dec,,3.634961412,,,,
시그네틱스(주),33170,18-Dec,,-8.796558672,,,,
시그네틱스(주),33170,19-Dec,,-36.20302574,,,,
신대양제지(주),16590,11-Dec,,3.404351989,,,,
신대양제지(주),16590,12-Dec,,7.902767664,,,,
신대양제지(주),16590,13-Dec,,6.157286629,,,,
신대양제지(주),16590,14-Dec,,10.59446411,,,,
신대양제지(주),16590,15-Dec,,5.580731041,,,,
신대양제지(주),16590,16-Dec,,9.136502966,,,,
신대양제지(주),16590,17-Dec,,8.719167625,,,,
신대양제지(주),16590,18-Dec,,25.39325021,,,,
신대양제지(주),16590,19-Dec,,35.34554049,,,,
신라교역(주),4970,11-Dec,,48.83775785,,,,
신라교역(주),4970,12-Dec,,74.16728335,,,,
신라교역(주),4970,13-Dec,,16.73702134,,,,
신라교역(주),4970,14-Dec,,4.134188836,,,,
신라교역(주),4970,15-Dec,,-7.085818347,,,,
신라교역(주),4970,16-Dec,,12.72037305,,,,
신라교역(주),4970,17-Dec,,93.47941625,,,,
신라교역(주),4970,18-Dec,,30.44249517,,,,
신라교역(주),4970,19-Dec,,-4.920882612,,,,
신라섬유(주),1000,11-Dec,,X,,,,
신라섬유(주),1000,12-Dec,,X,,,,
신라섬유(주),1000,13-Dec,,X,,,,
신라섬유(주),1000,14-Dec,,X,,,,
신라섬유(주),1000,15-Dec,,X,,,,
신라섬유(주),1000,16-Dec,,X,,,,
신라섬유(주),1000,17-Dec,,X,,,,
신라섬유(주),1000,18-Dec,,X,,,,
신라섬유(주),1000,19-Dec,,X,,,,
신라에스지(주),25870,11-Dec,,X,,,,
신라에스지(주),25870,12-Dec,,X,,,,
신라에스지(주),25870,13-Dec,,1.457881724,,,,
신라에스지(주),25870,14-Dec,,1.566792846,,,,
신라에스지(주),25870,15-Dec,,-2.277988344,,,,
신라에스지(주),25870,16-Dec,,1.999297272,,,,
신라에스지(주),25870,17-Dec,,1.760056179,,,,
신라에스지(주),25870,18-Dec,,1.012172253,,,,
신라에스지(주),25870,19-Dec,,2.232946348,,,,
신라젠(주),215600,16-Dec,,-9.164250389,,,,
신라젠(주),215600,17-Dec,,-14.038753,,,,
신라젠(주),215600,18-Dec,,-115.2214919,,,,
신라젠(주),215600,19-Dec,,-10.73231412,,,,
신성델타테크(주),65350,11-Dec,,1.644690305,,,,
신성델타테크(주),65350,12-Dec,,2.287329464,,,,
신성델타테크(주),65350,13-Dec,,1.750300375,,,,
신성델타테크(주),65350,14-Dec,,0.826881291,,,,
신성델타테크(주),65350,15-Dec,,1.542512768,,,,
신성델타테크(주),65350,16-Dec,,2.689397221,,,,
신성델타테크(주),65350,17-Dec,,4.22929751,,,,
신성델타테크(주),65350,18-Dec,,2.764696743,,,,
신성델타테크(주),65350,19-Dec,,2.316877757,,,,
신성통상(주),5390,11-Jun,1.787687121,1.405841508,,,,
신성통상(주),5390,12-Jun,2.657928237,2.172241705,,,,
신성통상(주),5390,13-Jun,1.426190299,0.763738187,,,,
신성통상(주),5390,14-Jun,2.194345508,1.54056807,,,,
신성통상(주),5390,15-Jun,2.711581978,2.575540524,,,,
신성통상(주),5390,16-Jun,2.539072521,1.687334697,,,,
신성통상(주),5390,17-Jun,1.242922183,0.589836538,,,,
신성통상(주),5390,18-Jun,1.669221174,1.302089608,,,,
신성통상(주),5390,19-Jun,2.900660969,2.44652699,,,,
신세계건설(주),34300,11-Dec,9.624942382,X,,,,
신세계건설(주),34300,12-Dec,1.794308384,X,,,,
신세계건설(주),34300,13-Dec,-2.024089444,X,,,,
신세계건설(주),34300,14-Dec,2.975824756,X,,,,
신세계건설(주),34300,15-Dec,10.72605914,X,,,,
신세계건설(주),34300,16-Dec,90.70844257,X,,,,
신세계건설(주),34300,17-Dec,83.13139005,X,,,,
신세계건설(주),34300,18-Dec,22.55079549,X,,,,
신세계건설(주),34300,19-Dec,7.079666975,X,,,,
신송홀딩스(주),6880,13-Dec,-520.8325183,21.88098631,,,,
신송홀딩스(주),6880,14-Dec,-186361.25,11.76575954,,,,
신송홀딩스(주),6880,15-Dec,-108079.75,6.324234833,,,,
신송홀딩스(주),6880,16-Dec,282.3482587,-8.423233782,,,,
신송홀딩스(주),6880,17-Dec,-30.05263158,-0.917956486,,,,
신송홀딩스(주),6880,18-Dec,X,-2.434620276,,,,
신송홀딩스(주),6880,19-Dec,-15.39638601,-0.152525686,,,,
신신제약(주),2800,17-Dec,16.36124698,15.61581358,,,,
신신제약(주),2800,18-Dec,15.97914666,14.72723304,,,,
신신제약(주),2800,19-Dec,10.9755082,9.405681446,,,,
신원종합개발(주),17000,11-Dec,0.663933484,X,,,,
신원종합개발(주),17000,12-Dec,1.354225929,X,,,,
신원종합개발(주),17000,13-Dec,1.886414954,X,,,,
신원종합개발(주),17000,14-Dec,1.000626988,X,,,,
신원종합개발(주),17000,15-Dec,-1.736304092,X,,,,
신원종합개발(주),17000,16-Dec,1.439247632,X,,,,
신원종합개발(주),17000,17-Dec,38.72982962,34.70590438,,,,
신원종합개발(주),17000,18-Dec,35.91905769,18.14523895,,,,
신원종합개발(주),17000,19-Dec,3.722264871,2.679158984,,,,
신일전자(주),2700,11-Dec,4.046733648,2.701849141,,,,
신일전자(주),2700,12-Dec,4.441370069,1.950840647,,,,
신일전자(주),2700,13-Dec,17.62541816,14.66029667,,,,
신일전자(주),2700,14-Dec,0.940680542,-0.288327415,,,,
신일전자(주),2700,15-Dec,-7.99213326,-8.046932001,,,,
신일전자(주),2700,16-Dec,9.703795157,8.671143105,,,,
신일전자(주),2700,17-Dec,26.62497455,X,,,,
신일전자(주),2700,18-Dec,52.28404292,X,,,,
신일전자(주),2700,19-Dec,5.674234396,X,,,,
신일제약(주),12790,11-Dec,9.286023319,X,,,,
신일제약(주),12790,12-Dec,23.73370741,X,,,,
신일제약(주),12790,13-Dec,59.68408098,X,,,,
신일제약(주),12790,14-Dec,75.70745469,X,,,,
신일제약(주),12790,15-Dec,58.73339516,X,,,,
신일제약(주),12790,16-Dec,69.57105547,X,,,,
신일제약(주),12790,17-Dec,50.71359879,X,,,,
신일제약(주),12790,18-Dec,27.18895366,X,,,,
신일제약(주),12790,19-Dec,43.42162551,X,,,,
신풍제약(주),19170,11-Dec,4.697866803,4.606998362,,,,
신풍제약(주),19170,12-Dec,3.196056882,3.106080327,,,,
신풍제약(주),19170,13-Dec,3.086124938,3.290356333,,,,
신풍제약(주),19170,14-Dec,2.638375154,2.539547849,,,,
신풍제약(주),19170,15-Dec,0.570586238,0.6473114,,,,
신풍제약(주),19170,16-Dec,1.679658782,1.785599679,,,,
신풍제약(주),19170,17-Dec,1.609637057,1.745029784,,,,
신풍제약(주),19170,18-Dec,1.408806534,1.811069957,,,,
신풍제약(주),19170,19-Dec,1.092709499,1.361487915,,,,
신풍제지(주),2870,11-Dec,-4.383678833,-4.504348624,,,,
신풍제지(주),2870,12-Dec,-7.575031139,-7.908562207,,,,
신풍제지(주),2870,13-Dec,-4.415373673,-5.442886048,,,,
신풍제지(주),2870,14-Dec,-56.27835492,-55.82339181,,,,
신풍제지(주),2870,15-Dec,-48.12128352,-46.78368225,,,,
신풍제지(주),2870,16-Dec,8.344413276,6.611675702,,,,
신풍제지(주),2870,17-Dec,-6.975244322,-6.398557006,,,,
신풍제지(주),2870,18-Dec,33.89913827,30.29790913,,,,
신풍제지(주),2870,19-Dec,56.05200061,38.63713432,,,,
신화인터텍(주),56700,11-Dec,0.302424553,0.52697793,,,,
신화인터텍(주),56700,12-Dec,0.973285593,1.001903889,,,,
신화인터텍(주),56700,13-Dec,1.400200789,1.339998972,,,,
신화인터텍(주),56700,14-Dec,1.165920309,0.639496048,,,,
신화인터텍(주),56700,15-Dec,1.016891837,1.703308441,,,,
신화인터텍(주),56700,16-Dec,3.343216581,3.718034294,,,,
신화인터텍(주),56700,17-Dec,1.830258079,1.185814884,,,,
신화인터텍(주),56700,18-Dec,-2.371801858,-1.044207565,,,,
신화인터텍(주),56700,19-Dec,5.822717575,7.461121611,,,,
신흥에스이씨(주),243840,17-Dec,10.82554014,7.562082434,,,,
신흥에스이씨(주),243840,18-Dec,8.487338579,6.749100535,,,,
신흥에스이씨(주),243840,19-Dec,2.382710092,4.48308189,,,,
쌍용씨앤이(주),3410,11-Dec,0.092112452,0.647401076,,,,
쌍용씨앤이(주),3410,12-Dec,1.073470064,1.450971235,,,,
쌍용씨앤이(주),3410,13-Dec,1.304693738,1.706941594,,,,
쌍용씨앤이(주),3410,14-Dec,2.345132422,2.687172947,,,,
쌍용씨앤이(주),3410,15-Dec,4.656409869,5.129295477,,,,
쌍용씨앤이(주),3410,16-Dec,8.223081356,9.784855233,,,,
쌍용씨앤이(주),3410,17-Dec,10.35380985,10.30552389,,,,
쌍용씨앤이(주),3410,18-Dec,10.24162827,8.623327753,,,,
쌍용씨앤이(주),3410,19-Dec,8.501946496,6.980142477,,,,
쌍용자동차(주),3620,11-Dec,-13.95622636,-13.91220303,,,,
쌍용자동차(주),3620,12-Dec,-11.24568617,-11.12284217,,,,
쌍용자동차(주),3620,13-Dec,-1.217222811,-1.024658322,,,,
쌍용자동차(주),3620,14-Dec,-68.49777292,-66.94497618,,,,
쌍용자동차(주),3620,15-Dec,-25.37018017,-27.12626298,,,,
쌍용자동차(주),3620,16-Dec,38.41286804,34.69172353,,,,
쌍용자동차(주),3620,17-Dec,-70.89124066,-71.03372904,,,,
쌍용자동차(주),3620,18-Dec,-65.18246698,-66.57482095,,,,
쌍용자동차(주),3620,19-Dec,-55.0203076,-56.05337257,,,,
쌍용정보통신(주),10280,11-Dec,17.16116104,17.33666086,,,,
쌍용정보통신(주),10280,12-Dec,25.1372453,27.30292115,,,,
쌍용정보통신(주),10280,13-Dec,7.45264237,9.473977447,,,,
쌍용정보통신(주),10280,14-Dec,-87.21798738,-86.66598304,,,,
쌍용정보통신(주),10280,15-Dec,-53.87209485,-53.66150444,,,,
쌍용정보통신(주),10280,16-Dec,-6.328230329,-6.097018104,,,,
쌍용정보통신(주),10280,17-Dec,-66.9103188,-68.26454476,,,,
쌍용정보통신(주),10280,18-Dec,17.02725172,16.35767106,,,,
쌍용정보통신(주),10280,19-Dec,7.855591748,6.691794909,,,,
써니전자(주),4770,11-Dec,-0.26461245,-5.084093903,,,,
써니전자(주),4770,12-Dec,-0.504849412,-6.050728647,,,,
써니전자(주),4770,13-Dec,0.86226321,-5.814091563,,,,
써니전자(주),4770,14-Dec,4.012493875,-0.53614079,,,,
써니전자(주),4770,15-Dec,5.179428054,1.50233086,,,,
써니전자(주),4770,16-Dec,5.842260536,2.649390758,,,,
써니전자(주),4770,17-Dec,43.05506533,45.47212532,,,,
써니전자(주),4770,18-Dec,2.495917066,2.000950311,,,,
써니전자(주),4770,19-Dec,9.174685527,9.163790466,,,,
씨비아이(주),13720,11-Dec,3.886376926,X,,,,
씨비아이(주),13720,12-Dec,2.408682082,X,,,,
씨비아이(주),13720,13-Dec,1.618326636,X,,,,
씨비아이(주),13720,14-Dec,1.372202058,X,,,,
씨비아이(주),13720,15-Dec,2.109533601,X,,,,
씨비아이(주),13720,16-Dec,0.538461135,X,,,,
씨비아이(주),13720,17-Dec,-0.944411731,X,,,,
씨비아이(주),13720,18-Dec,0.534794019,X,,,,
씨비아이(주),13720,19-Dec,1.09106561,X,,,,
씨아이에스(주),222080,15-Dec,X,X,,,,
씨아이에스(주),222080,16-Dec,X,X,,,,
씨아이에스(주),222080,17-Dec,-83.96069388,-89.6597453,,,,
씨아이에스(주),222080,18-Dec,-20.98429451,-21.05291317,,,,
씨아이에스(주),222080,19-Dec,12.44656621,X,,,,
씨앤지하이테크(주),264660,18-Dec,8417.209205,X,,,,
씨앤지하이테크(주),264660,19-Dec,2143.44581,X,,,,
씨앤티85(주),56730,11-Dec,6.123064512,6.245724093,,,,
씨앤티85(주),56730,12-Dec,-3.426019009,-3.216576657,,,,
씨앤티85(주),56730,13-Dec,-5.768621615,-5.886895532,,,,
씨앤티85(주),56730,14-Dec,-2.009590461,-2.038347912,,,,
씨앤티85(주),56730,15-Dec,1.147014324,1.147014324,,,,
씨앤티85(주),56730,16-Dec,-3.14328492,X,,,,
씨앤티85(주),56730,17-Dec,0.088113129,0.061308367,,,,
씨앤티85(주),56730,18-Dec,-2.255103821,-2.23097583,,,,
씨앤티85(주),56730,19-Dec,-1.629784237,-1.217304982,,,,
씨에스베어링(주),297090,19-Dec,14.06665052,11.50292436,,,,
씨에스윈드(주),112610,14-Dec,78.58828443,40.78887633,,,,
씨에스윈드(주),112610,15-Dec,257.1901674,51.45234315,,,,
씨에스윈드(주),112610,16-Dec,-314.0023283,-25.8330592,,,,
씨에스윈드(주),112610,17-Dec,2.666136772,31.55818686,,,,
씨에스윈드(주),112610,18-Dec,-0.817305274,6.753165123,,,,
