회사명,거래소코드,회계년도,[제조]* (정상)영업손익(보고서기재)(IFRS),[제조]* (정상)영업손익(보고서기재)(IFRS연결)
(주)이엔코퍼레이션,066980,2013/12,232107,1461290
(주)이엔코퍼레이션,066980,2014/12,-14210668,-13736249
(주)이엔코퍼레이션,066980,2015/12,-5802675,-5516506
(주)이엔코퍼레이션,066980,2016/12,3198612,4883109
(주)이엔코퍼레이션,066980,2017/12,3529986,4731577
(주)이엔코퍼레이션,066980,2018/12,1088917,-376577
(주)이엔코퍼레이션,066980,2019/12,1779577,9123049
(주)이엔플러스,074610,2011/12,-991844,-3088434
(주)이엔플러스,074610,2012/12,-195452,-1788959
(주)이엔플러스,074610,2013/12,1234305,396527
(주)이엔플러스,074610,2014/12,1539093,1243604
(주)이엔플러스,074610,2015/12,1835189,1576900
(주)이엔플러스,074610,2016/12,4395468,4134342
(주)이엔플러스,074610,2017/12,-960651,-467681
(주)이엔플러스,074610,2018/12,-6253287,-11445777
(주)이엔플러스,074610,2019/12,-10740049,-15398599
(주)이엘피,063760,2017/12,18336552,18164720
(주)이엘피,063760,2018/12,15937753,15156013
(주)이엘피,063760,2019/12,3686395,3109187
(주)이엠넷,123570,2011/12,6109306,6023627
(주)이엠넷,123570,2012/12,6520937,6436550
(주)이엠넷,123570,2013/12,3937240,3309359
(주)이엠넷,123570,2014/12,1080139,2155400
(주)이엠넷,123570,2015/12,1885305,2781477
(주)이엠넷,123570,2016/12,1714863,3259571
(주)이엠넷,123570,2017/12,2548867,4183134
(주)이엠넷,123570,2018/12,3210691,5544145
(주)이엠넷,123570,2019/12,4056924,7715027
(주)이엠앤아이,083470,2011/12,-1153283,247205
(주)이엠앤아이,083470,2012/12,4957692,5822020
(주)이엠앤아이,083470,2013/12,6802027,203313
(주)이엠앤아이,083470,2014/12,5546064,8837833
(주)이엠앤아이,083470,2015/12,4330782,4927752
(주)이엠앤아이,083470,2016/12,2752883,-1967964
(주)이엠앤아이,083470,2017/12,944112,-2460702
(주)이엠앤아이,083470,2018/12,-25705875,-17461902
(주)이엠앤아이,083470,2019/12,-2586140,-3235270
(주)이엠텍,091120,2011/12,-1631528,4203909
(주)이엠텍,091120,2012/12,10042754,28846947
(주)이엠텍,091120,2013/12,11903754,24272118
(주)이엠텍,091120,2014/12,4543110,12981769
(주)이엠텍,091120,2015/12,-3759052,12954491
(주)이엠텍,091120,2016/12,1322759,16587283
(주)이엠텍,091120,2017/12,6279097,13626917
(주)이엠텍,091120,2018/12,25066008,21165477
(주)이엠텍,091120,2019/12,-11241946,-5605244
(주)이오테크닉스,039030,2011/12,13619810,15619060
(주)이오테크닉스,039030,2012/12,31765700,34321182
(주)이오테크닉스,039030,2013/12,36279472,43099270
(주)이오테크닉스,039030,2014/12,51600368,56664489
(주)이오테크닉스,039030,2015/12,22040517,28545439
(주)이오테크닉스,039030,2016/12,19214469,21258735
(주)이오테크닉스,039030,2017/12,50493017,59979121
(주)이오테크닉스,039030,2018/12,7245336,17858925
(주)이오테크닉스,039030,2019/12,8253839,7100165
(주)이원,017940,2011/12,115410089,120521295
(주)이원,017940,2012/12,97515886,109883094
(주)이원,017940,2013/12,111665614,108867826
(주)이원,017940,2014/12,80112276,86965138
(주)이원,017940,2015/12,100215384,35683009
(주)이원,017940,2016/12,64785815,11087869
(주)이원,017940,2017/12,87006745,93694351
(주)이원,017940,2018/12,7701627,14012873
(주)이원,017940,2019/12,123955268,106309925
(주)이월드,084680,2011/12,-1373013,-1373013
(주)이월드,084680,2012/12,-2352832,-3673029
(주)이월드,084680,2013/12,-4072212,-5950466
(주)이월드,084680,2014/12,-3573488,
(주)이월드,084680,2015/12,514315,
(주)이월드,084680,2016/12,4279695,
(주)이월드,084680,2017/12,6686653,
(주)이월드,084680,2018/12,4576440,
(주)이월드,084680,2019/12,17433450,
(주)이즈미디어,181340,2017/12,910113,2409272
(주)이즈미디어,181340,2018/12,3753265,4120799
(주)이즈미디어,181340,2019/12,-2294015,-2640368
(주)이지,037370,2011/12,3962372,1343967
(주)이지,037370,2012/12,7089995,685485
(주)이지,037370,2013/12,6031774,6349867
(주)이지,037370,2014/12,4010710,5296242
(주)이지,037370,2015/12,3490401,-1278170
(주)이지,037370,2016/12,2908441,877704
(주)이지,037370,2017/12,1505351,1322488
(주)이지,037370,2018/12,-5549243,-8973681
(주)이지,037370,2019/12,1711504,1499350
(주)이지홀딩스,035810,2011/12,13256555,47659126
(주)이지홀딩스,035810,2012/12,20537318,41412153
(주)이지홀딩스,035810,2013/12,20967414,39264471
(주)이지홀딩스,035810,2014/12,23731676,78091645
(주)이지홀딩스,035810,2015/12,25102566,67902762
(주)이지홀딩스,035810,2016/12,24060909,79047110
(주)이지홀딩스,035810,2017/12,21967633,106030149
(주)이지홀딩스,035810,2018/12,27772891,92964288
(주)이지홀딩스,035810,2019/12,23795766,41625730
(주)이큐셀,160600,2015/12,7355290,7280046
(주)이큐셀,160600,2016/12,469721,223511
(주)이큐셀,160600,2017/12,2243930,1919044
(주)이큐셀,160600,2018/12,5293762,4937954
(주)이큐셀,160600,2019/12,-29077298,-29898119
(주)이크레더블,092130,2011/09,6456751,6456751
(주)이크레더블,092130,2012/09,6242018,6463323
(주)이크레더블,092130,2013/12,6289007,7025345
(주)이크레더블,092130,2014/12,6753540,7606386
(주)이크레더블,092130,2015/12,8545174,9449294
(주)이크레더블,092130,2016/12,11458105,12136224
(주)이크레더블,092130,2017/12,12712510,13436333
(주)이크레더블,092130,2018/12,14519753,15320031
(주)이크레더블,092130,2019/12,15975424,16726688
(주)이퓨쳐,134060,2011/12,-453493,
(주)이퓨쳐,134060,2012/12,-133144,
(주)이퓨쳐,134060,2013/12,1105515,
(주)이퓨쳐,134060,2014/12,397613,
(주)이퓨쳐,134060,2015/12,106283,
(주)이퓨쳐,134060,2016/12,339910,
(주)이퓨쳐,134060,2017/12,-218432,
(주)이퓨쳐,134060,2018/12,291703,
(주)이퓨쳐,134060,2019/12,954978,
(주)인디에프,014990,2011/12,-17603246,-19780473
(주)인디에프,014990,2012/12,-6518457,-6806997
(주)인디에프,014990,2013/12,-3330480,-3576629
(주)인디에프,014990,2014/12,-3098936,-3072056
(주)인디에프,014990,2015/12,-5016725,-5010630
(주)인디에프,014990,2016/12,-7031098,-7030173
(주)인디에프,014990,2017/12,1583591,1637232
(주)인디에프,014990,2018/12,1989310,2015486
(주)인디에프,014990,2019/12,-1610475,-1579169
(주)인바디,041830,2011/12,4722116,5122617
(주)인바디,041830,2012/12,3757991,5001978
(주)인바디,041830,2013/12,5671388,6500740
(주)인바디,041830,2014/12,9546838,10095138
(주)인바디,041830,2015/12,17712672,20007588
(주)인바디,041830,2016/12,19925675,22041087
(주)인바디,041830,2017/12,22261355,24900250
(주)인바디,041830,2018/12,24263439,23676827
(주)인바디,041830,2019/12,28147448,27626227
(주)인바이오젠,101140,2011/12,1011109,
(주)인바이오젠,101140,2012/12,-1213666,
(주)인바이오젠,101140,2013/12,-1284367,
(주)인바이오젠,101140,2014/12,-1275968,
(주)인바이오젠,101140,2015/12,-4947476,
(주)인바이오젠,101140,2016/12,-2131835,
(주)인바이오젠,101140,2017/12,-1531488,
(주)인바이오젠,101140,2018/12,921474,
(주)인바이오젠,101140,2019/12,-2249168,
(주)인산가,277410,2017/12,,
(주)인산가,277410,2018/12,3998552,4216481
(주)인산가,277410,2019/12,3628553,3992880
(주)인성정보,033230,2011/12,2011671,8103170
(주)인성정보,033230,2012/12,-349126,3679701
(주)인성정보,033230,2013/12,1523950,6978347
(주)인성정보,033230,2014/12,-1025308,3107951
(주)인성정보,033230,2015/12,-4807130,-3128100
(주)인성정보,033230,2016/12,533146,4959089
(주)인성정보,033230,2017/12,-872655,3121730
(주)인성정보,033230,2018/12,-824119,3100945
(주)인성정보,033230,2019/12,231246,3463664
(주)인스코비,006490,2011/12,-3551533,
(주)인스코비,006490,2012/12,-5674428,
(주)인스코비,006490,2013/12,-6923186,-6929046
(주)인스코비,006490,2014/12,-5612183,-5824532
(주)인스코비,006490,2015/12,-4835950,-4750750
(주)인스코비,006490,2016/12,-4273507,-2532277
(주)인스코비,006490,2017/12,-3651583,-199908
(주)인스코비,006490,2018/12,2388094,5325278
(주)인스코비,006490,2019/12,5427285,4731238
(주)인지디스플레이,037330,2011/12,19983206,37348022
(주)인지디스플레이,037330,2012/12,1117020,27825384
(주)인지디스플레이,037330,2013/12,-3986153,4825131
(주)인지디스플레이,037330,2014/12,774681,10694328
(주)인지디스플레이,037330,2015/12,3201914,9138974
(주)인지디스플레이,037330,2016/12,3750275,10641856
(주)인지디스플레이,037330,2017/12,3147370,2854491
(주)인지디스플레이,037330,2018/12,8198888,22135015
(주)인지디스플레이,037330,2019/12,1417755,23830908
(주)인콘,083640,2011/12,1881356,2541942
(주)인콘,083640,2012/12,2044068,1598018
(주)인콘,083640,2013/12,3680626,3680626
(주)인콘,083640,2014/12,2222178,
(주)인콘,083640,2015/12,1574097,1544099
(주)인콘,083640,2016/12,-715465,-778490
(주)인콘,083640,2017/12,1311873,1260626
(주)인콘,083640,2018/12,-1514026,-1962996
(주)인콘,083640,2019/12,-1609785,-2371065
(주)인터로조,119610,2011/12,8364929,
(주)인터로조,119610,2012/12,9561435,
(주)인터로조,119610,2013/12,10532472,
(주)인터로조,119610,2014/12,8771200,
(주)인터로조,119610,2015/12,16289023,
(주)인터로조,119610,2016/12,23737766,23306560
(주)인터로조,119610,2017/12,24534314,24233728
(주)인터로조,119610,2018/12,17346923,17125531
(주)인터로조,119610,2019/12,22998598,22618019
(주)인터엠,017250,2011/09,1562314,1366297
(주)인터엠,017250,2012/09,1710478,1526427
(주)인터엠,017250,2013/09,2147118,2399788
(주)인터엠,017250,2014/09,5145109,5020049
(주)인터엠,017250,2015/09,2561736,2557446
(주)인터엠,017250,2016/09,3433118,3495227
(주)인터엠,017250,2017/09,3105506,3129850
(주)인터엠,017250,2018/09,3554236,3181926
(주)인터엠,017250,2019/09,-3420230,-3349364
(주)인터플렉스,051370,2011/12,40386508,
(주)인터플렉스,051370,2012/12,46529133,
(주)인터플렉스,051370,2013/12,50695,
(주)인터플렉스,051370,2014/12,-91700816,
(주)인터플렉스,051370,2015/12,-99789743,-84766140
(주)인터플렉스,051370,2016/12,-64840242,-51563873
(주)인터플렉스,051370,2017/12,30633923,61450799
(주)인터플렉스,051370,2018/12,-91486536,-66225314
(주)인터플렉스,051370,2019/12,-21672584,-16774919
(주)인텍플러스,064290,2011/12,4925449,
(주)인텍플러스,064290,2012/12,3028887,
(주)인텍플러스,064290,2013/12,-6754114,
(주)인텍플러스,064290,2014/12,-4797961,
(주)인텍플러스,064290,2015/12,448004,
(주)인텍플러스,064290,2016/12,-3554676,
(주)인텍플러스,064290,2017/12,526561,29219
(주)인텍플러스,064290,2018/12,-7659578,-8319461
(주)인텍플러스,064290,2019/12,4630581,4705630
(주)인텔리안테크놀로지스,189300,2016/12,6945818,7385544
(주)인텔리안테크놀로지스,189300,2017/12,7203153,7020258
(주)인텔리안테크놀로지스,189300,2018/12,7539948,10303613
(주)인텔리안테크놀로지스,189300,2019/12,1616657,7138729
(주)인트로메딕,150840,2013/12,2192396,2253396
(주)인트로메딕,150840,2014/12,1090443,838918
(주)인트로메딕,150840,2015/12,-1193212,-1308224
(주)인트로메딕,150840,2016/12,-2663007,-3551827
(주)인트로메딕,150840,2017/12,-791018,
(주)인트로메딕,150840,2018/12,-3223045,-3240970
(주)인트로메딕,150840,2019/12,-4187601,-5293432
(주)인트론바이오테크놀로지,048530,2011/12,295616,
(주)인트론바이오테크놀로지,048530,2012/12,-1115163,
(주)인트론바이오테크놀로지,048530,2013/12,58870,
(주)인트론바이오테크놀로지,048530,2014/12,1125090,
(주)인트론바이오테크놀로지,048530,2015/12,2131855,
(주)인트론바이오테크놀로지,048530,2016/12,-1174475,-1200392
(주)인트론바이오테크놀로지,048530,2017/12,-3805654,-3900277
(주)인트론바이오테크놀로지,048530,2018/12,5231537,5165702
(주)인트론바이오테크놀로지,048530,2019/12,-4152695,-4368078
(주)인팩,023810,2011/12,5098809,11073772
(주)인팩,023810,2012/12,327548,10723263
(주)인팩,023810,2013/12,5287977,13889132
(주)인팩,023810,2014/12,3284183,9667180
(주)인팩,023810,2015/12,1436601,9236309
(주)인팩,023810,2016/12,3688257,10798920
(주)인팩,023810,2017/12,620794,-2441192
(주)인팩,023810,2018/12,-3884850,3197700
(주)인팩,023810,2019/12,-5674090,-436276
(주)인포마크,175140,2015/12,-981895,
(주)인포마크,175140,2016/12,2215298,
(주)인포마크,175140,2017/12,-6296490,-7032875
(주)인포마크,175140,2018/12,772459,-826931
(주)인포마크,175140,2019/12,-10610605,-11797625
(주)인포바인,115310,2011/12,10196797,
(주)인포바인,115310,2012/12,10498089,
(주)인포바인,115310,2013/12,12704877,
(주)인포바인,115310,2014/12,13408172,13167192
(주)인포바인,115310,2015/12,11578565,11121886
(주)인포바인,115310,2016/12,13579699,12496330
(주)인포바인,115310,2017/12,14642762,12535249
(주)인포바인,115310,2018/12,13085225,11112470
(주)인포바인,115310,2019/12,11349877,9516147
(주)인피니트헬스케어,071200,2011/12,1708501,-2081156
(주)인피니트헬스케어,071200,2012/12,-1272478,-5305315
(주)인피니트헬스케어,071200,2013/12,2248497,2717563
(주)인피니트헬스케어,071200,2014/12,2080441,3077444
(주)인피니트헬스케어,071200,2015/12,3782235,4437379
(주)인피니트헬스케어,071200,2016/12,6930139,6637284
(주)인피니트헬스케어,071200,2017/12,7031740,5543879
(주)인피니트헬스케어,071200,2018/12,1624015,2351756
(주)인피니트헬스케어,071200,2019/12,5634206,7072336
(주)일승,333430,2019/12,,
(주)일신바이오베이스,068330,2011/12,963217,
(주)일신바이오베이스,068330,2012/12,1968696,
(주)일신바이오베이스,068330,2013/12,1139942,1118870
(주)일신바이오베이스,068330,2014/12,2096953,2074606
(주)일신바이오베이스,068330,2015/12,2721426,2637942
(주)일신바이오베이스,068330,2016/12,3011111,3008844
(주)일신바이오베이스,068330,2017/12,2431461,2341409
(주)일신바이오베이스,068330,2018/12,3475802,3036924
(주)일신바이오베이스,068330,2019/12,4641215,5214863
(주)일신석재,007110,2011/12,1267947,
(주)일신석재,007110,2012/12,1050525,
(주)일신석재,007110,2013/12,1077184,
(주)일신석재,007110,2014/12,91065,
(주)일신석재,007110,2015/12,-2463066,
(주)일신석재,007110,2016/12,-2605704,
(주)일신석재,007110,2017/12,973720,
(주)일신석재,007110,2018/12,1445901,
(주)일신석재,007110,2019/12,1753513,
(주)일야,058450,2011/12,-4603779,-4057717
(주)일야,058450,2012/12,-5111176,-6319091
(주)일야,058450,2013/12,1288330,
(주)일야,058450,2014/12,5112575,
(주)일야,058450,2015/12,3662035,
(주)일야,058450,2016/12,2583500,
(주)일야,058450,2017/12,-3106234,
(주)일야,058450,2018/12,-4206325,
(주)일야,058450,2019/12,-4371497,-4135867
(주)일지테크,019540,2011/12,7293605,6783762
(주)일지테크,019540,2012/12,15844819,8508638
(주)일지테크,019540,2013/12,10506172,12658947
(주)일지테크,019540,2014/12,7455237,29538090
(주)일지테크,019540,2015/12,-3232844,18519511
(주)일지테크,019540,2016/12,-373367,26611910
(주)일지테크,019540,2017/12,480738,922264
(주)일지테크,019540,2018/12,8254309,1493492
(주)일지테크,019540,2019/12,4963587,-14582282
(주)일진파워,094820,2011/12,6599574,
(주)일진파워,094820,2012/12,2669791,
(주)일진파워,094820,2013/12,6263965,
(주)일진파워,094820,2014/12,6957781,8349611
(주)일진파워,094820,2015/12,5992142,8227536
(주)일진파워,094820,2016/12,5107626,8204556
(주)일진파워,094820,2017/12,16303332,17774021
(주)일진파워,094820,2018/12,16560824,19063746
(주)일진파워,094820,2019/12,11965574,14363542
(주)잇츠한불,226320,2015/12,111822536,111751425
(주)잇츠한불,226320,2016/12,73435931,73288748
(주)잇츠한불,226320,2017/12,19027244,45366029
(주)잇츠한불,226320,2018/12,2736021,19913150
(주)잇츠한불,226320,2019/12,-9614751,10931674
(주)잉크테크,049550,2011/12,-7678602,-7319056
(주)잉크테크,049550,2012/12,5328449,5531872
(주)잉크테크,049550,2013/12,2174491,2757954
(주)잉크테크,049550,2014/12,-5088276,-4974393
(주)잉크테크,049550,2015/12,-4391869,-4295685
(주)잉크테크,049550,2016/12,176489,-56818
(주)잉크테크,049550,2017/12,-6732786,-6915053
(주)잉크테크,049550,2018/12,-415485,-938876
(주)잉크테크,049550,2019/12,-1629086,-1319239
(주)자비스,254120,2016/12,,
(주)자비스,254120,2017/12,,
(주)자비스,254120,2018/12,,
(주)자비스,254120,2019/12,-460454,-578255
(주)자연과환경,043910,2011/12,-19435888,-18990442
(주)자연과환경,043910,2012/12,-5808963,-7090955
(주)자연과환경,043910,2013/12,-2591342,-2841220
(주)자연과환경,043910,2014/12,1063685,522870
(주)자연과환경,043910,2015/12,328685,395417
(주)자연과환경,043910,2016/12,-2557921,-5197104
(주)자연과환경,043910,2017/12,-3949318,-4382462
(주)자연과환경,043910,2018/12,674255,558504
(주)자연과환경,043910,2019/12,850450,813590
(주)장원테크,174880,2016/12,-8081748,5107269
(주)장원테크,174880,2017/12,-8285933,2823064
(주)장원테크,174880,2018/12,4594043,11569651
(주)장원테크,174880,2019/12,-3376994,-3905704
(주)정다운,208140,2014/12,,
(주)정다운,208140,2015/12,,
(주)정다운,208140,2016/12,2377150,3259051
(주)정다운,208140,2017/12,11221181,11073062
(주)정다운,208140,2018/12,13507872,12494995
(주)정다운,208140,2019/12,5300075,3156217
(주)정상제이엘에스,040420,2011/12,14650437,14721785
(주)정상제이엘에스,040420,2012/12,10350292,10436744
(주)정상제이엘에스,040420,2013/12,8005541,7983832
(주)정상제이엘에스,040420,2014/12,7481707,7207954
(주)정상제이엘에스,040420,2015/12,7302595,6875719
(주)정상제이엘에스,040420,2016/12,8585242,8678730
(주)정상제이엘에스,040420,2017/12,9796677,10339772
(주)정상제이엘에스,040420,2018/12,10915358,10887968
(주)정상제이엘에스,040420,2019/12,13060056,13395135
(주)정원엔시스,045510,2011/12,586521,
(주)정원엔시스,045510,2012/12,1830702,
(주)정원엔시스,045510,2013/12,2201966,
(주)정원엔시스,045510,2014/12,4445213,
(주)정원엔시스,045510,2015/12,4018714,4061477
(주)정원엔시스,045510,2016/12,1870901,2563900
(주)정원엔시스,045510,2017/12,1823116,2316080
(주)정원엔시스,045510,2018/12,2287368,2496738
(주)정원엔시스,045510,2019/12,1644730,1766492
(주)제넥신,095700,2011/12,-6844669,-7009922
(주)제넥신,095700,2012/12,-2692825,-2692825
(주)제넥신,095700,2013/12,-7050849,
(주)제넥신,095700,2014/12,-5207707,
(주)제넥신,095700,2015/12,1086622,
(주)제넥신,095700,2016/12,-23327163,
(주)제넥신,095700,2017/12,-26859178,
(주)제넥신,095700,2018/12,-38083104,
(주)제넥신,095700,2019/12,-44536068,
(주)제넨바이오,072520,2011/12,3830101,4792123
(주)제넨바이오,072520,2012/12,6618937,6887638
(주)제넨바이오,072520,2013/12,-5595189,-4185935
(주)제넨바이오,072520,2014/12,-37700458,-31045624
(주)제넨바이오,072520,2015/12,-22906069,-15460142
(주)제넨바이오,072520,2016/12,-5731624,-5205523
(주)제넨바이오,072520,2017/12,752329,2162118
(주)제넨바이오,072520,2018/12,-2390841,-2377142
(주)제넨바이오,072520,2019/12,-11931152,-16480822
(주)제노레이,122310,2018/12,10227309,10958080
(주)제노레이,122310,2019/12,13877527,14668169
(주)제노포커스,187420,2015/12,600221,1098014
(주)제노포커스,187420,2016/12,1040673,1325988
(주)제노포커스,187420,2017/12,927387,1192095
(주)제노포커스,187420,2018/12,-765145,-1213556
(주)제노포커스,187420,2019/12,-2180603,-2877734
(주)제닉,123330,2011/12,13332276,
(주)제닉,123330,2012/12,7558922,7109063
(주)제닉,123330,2013/12,5708951,3867023
(주)제닉,123330,2014/12,2543965,1913511
(주)제닉,123330,2015/12,3258541,3119225
(주)제닉,123330,2016/12,4032151,5360362
(주)제닉,123330,2017/12,-4390221,-8285857
(주)제닉,123330,2018/12,-9167101,-11410097
(주)제닉,123330,2019/12,-890554,-5026610
(주)제로투세븐,159580,2013/12,1973792,4782476
(주)제로투세븐,159580,2014/12,-3546156,-113503
(주)제로투세븐,159580,2015/12,-2399768,-444029
(주)제로투세븐,159580,2016/12,-9967519,-12180531
(주)제로투세븐,159580,2017/12,571978,-2543467
(주)제로투세븐,159580,2018/12,-3098794,-4708162
(주)제로투세븐,159580,2019/12,12713488,11241650
(주)제우스,079370,2011/12,8805636,15752197
(주)제우스,079370,2012/12,1010539,2904420
(주)제우스,079370,2013/12,12130541,22637880
(주)제우스,079370,2014/12,14331470,20524085
(주)제우스,079370,2015/12,18283114,24373679
(주)제우스,079370,2016/12,14426351,24030277
(주)제우스,079370,2017/12,22278788,33024902
(주)제우스,079370,2018/12,28835189,40108158
(주)제우스,079370,2019/12,11866560,18187673
(주)제이브이엠,054950,2011/12,20433336,
(주)제이브이엠,054950,2012/12,14344641,
(주)제이브이엠,054950,2013/12,18186064,
(주)제이브이엠,054950,2014/12,16308440,12045955
(주)제이브이엠,054950,2015/12,8113982,6469410
(주)제이브이엠,054950,2016/12,14527582,14788281
(주)제이브이엠,054950,2017/12,18510686,18741991
(주)제이브이엠,054950,2018/12,12463956,13297487
(주)제이브이엠,054950,2019/12,12049509,10461825
(주)제이스텍,090470,2011/12,6143914,
(주)제이스텍,090470,2012/12,6787310,
(주)제이스텍,090470,2013/12,-4687061,
(주)제이스텍,090470,2014/12,3971131,
(주)제이스텍,090470,2015/12,4057856,
(주)제이스텍,090470,2016/12,16932030,16964107
(주)제이스텍,090470,2017/12,100636288,100647459
(주)제이스텍,090470,2018/12,6237102,6258629
(주)제이스텍,090470,2019/12,797843,398928
(주)제이시스메디칼,287410,2018/12,,
(주)제이시스메디칼,287410,2019/12,,
(주)제이에스코퍼레이션,194370,2016/12,14712327,12399008
(주)제이에스코퍼레이션,194370,2017/12,20226498,15151255
(주)제이에스코퍼레이션,194370,2018/12,16617445,4477122
(주)제이에스코퍼레이션,194370,2019/12,18172450,11098653
(주)제이에스티나,026040,2011/12,5889884,5726486
(주)제이에스티나,026040,2012/12,8102018,7521818
(주)제이에스티나,026040,2013/12,10573367,10061017
(주)제이에스티나,026040,2014/12,10823244,10351968
(주)제이에스티나,026040,2015/12,5398462,4137163
(주)제이에스티나,026040,2016/12,9442462,7893021
(주)제이에스티나,026040,2017/12,266539,-48277
(주)제이에스티나,026040,2018/12,-817270,-856462
(주)제이에스티나,026040,2019/12,-28078190,-28539486
(주)제이엘케이,322510,2019/12,-10613354,-10793760
(주)제이와이피엔터테인먼트,035900,2011/06,101481,101481
(주)제이와이피엔터테인먼트,035900,2012/12,-3668273,-6527263
(주)제이와이피엔터테인먼트,035900,2013/12,-2003489,-2553317
(주)제이와이피엔터테인먼트,035900,2014/12,6691761,8256638
(주)제이와이피엔터테인먼트,035900,2015/12,3979872,4198535
(주)제이와이피엔터테인먼트,035900,2016/12,11367233,13811808
(주)제이와이피엔터테인먼트,035900,2017/12,17894404,19462607
(주)제이와이피엔터테인먼트,035900,2018/12,25430889,28748634
(주)제이와이피엔터테인먼트,035900,2019/12,39233152,43458525
(주)제이웨이,058420,2011/12,-4351971,
(주)제이웨이,058420,2012/12,-1608659,
(주)제이웨이,058420,2013/12,-1412292,-1726344
(주)제이웨이,058420,2014/12,-2136131,-2273982
(주)제이웨이,058420,2015/12,833733,537355
(주)제이웨이,058420,2016/12,-754898,-1047983
(주)제이웨이,058420,2017/12,-2215703,-2449985
(주)제이웨이,058420,2018/12,-2048084,-1450828
(주)제이웨이,058420,2019/12,-1464726,-1247159
(주)제이티,089790,2011/12,5165123,
(주)제이티,089790,2012/12,3687428,
(주)제이티,089790,2013/12,-2099324,
(주)제이티,089790,2014/12,6584007,6280361
(주)제이티,089790,2015/12,-3437504,
(주)제이티,089790,2016/12,-8575318,
(주)제이티,089790,2017/12,604800,
(주)제이티,089790,2018/12,3031592,
(주)제이티,089790,2019/12,6153285,6153285
(주)제이티씨,950170,2019/02,24765791,17286945
(주)제일기획,030000,2011/12,67502651,108629820
(주)제일기획,030000,2012/12,56949870,125954461
(주)제일기획,030000,2013/12,51097178,129986589
(주)제일기획,030000,2014/12,31477422,126772497
(주)제일기획,030000,2015/12,31568494,127217996
(주)제일기획,030000,2016/12,63987895,149549496
(주)제일기획,030000,2017/12,56602611,156535958
(주)제일기획,030000,2018/12,54947129,181096627
(주)제일기획,030000,2019/12,63730801,205813034
(주)제일바이오,052670,2011/12,514177,
(주)제일바이오,052670,2012/12,861200,
(주)제일바이오,052670,2013/12,251328,
(주)제일바이오,052670,2014/12,1015304,
(주)제일바이오,052670,2015/12,1039363,
(주)제일바이오,052670,2016/12,824866,
(주)제일바이오,052670,2017/12,1109459,
(주)제일바이오,052670,2018/12,1403130,
(주)제일바이오,052670,2019/12,520098,
(주)제일테크노스,038010,2011/12,2766575,3646066
(주)제일테크노스,038010,2012/12,3639578,4961796
(주)제일테크노스,038010,2013/12,2878330,3701070
(주)제일테크노스,038010,2014/12,8084987,9868032
(주)제일테크노스,038010,2015/12,5445525,6666303
(주)제일테크노스,038010,2016/12,3698734,4529774
(주)제일테크노스,038010,2017/12,5625401,5642061
(주)제일테크노스,038010,2018/12,7967635,8919986
(주)제일테크노스,038010,2019/12,4361367,4897130
(주)제주반도체,080220,2011/12,14793954,14118642
(주)제주반도체,080220,2012/12,-2519551,-2757926
(주)제주반도체,080220,2013/12,-6880072,-7102023
(주)제주반도체,080220,2014/12,-7655701,-7080133
(주)제주반도체,080220,2015/12,1888255,1094077
(주)제주반도체,080220,2016/12,3558108,463433
(주)제주반도체,080220,2017/12,11342751,8433248
(주)제주반도체,080220,2018/12,15898459,12795520
(주)제주반도체,080220,2019/12,5605684,6146949
(주)제주항공,089590,2015/12,51409779,
(주)제주항공,089590,2016/12,58662131,58415264
(주)제주항공,089590,2017/12,101550189,101318497
(주)제주항공,089590,2018/12,102277551,101202718
(주)제주항공,089590,2019/12,-34799483,-32889587
(주)제테마,216080,2019/12,-10734910,
(주)젬백스&카엘,082270,2011/12,-2381863,-8491851
(주)젬백스&카엘,082270,2012/12,4152018,-5353654
(주)젬백스&카엘,082270,2013/12,822947,-10574251
(주)젬백스&카엘,082270,2014/12,-75760,-5555648
(주)젬백스&카엘,082270,2015/12,3345107,-2760703
(주)젬백스&카엘,082270,2016/12,-4851737,-17616739
(주)젬백스&카엘,082270,2017/12,1214529,-1414646
(주)젬백스&카엘,082270,2018/12,-1171013,-662609
(주)젬백스&카엘,082270,2019/12,-5625252,-8397520
(주)젬백스링크,064800,2011/12,851861,2575827
(주)젬백스링크,064800,2012/12,-916697,-1708597
(주)젬백스링크,064800,2013/12,78750,-869702
(주)젬백스링크,064800,2014/12,828955,106755
(주)젬백스링크,064800,2015/12,-374603,
(주)젬백스링크,064800,2016/12,-894472,-1677237
(주)젬백스링크,064800,2017/12,855370,23281502
(주)젬백스링크,064800,2018/12,1228331,-274320
(주)젬백스링크,064800,2019/12,6158853,5871845
(주)조비,001550,2011/12,-9144921,
(주)조비,001550,2012/12,-2663869,
(주)조비,001550,2013/12,3902842,
(주)조비,001550,2014/12,879662,
(주)조비,001550,2015/12,3647822,
(주)조비,001550,2016/12,2338790,
(주)조비,001550,2017/12,1613973,
(주)조비,001550,2018/12,1894999,
(주)조비,001550,2019/12,967630,
(주)조이시티,067000,2011/12,6745159,6343088
(주)조이시티,067000,2012/12,9031225,8201665
(주)조이시티,067000,2013/12,-1091847,-971036
(주)조이시티,067000,2014/12,5110979,5561923
(주)조이시티,067000,2015/12,8357334,8294482
(주)조이시티,067000,2016/12,2975100,3072210
(주)조이시티,067000,2017/12,-2905517,-2745083
