회사명,거래소코드,회계년도,이자보상배율(이자비용),이자보상배율(이자비용)(IFRS연결)
에이치디씨랩스(주),039570,2011/12,15.75,
에이치디씨랩스(주),039570,2012/12,9.07,9.02
에이치디씨랩스(주),039570,2013/12,8.01,8.21
에이치디씨랩스(주),039570,2014/12,8.68,8.58
에이치디씨랩스(주),039570,2015/12,20.75,21.16
에이치디씨랩스(주),039570,2016/12,482.17,482.02
에이치디씨랩스(주),039570,2017/12,194874.49,194659.22
에이치디씨랩스(주),039570,2018/12,1190.85,1186.93
에이치디씨랩스(주),039570,2019/12,383.26,378.81
에이치디씨현대산업개발(주),294870,2018/12,,
에이치디씨현대산업개발(주),294870,2019/12,31.97,32.09
에이치디씨현대이피(주),089470,2001/12,,
에이치디씨현대이피(주),089470,2002/12,10.15,
에이치디씨현대이피(주),089470,2003/12,11.01,
에이치디씨현대이피(주),089470,2004/12,8.34,
에이치디씨현대이피(주),089470,2005/12,8.28,
에이치디씨현대이피(주),089470,2006/12,6.86,
에이치디씨현대이피(주),089470,2007/12,3.18,2.94
에이치디씨현대이피(주),089470,2008/12,7.91,3.87
에이치디씨현대이피(주),089470,2009/12,8.47,4.2
에이치디씨현대이피(주),089470,2010/12,3.93,4.59
에이치디씨현대이피(주),089470,2011/12,4.42,3.69
에이치디씨현대이피(주),089470,2012/12,2.92,3.04
에이치디씨현대이피(주),089470,2013/12,3.26,3.13
에이치디씨현대이피(주),089470,2014/12,4.16,4.13
에이치디씨현대이피(주),089470,2015/12,6.47,7.16
에이치디씨현대이피(주),089470,2016/12,9.15,10.82
에이치디씨현대이피(주),089470,2017/12,6.57,7.06
에이치디씨현대이피(주),089470,2018/12,1.91,2.12
에이치디씨현대이피(주),089470,2019/12,4.66,5.42
에이치비솔루션(주),297890,2004/12,,
에이치비솔루션(주),297890,2005/12,-3.53,
에이치비솔루션(주),297890,2006/12,1.06,
에이치비솔루션(주),297890,2007/12,-0.83,
에이치비솔루션(주),297890,2008/12,-3,
에이치비솔루션(주),297890,2009/12,-1.84,
에이치비솔루션(주),297890,2010/12,2.09,
에이치비솔루션(주),297890,2011/12,25.81,
에이치비솔루션(주),297890,2012/12,21.22,
에이치비솔루션(주),297890,2013/12,26.39,
에이치비솔루션(주),297890,2014/12,151.85,
에이치비솔루션(주),297890,2015/12,137.25,
에이치비솔루션(주),297890,2016/12,97.54,
에이치비솔루션(주),297890,2017/12,156.45,
에이치비솔루션(주),297890,2018/12,19.68,29.94
에이치비솔루션(주),297890,2019/12,10.21,10.08
에이치에스디엔진(주),082740,2000/12,,
에이치에스디엔진(주),082740,2001/12,25.37,
에이치에스디엔진(주),082740,2002/12,134.39,
에이치에스디엔진(주),082740,2003/12,217.81,
에이치에스디엔진(주),082740,2004/12,-3750.82,
에이치에스디엔진(주),082740,2005/12,2.4,
에이치에스디엔진(주),082740,2006/12,22.44,
에이치에스디엔진(주),082740,2007/12,31.91,
에이치에스디엔진(주),082740,2008/12,6.04,
에이치에스디엔진(주),082740,2009/12,2.24,
에이치에스디엔진(주),082740,2010/12,6.55,7.61
에이치에스디엔진(주),082740,2011/12,22.94,19.17
에이치에스디엔진(주),082740,2012/12,7.49,7.04
에이치에스디엔진(주),082740,2013/12,0.17,0.05
에이치에스디엔진(주),082740,2014/12,-3.01,-2.93
에이치에스디엔진(주),082740,2015/12,-5.04,-4.83
에이치에스디엔진(주),082740,2016/12,0.73,0.29
에이치에스디엔진(주),082740,2017/12,0.5,0.81
에이치에스디엔진(주),082740,2018/12,-2.17,-2.07
에이치에스디엔진(주),082740,2019/12,-1.24,-1.24
에이치엘비(주),028300,2000/12,-1.25,
에이치엘비(주),028300,2001/12,-2.69,
에이치엘비(주),028300,2002/12,-16.68,
에이치엘비(주),028300,2003/12,-4.32,
에이치엘비(주),028300,2004/12,-9.69,
에이치엘비(주),028300,2005/12,-16.1,
에이치엘비(주),028300,2006/12,-5.81,
에이치엘비(주),028300,2007/12,-5.81,-3.99
에이치엘비(주),028300,2008/12,-1.31,-1.08
에이치엘비(주),028300,2009/12,-2.5,-2
에이치엘비(주),028300,2010/12,-1.82,-7.53
에이치엘비(주),028300,2011/12,0.66,0.86
에이치엘비(주),028300,2012/12,-1.57,-1.26
에이치엘비(주),028300,2013/12,-6.34,-6.22
에이치엘비(주),028300,2014/12,0.42,0.19
에이치엘비(주),028300,2015/12,-0.9,-2.1
에이치엘비(주),028300,2016/12,-5.01,-22.58
에이치엘비(주),028300,2017/12,-1.61,-6.17
에이치엘비(주),028300,2018/12,0.13,-2.3
에이치엘비(주),028300,2019/12,-0.26,-2.5
에이치엘비글로벌(주),003580,2000/12,-1.97,
에이치엘비글로벌(주),003580,2001/12,-2.77,
에이치엘비글로벌(주),003580,2002/12,-2.57,
에이치엘비글로벌(주),003580,2003/12,-5.53,
에이치엘비글로벌(주),003580,2004/12,-7.81,
에이치엘비글로벌(주),003580,2005/12,-2.24,
에이치엘비글로벌(주),003580,2006/12,-3.57,
에이치엘비글로벌(주),003580,2007/12,-2.62,
에이치엘비글로벌(주),003580,2008/12,-3.02,-2.84
에이치엘비글로벌(주),003580,2009/12,-3.22,-3.25
에이치엘비글로벌(주),003580,2010/12,-3.42,-5.28
에이치엘비글로벌(주),003580,2011/12,-1.92,-5.94
에이치엘비글로벌(주),003580,2012/12,-2.33,-2.53
에이치엘비글로벌(주),003580,2013/12,-1.05,-2.3
에이치엘비글로벌(주),003580,2014/12,0.94,-0.13
에이치엘비글로벌(주),003580,2015/12,2.08,
에이치엘비글로벌(주),003580,2016/12,3.01,
에이치엘비글로벌(주),003580,2017/12,-0.64,
에이치엘비글로벌(주),003580,2018/12,-0.87,-1.43
에이치엘비글로벌(주),003580,2019/12,-0.77,-0.61
에이치엘비생명과학(주),067630,2001/12,,
에이치엘비생명과학(주),067630,2002/12,1.95,
에이치엘비생명과학(주),067630,2003/12,4.14,
에이치엘비생명과학(주),067630,2004/12,2.25,
에이치엘비생명과학(주),067630,2005/12,5.16,
에이치엘비생명과학(주),067630,2006/12,8.5,
에이치엘비생명과학(주),067630,2007/12,10.75,
에이치엘비생명과학(주),067630,2008/12,9.81,
에이치엘비생명과학(주),067630,2009/12,-1.19,
에이치엘비생명과학(주),067630,2010/12,3.54,
에이치엘비생명과학(주),067630,2011/12,-0.95,
에이치엘비생명과학(주),067630,2012/12,-2.18,-2.06
에이치엘비생명과학(주),067630,2013/12,-2.58,-2.58
에이치엘비생명과학(주),067630,2014/12,0.55,1.37
에이치엘비생명과학(주),067630,2015/12,-13.52,-14.72
에이치엘비생명과학(주),067630,2016/12,-4.82,-1.46
에이치엘비생명과학(주),067630,2017/12,0.47,0.64
에이치엘비생명과학(주),067630,2018/12,-0.84,-0.9
에이치엘비생명과학(주),067630,2019/12,0.09,-0.59
에이치엘비제약(주),047920,2000/12,-123.03,
에이치엘비제약(주),047920,2001/12,-24.08,
에이치엘비제약(주),047920,2002/12,1.6,
에이치엘비제약(주),047920,2003/12,-7.77,
에이치엘비제약(주),047920,2004/12,-4.46,
에이치엘비제약(주),047920,2005/12,1.66,
에이치엘비제약(주),047920,2006/12,2.59,
에이치엘비제약(주),047920,2007/12,3.15,
에이치엘비제약(주),047920,2008/12,2.4,
에이치엘비제약(주),047920,2009/12,0.83,
에이치엘비제약(주),047920,2010/12,1.18,
에이치엘비제약(주),047920,2011/12,0.53,
에이치엘비제약(주),047920,2012/12,4.26,
에이치엘비제약(주),047920,2013/12,1.3,
에이치엘비제약(주),047920,2014/12,0.93,
에이치엘비제약(주),047920,2015/12,-1.46,
에이치엘비제약(주),047920,2016/12,0.58,
에이치엘비제약(주),047920,2017/12,-1.81,
에이치엘비제약(주),047920,2018/12,-6.78,-6.78
에이치엘비제약(주),047920,2019/12,0.98,1.21
에이치엘비테라퓨틱스(주),115450,2005/12,,
에이치엘비테라퓨틱스(주),115450,2006/12,271.61,
에이치엘비테라퓨틱스(주),115450,2007/12,999999999,
에이치엘비테라퓨틱스(주),115450,2008/12,245.96,
에이치엘비테라퓨틱스(주),115450,2009/12,22.01,
에이치엘비테라퓨틱스(주),115450,2010/12,37.83,31.1
에이치엘비테라퓨틱스(주),115450,2011/12,1.13,-82.36
에이치엘비테라퓨틱스(주),115450,2012/12,-3.59,-0.57
에이치엘비테라퓨틱스(주),115450,2013/12,-1.85,0.18
에이치엘비테라퓨틱스(주),115450,2014/12,0.68,-1.87
에이치엘비테라퓨틱스(주),115450,2015/12,-3.8,-4.66
에이치엘비테라퓨틱스(주),115450,2016/12,-5.02,-7.96
에이치엘비테라퓨틱스(주),115450,2017/12,-4.94,-6.68
에이치엘비테라퓨틱스(주),115450,2018/12,1.44,-3.75
에이치엘비테라퓨틱스(주),115450,2019/12,-1.78,-4.71
에이치엠엠(주),011200,2000/12,1.01,
에이치엠엠(주),011200,2001/12,0.62,
에이치엠엠(주),011200,2002/12,-0.09,
에이치엠엠(주),011200,2003/12,1.47,
에이치엠엠(주),011200,2004/12,3.43,
에이치엠엠(주),011200,2005/12,3.65,
에이치엠엠(주),011200,2006/12,0.5,
에이치엠엠(주),011200,2007/12,1.56,1.69
에이치엠엠(주),011200,2008/12,2.99,2.93
에이치엠엠(주),011200,2009/12,-2.4,-2.33
에이치엠엠(주),011200,2010/12,2.17,1.91
에이치엠엠(주),011200,2011/12,-1.09,-1.4
에이치엠엠(주),011200,2012/12,-1.67,-1.56
에이치엠엠(주),011200,2013/12,-1.27,-1.07
에이치엠엠(주),011200,2014/12,-1.04,-0.82
에이치엠엠(주),011200,2015/12,-1.1,-0.95
에이치엠엠(주),011200,2016/12,-4.63,-4.31
에이치엠엠(주),011200,2017/12,-2.64,-2.45
에이치엠엠(주),011200,2018/12,-3.56,-3.32
에이치엠엠(주),011200,2019/12,-0.86,-0.74
에이치케이이노엔(주),195940,2014/12,,
에이치케이이노엔(주),195940,2015/12,17.26,
에이치케이이노엔(주),195940,2016/12,21.85,
에이치케이이노엔(주),195940,2017/12,34.96,
에이치케이이노엔(주),195940,2018/12,30.13,
에이치케이이노엔(주),195940,2019/12,20.96,20.94
에이케이홀딩스(주),006840,2000/12,0.51,
에이케이홀딩스(주),006840,2001/12,1.06,
에이케이홀딩스(주),006840,2002/12,4.51,
에이케이홀딩스(주),006840,2003/12,1.97,
에이케이홀딩스(주),006840,2004/12,4.2,
에이케이홀딩스(주),006840,2005/12,2.05,
에이케이홀딩스(주),006840,2006/12,2.27,
에이케이홀딩스(주),006840,2007/12,4.62,3.98
에이케이홀딩스(주),006840,2008/12,2.26,1.73
에이케이홀딩스(주),006840,2009/12,3.45,3.43
에이케이홀딩스(주),006840,2010/12,11.52,8.58
에이케이홀딩스(주),006840,2011/12,9.95,5.98
에이케이홀딩스(주),006840,2012/12,999999999,4.31
에이케이홀딩스(주),006840,2013/12,2.66,3.29
에이케이홀딩스(주),006840,2014/12,3.3,2.76
에이케이홀딩스(주),006840,2015/12,6.49,2.09
에이케이홀딩스(주),006840,2016/12,10.31,7.02
에이케이홀딩스(주),006840,2017/12,13.52,9.26
에이케이홀딩스(주),006840,2018/12,15.83,9.75
에이케이홀딩스(주),006840,2019/12,11.95,1.81
에이테크솔루션(주),071670,2002/12,,
에이테크솔루션(주),071670,2003/12,0.23,
에이테크솔루션(주),071670,2004/12,3.02,
에이테크솔루션(주),071670,2005/12,1.39,
에이테크솔루션(주),071670,2006/12,1.41,
에이테크솔루션(주),071670,2007/12,3.51,3.07
에이테크솔루션(주),071670,2008/12,10.46,10.06
에이테크솔루션(주),071670,2009/12,32.59,22.02
에이테크솔루션(주),071670,2010/12,39.99,32.55
에이테크솔루션(주),071670,2011/12,10.83,8.96
에이테크솔루션(주),071670,2012/12,-3.25,-2.62
에이테크솔루션(주),071670,2013/12,1.2,-0.24
에이테크솔루션(주),071670,2014/12,2.46,1.6
에이테크솔루션(주),071670,2015/12,-1.16,-1.52
에이테크솔루션(주),071670,2016/12,1.81,1.53
에이테크솔루션(주),071670,2017/12,-1.42,-0.36
에이테크솔루션(주),071670,2018/12,0.24,0.75
에이테크솔루션(주),071670,2019/12,1.59,1.86
에이프로젠제약(주),003060,2000/12,0.78,
에이프로젠제약(주),003060,2002/09,7.58,
에이프로젠제약(주),003060,2003/09,-23.01,
에이프로젠제약(주),003060,2004/09,-13.7,
에이프로젠제약(주),003060,2005/09,-129.12,
에이프로젠제약(주),003060,2006/09,-4.44,
에이프로젠제약(주),003060,2007/09,-1.11,
에이프로젠제약(주),003060,2008/09,-0.93,-1.71
에이프로젠제약(주),003060,2009/09,2.63,1.56
에이프로젠제약(주),003060,2010/09,0.69,0.99
에이프로젠제약(주),003060,2011/12,-0.27,0.31
에이프로젠제약(주),003060,2012/12,-5.95,-5.51
에이프로젠제약(주),003060,2013/12,-53.9,-42.64
에이프로젠제약(주),003060,2014/12,-3.99,-3.98
에이프로젠제약(주),003060,2015/12,2.3,-2.94
에이프로젠제약(주),003060,2016/12,-0.04,-0.06
에이프로젠제약(주),003060,2017/12,-0.12,-0.16
에이프로젠제약(주),003060,2018/12,-0.13,-0.11
에이프로젠제약(주),003060,2019/12,-0.33,-0.59
에이피시스템(주),265520,2017/12,,
에이피시스템(주),265520,2018/12,8.12,8.14
에이피시스템(주),265520,2019/12,4.97,5.11
에이피에스홀딩스(주),054620,2000/12,,
에이피에스홀딩스(주),054620,2001/12,856.51,
에이피에스홀딩스(주),054620,2002/12,140.58,
에이피에스홀딩스(주),054620,2003/12,-38.34,
에이피에스홀딩스(주),054620,2004/12,15.57,
에이피에스홀딩스(주),054620,2005/12,4.64,
에이피에스홀딩스(주),054620,2006/12,9.69,
에이피에스홀딩스(주),054620,2007/12,-4.93,
에이피에스홀딩스(주),054620,2008/12,1.65,
에이피에스홀딩스(주),054620,2009/12,2.11,
에이피에스홀딩스(주),054620,2010/12,-1.43,-5.67
에이피에스홀딩스(주),054620,2011/12,10.15,9.81
에이피에스홀딩스(주),054620,2012/12,5.88,5.9
에이피에스홀딩스(주),054620,2013/12,7.27,7.53
에이피에스홀딩스(주),054620,2014/12,1.82,1.47
에이피에스홀딩스(주),054620,2015/12,4.95,3.95
에이피에스홀딩스(주),054620,2016/12,33.12,14.49
에이피에스홀딩스(주),054620,2017/12,-5.43,0.44
에이피에스홀딩스(주),054620,2018/12,-95.2,-4.41
에이피에스홀딩스(주),054620,2019/12,-47.75,-8.66
에이피위성(주),211270,2011/12,,
에이피위성(주),211270,2012/12,-168.57,
에이피위성(주),211270,2013/12,3721.39,
에이피위성(주),211270,2014/12,8550.68,
에이피위성(주),211270,2015/12,9623.01,
에이피위성(주),211270,2016/12,118.19,
에이피위성(주),211270,2017/12,2474.02,
에이피위성(주),211270,2018/12,852.96,
에이피위성(주),211270,2019/12,1115.21,
에이피티씨(주),089970,2005/12,,
에이피티씨(주),089970,2006/12,-12.86,
에이피티씨(주),089970,2007/12,1.49,
에이피티씨(주),089970,2008/12,-7.04,
에이피티씨(주),089970,2009/12,-4.82,
에이피티씨(주),089970,2010/12,-8.79,
에이피티씨(주),089970,2011/12,-3.23,
에이피티씨(주),089970,2012/12,-3.93,
에이피티씨(주),089970,2013/12,-16.81,
에이피티씨(주),089970,2014/12,-15.25,
에이피티씨(주),089970,2017/12,869.57,
에이피티씨(주),089970,2018/12,999999999,
에이피티씨(주),089970,2019/12,726.88,726.82
에코바이오홀딩스(주),038870,2000/12,,
에코바이오홀딩스(주),038870,2001/12,-4.3,
에코바이오홀딩스(주),038870,2002/12,-5.96,
에코바이오홀딩스(주),038870,2003/12,-4.07,
에코바이오홀딩스(주),038870,2004/12,-8.4,
에코바이오홀딩스(주),038870,2005/12,-12.45,
에코바이오홀딩스(주),038870,2006/12,-122.71,
에코바이오홀딩스(주),038870,2007/12,-91.5,-17.36
에코바이오홀딩스(주),038870,2008/12,0.41,0.85
에코바이오홀딩스(주),038870,2009/12,-0.14,2.26
에코바이오홀딩스(주),038870,2010/12,0.21,1.67
에코바이오홀딩스(주),038870,2011/12,-0.2,0.6
에코바이오홀딩스(주),038870,2012/12,1.07,2.39
에코바이오홀딩스(주),038870,2013/12,-0.96,2.47
에코바이오홀딩스(주),038870,2014/12,0.3,5.56
에코바이오홀딩스(주),038870,2015/12,5.74,8.87
에코바이오홀딩스(주),038870,2016/12,-12.25,0.64
에코바이오홀딩스(주),038870,2017/12,3.33,-4.12
에코바이오홀딩스(주),038870,2018/12,1.84,0.88
에코바이오홀딩스(주),038870,2019/12,14.39,2.47
에코캡(주),128540,2018/12,,
에코캡(주),128540,2019/12,0.22,0.32
에코플라스틱(주),038110,2000/12,2.65,
에코플라스틱(주),038110,2001/12,0.43,
에코플라스틱(주),038110,2002/12,1.38,
에코플라스틱(주),038110,2003/12,3.07,
에코플라스틱(주),038110,2004/12,10.94,
에코플라스틱(주),038110,2005/12,208.81,
에코플라스틱(주),038110,2006/12,156.11,
에코플라스틱(주),038110,2007/12,31.46,
에코플라스틱(주),038110,2008/12,34.03,
에코플라스틱(주),038110,2009/12,354.42,
에코플라스틱(주),038110,2010/12,69.12,69.25
에코플라스틱(주),038110,2011/12,373.05,4.41
에코플라스틱(주),038110,2012/12,40.85,1.26
에코플라스틱(주),038110,2013/12,12.47,1.32
에코플라스틱(주),038110,2014/12,6.23,1.86
에코플라스틱(주),038110,2015/12,2.47,1.74
에코플라스틱(주),038110,2016/12,1.22,1.27
에코플라스틱(주),038110,2017/12,-0.15,-0.5
에코플라스틱(주),038110,2018/12,-1.56,-0.41
에코플라스틱(주),038110,2019/12,2.34,1.16
에프엔에스테크(주),083500,2007/12,,
에프엔에스테크(주),083500,2008/12,0.55,
에프엔에스테크(주),083500,2009/12,1.48,
에프엔에스테크(주),083500,2010/12,11.53,8.96
에프엔에스테크(주),083500,2011/12,9.63,13.75
에프엔에스테크(주),083500,2012/12,2.11,2.19
에프엔에스테크(주),083500,2013/12,1.18,1.06
에프엔에스테크(주),083500,2014/12,-4.81,-10.67
에프엔에스테크(주),083500,2015/12,7.42,
에프엔에스테크(주),083500,2016/12,22.93,
에프엔에스테크(주),083500,2017/12,-10.7,
에프엔에스테크(주),083500,2018/12,3.64,
에프엔에스테크(주),083500,2019/12,2.42,
엑스큐어(주),070300,2007/12,,
엑스큐어(주),070300,2008/12,232.64,
엑스큐어(주),070300,2009/12,64.59,
엑스큐어(주),070300,2010/12,14.54,
엑스큐어(주),070300,2011/12,179.41,
엑스큐어(주),070300,2012/12,-136.49,
엑스큐어(주),070300,2013/12,763.63,
엑스큐어(주),070300,2014/12,-1339.68,
엑스큐어(주),070300,2015/12,999999999,
엑스큐어(주),070300,2016/12,-107.34,
엑스큐어(주),070300,2017/12,-210.13,
엑스큐어(주),070300,2018/12,999999999,
엑스큐어(주),070300,2019/12,31.66,
엔브이에이치코리아(주),067570,2000/12,3.16,
엔브이에이치코리아(주),067570,2001/12,1.72,
엔브이에이치코리아(주),067570,2002/12,4.87,
엔브이에이치코리아(주),067570,2003/12,3.17,
엔브이에이치코리아(주),067570,2004/12,-4.88,
엔브이에이치코리아(주),067570,2005/12,-1.87,
엔브이에이치코리아(주),067570,2006/12,1.86,
엔브이에이치코리아(주),067570,2007/12,-3.16,
엔브이에이치코리아(주),067570,2008/12,2.32,
엔브이에이치코리아(주),067570,2009/12,1.38,
엔브이에이치코리아(주),067570,2010/12,5.54,
엔브이에이치코리아(주),067570,2011/12,6.08,3.47
엔브이에이치코리아(주),067570,2012/12,7.07,7.88
엔브이에이치코리아(주),067570,2013/12,8.13,13.72
엔브이에이치코리아(주),067570,2014/12,-1.01,11.58
엔브이에이치코리아(주),067570,2015/12,10.92,6.98
엔브이에이치코리아(주),067570,2016/12,7.63,6.74
엔브이에이치코리아(주),067570,2017/12,1.02,3.37
엔브이에이치코리아(주),067570,2018/12,0.19,0.39
엔브이에이치코리아(주),067570,2019/12,1.04,1.94
엔시트론(주),101400,2006/12,,
엔시트론(주),101400,2007/12,32.72,
엔시트론(주),101400,2008/12,20.35,
엔시트론(주),101400,2009/12,12.97,
엔시트론(주),101400,2010/12,4.2,4.31
엔시트론(주),101400,2011/12,11.29,8.62
엔시트론(주),101400,2012/12,2.84,0.49
엔시트론(주),101400,2013/12,-12.74,-17.06
엔시트론(주),101400,2014/12,-4.17,-5.16
엔시트론(주),101400,2015/12,-2.7,-3
엔시트론(주),101400,2016/12,0.81,0
엔시트론(주),101400,2017/12,-3.11,-3.72
엔시트론(주),101400,2018/12,-3.78,-4.5
엔시트론(주),101400,2019/12,-2.43,-2.55
엔에이치엔(주),181710,2013/12,,
엔에이치엔(주),181710,2014/12,122.28,19.1
엔에이치엔(주),181710,2015/12,-74.33,-45.08
엔에이치엔(주),181710,2016/12,-3.27,13.21
엔에이치엔(주),181710,2017/12,816.26,117.61
엔에이치엔(주),181710,2018/12,71.68,53.4
엔에이치엔(주),181710,2019/12,37.94,16.49
엔에이치엔한국사이버결제(주),060250,2000/12,,
엔에이치엔한국사이버결제(주),060250,2001/12,8.83,
엔에이치엔한국사이버결제(주),060250,2002/12,3.78,
엔에이치엔한국사이버결제(주),060250,2003/12,2.37,
엔에이치엔한국사이버결제(주),060250,2004/12,1.86,
엔에이치엔한국사이버결제(주),060250,2005/12,-3.34,
엔에이치엔한국사이버결제(주),060250,2006/12,-3.03,
엔에이치엔한국사이버결제(주),060250,2007/12,3.94,
엔에이치엔한국사이버결제(주),060250,2008/12,42.25,
엔에이치엔한국사이버결제(주),060250,2009/12,2790.13,
엔에이치엔한국사이버결제(주),060250,2010/12,54.96,67.33
엔에이치엔한국사이버결제(주),060250,2011/12,140,130.72
엔에이치엔한국사이버결제(주),060250,2012/12,107.33,102.41
엔에이치엔한국사이버결제(주),060250,2013/12,2107.42,2025.36
엔에이치엔한국사이버결제(주),060250,2014/12,332.97,259.44
엔에이치엔한국사이버결제(주),060250,2015/12,999999999,665.11
엔에이치엔한국사이버결제(주),060250,2016/12,16082.15,15224.04
엔에이치엔한국사이버결제(주),060250,2017/12,328.99,199.34
엔에이치엔한국사이버결제(주),060250,2018/12,64.59,59.5
엔에이치엔한국사이버결제(주),060250,2019/12,91.53,87.14
엔피씨(주),004250,2000/12,6.04,
엔피씨(주),004250,2001/12,10.74,
엔피씨(주),004250,2002/12,33.07,
엔피씨(주),004250,2003/12,13.72,
엔피씨(주),004250,2004/12,3.78,
엔피씨(주),004250,2005/12,2.92,
엔피씨(주),004250,2006/12,2.66,
엔피씨(주),004250,2007/12,2.72,
엔피씨(주),004250,2008/12,2.93,
엔피씨(주),004250,2009/12,5,1.38
엔피씨(주),004250,2010/12,5.2,5.25
엔피씨(주),004250,2011/12,4.93,4.96
엔피씨(주),004250,2012/12,3.87,4.28
엔피씨(주),004250,2013/12,4.37,4.43
엔피씨(주),004250,2014/12,5.33,5.01
엔피씨(주),004250,2015/12,10.1,9.66
엔피씨(주),004250,2016/12,7.26,7.11
엔피씨(주),004250,2017/12,8.96,8.4
엔피씨(주),004250,2018/12,10.17,7.96
엔피씨(주),004250,2019/12,14.43,10.99
엘브이엠씨홀딩스(주),900140,2009/12,,
엘브이엠씨홀딩스(주),900140,2010/12,999999999,69.72
엘브이엠씨홀딩스(주),900140,2011/12,999999999,66.04
엘브이엠씨홀딩스(주),900140,2012/12,,74.52
엘브이엠씨홀딩스(주),900140,2013/12,,7.46
엘브이엠씨홀딩스(주),900140,2014/12,,6.87
엘브이엠씨홀딩스(주),900140,2015/12,,7.72
엘브이엠씨홀딩스(주),900140,2016/12,,4.98
엘브이엠씨홀딩스(주),900140,2017/12,,3.23
엘브이엠씨홀딩스(주),900140,2018/12,,-0.88
엘브이엠씨홀딩스(주),900140,2019/12,,0.12
엘비세미콘(주),061970,2002/12,,
엘비세미콘(주),061970,2003/12,-1.18,
엘비세미콘(주),061970,2004/12,-2.61,
엘비세미콘(주),061970,2005/12,-3.14,
엘비세미콘(주),061970,2006/12,-4.34,
엘비세미콘(주),061970,2007/12,-0.25,
엘비세미콘(주),061970,2008/12,2.06,
엘비세미콘(주),061970,2009/12,5.29,
엘비세미콘(주),061970,2010/12,7.58,
엘비세미콘(주),061970,2011/12,1.97,
엘비세미콘(주),061970,2012/12,4.45,
엘비세미콘(주),061970,2013/12,0.51,
엘비세미콘(주),061970,2014/12,-0.35,
엘비세미콘(주),061970,2015/12,2.28,
엘비세미콘(주),061970,2016/12,4.28,
엘비세미콘(주),061970,2017/12,3.04,
엘비세미콘(주),061970,2018/12,3,4.9
엘비세미콘(주),061970,2019/12,5.97,7.8
엘아이지넥스원(주),079550,2004/12,,
엘아이지넥스원(주),079550,2005/12,4.77,
엘아이지넥스원(주),079550,2006/12,3.52,
엘아이지넥스원(주),079550,2007/12,4.6,
엘아이지넥스원(주),079550,2008/12,7.41,
엘아이지넥스원(주),079550,2009/12,58.18,
엘아이지넥스원(주),079550,2010/12,21.98,
엘아이지넥스원(주),079550,2011/12,2.98,
엘아이지넥스원(주),079550,2012/12,3.14,
엘아이지넥스원(주),079550,2013/12,7.2,7.2
엘아이지넥스원(주),079550,2014/12,8.56,8.44
엘아이지넥스원(주),079550,2015/12,17.41,17.32
엘아이지넥스원(주),079550,2016/12,21.29,21.14
엘아이지넥스원(주),079550,2017/12,0.57,0.55
엘아이지넥스원(주),079550,2018/12,1.6,
엘아이지넥스원(주),079550,2019/12,1.04,1.04
엘에스전선아시아(주),229640,2015/12,,
엘에스전선아시아(주),229640,2016/12,999999999,10.65
엘에스전선아시아(주),229640,2017/12,45.21,7.63
엘에스전선아시아(주),229640,2018/12,21.68,4.08
엘에스전선아시아(주),229640,2019/12,22.07,5.37
엘지디스플레이(주),034220,2000/12,23.75,
엘지디스플레이(주),034220,2001/12,-4.44,
엘지디스플레이(주),034220,2002/12,4.78,
엘지디스플레이(주),034220,2003/12,14.13,
엘지디스플레이(주),034220,2004/12,32.83,
엘지디스플레이(주),034220,2005/12,4.59,
엘지디스플레이(주),034220,2006/12,-5.93,
엘지디스플레이(주),034220,2007/12,8.03,7.47
엘지디스플레이(주),034220,2008/12,13.28,11.3
엘지디스플레이(주),034220,2009/12,8.16,8.97
엘지디스플레이(주),034220,2010/12,16.17,13.15
엘지디스플레이(주),034220,2011/12,-7.82,-6.38
엘지디스플레이(주),034220,2012/12,3.43,4.86
엘지디스플레이(주),034220,2013/12,4.65,7.32
엘지디스플레이(주),034220,2014/12,9.18,12.36
엘지디스플레이(주),034220,2015/12,7.44,12.74
엘지디스플레이(주),034220,2016/12,8.43,11.45
엘지디스플레이(주),034220,2017/12,32.49,27.19
엘지디스플레이(주),034220,2018/12,-13.47,1.15
엘지디스플레이(주),034220,2019/12,-13.23,-7.87
엘지전자(주),066570,2002/12,,
엘지전자(주),066570,2003/12,5.09,
엘지전자(주),066570,2004/12,6.29,
엘지전자(주),066570,2005/12,4.57,
엘지전자(주),066570,2006/12,3.57,
엘지전자(주),066570,2007/12,4.74,4.9
엘지전자(주),066570,2008/12,11.42,8.73
엘지전자(주),066570,2009/12,14.99,7.08
엘지전자(주),066570,2010/12,-7.75,0.76
엘지전자(주),066570,2011/12,-1.37,0.88
엘지전자(주),066570,2012/12,0.19,3.53
엘지전자(주),066570,2013/12,-0.94,3.11
엘지전자(주),066570,2014/12,1.34,4.35
엘지전자(주),066570,2015/12,-0.07,2.64
엘지전자(주),066570,2016/12,-1.28,3.2
엘지전자(주),066570,2017/12,3.38,6.72
엘지전자(주),066570,2018/12,2.02,6.52
엘지전자(주),066570,2019/12,0.67,5.98
엘컴텍(주),037950,2000/12,2.4,
엘컴텍(주),037950,2001/12,7.72,
엘컴텍(주),037950,2002/12,13.1,
엘컴텍(주),037950,2003/12,3.76,
엘컴텍(주),037950,2004/12,9.3,
엘컴텍(주),037950,2005/12,1.24,
엘컴텍(주),037950,2006/12,1.2,
엘컴텍(주),037950,2007/12,0.15,0.37
