,0,0,0,0
423,18-Dec,씨비아이(주),,
424,14-Dec,씨앤티85(주),,
425,13-Dec,아남전자(주),,
426,12-Dec,아비코전자(주),,
427,15-Dec,아시아나항공(주),,
428,17-Dec,아이진(주),,
429,11-Dec,애머릿지코퍼레이션,,
430,14-Dec,에스디엔(주),,
431,16-Dec,에스맥(주),,
432,17-Dec,에스비더블유생명과학(주),,
433,18-Dec,에스지씨에너지(주),,
434,19-Dec,에스지에이(주),,
435,13-Dec,에쓰씨엔지니어링(주),,
436,19-Dec,에이비엘바이오(주),,
437,15-Dec,에이치에스디엔진(주),,
438,13-Dec,에이치엘비(주),,
439,13-Dec,에이치엘비글로벌(주),,
440,13-Dec,에이치엘비생명과학(주),,
441,17-Dec,에이치엘비제약(주),,
442,13-Dec,에이치엘비테라퓨틱스(주),,
443,13-Dec,에이치엠엠(주),,
444,13-Dec,에이프로젠제약(주),,
445,19-Dec,에이피에스홀딩스(주),,
446,18-Dec,에코바이오홀딩스(주),,
447,16-Dec,엑스큐어(주),,
448,14-Dec,엔시트론(주),,
449,13-Dec,엘컴텍(주),,
450,11-Dec,오성첨단소재(주),,
451,19-Dec,올릭스(주),,
452,18-Dec,우리바이오(주),,
453,18-Dec,우리엔터프라이즈(주),,
454,17-Dec,우진비앤지(주),,
455,18-Dec,웰바이오텍(주),,
456,13-Dec,유니슨(주),,
457,12-Dec,유진기업(주),,
458,13-Dec,이구산업(주),,
459,17-Dec,이노시스(주),,
460,18-Dec,이엠코리아(주),,
461,14-Dec,이원컴포텍(주),,
462,16-Dec,이트론(주),,
463,14-Mar,이화산업(주),,
464,13-Dec,이화전기공업(주),,
465,13-Dec,인선이엔티(주),,
466,18-Dec,인화정공(주),,
467,18-Dec,일동홀딩스(주),,
468,14-Mar,일양약품(주),,
469,19-Dec,일정실업(주),,
470,14-Dec,일진머티리얼즈(주),,
471,11-Dec,재영솔루텍(주),,
472,13-Dec,전방(주),,
473,18-Dec,제너셈(주),,
474,14-Dec,제이더블유신약(주),,
475,12-Dec,제이더블유홀딩스(주),,
476,13-Dec,제이스코홀딩스(주),,
477,13-Dec,제이엠아이(주),,
478,13-Dec,제이준코스메틱(주),,
479,16-Dec,조아제약(주),,
480,16-Dec,조일알미늄(주),,
481,13-Dec,주성엔지니어링(주),,
482,18-Dec,줌인터넷(주),,
483,16-Dec,지나인제약(주),,
484,16-Dec,지엘팜텍(주),,
485,17-Dec,진양제약(주),,
486,19-Dec,진양화학(주),,
487,16-Dec,참존글로벌(주),,
488,18-Dec,커머스마이너 (주),,
489,13-Dec,컨버즈(주),,
490,19-Dec,케이비아이동국실업(주),,
491,15-Dec,케이씨코트렐(주),,
492,14-Dec,케이알모터스(주),,
493,16-Dec,케이엠제약(주),,
494,18-Dec,코나아이(주),,
495,13-Dec,코드네이처(주),,
496,12-Dec,코스모신소재(주),,
497,14-Dec,코스모화학(주),,
498,18-Dec,코아스템(주),,
499,14-Dec,코오롱글로벌(주),,
500,19-Dec,코오롱생명과학(주),,
501,19-Dec,코오롱티슈진(주),,
502,13-Dec,큐렉소(주),,
503,15-Dec,크로바하이텍(주),,
504,14-Dec,크루셜텍(주),,
505,13-Dec,크리스탈지노믹스(주),,
506,14-Dec,테라사이언스(주),,
507,18-Dec,티와이엠(주),,
508,13-Dec,티케이지애강(주),,
509,19-Dec,파나케이아(주),,
510,13-Dec,팜젠사이언스(주),,
511,13-Dec,팬오션(주),,
512,18-Dec,퍼스텍(주),,
513,15-Dec,페이퍼코리아(주),,
514,15-Dec,평화산업(주),,
515,13-Dec,평화홀딩스(주),,
516,13-Dec,포스코스틸리온(주),,
517,13-Dec,한국전력공사(주),,
518,14-Dec,한국정밀기계(주),,
519,18-Dec,한국정보공학(주),,
520,19-Dec,한국주강(주),,
521,11-Dec,한국철강(주),,
522,13-Dec,한국화장품(주),,
523,13-Dec,한솔테크닉스(주),,
524,13-Dec,한올바이오파마(주),,
525,19-Dec,한일사료(주),,
526,13-Dec,한일철강(주),,
527,14-Dec,한화솔루션(주),,
528,19-Dec,해성옵틱스(주),,
529,19-Dec,현대로템(주),,
530,13-Dec,현대바이오사이언스(주),,
531,14-Dec,현우산업(주),,
532,14-Dec,휴림로봇(주),,
533,16-Dec,휴마시스(주),,
534,18-Dec,흥아해운(주),,
